image_id,image_name,crop_id,sample_index,table_split,context_contract,teacher_alpha,A0_same_context_psnr,teacher_same_context_psnr,teacher_delta_vs_A0,hardness_bucket,easy_bucket,strong_reference_bucket,strong_reference_cut_psnr,fold_id,eligible,mask_reason,input_sha256,gt_sha256,A0_full_output_sha256,blend_output_sha256,locked_test_touched
1037_0.89_0.54,1037_0.89_0.54.png,full_image,40,val_regular,full_image_same_context_a0p5,0.5,35.944435119628906,40.0480842590332,4.103649139404297,mid,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,293515cf9daa153d8fd2754d00f8b36a32c56da536cd11627f2cfc892efefb97,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,06782b4a10d94e3a212b035d42c3152158bbceb6486fbd000f2b8e63df809029,63788a60fa4c348d557d03fcdf4b80e372971d32735e0c53b6b2c7bf3c43b430,False
1038_0.87_1.29,1038_0.87_1.29.png,full_image,41,val_hard,full_image_same_context_a0p5,0.5,32.466121673583984,37.103981018066406,4.637859344482422,hard,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,7a5e05d19419439025140eb6927f4dfa33abe4184127b0941914304a11b18f62,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,525f34f2f38cb3b49e7a9acf5b03692084b5e9191d59c44c13d0d37b46f65caa,717b48e22b0e2c69f7096d34321cda2cb1457ddc6cb76faaa8942e7385508957,False
1039_0.79_1.79,1039_0.79_1.79.png,full_image,42,val_regular,full_image_same_context_a0p5,0.5,32.14398956298828,36.91653060913086,4.772541046142578,hard,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,ada972468cbe47406b1525227876ace6b5cbb7855665ac682802610fb15068c5,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,3e30d7c40cda89aa4dd8e61fc6a600e76cd60c67211682bf586200b99f187669,39a3974e883891bcf0a0d24ee3bcacbc0c6b9f938dd3fe2fb97f3c53b8c9979f,False
1045_0.58_1.58,1045_0.58_1.58.png,full_image,49,val_hard,full_image_same_context_a0p5,0.5,32.29377365112305,37.17591857910156,4.882144927978516,hard,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,21a2580b2d8423ae85837b20310108843de5e7f7549574049956addbdb591e8b,0185e8b31fd6f7ec6cb6db2316df6628dd165f6e1ed50347e43703504bcc1a4b,0bfaa90e2c289b7bfd917ede668743e2743faf30fd106696540bd0e1f3893fd2,2c18c8847a74902e8aab1f8b8884a6910ac6d3f0fdee29564d3289b8ae6c8ea8,False
1056_0.85_1.39,1056_0.85_1.39.png,full_image,61,val_hard,full_image_same_context_a0p5,0.5,37.56621170043945,41.437469482421875,3.871257781982422,mid,not_easy_top25,not_strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,8bf8742c8412d7b459ddc98fd1026b544a814c0e6e2383bf9e3f2a1cd3322932,7910400e9b3c41def3fcd96820dd7a8046253198a1e845ef4035097516f2fa82,468128c7a7a3ff83eea3554d095245f486037913adb993b3122f38aff3efe298,a454e956a22429f717b95d16c634b16d232542e653e81a32ed5c4d9ef2edf774,False
105_0.74_1.06,105_0.74_1.06.png,full_image,65,val_hard,full_image_same_context_a0p5,0.5,36.506134033203125,41.839134216308594,5.333000183105469,mid,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,669d1fcae95ec151f9c1cceb8c29306f5acb7c877dcbe0351c8897860f04261b,81713cf47b2ab9791f53a6d496f1bfc31c8202d96ca6fa135d6130d0d8c0b2b3,6798f0a948e3b751da47647a6aa0a40621f712ee41602daae424b528f266fad1,05012e0ea09158ebc9a6e8db9318ef6bf096c997b9aafce585e3c715f86d3088,False
1063_0.51_1.61,1063_0.51_1.61.png,full_image,69,val_regular,full_image_same_context_a0p5,0.5,34.06106948852539,38.08273696899414,4.02166748046875,mid,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,461360677b9314414f6a6585e6716036edb8592eb7df3b4932ad6427e1e62ae3,f6ff5fec69f5f5895c3c0114981447c9c964b14eaa46787b0f753008bd1ee8f1,8fc6e757a4bfa12ae83791c96f8b9ec1bbdad10766a405e79da3afe809551cd4,c8d9176f5d2316cd30d9e4963689daef9202fc5ee8b22658672cb3bbe623bf09,False
1069_0.66_1.4,1069_0.66_1.4.png,full_image,75,val_hard,full_image_same_context_a0p5,0.5,33.770050048828125,39.301876068115234,5.531826019287109,mid,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,8811e93e4e701996f383e81972efaa9dd53474c1defe76c0b4091d120e9ed86e,7c8fdd9b59fd199ae412218d9879987b8a6f3877b44a24d6e974468eda5fdfd4,98c0bb4353dfbabf43f926ddb82c390402704f4c6c94614f1067617e8fba2e44,fdae369cdeb7fb8fd00fb4f4f2c8d04b31cc4afaea38ac79c7ed863457de3ebd,False
106_0.91_1.85,106_0.91_1.85.png,full_image,76,val_hard,full_image_same_context_a0p5,0.5,30.734580993652344,36.02471160888672,5.290130615234375,hard,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,fec0b3fb350d45da2ef9ef3a26c64f334e811716c4df8db00031e214709dfab7,81713cf47b2ab9791f53a6d496f1bfc31c8202d96ca6fa135d6130d0d8c0b2b3,07e023a88c4bfb93e53f566bb0f2c7ad31c0e11e66962b1a878e025986af8b8c,b8484a8c1375b981b85cc06ccf45d92ab873d8a36ae0fd38821bae6f74651e49,False
1074_0.59_1.24,1074_0.59_1.24.png,full_image,81,val_hard,full_image_same_context_a0p5,0.5,34.382545471191406,39.00240707397461,4.619861602783203,mid,not_easy_top25,not_strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,35e6c11bf4658d5cc1dc622c22d2f9c0faa9b0187414906111ff3c092a84941e,abdf21b591c2a0ac0be8018a3848a6e578c7faa83106302acaba31d9ac787acf,9c2a4a32bf712ee649d11c54dffda78fd3c5b1bfe26d6c9767e214d29e699ad4,f8a591800b0d4a3313403b9e4d6c4589efad5aaa2cf569966197d481e5c3cc2f,False
1075_0.76_1.99,1075_0.76_1.99.png,full_image,82,val_hard,full_image_same_context_a0p5,0.5,29.513813018798828,34.12204360961914,4.6082305908203125,hard,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,40ccf35b91842ceba0ad160277f2b804c5fd8bda32a5705cf121de45c3400369,abdf21b591c2a0ac0be8018a3848a6e578c7faa83106302acaba31d9ac787acf,05065cd3081875203e141ae85ec3f9156cd2e166b2889988651626c51a4ebb68,7da8cf45e020a75428bd9b62dff4d38eb7096b7e808fb4d958b18548bbc75e98,False
1076_0.71_1.18,1076_0.71_1.18.png,full_image,83,val_regular,full_image_same_context_a0p5,0.5,35.23798370361328,38.70073318481445,3.462749481201172,mid,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,fed18f6c139ddf85c7ca38ed97950b7ccd1d4dad5b7bd28363e75e2cc4ee6bd4,abdf21b591c2a0ac0be8018a3848a6e578c7faa83106302acaba31d9ac787acf,731c87a05abc9fa434657021658b0d53ff049f02cf87d67564ef02e7e650f555,32f438a41989011b84c6680a8401e4821e0a409517c721d9a9e54f28b1ad0937,False
1080_0.59_1.22,1080_0.59_1.22.png,full_image,88,val_regular,full_image_same_context_a0p5,0.5,40.876853942871094,42.999412536621094,2.12255859375,easy,easy_top25,strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,8bf25e24dd1f4f87ea1a340f58c7e2d785919944c93abc9416fc61fbec2e7a61,6053eb4c7d5b5e71992a3186976618214d90d3f8d33c5762fc6acfa04aee22dc,fe8cdbab7227a9468e38be520357d2e0f4c54816244c6f25ba563d7d111387d5,2da7f96bc61de1cc8fb32495b84964d3c3bffa8a2e63b0c96dc4cdfc95520569,False
1083_0.67_0.81,1083_0.67_0.81.png,full_image,91,val_hard,full_image_same_context_a0p5,0.5,36.44873809814453,41.161537170410156,4.712799072265625,mid,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,915abab6c53837b375ae3ac68c74750acf2f5c6c4c3ea62448997dc61ded544d,665ccb70dd3121f3b7ee015d8e6638dc978dedd6e67165e4919b04413eea1090,5ded58660dc78bfb84f42502e06712fbf46478938320103b58d6d9d48e487ca9,80dd677bdd1ed4b269404d96df4380269cede46b170c22099ccf01b08fdd5e9c,False
1084_0.81_1.75,1084_0.81_1.75.png,full_image,92,val_hard,full_image_same_context_a0p5,0.5,29.947710037231445,34.089359283447266,4.14164924621582,hard,not_easy_top25,not_strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,df1a6531fe4fe4eca5950ee7ad10169dffc0bb444a4a8165732033c7ef524335,665ccb70dd3121f3b7ee015d8e6638dc978dedd6e67165e4919b04413eea1090,515980641526238bcad36f392e98e4be5ab094147aabebed42295ab03e2c9930,d14171afa737dbb687f13dafb3dab5b33bbc1df043c7bfbc993583e4196b005c,False
1085_0.71_1.3,1085_0.71_1.3.png,full_image,93,val_regular,full_image_same_context_a0p5,0.5,40.47186279296875,42.047271728515625,1.575408935546875,easy,easy_top25,strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,a24fe28c36cf600a8a0967e71951114864aa9a0710234cc6998f896d0cd74bb0,431c60b738c8b5dba5215f928fceaf8ead6a18297ea9ff3b0222caa87d5f4066,e41a87c943812bb38e625bde5a6ea7d163827b6019593567853ee87e402cf0b3,c034d54c3d46723f606be4083aa37791857b737333a46cb2ee6aabb32ab9646a,False
1087_0.68_1.22,1087_0.68_1.22.png,full_image,95,val_regular,full_image_same_context_a0p5,0.5,41.458438873291016,42.88068389892578,1.4222450256347656,easy,easy_top25,strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,ad50bc9c2102da7177905ebab945d1ae849417af2a4dedd25c9cd9a8922a5bf6,431c60b738c8b5dba5215f928fceaf8ead6a18297ea9ff3b0222caa87d5f4066,06551bb5c069eb4cfca8336dbecf29c4b6761d7b4325913a291184d5ea43a026,93f15e917063b2147f277ad34f40ad2e1752c61c88833889c2401d1fc0331f1b,False
1092_0.84_1.93,1092_0.84_1.93.png,full_image,101,val_hard,full_image_same_context_a0p5,0.5,33.319366455078125,36.832801818847656,3.5134353637695312,hard,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,61759c37dd16dabaf30e56482067efc497c7bffd9a8ca6437c4a810a9724e77c,382898bb968ab8613d6ba284e88e4faddebe1531425992838b370d57d9010094,e0283bbcc76db7080b6073afa393929892b98c6ad0eb780a1e175ba47b79530e,f9ac850edf2163c7dfc9a6a01845bc2bb6f73b23c5ebb4c47285775eea21b591,False
1094_0.77_1.07,1094_0.77_1.07.png,full_image,103,val_hard,full_image_same_context_a0p5,0.5,35.43501663208008,40.14683532714844,4.711818695068359,mid,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,af61a3e3c04b5c46585c7487f4d23c69e361bb0373e06e3212d8bbfd24a0f6b7,a06f32e49a6f2b1fdbc3314e97d3efb7ef461a0fbb4c455a113c71ea51222f98,4487750a81f91a363f4a1137d7a1dcf02be498b7b8f285ef336a210295060343,c0e0aadf167ab9d5b1414007801bc1b6194bde5a92f3b680626cd514ab381c15,False
1096_0.72_0.86,1096_0.72_0.86.png,full_image,105,val_hard,full_image_same_context_a0p5,0.5,35.75572204589844,40.81916809082031,5.063446044921875,mid,not_easy_top25,not_strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,9a8d9af4efeab6f7dfaedeb326c3e3a0df5503014636df72913e2cd7f02da6c0,a06f32e49a6f2b1fdbc3314e97d3efb7ef461a0fbb4c455a113c71ea51222f98,090da1d10e16701b9dfd8ac10cba1ecd661338cac882fee6733138f8b2cca69b,b4aae1d12fee426693a1f22779acd02c62a9bc5f572849e24539474d076e5a77,False
1098_0.8_0.51,1098_0.8_0.51.png,full_image,107,val_hard,full_image_same_context_a0p5,0.5,33.103145599365234,38.44557571411133,5.342430114746094,hard,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,88928fe542e264f42170bcf7165c75841fbf250225c750f58fe85da0229a37ee,bc9d810c07998f61b47a35d06e4ff2e65d43e5885d8db89fa052a21f861e9eb9,7e9b86876fabdae0fc9a8a4b7c9fd1f912dd377bc132b065f3840748ba95087e,781b698bf554865f89c058f4801bcde79776ad5734452a2f83d497449d72e19c,False
1100_0.58_1.95,1100_0.58_1.95.png,full_image,111,val_regular,full_image_same_context_a0p5,0.5,31.112850189208984,35.27276611328125,4.159915924072266,hard,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,b0fdaaf063dead1e97571259cf6b3fa4b10540252a61e6b27bff0ef960528802,bc9d810c07998f61b47a35d06e4ff2e65d43e5885d8db89fa052a21f861e9eb9,58bf7e2dd80d1ad472c7400283db2979b9b84e3e4578ca95244b90c7ebf51ce7,b3c093048023a506108fe30cb8e0c2e628f9dacf15646a17cd0e02718949982d,False
1101_0.77_1.17,1101_0.77_1.17.png,full_image,112,val_hard,full_image_same_context_a0p5,0.5,27.404401779174805,33.17782974243164,5.773427963256836,hard,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,e43e14d6c26d7a8f04304181a37d3fcb4f96d212da0c8249ea6e85c1d0321fbd,f16ffd47aed2d3ee863eb7e293a2ae66e3f12eb7cc97a3e492ef06ac4096d0cb,1299285aae647a223fb99b07a68a9927db084d2150a34e7dfd7c4dd9d0650766,c48187b36ab00dcefa07c8ebd22c6ef424721a10fb0903da534c969dfd37ceb2,False
1102_0.65_0.94,1102_0.65_0.94.png,full_image,113,val_regular,full_image_same_context_a0p5,0.5,29.722129821777344,35.27597427368164,5.553844451904297,hard,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,26c09b4dda22881f4fd957002769d0733b2aa0a8425a7df87d9b209fc07e742a,f16ffd47aed2d3ee863eb7e293a2ae66e3f12eb7cc97a3e492ef06ac4096d0cb,91113f1c4b5819ee19c1cfdb03b284fff282d2a69f4b610a9135d08d37298a96,61e3c4bce8a669e3a93457550bac7ea5cc83842c5449060ff1b231e9d9db863c,False
1103_0.88_1.95,1103_0.88_1.95.png,full_image,114,val_hard,full_image_same_context_a0p5,0.5,24.205032348632812,28.84804916381836,4.643016815185547,hard,not_easy_top25,not_strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,df1f5e715b2d44fc22e42df86dffb1370fe6b49e519317494b494862343011b6,f16ffd47aed2d3ee863eb7e293a2ae66e3f12eb7cc97a3e492ef06ac4096d0cb,df1272805833dd47db7dd4535bf0a00c5cf173e28116ca8c8ca1691f885fa196,4a861de34f1ea9c2b0fb02bfec066a4c01ae54599028302be554e3009da0c1b2,False
1108_0.58_1.2,1108_0.58_1.2.png,full_image,119,val_hard,full_image_same_context_a0p5,0.5,36.34623336791992,39.898380279541016,3.5521469116210938,mid,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,f0f2b00c4b734b3a6af0ee3cf6bf3103c72f9688586991c616e3f99894c3eba7,f404472d27c5480c1df4e66a339bbd9c3d53704bb6aae4c3e1fe9a01ee85df71,e86e7c4a65b3a286a72f357b315972813c316dbe78dbf71d3fb155108a465c1f,d6f39918c06f7339803309724286f1f694f35063bbfd727fad29ab62e4f9568d,False
1110_0.92_0.77,1110_0.92_0.77.png,full_image,122,val_regular,full_image_same_context_a0p5,0.5,39.92845916748047,43.026023864746094,3.097564697265625,mid,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,3340cff7384f65425fb0c0adc22542053436d67f82380c02befffb5001d6fffd,eadeb2b8e81425876d45b155a59a01a9a86a2df06de63c31deecca1886d053f7,e583c1c7970f752d820b85e88305a6b86071038c81735af1514d9c58360567e8,a0196537cb6d3e313c7453030a6665f4f0862e77715569827652a99d4a83758f,False
1111_0.57_1.35,1111_0.57_1.35.png,full_image,123,val_hard,full_image_same_context_a0p5,0.5,35.80939865112305,40.940940856933594,5.131542205810547,mid,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,bdacbeafa56ac162275ff2fc2ba2547c9fee645e47e8ace93b699a0b5e187c31,eadeb2b8e81425876d45b155a59a01a9a86a2df06de63c31deecca1886d053f7,a2685ee4efeeeede2c2550512f898b21a59adcdf097a9de47f080f7d1c15b3f9,a2f47a49d7a05b0ed5490d39aa7a8403ac217294a61dbc47234c03b548b41c91,False
1117_0.61_0.56,1117_0.61_0.56.png,full_image,129,val_hard,full_image_same_context_a0p5,0.5,36.795684814453125,42.14043426513672,5.344749450683594,mid,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,190d1d00aa75b4dfd04cc8076b6c34a06ef5f70f460a2152a0a6ea259eac805c,bcf31c174602e48f369eae5b24531f543ad279095ce485b1f339be30c88e2a27,aff2a8900d57298d6d835dcfc303c3b9cf6fbf3fdaa61246da8a42ca391549bf,a189d0fdf9dc83a53348f4ee248601552d8fc864a595edf2612111e766a20a6f,False
1122_0.94_0.53,1122_0.94_0.53.png,full_image,135,val_regular,full_image_same_context_a0p5,0.5,40.93035888671875,43.655677795410156,2.7253189086914062,easy,easy_top25,strong_reference,40.01145362854004,1,True,positive_same_contract_teacher_delta,5b610d0440352bc96fd39006b952ffb03d6e6250593a9f6ee0295ced7e8db518,312f72d3648254801b1bc1730ebd46e5bcde7a1b549192b68b09e0722b56a7b1,d461c69f372aaafd250e119b1f8b79c88756912b2d3aa426ae647ab9e87b6b86,bbbd596e70b3312250f741f9ef8fd9478b40058267c5aa82b5fad11a74347ff3,False
1128_0.8_1.45,1128_0.8_1.45.png,full_image,141,val_regular,full_image_same_context_a0p5,0.5,37.51072311401367,39.70177459716797,2.191051483154297,mid,not_easy_top25,not_strong_reference,40.01145362854004,2,True,positive_same_contract_teacher_delta,dd44fb87082f67a38818c218f7a0e980684405e33ad546075a5220cdfa29c1f9,b7e7ea9a7ad1f1b8492b5e54bc177457406bc0028eff59138dcf143e9e01b623,d1036bcab7a14abefc12a65aa7479c7de12e688cb114ae0b460d81fcf66e0a30,d2eb498d5eddbe33f3238c0fd10d0c8d807cb329c0b61c7978a95fd129a07cc1,False
1133_0.68_1.41,1133_0.68_1.41.png,full_image,147,val_regular,full_image_same_context_a0p5,0.5,32.86006164550781,37.387367248535156,4.527305603027344,hard,not_easy_top25,not_strong_reference,40.01145362854004,3,True,positive_same_contract_teacher_delta,cba432b783ec9c68f7c40086e8eabf0ff150de2deaf80f7b6e871b721068b72b,6f79cf7a5271f358f37c023a6ec64b12c22a24a1b9952f93d44d9f91b17f47a8,e7d5383f48bd60e60918b24e6380f49f0f3f73de085846cf7c256ed66d05f50a,1fea61234eb5101f6c8b352826c412ab043b522e8e352871c1d4aeabb9dc110a,False
1134_0.69_1.2,1134_0.69_1.2.png,full_image,148,val_regular,full_image_same_context_a0p5,0.5,32.35954666137695,37.1209716796875,4.761425018310547,hard,not_easy_top25,not_strong_reference,40.01145362854004,4,True,positive_same_contract_teacher_delta,0fde1e254d8d645bc72273580e8b3c6d3feaec3f7ef7581921f742567f2490fc,6f79cf7a5271f358f37c023a6ec64b12c22a24a1b9952f93d44d9f91b17f47a8,cc9c67ee08e352f75a1db6354763b132ebb23f18fbc64f4f3a5969bb6abeb12e,5e37b201d9fe45b75becd481ab7553bc869fb607888f16c6cf055c1f28f570c8,False
1137_0.87_0.85,1137_0.87_0.85.png,full_image,151,val_hard,full_image_same_context_a0p5,0.5,36.012386322021484,40.32829284667969,4.315906524658203,mid,not_easy_top25,not_strong_reference,40.01145362854004,0,True,positive_same_contract_teacher_delta,9532898b3d06777bba48fdbe57569bd281b6b117b9835819b3eacfa19fe7327e,b70c45e7e8c2985961e56dec4aa799e7c8684efad6b26eb67fbc3d8ae11fc56b,9f331a0d0a028dc366dd5dd3bc640f5d7c6abe23448f32329d20cab446db29c7,2ba1f9657a6701bfb6aea7e81aa3af5921df107a0c84589c214c299acf8ec999,False
