image_id,image_name,fold_id,hardness_bucket,strong_reference_bucket,eligible,mask_reason
1110_0.92_0.77,1110_0.92_0.77.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1111_0.57_1.35,1111_0.57_1.35.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1117_0.61_0.56,1117_0.61_0.56.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1122_0.94_0.53,1122_0.94_0.53.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1128_0.8_1.45,1128_0.8_1.45.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1133_0.68_1.41,1133_0.68_1.41.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1134_0.69_1.2,1134_0.69_1.2.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1137_0.87_0.85,1137_0.87_0.85.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
113_0.65_1.81,113_0.65_1.81.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
114_0.75_1.45,114_0.75_1.45.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1157_0.56_1.98,1157_0.56_1.98.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1161_0.75_1.93,1161_0.75_1.93.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1165_0.76_1.92,1165_0.76_1.92.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1166_0.73_1.03,1166_0.73_1.03.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1169_0.58_1.98,1169_0.58_1.98.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1174_0.74_1.33,1174_0.74_1.33.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1177_0.71_1.64,1177_0.71_1.64.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1179_0.56_1.96,1179_0.56_1.96.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1183_0.84_1.24,1183_0.84_1.24.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1194_0.88_1.52,1194_0.88_1.52.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1196_0.78_1.47,1196_0.78_1.47.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1197_0.84_0.85,1197_0.84_0.85.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1199_0.86_0.65,1199_0.86_0.65.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1200_0.97_0.52,1200_0.97_0.52.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1201_0.75_1.76,1201_0.75_1.76.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1209_0.92_0.65,1209_0.92_0.65.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1210_0.69_0.81,1210_0.69_0.81.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1212_0.8_1.74,1212_0.8_1.74.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1214_0.74_1.7,1214_0.74_1.7.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1217_0.82_0.83,1217_0.82_0.83.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1223_0.74_2.0,1223_0.74_2.0.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1228_0.85_1.77,1228_0.85_1.77.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
122_0.85_2.0,122_0.85_2.0.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1233_0.54_0.63,1233_0.54_0.63.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1235_0.97_1.72,1235_0.97_1.72.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1237_0.86_1.79,1237_0.86_1.79.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1239_0.66_1.97,1239_0.66_1.97.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
123_0.94_1.22,123_0.94_1.22.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1246_0.62_2.0,1246_0.62_2.0.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1247_0.62_1.15,1247_0.62_1.15.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1249_0.79_0.56,1249_0.79_0.56.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1251_0.98_0.8,1251_0.98_0.8.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1257_0.92_0.83,1257_0.92_0.83.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1260_0.82_1.01,1260_0.82_1.01.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1261_0.52_1.86,1261_0.52_1.86.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1262_0.55_0.76,1262_0.55_0.76.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1266_0.96_1.34,1266_0.96_1.34.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1267_0.75_1.55,1267_0.75_1.55.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
126_0.75_1.47,126_0.75_1.47.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1275_0.54_1.73,1275_0.54_1.73.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
127_0.99_1.4,127_0.99_1.4.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1282_0.62_0.6,1282_0.62_0.6.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1283_0.55_1.12,1283_0.55_1.12.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1287_0.56_1.87,1287_0.56_1.87.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1290_0.95_1.76,1290_0.95_1.76.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1291_0.62_0.59,1291_0.62_0.59.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
1295_0.76_1.32,1295_0.76_1.32.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1296_0.61_1.52,1296_0.61_1.52.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1299_0.83_1.21,1299_0.83_1.21.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1300_0.92_1.03,1300_0.92_1.03.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
1301_0.95_1.37,1301_0.95_1.37.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1306_0.6_0.6,1306_0.6_0.6.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1311_0.77_1.85,1311_0.77_1.85.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1313_0.75_1.8,1313_0.75_1.8.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1317_0.53_1.87,1317_0.53_1.87.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1322_0.64_1.06,1322_0.64_1.06.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1333_0.79_1.62,1333_0.79_1.62.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1334_0.64_1.51,1334_0.64_1.51.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1335_0.93_1.95,1335_0.93_1.95.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1337_0.69_1.72,1337_0.69_1.72.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1346_0.77_1.14,1346_0.77_1.14.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1351_0.98_1.46,1351_0.98_1.46.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1353_0.71_1.79,1353_0.71_1.79.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1359_0.92_1.46,1359_0.92_1.46.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1364_0.75_1.75,1364_0.75_1.75.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1367_0.64_1.15,1367_0.64_1.15.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
136_0.6_1.01,136_0.6_1.01.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1375_0.91_1.75,1375_0.91_1.75.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1376_0.65_1.6,1376_0.65_1.6.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
137_0.96_1.92,137_0.96_1.92.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1386_0.99_1.78,1386_0.99_1.78.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1390_0.57_1.23,1390_0.57_1.23.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1393_0.89_1.9,1393_0.89_1.9.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1397_0.94_0.79,1397_0.94_0.79.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1398_0.8_1.34,1398_0.8_1.34.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1400_1.0_0.82,1400_1.0_0.82.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1403_0.73_1.26,1403_0.73_1.26.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1407_0.6_1.92,1407_0.6_1.92.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1412_0.87_1.34,1412_0.87_1.34.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1413_0.65_1.47,1413_0.65_1.47.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
1414_0.88_1.69,1414_0.88_1.69.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1416_0.95_1.15,1416_0.95_1.15.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1419_0.62_1.04,1419_0.62_1.04.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1427_0.91_1.59,1427_0.91_1.59.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1429_0.5_1.16,1429_0.5_1.16.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1431_0.81_0.84,1431_0.81_0.84.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1432_0.91_1.29,1432_0.91_1.29.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1435_0.87_0.57,1435_0.87_0.57.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
1441_0.58_1.73,1441_0.58_1.73.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1456_0.66_1.83,1456_0.66_1.83.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1461_0.59_0.54,1461_0.59_0.54.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1462_0.61_1.4,1462_0.61_1.4.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1464_0.64_1.56,1464_0.64_1.56.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1467_0.61_1.24,1467_0.61_1.24.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1474_0.92_0.89,1474_0.92_0.89.png,2,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1479_0.8_1.08,1479_0.8_1.08.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1480_0.96_1.38,1480_0.96_1.38.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
148_0.79_1.94,148_0.79_1.94.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1491_0.88_1.85,1491_0.88_1.85.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1500_0.87_1.88,1500_0.87_1.88.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1502_0.65_1.08,1502_0.65_1.08.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
1503_0.95_1.58,1503_0.95_1.58.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1528_0.91_1.9,1528_0.91_1.9.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1534_0.7_0.91,1534_0.7_0.91.png,1,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
153_0.93_2.0,153_0.93_2.0.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1547_0.77_1.84,1547_0.77_1.84.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1550_0.87_0.57,1550_0.87_0.57.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
155_0.83_1.97,155_0.83_1.97.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1567_0.8_0.84,1567_0.8_0.84.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
156_0.57_1.11,156_0.57_1.11.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1575_0.51_1.39,1575_0.51_1.39.png,3,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1579_0.67_1.31,1579_0.67_1.31.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
1580_0.7_1.59,1580_0.7_1.59.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
1586_0.74_1.29,1586_0.74_1.29.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1587_0.73_1.54,1587_0.73_1.54.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1589_0.74_1.06,1589_0.74_1.06.png,3,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1595_0.99_1.84,1595_0.99_1.84.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
15_0.88_1.43,15_0.88_1.43.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1611_0.9_1.98,1611_0.9_1.98.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1612_0.77_1.4,1612_0.77_1.4.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
1618_0.97_1.32,1618_0.97_1.32.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
161_0.83_1.56,161_0.83_1.56.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1629_0.87_1.78,1629_0.87_1.78.png,0,hard,not_strong_reference,True,positive_same_contract_teacher_delta
163_0.9_1.1,163_0.9_1.1.png,1,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1642_0.91_0.72,1642_0.91_0.72.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
164_0.84_0.62,164_0.84_0.62.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
165_0.71_1.57,165_0.71_1.57.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1664_0.8_2.0,1664_0.8_2.0.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1674_0.9_1.32,1674_0.9_1.32.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1675_0.56_1.81,1675_0.56_1.81.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
1681_0.98_1.69,1681_0.98_1.69.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1684_0.61_1.24,1684_0.61_1.24.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
1687_0.83_1.61,1687_0.83_1.61.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1701_0.55_0.71,1701_0.55_0.71.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1704_0.9_1.06,1704_0.9_1.06.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
170_0.76_1.19,170_0.76_1.19.png,3,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1714_0.89_1.96,1714_0.89_1.96.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1715_0.89_1.94,1715_0.89_1.94.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1716_0.87_0.59,1716_0.87_0.59.png,1,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1722_0.85_1.51,1722_0.85_1.51.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1729_0.85_0.57,1729_0.85_0.57.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
172_0.56_1.3,172_0.56_1.3.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1739_0.98_1.18,1739_0.98_1.18.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
173_0.88_1.45,173_0.88_1.45.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1741_0.52_0.81,1741_0.52_0.81.png,2,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1744_0.79_1.18,1744_0.79_1.18.png,3,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1749_0.73_1.97,1749_0.73_1.97.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1750_0.82_1.35,1750_0.82_1.35.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1753_0.96_1.66,1753_0.96_1.66.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1772_0.62_1.44,1772_0.62_1.44.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1778_0.61_0.57,1778_0.61_0.57.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
179_0.79_1.66,179_0.79_1.66.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1801_0.99_0.78,1801_0.99_0.78.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
1803_0.99_1.79,1803_0.99_1.79.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1811_0.62_1.47,1811_0.62_1.47.png,2,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1823_0.78_0.96,1823_0.78_0.96.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
1838_0.88_0.63,1838_0.88_0.63.png,4,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1840_0.94_1.56,1840_0.94_1.56.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
1847_0.55_2.0,1847_0.55_2.0.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1851_0.7_1.14,1851_0.7_1.14.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
185_0.65_1.74,185_0.65_1.74.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1864_0.63_1.68,1864_0.63_1.68.png,4,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
1870_0.54_1.45,1870_0.54_1.45.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
188_0.9_1.18,188_0.9_1.18.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1893_0.53_1.29,1893_0.53_1.29.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
1896_0.7_0.8,1896_0.7_0.8.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
1900_0.59_0.94,1900_0.59_0.94.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
1901_0.77_1.18,1901_0.77_1.18.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
1917_0.96_1.37,1917_0.96_1.37.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
1919_0.59_0.94,1919_0.59_0.94.png,2,easy,strong_reference,False,nonpositive_same_contract_teacher_delta
191_0.53_1.57,191_0.53_1.57.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1928_0.97_1.39,1928_0.97_1.39.png,4,hard,not_strong_reference,True,positive_same_contract_teacher_delta
1932_0.8_1.59,1932_0.8_1.59.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1944_0.99_1.3,1944_0.99_1.3.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1946_0.91_1.18,1946_0.91_1.18.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1950_0.98_1.54,1950_0.98_1.54.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1953_0.73_0.63,1953_0.73_0.63.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
1965_0.97_1.55,1965_0.97_1.55.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1970_0.94_1.51,1970_0.94_1.51.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1974_0.82_1.47,1974_0.82_1.47.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
1994_0.55_1.79,1994_0.55_1.79.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
1999_0.93_0.74,1999_0.93_0.74.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
199_0.81_1.86,199_0.81_1.86.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2002_0.86_1.83,2002_0.86_1.83.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
2012_0.86_1.57,2012_0.86_1.57.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2021_0.96_1.65,2021_0.96_1.65.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
202_0.82_1.42,202_0.82_1.42.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2036_0.8_0.55,2036_0.8_0.55.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
2037_0.65_0.92,2037_0.65_0.92.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
203_0.79_0.99,203_0.79_0.99.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
2040_0.75_1.75,2040_0.75_1.75.png,3,easy,strong_reference,True,positive_same_contract_teacher_delta
2045_0.94_0.71,2045_0.94_0.71.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
2050_0.8_1.8,2050_0.8_1.8.png,0,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2055_0.69_0.57,2055_0.69_0.57.png,1,easy,strong_reference,True,positive_same_contract_teacher_delta
2070_0.86_0.78,2070_0.86_0.78.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
2075_0.73_2.0,2075_0.73_2.0.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2076_0.85_1.77,2076_0.85_1.77.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2080_0.53_1.58,2080_0.53_1.58.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
2083_0.5_1.42,2083_0.5_1.42.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2099_1.0_1.51,2099_1.0_1.51.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
20_0.81_1.64,20_0.81_1.64.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
210_0.87_0.81,210_0.87_0.81.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
2125_0.65_0.5,2125_0.65_0.5.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
212_0.71_1.94,212_0.71_1.94.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2131_0.88_1.57,2131_0.88_1.57.png,2,easy,strong_reference,True,positive_same_contract_teacher_delta
2142_0.81_1.58,2142_0.81_1.58.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2151_0.78_0.51,2151_0.78_0.51.png,4,easy,strong_reference,True,positive_same_contract_teacher_delta
2155_0.7_0.67,2155_0.7_0.67.png,0,easy,strong_reference,True,positive_same_contract_teacher_delta
2161_0.69_1.35,2161_0.69_1.35.png,1,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2162_0.63_1.79,2162_0.63_1.79.png,2,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2165_0.88_1.99,2165_0.88_1.99.png,3,mid,not_strong_reference,True,positive_same_contract_teacher_delta
2168_0.63_1.99,2168_0.63_1.99.png,4,mid,not_strong_reference,True,positive_same_contract_teacher_delta
