policy_id,complexity,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,screen_proxy_pass,strong_proxy_pass,score,patch_action_count_a0,patch_action_count_a0p125,patch_action_count_a0p25,patch_action_count_a0p375,patch_action_count_a0p5,patch_action_count_a0p75,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,599,0.9983333333333333,0.36774479196611165,0.33418038421379864,0.46596318414504156,0.7933333333333333,0.7933333333333333,46,46.0,88,88.0,0.7946577629382304,0.7946577629382304,46,True,True,0.9466854177516547,2075,0,5707,2594,0,0,0.19998072474942175,0.0,0.5500192752505783,0.25,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.3702265683822448,0.33241199667804566,0.4739389868567258,0.7933333333333333,0.7933333333333333,47,47.0,96,96.0,0.7946577629382304,0.7946577629382304,47,True,True,0.946550064410354,1557,0,6743,2076,0,0,0.15005782575173476,0.0,0.6498650732459522,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,599,0.9983333333333333,0.3601765977153988,0.3290662711487475,0.45552734378326193,0.7933333333333333,0.7933333333333333,43,43.0,87,87.0,0.7946577629382304,0.7946577629382304,43,True,True,0.9399823490127229,2075,0,6225,2076,0,0,0.19998072474942175,0.0,0.5999421742482652,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.3631406925929458,0.3246701537938202,0.4710915038681162,0.7883333333333333,0.7883333333333333,43,43.0,94,94.0,0.7896494156928213,0.7896494156928213,43,True,True,0.9387359660148137,1557,0,7262,1557,0,0,0.15005782575173476,0.0,0.6998843484965305,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.35309374904738033,0.3213038323708431,0.45268951382936734,0.7916666666666666,0.7916666666666666,38,38.0,86,86.0,0.7929883138564274,0.7929883138564274,38,True,True,0.9356557663269917,2075,0,6744,1557,0,0,0.19998072474942175,0.0,0.6499614494988435,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,595,0.9916666666666667,0.3616746448235453,0.33349871634621236,0.44402096766846305,0.7966666666666666,0.7966666666666666,48,48.0,81,81.0,0.8016806722689076,0.8016806722689076,48,True,True,0.9353757146673617,3424,0,2801,4151,0,0,0.3299922898997687,0.0,0.26994988434849654,0.40005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,597,0.995,0.35406823589972325,0.3264287432529627,0.43991106544799646,0.795,0.795,45,45.0,81,81.0,0.7989949748743719,0.7989949748743719,45,True,True,0.926952337046893,2594,0,5706,2076,0,0,0.25,0.0,0.549922898997687,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,597,0.995,0.34698260198569253,0.3186625570598784,0.4370358931716504,0.7983333333333333,0.7983333333333333,39,39.0,80,80.0,0.8023450586264657,0.8023450586264657,39,True,True,0.9268662369507604,2594,0,6225,1557,0,0,0.25,0.0,0.5999421742482652,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,595,0.9916666666666667,0.3555143223192587,0.3303120495385871,0.4311169812821655,0.795,0.795,48,48.0,80,80.0,0.8,0.8,48,True,True,0.924625660078345,3424,0,3528,3424,0,0,0.3299922898997687,0.0,0.3400154202004626,0.3299922898997687,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,591,0.985,0.34963036517984836,0.3332808259257413,0.41232182636695824,0.7883333333333333,0.7883333333333333,48,48.0,82,82.0,0.7969543147208121,0.7969543147208121,48,True,True,0.9162372085571372,4150,0,2075,4151,0,0,0.3999614494988435,0.0,0.19998072474942175,0.40005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,595,0.9916666666666667,0.34691553441292966,0.3255714443124581,0.4138285344292914,0.7933333333333333,0.7933333333333333,48,48.0,79,78.99999999999999,0.7983193277310925,0.7983193277310925,48,True,True,0.9097555433058254,3424,0,4358,2594,0,0,0.3299922898997687,0.0,0.4200077101002313,0.25,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,585,0.975,0.32701502602984817,0.3706103775800475,0.3015902716701651,0.7733333333333333,0.7733333333333333,48,48.0,83,83.0,0.7863247863247863,0.7863247863247863,48,True,True,0.9056623552609028,5188,0,4150,0,1038,0,0.5,0.0,0.3999614494988435,0.0,0.10003855050115651,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,595,0.9916666666666667,0.33936870958273546,0.3204673025637847,0.40343920572192354,0.7983333333333333,0.7983333333333333,46,46.0,77,77.0,0.8033613445378152,0.8033613445378152,46,True,True,0.9033364722059556,3424,0,4876,2076,0,0,0.3299922898997687,0.0,0.4699306090979183,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0023406036,2,600,591,0.985,0.3435026067777718,0.33009540142379185,0.3995316812514041,0.78,0.78,48,48.0,83,83.0,0.7884940778341794,0.7884940778341794,48,True,True,0.9025320960419457,4150,0,2802,3424,0,0,0.3999614494988435,0.0,0.2700462606013878,0.3299922898997687,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,595,0.9916666666666667,0.33231387364653886,0.31270179781147084,0.4006464557174688,0.8033333333333333,0.8033333333333333,43,43.0,75,75.0,0.8084033613445378,0.8084033613445378,43,True,True,0.8980399574674623,3424,0,5395,1557,0,0,0.3299922898997687,0.0,0.5199498843484965,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,591,0.985,0.3349339780099678,0.3253557492758275,0.3823604620404848,0.7883333333333333,0.7883333333333333,48,48.0,79,78.99999999999999,0.7969543147208121,0.7969543147208121,48,True,True,0.8922046236346783,4150,0,3632,2594,0,0,0.3999614494988435,0.0,0.3500385505011565,0.25,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,591,0.985,0.32740099628059455,0.32025287533061525,0.3720006834899524,0.7883333333333333,0.7883333333333333,45,45.0,78,78.0,0.7969543147208121,0.7969543147208121,45,True,True,0.8855533648940821,4150,0,4150,2076,0,0,0.3999614494988435,0.0,0.3999614494988435,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.00082785328|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,591,0.985,0.3203571112067179,0.3124847640669955,0.3692456605357185,0.7933333333333333,0.7933333333333333,42,42.00000000000001,76,76.0,0.8020304568527918,0.8020304568527918,42,True,True,0.8802694885138862,4150,0,4669,1557,0,0,0.3999614494988435,0.0,0.44998072474942175,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,585,0.975,0.30957676156657576,0.3190083911653906,0.3229641977161759,0.7766666666666666,0.7766666666666666,44,44.0,82,82.0,0.7897435897435897,0.7897435897435897,44,True,True,0.8585798942705057,5188,0,3112,2076,0,0,0.5,0.0,0.299922898997687,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.00025154754|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,585,0.975,0.3025653013300373,0.3112373611074584,0.3202665678722814,0.7816666666666666,0.7816666666666666,41,41.0,79,78.99999999999999,0.7948717948717948,0.7948717948717948,41,True,True,0.8533318470032323,5188,0,3631,1557,0,0,0.5,0.0,0.34994217424826524,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,562,0.9366666666666666,0.2867905162096856,0.3132758415938261,0.2613940306569143,0.7583333333333333,0.7583333333333333,44,44.0,83,83.0,0.7900355871886121,0.7900355871886121,44,True,True,0.8168005925504379,6225,0,2075,2076,0,0,0.5999421742482652,0.0,0.19998072474942175,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0013591703|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,562,0.9366666666666666,0.2798450797752302,0.30552778080492127,0.2588281215355678,0.7583333333333333,0.7583333333333333,42,42.00000000000001,81,81.0,0.7900355871886121,0.7900355871886121,42,True,True,0.807400116572724,6225,0,2594,1557,0,0,0.5999421742482652,0.0,0.25,0.15005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0037339681,2,600,534,0.89,0.2739361329502862,0.31010992647775926,0.22713693845395946,0.7216666666666667,0.7216666666666667,48,48.0,87,87.0,0.7696629213483146,0.7696629213483146,48,True,True,0.7734877679778895,6952,0,830,2594,0,0,0.6700077101002313,0.0,0.0799922898997687,0.25,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0049152132,2,600,534,0.89,0.26659227590908563,0.3050534121467396,0.2173219760482998,0.7233333333333334,0.7233333333333334,43,43.0,86,86.0,0.7715355805243446,0.7715355805243446,43,True,True,0.7718672032313074,6952,0,1348,2076,0,0,0.6700077101002313,0.0,0.12991518889745568,0.20007710100231302,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_-0.0023406036|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063386206,2,600,534,0.89,0.2596964054935133,0.2973251696493956,0.21482057815693448,0.725,0.725,40,40.0,82,82.0,0.7734082397003745,0.7734082397003745,40,True,False,0.7599389383275145,6952,0,1867,1557,0,0,0.6700077101002313,0.0,0.17993446414803393,0.15005782575173476,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,597,0.995,0.4246623237961804,0.41370744474661963,0.5081782105971772,0.7766666666666666,0.7766666666666666,51,51.00000000000001,93,93.0,0.7805695142378559,0.7805695142378559,51,False,False,1.0179461006531936,2594,0,0,6744,1038,0,0.25,0.0,0.0,0.6499614494988435,0.10003855050115651,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082143224,2,600,595,0.9916666666666667,0.4074534494764184,0.4058787534615219,0.4647166399638359,0.7766666666666666,0.7766666666666666,51,51.00000000000001,88,88.0,0.7815126050420168,0.7815126050420168,51,False,False,0.9901281162420192,3424,0,0,5914,1038,0,0.3299922898997687,0.0,0.0,0.5699691595990748,0.10003855050115651,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,597,0.995,0.4294153288845618,0.4239642604687353,0.5048865472484967,0.775,0.775,54,54.0,96,96.0,0.7788944723618091,0.7788944723618091,54,False,False,0.9878253919843998,2594,0,0,6225,1557,0,0.25,0.0,0.0,0.5999421742482652,0.15005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043352349|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,599,0.9983333333333333,0.39079187267411253,0.4023941815296506,0.43464070452841225,0.785,0.785,50,50.0,93,93.0,0.7863105175292153,0.7863105175292153,50,False,False,0.9854212883506743,2075,0,6744,0,1557,0,0.19998072474942175,0.0,0.6499614494988435,0.0,0.15005782575173476,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0049152132,2,600,597,0.995,0.43350272412691937,0.4312054042495989,0.5011673300696318,0.77,0.77,55,54.99999999999999,96,96.0,0.7738693467336684,0.7738693467336684,55,False,False,0.9810837805335618,2594,0,0,5706,2076,0,0.25,0.0,0.0,0.549922898997687,0.20007710100231302,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.00025154754,2,600,597,0.995,0.44981619917706706,0.443839611114965,0.5293259726392239,0.7633333333333333,0.7633333333333333,57,57.0,101,101.0,0.7671691792294807,0.7671691792294807,57,False,False,0.9793204853329612,2594,0,0,2594,5188,0,0.25,0.0,0.0,0.25,0.5,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.00025154754,2,600,599,0.9983333333333333,0.39892748615122514,0.34733259808597444,0.5327439723759593,0.7983333333333333,0.7983333333333333,49,49.0,98,98.0,0.7996661101836394,0.7996661101836394,49,False,False,0.9793179618576008,1557,0,3631,5188,0,0,0.15005782575173476,0.0,0.34994217424826524,0.5,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0013591703,2,600,599,0.9983333333333333,0.3926384711514678,0.3454669066203023,0.5149003939539908,0.7983333333333333,0.7983333333333333,49,49.0,100,100.0,0.7996661101836394,0.7996661101836394,49,False,False,0.9697520358431088,1557,0,4668,4151,0,0,0.15005782575173476,0.0,0.4498843484965305,0.40005782575173476,0.0,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.006111065|high_alpha=0.375|high_cond=diff_signed_mean_le_0.00082785328,2,600,599,0.9983333333333333,0.402928536853734,0.3469915118692996,0.544469879308186,0.7933333333333333,0.7933333333333333,50,50.0,100,100.0,0.7946577629382304,0.7946577629382304,50,False,False,0.9679687342799924,1557,0,2593,6226,0,0,0.15005782575173476,0.0,0.2499036237471087,0.6000385505011565,0.0,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0023406036,2,600,595,0.9916666666666667,0.42655575710452137,0.4321297006739502,0.47148335951583864,0.76,0.76,55,54.99999999999999,99,99.0,0.7647058823529411,0.7647058823529411,55,False,False,0.9674078535952654,3424,0,0,3528,3424,0,0.3299922898997687,0.0,0.0,0.3400154202004626,0.3299922898997687,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0017488843|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0049152132,2,600,595,0.9916666666666667,0.4162731179107943,0.42337624884972863,0.45769067693596943,0.7666666666666667,0.7666666666666667,54,54.0,92,92.0,0.7714285714285715,0.7714285714285715,54,False,False,0.965743184684174,3424,0,0,4876,2076,0,0.3299922898997687,0.0,0.0,0.4699306090979183,0.20007710100231302,0.0
tier|low_alpha=0.375|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_0.00082785328,2,600,597,0.995,0.45026007799132195,0.4428344213412087,0.5314865645226924,0.7616666666666667,0.7616666666666667,58,58.0,102,102.00000000000001,0.7654941373534339,0.7654941373534339,58,False,False,0.964426271516558,2594,0,0,1556,6226,0,0.25,0.0,0.0,0.1499614494988435,0.6000385505011565,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0063386206,2,600,597,0.995,0.38464081910761794,0.39961659456765714,0.4190891206971279,0.79,0.79,51,51.00000000000001,87,87.0,0.7939698492462312,0.7939698492462312,51,False,False,0.9637430068314563,2594,0,6225,0,1557,0,0.25,0.0,0.5999421742482652,0.0,0.15005782575173476,0.0
tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0032066162|high_alpha=0.5|high_cond=diff_signed_mean_le_0.00082785328,2,600,597,0.995,0.44606832468130014,0.4415096476346687,0.5196789032303659,0.7733333333333333,0.7733333333333333,58,58.0,101,101.0,0.7772194304857621,0.7772194304857621,58,False,False,0.9632439331120716,2594,0,1556,0,6226,0,0.25,0.0,0.1499614494988435,0.0,0.6000385505011565,0.0
