A0_PSNR,A0_SSIM,dPSNR,dSSIM,fold,locked_PSNR,locked_SSIM,name,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75,patch_count,policy_id,seed,split
26.67780113220215,0.9782147407531738,0.22754859924316406,0.0011698603630065918,3,26.905349731445312,0.9793846011161804,103_0.94_0.98.png,0.1875,0.0,0.5625,0.25,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
26.67780113220215,0.9782147407531738,0.2683525085449219,0.0013496875762939453,0,26.94615364074707,0.9795644283294678,103_0.94_0.98.png,0.1875,0.0,0.5625,0.0,0.25,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,locked_test
25.624393463134766,0.9739079475402832,0.06487655639648438,0.0006480216979980469,3,25.68927001953125,0.9745559692382812,104_0.91_1.41.png,0.4375,0.0,0.4375,0.125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
25.624393463134766,0.9739079475402832,0.06288337707519531,0.0006946325302124023,0,25.68727684020996,0.9746025800704956,104_0.91_1.41.png,0.375,0.0,0.625,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
25.624393463134766,0.9739079475402832,0.06461906433105469,0.0005690455436706543,0,25.68901252746582,0.9744769930839539,104_0.91_1.41.png,0.4375,0.0,0.4375,0.0,0.125,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,locked_test
26.45198631286621,0.9840084314346313,0.05553245544433594,0.0003147125244140625,4,26.507518768310547,0.9843231439590454,105_0.84_0.8.png,0.125,0.0,0.875,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,locked_test
26.45198631286621,0.9840084314346313,0.057586669921875,0.00030934810638427734,3,26.509572982788086,0.9843177795410156,105_0.84_0.8.png,0.125,0.0,0.75,0.125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
26.45198631286621,0.9840084314346313,0.034637451171875,0.00011277198791503906,2,26.486623764038086,0.9841212034225464,105_0.84_0.8.png,0.1875,0.6875,0.0,0.0,0.125,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
29.954235076904297,0.989990234375,-0.04578590393066406,4.172325134277344e-06,4,29.908449172973633,0.9899944067001343,106_0.59_1.07.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,locked_test
29.954235076904297,0.989990234375,-0.04578590393066406,4.172325134277344e-06,0,29.908449172973633,0.9899944067001343,106_0.59_1.07.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
29.954235076904297,0.989990234375,-0.12931442260742188,-7.152557373046875e-05,0,29.824920654296875,0.9899187088012695,106_0.59_1.07.png,0.125,0.0,0.5,0.0,0.375,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,locked_test
25.94465446472168,0.9822230339050293,0.011745452880859375,0.00017946958541870117,2,25.95639991760254,0.982402503490448,107_0.89_1.5.png,0.8125,0.0,0.1875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,locked_test
25.94465446472168,0.9822230339050293,0.03882789611816406,0.0003466606140136719,0,25.983482360839844,0.982569694519043,107_0.89_1.5.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
25.94465446472168,0.9822230339050293,0.012033462524414062,0.00017917156219482422,1,25.956687927246094,0.9824022054672241,107_0.89_1.5.png,0.75,0.0,0.25,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
27.33492660522461,0.9863354563713074,0.17467880249023438,0.0005835890769958496,4,27.509605407714844,0.9869190454483032,108_0.73_1.27.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,locked_test
27.33492660522461,0.9863354563713074,0.18648529052734375,0.0005608201026916504,2,27.521411895751953,0.986896276473999,108_0.73_1.27.png,0.125,0.0,0.6875,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042649357|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062255123,3411,locked_test
27.33492660522461,0.9863354563713074,0.09210586547851562,0.00012296438217163086,2,27.427032470703125,0.986458420753479,108_0.73_1.27.png,0.25,0.625,0.0,0.0,0.125,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
32.84481430053711,0.9949764609336853,-0.3846702575683594,-0.00021916627883911133,3,32.46014404296875,0.9947572946548462,109_0.74_1.74.png,0.125,0.0,0.625,0.25,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
32.84481430053711,0.9949764609336853,-0.2966957092285156,-0.00010919570922851562,0,32.548118591308594,0.9948672652244568,109_0.74_1.74.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
32.84481430053711,0.9949764609336853,-0.4178199768066406,-0.00024372339248657227,3,32.42699432373047,0.9947327375411987,109_0.74_1.74.png,0.125,0.0,0.5,0.375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,locked_test
35.15542221069336,0.9961888790130615,0.4543724060058594,0.0001163482666015625,1,35.60979461669922,0.9963052272796631,10_0.6_1.67.png,0.3125,0.0,0.375,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,locked_test
35.15542221069336,0.9961888790130615,0.4435577392578125,0.00011295080184936523,3,35.59897994995117,0.9963018298149109,10_0.6_1.67.png,0.3125,0.0,0.5,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
35.15542221069336,0.9961888790130615,0.4543724060058594,0.0001163482666015625,1,35.60979461669922,0.9963052272796631,10_0.6_1.67.png,0.3125,0.0,0.375,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
32.711143493652344,0.9954354763031006,-0.12752914428710938,3.331899642944336e-05,2,32.583614349365234,0.99546879529953,110_0.68_1.22.png,0.125,0.0,0.875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,locked_test
32.711143493652344,0.9954354763031006,-0.12752914428710938,3.331899642944336e-05,3,32.583614349365234,0.99546879529953,110_0.68_1.22.png,0.125,0.0,0.875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
32.711143493652344,0.9954354763031006,-0.06166839599609375,2.110004425048828e-05,2,32.64947509765625,0.9954565763473511,110_0.68_1.22.png,0.1875,0.8125,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
32.063232421875,0.9944918155670166,0.13068008422851562,0.0001913309097290039,4,32.193912506103516,0.9946831464767456,111_0.98_0.89.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,locked_test
32.063232421875,0.9944918155670166,0.11049652099609375,0.00015175342559814453,2,32.173728942871094,0.9946435689926147,111_0.98_0.89.png,0.25,0.0,0.75,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042649357|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062255123,3411,locked_test
32.063232421875,0.9944918155670166,0.11049652099609375,0.00015175342559814453,1,32.173728942871094,0.9946435689926147,111_0.98_0.89.png,0.25,0.0,0.75,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
32.690372467041016,0.9948314428329468,-0.5223236083984375,-1.990795135498047e-05,2,32.16804885864258,0.9948115348815918,112_0.54_0.98.png,0.125,0.0,0.625,0.0,0.25,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,locked_test
32.690372467041016,0.9948314428329468,-0.3797035217285156,2.6464462280273438e-05,4,32.3106689453125,0.994857907295227,112_0.54_0.98.png,0.125,0.0,0.5625,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,locked_test
32.690372467041016,0.9948314428329468,-0.38372039794921875,3.4689903259277344e-05,3,32.3066520690918,0.994866132736206,112_0.54_0.98.png,0.125,0.0,0.4375,0.4375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,locked_test
32.383941650390625,0.9904459714889526,0.14901351928710938,0.00025397539138793945,4,32.532955169677734,0.9906999468803406,113_0.71_1.48.png,0.4375,0.0,0.5625,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,locked_test
32.383941650390625,0.9904459714889526,0.14901351928710938,0.00025397539138793945,0,32.532955169677734,0.9906999468803406,113_0.71_1.48.png,0.4375,0.0,0.5625,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
32.383941650390625,0.9904459714889526,0.036106109619140625,0.00011229515075683594,2,32.420047760009766,0.9905582666397095,113_0.71_1.48.png,0.6875,0.3125,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
34.12789535522461,0.9925550222396851,0.1046600341796875,0.000255584716796875,0,34.2325553894043,0.9928106069564819,114_0.7_0.91.png,0.125,0.875,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
34.12789535522461,0.9925550222396851,0.15983200073242188,0.00043904781341552734,3,34.28772735595703,0.9929940700531006,114_0.7_0.91.png,0.4375,0.0,0.5625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
34.12789535522461,0.9925550222396851,0.05503082275390625,0.00020933151245117188,2,34.182926177978516,0.9927643537521362,114_0.7_0.91.png,0.5,0.5,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
34.996768951416016,0.9946827292442322,0.024932861328125,3.6776065826416016e-05,1,35.02170181274414,0.9947195053100586,115_0.52_0.82.png,0.9375,0.0,0.0625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,locked_test
34.996768951416016,0.9946827292442322,0.024932861328125,3.6776065826416016e-05,4,35.02170181274414,0.9947195053100586,115_0.52_0.82.png,0.9375,0.0,0.0625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,locked_test
34.996768951416016,0.9946827292442322,0.024932861328125,3.6776065826416016e-05,4,35.02170181274414,0.9947195053100586,115_0.52_0.82.png,0.9375,0.0,0.0625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042057727|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0066262875,2026,locked_test
31.996734619140625,0.9899600744247437,0.10863876342773438,0.00017404556274414062,3,32.10537338256836,0.9901341199874878,116_0.73_1.62.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
31.996734619140625,0.9899600744247437,0.10863876342773438,0.00017404556274414062,3,32.10537338256836,0.9901341199874878,116_0.73_1.62.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
31.996734619140625,0.9899600744247437,0.10863876342773438,0.00017404556274414062,1,32.10537338256836,0.9901341199874878,116_0.73_1.62.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
26.432954788208008,0.9849559664726257,-0.1820964813232422,-3.331899642944336e-05,1,26.250858306884766,0.9849226474761963,117_0.69_1.13.png,0.3125,0.0,0.625,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,locked_test
26.432954788208008,0.9849559664726257,-0.1820964813232422,-3.331899642944336e-05,4,26.250858306884766,0.9849226474761963,117_0.69_1.13.png,0.3125,0.0,0.625,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,locked_test
26.432954788208008,0.9849559664726257,-0.1820964813232422,-3.331899642944336e-05,1,26.250858306884766,0.9849226474761963,117_0.69_1.13.png,0.3125,0.0,0.625,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
23.884403228759766,0.9742836952209473,-0.5078125,-0.00041419267654418945,0,23.376590728759766,0.9738695025444031,118_0.68_1.96.png,0.125,0.5625,0.0,0.0,0.3125,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
23.884403228759766,0.9742836952209473,-0.39838409423828125,-6.181001663208008e-05,3,23.486019134521484,0.9742218852043152,118_0.68_1.96.png,0.375,0.0,0.3125,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,locked_test
23.884403228759766,0.9742836952209473,-0.4115314483642578,-0.00017195940017700195,3,23.472871780395508,0.9741117358207703,118_0.68_1.96.png,0.375,0.0,0.125,0.5,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,locked_test
28.629758834838867,0.9896180033683777,-0.019824981689453125,-5.91278076171875e-05,3,28.609933853149414,0.9895588755607605,119_0.81_0.75.png,0.0,0.0,0.9375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
28.629758834838867,0.9896180033683777,-0.019824981689453125,-5.91278076171875e-05,1,28.609933853149414,0.9895588755607605,119_0.81_0.75.png,0.0,0.0,0.9375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,locked_test
28.629758834838867,0.9896180033683777,-0.019824981689453125,-5.91278076171875e-05,1,28.609933853149414,0.9895588755607605,119_0.81_0.75.png,0.0,0.0,0.9375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
36.17478942871094,0.9979948401451111,0.6273841857910156,6.633996963500977e-05,0,36.80217361450195,0.9980611801147461,11_0.98_0.72.png,0.1875,0.5625,0.0,0.0,0.25,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
36.17478942871094,0.9979948401451111,0.7104835510253906,0.00010401010513305664,4,36.88527297973633,0.9980988502502441,11_0.98_0.72.png,0.25,0.0,0.4375,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,locked_test
36.17478942871094,0.9979948401451111,0.6120109558105469,5.692243576049805e-05,2,36.786800384521484,0.9980517625808716,11_0.98_0.72.png,0.25,0.5,0.0,0.0,0.25,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
28.09793472290039,0.9889466762542725,0.039745330810546875,8.815526962280273e-05,3,28.137680053710938,0.9890348315238953,120_0.8_0.89.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
28.09793472290039,0.9889466762542725,0.06062507629394531,0.0002071857452392578,0,28.158559799194336,0.9891538619995117,120_0.8_0.89.png,0.0,0.0,1.0,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,locked_test
28.09793472290039,0.9889466762542725,0.059505462646484375,0.00020450353622436523,1,28.157440185546875,0.9891511797904968,120_0.8_0.89.png,0.0,0.0,0.9375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,locked_test
30.25118637084961,0.9866861701011658,0.2886924743652344,8.034706115722656e-05,0,30.539878845214844,0.986766517162323,121_0.86_1.21.png,0.0625,0.6875,0.0,0.0,0.25,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
30.25118637084961,0.9866861701011658,0.3355255126953125,0.00016766786575317383,2,30.586711883544922,0.986853837966919,121_0.86_1.21.png,0.125,0.0,0.5625,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042649357|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062255123,3411,locked_test
30.25118637084961,0.9866861701011658,0.3398857116699219,7.152557373046875e-07,0,30.59107208251953,0.9866868853569031,121_0.86_1.21.png,0.125,0.0,0.6875,0.0,0.1875,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,locked_test
29.851789474487305,0.9837953448295593,0.1250457763671875,-0.00014853477478027344,0,29.976835250854492,0.983646810054779,122_0.94_1.72.png,0.0,0.6875,0.0,0.0,0.3125,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
29.851789474487305,0.9837953448295593,0.18226051330566406,0.0003914833068847656,1,30.03404998779297,0.9841868281364441,122_0.94_1.72.png,0.125,0.0,0.5,0.375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,locked_test
29.851789474487305,0.9837953448295593,0.17700958251953125,0.0003733634948730469,3,30.028799057006836,0.9841687083244324,122_0.94_1.72.png,0.125,0.0,0.375,0.5,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,locked_test
33.32584762573242,0.9887126684188843,-0.020717620849609375,-4.303455352783203e-05,3,33.30513000488281,0.9886696338653564,123_0.59_0.7.png,0.3125,0.0,0.6875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,locked_test
33.32584762573242,0.9887126684188843,-0.012706756591796875,-2.2351741790771484e-05,1,33.313140869140625,0.9886903166770935,123_0.59_0.7.png,0.25,0.0,0.75,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,locked_test
33.32584762573242,0.9887126684188843,-0.01503753662109375,-3.4689903259277344e-05,2,33.31081008911133,0.988677978515625,123_0.59_0.7.png,0.375,0.625,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,locked_test
29.828088760375977,0.9867407083511353,0.36731529235839844,0.00021326541900634766,0,30.195404052734375,0.9869539737701416,124_1.0_0.82.png,0.0625,0.75,0.0,0.0,0.1875,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,locked_test
