A0_PSNR,A0_SSIM,dPSNR,dSSIM,fold,formal_PSNR,formal_SSIM,name,patch_action_fraction_a0,patch_action_fraction_a0p125,patch_action_fraction_a0p25,patch_action_fraction_a0p375,patch_action_fraction_a0p5,patch_action_fraction_a0p75,patch_count,policy_id,seed,split
42.84375762939453,0.9985350370407104,0.08803176879882812,6.443262100219727e-05,3,42.93178939819336,0.9985994696617126,1031_0.76_0.7.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
42.84375762939453,0.9985350370407104,0.033267974853515625,4.649162292480469e-06,2,42.87702560424805,0.9985396862030029,1031_0.76_0.7.png,0.6875,0.3125,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
33.747764587402344,0.9929153919219971,0.9100875854492188,0.0006989836692810059,0,34.65785217285156,0.9936143755912781,1035_0.76_1.14.png,0.125,0.6875,0.0,0.0,0.1875,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
33.747764587402344,0.9929153919219971,0.7880325317382812,0.0009019374847412109,3,34.535797119140625,0.9938173294067383,1035_0.76_1.14.png,0.1875,0.0,0.625,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
33.747764587402344,0.9929153919219971,0.7880325317382812,0.0009019374847412109,1,34.535797119140625,0.9938173294067383,1035_0.76_1.14.png,0.1875,0.0,0.625,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
35.944435119628906,0.9982537031173706,-0.15021514892578125,-3.975629806518555e-05,2,35.794219970703125,0.9982139468193054,1037_0.89_0.54.png,0.125,0.0,0.8125,0.0,0.0625,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,val_regular
35.944435119628906,0.9982537031173706,-0.1378326416015625,-3.707408905029297e-05,3,35.806602478027344,0.9982166290283203,1037_0.89_0.54.png,0.125,0.0,0.8125,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
35.944435119628906,0.9982537031173706,-0.20152664184570312,-5.424022674560547e-05,3,35.7429084777832,0.998199462890625,1037_0.89_0.54.png,0.0625,0.0,0.5,0.4375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,val_regular
32.14398956298828,0.9955849051475525,-0.0040283203125,6.788969039916992e-05,4,32.13996124267578,0.9956527948379517,1039_0.79_1.79.png,0.0,0.0,1.0,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,val_regular
32.14398956298828,0.9955849051475525,-0.0543212890625,5.5849552154541016e-05,3,32.08966827392578,0.995640754699707,1039_0.79_1.79.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
32.14398956298828,0.9955849051475525,-0.00833892822265625,1.5914440155029297e-05,2,32.135650634765625,0.9956008195877075,1039_0.79_1.79.png,0.5,0.5,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
34.06106948852539,0.9881767630577087,-0.10486984252929688,-0.0002872943878173828,0,33.956199645996094,0.9878894686698914,1063_0.51_1.61.png,0.5,0.5,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
34.06106948852539,0.9881767630577087,-0.09013748168945312,-3.546476364135742e-05,3,33.97093200683594,0.9881412982940674,1063_0.51_1.61.png,0.875,0.0,0.125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
34.06106948852539,0.9881767630577087,-0.09013748168945312,-3.546476364135742e-05,0,33.97093200683594,0.9881412982940674,1063_0.51_1.61.png,0.875,0.0,0.125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
35.23798370361328,0.9977800250053406,0.11505508422851562,-9.5367431640625e-06,0,35.3530387878418,0.9977704882621765,1076_0.71_1.18.png,0.1875,0.8125,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
35.23798370361328,0.9977800250053406,0.19217681884765625,8.285045623779297e-06,3,35.43016052246094,0.9977883100509644,1076_0.71_1.18.png,0.5625,0.0,0.4375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
35.23798370361328,0.9977800250053406,0.22345352172851562,3.457069396972656e-05,3,35.4614372253418,0.9978145956993103,1076_0.71_1.18.png,0.375,0.0,0.625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,val_regular
40.876853942871094,0.9971413612365723,0.1916656494140625,0.00012010335922241211,2,41.068519592285156,0.9972614645957947,1080_0.59_1.22.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,val_regular
40.876853942871094,0.9971413612365723,0.1916656494140625,0.00012010335922241211,1,41.068519592285156,0.9972614645957947,1080_0.59_1.22.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
40.876853942871094,0.9971413612365723,0.1916656494140625,0.00012010335922241211,0,41.068519592285156,0.9972614645957947,1080_0.59_1.22.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
40.47186279296875,0.9976682066917419,0.01824188232421875,9.119510650634766e-06,3,40.49010467529297,0.9976773262023926,1085_0.71_1.3.png,0.875,0.0,0.125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
40.47186279296875,0.9976682066917419,-0.034702301025390625,2.5033950805664062e-05,0,40.43716049194336,0.9976932406425476,1085_0.71_1.3.png,0.5,0.0,0.5,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,val_regular
40.47186279296875,0.9976682066917419,0.0024871826171875,5.8650970458984375e-05,4,40.47434997558594,0.9977268576622009,1085_0.71_1.3.png,0.6875,0.0,0.3125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042057727|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0066262875,2026,val_regular
41.458438873291016,0.9981305599212646,0.031536102294921875,1.0669231414794922e-05,3,41.48997497558594,0.9981412291526794,1087_0.68_1.22.png,0.875,0.0,0.125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
41.458438873291016,0.9981305599212646,-0.022159576416015625,2.7120113372802734e-05,4,41.436279296875,0.9981576800346375,1087_0.68_1.22.png,0.625,0.0,0.375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
41.458438873291016,0.9981305599212646,-0.003787994384765625,4.458427429199219e-05,4,41.45465087890625,0.9981751441955566,1087_0.68_1.22.png,0.6875,0.0,0.3125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042057727|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0066262875,2026,val_regular
31.112850189208984,0.9931526184082031,0.4593620300292969,0.00014662742614746094,1,31.57221221923828,0.9932992458343506,1100_0.58_1.95.png,0.0,0.0,0.5,0.5,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,val_regular
31.112850189208984,0.9931526184082031,0.4593620300292969,0.00014662742614746094,4,31.57221221923828,0.9932992458343506,1100_0.58_1.95.png,0.0,0.0,0.5,0.5,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
31.112850189208984,0.9931526184082031,0.41268348693847656,1.6391277313232422e-05,2,31.52553367614746,0.9931690096855164,1100_0.58_1.95.png,0.0625,0.625,0.0,0.0,0.3125,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
29.722129821777344,0.9940282702445984,0.9218826293945312,0.00045925378799438477,2,30.644012451171875,0.9944875240325928,1102_0.65_0.94.png,0.125,0.0,0.3125,0.0,0.5625,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,val_regular
29.722129821777344,0.9940282702445984,0.6920623779296875,0.00030559301376342773,4,30.41419219970703,0.9943338632583618,1102_0.65_0.94.png,0.0625,0.0,0.3125,0.625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
29.722129821777344,0.9940282702445984,0.914764404296875,0.00045412778854370117,2,30.63689422607422,0.9944823980331421,1102_0.65_0.94.png,0.125,0.3125,0.0,0.0,0.5625,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
39.92845916748047,0.9984459280967712,-0.040081024169921875,5.5849552154541016e-05,4,39.88837814331055,0.9985017776489258,1110_0.92_0.77.png,0.3125,0.0,0.6875,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,val_regular
39.92845916748047,0.9984459280967712,-0.04308319091796875,5.5730342864990234e-05,1,39.8853759765625,0.9985016584396362,1110_0.92_0.77.png,0.375,0.0,0.625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
39.92845916748047,0.9984459280967712,-0.04308319091796875,5.5730342864990234e-05,1,39.8853759765625,0.9985016584396362,1110_0.92_0.77.png,0.375,0.0,0.625,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
40.93035888671875,0.9982924461364746,0.53826904296875,0.00010341405868530273,2,41.4686279296875,0.9983958601951599,1122_0.94_0.53.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031846323|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0082323548,3407,val_regular
40.93035888671875,0.9982924461364746,0.6015167236328125,0.00017517805099487305,4,41.53187561035156,0.9984676241874695,1122_0.94_0.53.png,0.0625,0.0,0.9375,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
40.93035888671875,0.9982924461364746,0.5430107116699219,0.0001036524772644043,1,41.47336959838867,0.998396098613739,1122_0.94_0.53.png,0.125,0.0,0.875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
37.51072311401367,0.996343731880188,0.137176513671875,0.0001163482666015625,1,37.64789962768555,0.9964600801467896,1128_0.8_1.45.png,0.3125,0.0,0.5625,0.125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,val_regular
37.51072311401367,0.996343731880188,0.137176513671875,0.0001163482666015625,1,37.64789962768555,0.9964600801467896,1128_0.8_1.45.png,0.3125,0.0,0.5625,0.125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
37.51072311401367,0.996343731880188,0.09804153442382812,8.475780487060547e-05,2,37.6087646484375,0.9964284896850586,1128_0.8_1.45.png,0.375,0.625,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
32.86006164550781,0.9953678846359253,0.09234237670898438,0.00010228157043457031,0,32.9524040222168,0.9954701662063599,1133_0.68_1.41.png,0.5,0.5,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
32.86006164550781,0.9953678846359253,0.048126220703125,9.02414321899414e-05,4,32.90818786621094,0.9954581260681152,1133_0.68_1.41.png,0.6875,0.0,0.25,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
32.86006164550781,0.9953678846359253,0.048126220703125,9.02414321899414e-05,1,32.90818786621094,0.9954581260681152,1133_0.68_1.41.png,0.6875,0.0,0.25,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
32.35954666137695,0.9958474040031433,0.02728271484375,4.8220157623291016e-05,3,32.3868293762207,0.9958956241607666,1134_0.69_1.2.png,0.75,0.0,0.1875,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
32.35954666137695,0.9958474040031433,0.027618408203125,4.57763671875e-05,3,32.38716506958008,0.9958931803703308,1134_0.69_1.2.png,0.75,0.0,0.25,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
32.35954666137695,0.9958474040031433,0.02728271484375,4.8220157623291016e-05,1,32.3868293762207,0.9958956241607666,1134_0.69_1.2.png,0.75,0.0,0.1875,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
33.99034881591797,0.9939260482788086,-0.08016586303710938,-7.659196853637695e-05,3,33.91018295288086,0.9938494563102722,114_0.75_1.45.png,0.5625,0.0,0.375,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
33.99034881591797,0.9939260482788086,-0.06668853759765625,-6.878376007080078e-05,0,33.92366027832031,0.9938572645187378,114_0.75_1.45.png,0.3125,0.0,0.6875,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,val_regular
33.99034881591797,0.9939260482788086,-0.10733795166015625,-0.00010251998901367188,0,33.88301086425781,0.9938235282897949,114_0.75_1.45.png,0.5625,0.0,0.375,0.0,0.0625,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
39.585540771484375,0.9974614977836609,0.09082794189453125,4.89354133605957e-05,3,39.676368713378906,0.9975104331970215,1157_0.56_1.98.png,0.25,0.0,0.6875,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
39.585540771484375,0.9974614977836609,0.09082794189453125,4.89354133605957e-05,1,39.676368713378906,0.9975104331970215,1157_0.56_1.98.png,0.25,0.0,0.6875,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
39.585540771484375,0.9974614977836609,0.054157257080078125,3.212690353393555e-05,2,39.63969802856445,0.9974936246871948,1157_0.56_1.98.png,0.3125,0.6875,0.0,0.0,0.0,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0018173444|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0081151067,2026,val_regular
34.683807373046875,0.9957431554794312,0.9933738708496094,0.00015664100646972656,0,35.677181243896484,0.9958997964859009,1177_0.71_1.64.png,0.0625,0.6875,0.0,0.0,0.25,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
34.683807373046875,0.9957431554794312,0.980072021484375,0.0002987384796142578,3,35.66387939453125,0.9960418939590454,1177_0.71_1.64.png,0.0625,0.0,0.6875,0.25,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031934751|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0084159346,3411,val_regular
34.683807373046875,0.9957431554794312,1.1796722412109375,0.0002983212471008301,0,35.86347961425781,0.996041476726532,1177_0.71_1.64.png,0.0625,0.0,0.6875,0.0,0.25,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
34.049407958984375,0.9964977502822876,0.962158203125,0.0002930760383605957,3,35.011566162109375,0.9967908263206482,1183_0.84_1.24.png,0.3125,0.0,0.375,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0031155606|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064665747,3407,val_regular
34.049407958984375,0.9964977502822876,0.962158203125,0.0002930760383605957,4,35.011566162109375,0.9967908263206482,1183_0.84_1.24.png,0.3125,0.0,0.375,0.3125,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
34.049407958984375,0.9964977502822876,1.0488128662109375,0.0002925395965576172,0,35.09822082519531,0.9967902898788452,1183_0.84_1.24.png,0.3125,0.0,0.5,0.0,0.1875,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
31.8935546875,0.9975616335868835,0.6213111877441406,0.00013715028762817383,0,32.51486587524414,0.9976987838745117,1200_0.97_0.52.png,0.1875,0.5625,0.0,0.0,0.25,0.0,16,tier|low_alpha=0.125|low_cond=diff_signed_mean_le_0.0084887714|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0079295431,3407,val_regular
31.8935546875,0.9975616335868835,0.5260810852050781,0.0001354217529296875,0,32.41963577270508,0.9976970553398132,1200_0.97_0.52.png,0.1875,0.0,0.8125,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0062344847,3411,val_regular
31.8935546875,0.9975616335868835,0.78790283203125,0.00020998716354370117,3,32.68145751953125,0.9977716207504272,1200_0.97_0.52.png,0.1875,0.0,0.3125,0.5,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042836964|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0047808094,2026,val_regular
30.249650955200195,0.9950136542320251,0.030643463134765625,2.384185791015625e-07,4,30.28029441833496,0.9950138926506042,1212_0.8_1.74.png,0.25,0.0,0.75,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,val_regular
30.249650955200195,0.9950136542320251,0.045520782470703125,1.3530254364013672e-05,4,30.2951717376709,0.9950271844863892,1212_0.8_1.74.png,0.25,0.0,0.5625,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043572003|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063677324,3411,val_regular
30.249650955200195,0.9950136542320251,0.045520782470703125,1.3530254364013672e-05,1,30.2951717376709,0.9950271844863892,1212_0.8_1.74.png,0.25,0.0,0.5625,0.1875,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0042973445|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0062602516,2026,val_regular
37.33698654174805,0.9981060028076172,-0.3980827331542969,7.927417755126953e-05,1,36.93890380859375,0.9981852769851685,1233_0.54_0.63.png,0.125,0.0,0.8125,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043521117|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0063860903,3407,val_regular
37.33698654174805,0.9981060028076172,-0.3980827331542969,7.927417755126953e-05,1,36.93890380859375,0.9981852769851685,1233_0.54_0.63.png,0.125,0.0,0.8125,0.0625,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
37.33698654174805,0.9981060028076172,-0.3296699523925781,-1.537799835205078e-05,0,37.00731658935547,0.9980906248092651,1233_0.54_0.63.png,0.3125,0.0,0.6875,0.0,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0033319948|high_alpha=0.5|high_cond=diff_signed_mean_le_-0.0083134607,2026,val_regular
33.35686111450195,0.9931806921958923,-0.16745758056640625,0.0001289844512939453,4,33.18940353393555,0.9933096766471863,1246_0.62_2.0.png,0.0,0.0,1.0,0.0,0.0,0.0,16,single|alpha=0.25|cond=diff_signed_mean_le_0.0061560628,3407,val_regular
33.35686111450195,0.9931806921958923,-0.24029541015625,-1.0669231414794922e-05,1,33.1165657043457,0.9931700229644775,1246_0.62_2.0.png,0.0,0.0,0.625,0.375,0.0,0.0,16,tier|low_alpha=0.25|low_cond=diff_signed_mean_le_0.0043128548|high_alpha=0.375|high_cond=diff_signed_mean_le_-0.0064543385,3411,val_regular
