run_id,variant,seed,fold,mean_true_a0,hard_true_a0,dssim,positive_ratio,worst,strong,true_vs_zero,true_vs_shuffle,true_vs_normal,strict_gate_pass,relaxed_flow_pass,matrix_path
v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3407_f0_quick5full,l3_fdf_lite_s004_g015_bm2,3407,0,0.05368243217468262,0.05301334381103515,1.601894696553548e-05,0.6183333333333333,81,47,0.06730714797973633,0.051374565760294595,0.0544981320699056,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3407_f0_quick5full_fallback_train.json
v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3407_f1_quick5full,l3_fdf_lite_s004_g015_bm2,3407,1,0.07411638259887696,0.08890853881835938,6.841222445170085e-06,0.6483333333333333,67,50,0.07086085955301921,0.054976577758789065,0.058852186203002935,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3407_f1_quick5full_fallback_train.json
v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3411_f0_quick5full,l3_fdf_lite_s004_g015_bm2,3411,0,0.06908725420633952,0.06857786814371745,1.6103883584340414e-05,0.6316666666666667,69,50,0.041352799733479814,0.03262813250223795,0.034612398147583004,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3411_f0_quick5full_fallback_train.json
v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3411_f1_quick5full,l3_fdf_lite_s004_g015_bm2,3411,1,0.0549484125773112,0.09065409342447917,3.046462933222453e-05,0.6233333333333333,61,49,0.04691277186075847,0.037783937454223634,0.04063706398010254,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l3_fdf_lite_s004_g015_bm2_seed3411_f1_quick5full_fallback_train.json
v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3407_f0_quick5full,l4_fdf_lite_tail_s004_g025_bm2,3407,0,0.05772098859151204,0.054875907897949217,1.4444092909495036e-05,0.615,85,48,0.07264482498168945,0.05621671358744303,0.059789705276489254,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3407_f0_quick5full_fallback_train.json
v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3407_f1_quick5full,l4_fdf_lite_tail_s004_g025_bm2,3407,1,0.0776787821451823,0.09295387268066406,5.268951257069905e-06,0.6416666666666667,82,53,0.07654961903889974,0.059962244033813485,0.06412936210632325,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3407_f1_quick5full_fallback_train.json
v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3411_f0_quick5full,l4_fdf_lite_tail_s004_g025_bm2,3411,0,0.07343880971272787,0.07062828063964843,1.4978845914204916e-05,0.63,80,52,0.04466646830240886,0.036364405949910486,0.03870518366495769,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3411_f0_quick5full_fallback_train.json
v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3411_f1_quick5full,l4_fdf_lite_tail_s004_g025_bm2,3411,1,0.05885306040445964,0.0942676289876302,2.944082021713257e-05,0.6283333333333333,67,50,0.05120718955993653,0.04260058085123698,0.04577630360921224,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l4_fdf_lite_tail_s004_g025_bm2_seed3411_f1_quick5full_fallback_train.json
v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3407_f0_quick5full,l5_res010_tail_s004_g025_bm2,3407,0,0.05727648417154948,0.05520222981770833,1.563797394434611e-05,0.6166666666666667,83,48,0.06613911946614584,0.05122202873229981,0.05451324780782064,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3407_f0_quick5full_fallback_train.json
v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3407_f1_quick5full,l5_res010_tail_s004_g025_bm2,3407,1,0.07711705207824707,0.09340096791585287,6.959736347198486e-06,0.6416666666666667,76,51,0.06867608706156413,0.05390927314758301,0.057634347279866535,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3407_f1_quick5full_fallback_train.json
v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3411_f0_quick5full,l5_res010_tail_s004_g025_bm2,3411,0,0.07248538970947266,0.07015556335449219,1.5227595965067545e-05,0.6316666666666667,79,52,0.040614713033040366,0.03323749860127767,0.03540959040323893,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3411_f0_quick5full_fallback_train.json
v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3411_f1_quick5full,l5_res010_tail_s004_g025_bm2,3411,1,0.058117974599202475,0.09408302307128906,3.009796142578125e-05,0.6283333333333333,67,49,0.04585103988647461,0.03841562589009603,0.041231730779012044,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res010_tail_s004_g025_bm2_seed3411_f1_quick5full_fallback_train.json
v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3407_f0_quick5full,l5_res015_tail_s004_g025_bm2,3407,0,0.057286949157714845,0.05521390279134115,1.5624860922495523e-05,0.6166666666666667,83,48,0.06616647084554036,0.05124789555867513,0.0545512580871582,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3407_f0_quick5full_fallback_train.json
v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3407_f1_quick5full,l5_res015_tail_s004_g025_bm2,3407,1,0.0771147092183431,0.09341222127278646,6.926457087198893e-06,0.6416666666666667,76,51,0.06873703638712565,0.05395541191101074,0.057666988372802735,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3407_f1_quick5full_fallback_train.json
v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3411_f0_quick5full,l5_res015_tail_s004_g025_bm2,3411,0,0.07247193336486817,0.07014100392659506,1.5211999416351319e-05,0.6316666666666667,79,52,0.04063303311665853,0.033254082997639975,0.035419518152872725,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3411_f0_quick5full_fallback_train.json
v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3411_f1_quick5full,l5_res015_tail_s004_g025_bm2,3411,1,0.05810600916544596,0.09407676696777344,3.008107344309489e-05,0.6283333333333333,67,49,0.04587670644124349,0.03842746416727702,0.04125523567199707,False,True,/sda/home/wangyuxin/ConvIR-B/repos/ConvIR-B-dta-v3-5-fdf-rcs-lite/experience_docx/experiment_logs/haze4k_dta_v3_5_fdf_rcs_lite_20260612/train_eval_depth_matrix_v35_fdf_rcs_l5_res015_tail_s004_g025_bm2_seed3411_f1_quick5full_fallback_train.json
