policy_id,complexity,count,selected_count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,selected_precision,selected_nonnegative_ratio,selected_severe_count,strict_gate_pass,abstention_gate_pass,score
a0_grad_mean_ge_0.015213207_AND_diff_signed_mean_le_-0.0031482906,2,600,102,0.17,0.2463916301727295,0.4469711685180664,-0.014726969401041666,0.000520240068435669,0.13333333333333333,0.9633333333333334,19,19.0,20,20.0,0.7843137254901961,0.7843137254901961,19,False,True,0.30269792591169775
udp_grad_mean_ge_0.015218272_AND_diff_signed_mean_le_-0.0031482906,2,600,102,0.17,0.2463916301727295,0.4469711685180664,-0.014726969401041666,0.000520240068435669,0.13333333333333333,0.9633333333333334,19,19.0,20,20.0,0.7843137254901961,0.7843137254901961,19,False,True,0.30269792591169775
input_grad_mean_ge_0.010141619_AND_diff_signed_mean_le_-0.0037999609,2,600,80,0.13333333333333333,0.23419257481892905,0.43585009256998697,0.022095794677734374,0.00044951180617014565,0.105,0.9716666666666667,15,15.0,16,16.0,0.7875,0.7875,15,False,True,0.3022611338297526
input_grad_mean_ge_0.0086105614_AND_diff_signed_mean_le_-0.0045283467,2,600,68,0.11333333333333333,0.20867438316345216,0.41258177439371746,-0.014578475952148437,0.0003804768125216166,0.095,0.9816666666666667,11,11.0,11,11.0,0.8382352941176471,0.8382352941176471,11,False,True,0.3009291338004318
udp_grad_mean_ge_0.011107964_AND_diff_signed_mean_le_-0.0045283467,2,600,76,0.12666666666666668,0.22330177625020345,0.39871456146240236,0.030125478108723958,0.0004021000862121582,0.10333333333333333,0.9766666666666667,14,14.0,14,14.0,0.8157894736842105,0.8157894736842105,14,False,True,0.3007167821917617
a0_saturation_high_le_0.012226042_AND_diff_signed_mean_le_-0.0031482906,2,600,83,0.13833333333333334,0.2245267327626546,0.47889698028564454,-0.0008432261149088541,9.90442434946696e-05,0.10833333333333334,0.97,15,15.0,16,16.0,0.7831325301204819,0.7831325301204819,15,False,True,0.29761405214976105
a0_grad_mean_ge_0.013612788_AND_diff_signed_mean_le_-0.0045283467,2,600,63,0.105,0.20525614738464357,0.38250799814860026,0.006432469685872396,0.0002270024021466573,0.08833333333333333,0.9833333333333333,10,10.0,10,10.0,0.8412698412698413,0.8412698412698413,10,False,True,0.29664643007308716
udp_grad_mean_ge_0.013542664_AND_diff_signed_mean_le_-0.0045283467,2,600,63,0.105,0.20525614738464357,0.38250799814860026,0.006432469685872396,0.0002270024021466573,0.08833333333333333,0.9833333333333333,10,10.0,10,10.0,0.8412698412698413,0.8412698412698413,10,False,True,0.29664643007308716
a0_saturation_high_le_0.012226042_AND_diff_signed_mean_le_-0.0037999609,2,600,72,0.12,0.21752496083577474,0.4630226643880208,-0.0008432261149088541,8.720874786376952e-05,0.095,0.975,13,13.0,14,14.0,0.7916666666666666,0.7916666666666666,13,False,True,0.2949708096822102
a0_grad_mean_ge_0.015213207_AND_diff_signed_mean_le_-0.0037999609,2,600,80,0.13333333333333333,0.23053512573242188,0.4310968526204427,0.0027944691975911456,0.00032762845357259116,0.105,0.9716666666666667,15,15.0,16,16.0,0.7875,0.7875,15,False,True,0.29452017593383784
udp_grad_mean_ge_0.015218272_AND_diff_signed_mean_le_-0.0037999609,2,600,80,0.13333333333333333,0.23053512573242188,0.4310968526204427,0.0027944691975911456,0.00032762845357259116,0.105,0.9716666666666667,15,15.0,16,16.0,0.7875,0.7875,15,False,True,0.29452017593383784
a0_grad_mean_ge_0.016993213_AND_diff_signed_mean_le_-0.0031482906,2,600,89,0.14833333333333334,0.2225206184387207,0.4505589294433594,-0.014420216878255208,0.0003562622268994649,0.115,0.9666666666666667,17,17.0,18,18.0,0.7752808988764045,0.7752808988764045,17,False,True,0.27836847931651143
udp_grad_mean_ge_0.017002819_AND_diff_signed_mean_le_-0.0031482906,2,600,89,0.14833333333333334,0.2225206184387207,0.4505589294433594,-0.014420216878255208,0.0003562622268994649,0.115,0.9666666666666667,17,17.0,18,18.0,0.7752808988764045,0.7752808988764045,17,False,True,0.27836847931651143
a0_grad_mean_ge_0.016993213_AND_diff_signed_mean_le_-0.0037999609,2,600,70,0.11666666666666667,0.20902366956075033,0.4346846135457357,-0.0008432261149088541,0.00023568848768870036,0.09,0.9733333333333334,14,14.0,15,15.0,0.7714285714285715,0.7714285714285715,14,False,True,0.26618738664899555
udp_grad_mean_ge_0.017002819_AND_diff_signed_mean_le_-0.0037999609,2,600,70,0.11666666666666667,0.20902366956075033,0.4346846135457357,-0.0008432261149088541,0.00023568848768870036,0.09,0.9733333333333334,14,14.0,15,15.0,0.7714285714285715,0.7714285714285715,14,False,True,0.26618738664899555
a0_saturation_high_le_0.0033954167_AND_diff_signed_mean_le_-0.0031482906,2,600,63,0.105,0.17399551391601562,0.4129516092936198,-0.018779398600260417,8.641054232915242e-05,0.08166666666666667,0.9766666666666667,12,12.0,13,13.0,0.7777777777777778,0.7777777777777778,12,False,True,0.23029428422715925
a0_grad_mean_ge_0.01844932_AND_diff_signed_mean_le_-0.0031482906,2,600,82,0.13666666666666666,0.1905160109202067,0.30942915598551435,-0.0060184224446614585,0.0002979318300882975,0.10666666666666667,0.97,15,15.0,16,16.0,0.7804878048780488,0.7804878048780488,15,False,True,0.2189721625661462
input_dark_mean_ge_0.51561684_AND_diff_signed_mean_le_-0.0045283467,2,600,65,0.10833333333333334,0.15857292493184408,0.3155039342244466,0.0018037923177083334,0.0005783302585283916,0.08833333333333333,0.98,12,12.0,12,12.0,0.8153846153846154,0.8153846153846154,12,False,True,0.21434768246381708
udp_grad_mean_ge_0.018505009_AND_diff_signed_mean_le_-0.0031482906,2,600,81,0.135,0.18620722770690917,0.30942915598551435,-0.0060184224446614585,0.000285277267297109,0.105,0.97,15,15.0,16,16.0,0.7777777777777778,0.7777777777777778,15,False,True,0.21313953111436634
diff_signed_mean_le_-0.0031482906_AND_diff_grad_mean_ge_0.00064729116,2,600,69,0.115,0.1637276045481364,0.3035320154825846,0.0028649648030598957,0.0004973546663920085,0.09166666666666666,0.9766666666666667,12,12.0,12,12.0,0.7971014492753623,0.7971014492753623,12,False,True,0.20674615024069082
a0_grad_mean_ge_0.01844932_AND_diff_signed_mean_le_-0.0037999609,2,600,64,0.10666666666666667,0.17362481435139973,0.2935548400878906,-0.0060184224446614585,0.00019708027442296347,0.08166666666666667,0.975,13,13.0,14,14.0,0.765625,0.765625,13,False,True,0.19333784434000645
udp_grad_mean_ge_0.018505009_AND_diff_signed_mean_le_-0.0037999609,2,600,63,0.105,0.1693160311381022,0.2935548400878906,-0.0060184224446614585,0.0001844257116317749,0.08,0.975,13,13.0,14,14.0,0.7619047619047619,0.7619047619047619,13,False,True,0.1869495968409946
input_grad_mean_ge_0.012392064_AND_diff_signed_mean_le_-0.0031482906,2,600,79,0.13166666666666665,0.17502378145853678,0.2664999516805013,-0.014420216878255208,0.00023786763350168864,0.10166666666666667,0.97,16,16.0,17,17.0,0.7721518987341772,0.7721518987341772,16,False,True,0.18480261448405458
diff_signed_mean_le_-0.0024105728_AND_diff_grad_mean_ge_0.00064729116,2,600,90,0.15,0.16622806549072267,0.33014920552571614,-0.013951543172200521,0.0006572599212328593,0.11333333333333333,0.9633333333333334,19,19.0,20,20.0,0.7555555555555555,0.7555555555555555,19,False,True,0.17722819095187717
input_grad_mean_ge_0.012392064_AND_diff_signed_mean_le_-0.0037999609,2,600,62,0.10333333333333333,0.16287468592325846,0.25041419982910157,-0.0008432261149088541,0.00015907645225524903,0.07833333333333334,0.975,13,13.0,14,14.0,0.7580645161290323,0.7580645161290323,13,False,True,0.16835390250093193
input_std_ge_0.17537648_AND_diff_signed_mean_le_-0.0031482906,2,600,100,0.16666666666666666,0.17963553428649903,0.24639405568440756,0.0172021484375,0.0010123624404271443,0.125,0.9583333333333334,22,22.0,23,23.0,0.75,0.75,22,False,True,0.1656477038065593
udp_grad_mean_ge_0.020693143_AND_diff_signed_mean_le_-0.0031482906,2,600,68,0.11333333333333333,0.15405441919962565,0.26496665954589843,-0.0060184224446614585,0.00023005415995915732,0.08666666666666667,0.9733333333333334,14,14.0,15,15.0,0.7647058823529411,0.7647058823529411,14,False,True,0.16424822268018527
a0_mean_ge_0.4384633_AND_udp_std_le_0.22719678,2,600,60,0.1,0.12444435119628906,0.34062390645345053,0.03844200134277344,0.0008725560704867045,0.07666666666666666,0.9766666666666667,14,14.0,14,14.0,0.7666666666666667,0.7666666666666667,14,False,True,0.16103329467773445
udp_mean_ge_0.43957427_AND_udp_std_le_0.22719678,2,600,60,0.1,0.12444435119628906,0.34062390645345053,0.03844200134277344,0.0008725560704867045,0.07666666666666666,0.9766666666666667,14,14.0,14,14.0,0.7666666666666667,0.7666666666666667,14,False,True,0.16103329467773445
input_std_ge_0.18567273_AND_diff_signed_mean_le_-0.0031482906,2,600,87,0.145,0.16643359184265136,0.26531368255615234,-0.0007340240478515625,0.0006785447398821513,0.10833333333333334,0.9633333333333334,19,19.0,20,20.0,0.7471264367816092,0.7471264367816092,19,False,True,0.15847144910439673
input_std_ge_0.19330958_AND_diff_signed_mean_le_-0.0031482906,2,600,80,0.13333333333333333,0.1602274735768636,0.26132884979248044,0.0008272552490234376,0.0006749957799911499,0.1,0.9666666666666667,17,17.0,18,18.0,0.75,0.75,17,False,True,0.15685044097900389
udp_std_ge_0.24292301_AND_diff_signed_mean_le_-0.0031482906,2,600,98,0.16333333333333333,0.17696593284606935,0.2336886215209961,0.013392283121744791,0.0008676723639170329,0.12166666666666667,0.9583333333333334,22,22.0,23,23.0,0.7448979591836735,0.7448979591836735,22,False,True,0.15635747491226715
input_std_ge_0.17537648_AND_diff_signed_mean_le_-0.0037999609,2,600,75,0.125,0.16123270034790038,0.24265828450520832,0.022095794677734374,0.0006009542942047119,0.09333333333333334,0.9683333333333334,17,17.0,18,18.0,0.7466666666666667,0.7466666666666667,17,False,True,0.1543783073425293
input_grad_mean_ge_0.014047575_AND_diff_signed_mean_le_-0.0031482906,2,600,67,0.11166666666666666,0.150103333791097,0.20537391662597657,-0.014420216878255208,0.00015777577956517538,0.08666666666666667,0.975,13,13.0,14,14.0,0.7761194029850746,0.7761194029850746,13,False,True,0.15238278539097727
a0_mean_ge_0.41169027_AND_udp_std_le_0.22719678,2,600,62,0.10333333333333333,0.12102434794108073,0.34917920430501304,0.016206690470377604,0.0008999488751093547,0.07833333333333334,0.975,15,15.0,15,15.0,0.7580645161290323,0.7580645161290323,15,False,True,0.14975230312552504
a0_grad_mean_ge_0.020701364_AND_diff_signed_mean_le_-0.0031482906,2,600,67,0.11166666666666666,0.14665741602579752,0.23537864685058593,-0.0060184224446614585,0.0002291235327720642,0.085,0.9733333333333334,14,14.0,15,15.0,0.7611940298507462,0.7611940298507462,14,False,True,0.14748936412298855
a0_mean_ge_0.4384633_AND_a0_std_le_0.22922946,2,600,60,0.1,0.12009867350260417,0.34062390645345053,0.03844200134277344,0.0008740421136220296,0.075,0.975,15,15.0,15,15.0,0.75,0.75,15,False,True,0.1455209503173828
a0_std_le_0.22922946_AND_udp_mean_ge_0.43957427,2,600,60,0.1,0.12009867350260417,0.34062390645345053,0.03844200134277344,0.0008740421136220296,0.075,0.975,15,15.0,15,15.0,0.75,0.75,15,False,True,0.1455209503173828
depth_std_ge_0.23324882_AND_diff_signed_mean_le_-0.0037999609,2,600,62,0.10333333333333333,0.13708809534708657,0.3516124216715495,-0.012796910603841145,0.00026844253142674763,0.075,0.9716666666666667,15,15.0,16,16.0,0.7258064516129032,0.7258064516129032,15,False,True,0.14433187922816124
a0_saturation_high_le_0.001036125_AND_diff_signed_mean_le_-0.00051970547,2,600,99,0.165,0.1677291488647461,0.4147063700358073,-0.01568628946940104,8.422066768010457e-05,0.11166666666666666,0.9466666666666667,27,27.0,30,30.0,0.6767676767676768,0.6767676767676768,27,False,True,0.14057502017551005
udp_mean_ge_0.41354545_AND_udp_std_le_0.22719678,2,600,63,0.105,0.12144409815470378,0.3286228942871094,0.03844200134277344,0.000886071523030599,0.07833333333333334,0.9733333333333334,16,16.0,16,16.0,0.746031746031746,0.746031746031746,16,False,True,0.13978358224535745
input_dark_mean_le_0.65279412_AND_a0_saturation_high_le_0.00028177083,2,600,99,0.165,0.1420359961191813,0.4114529800415039,0.002476959228515625,4.897663990656535e-05,0.11666666666666667,0.9516666666666667,26,26.0,28,28.0,0.7070707070707071,0.7070707070707071,26,False,True,0.1354596739027235
input_std_ge_0.18567273_AND_diff_signed_mean_le_-0.0037999609,2,600,64,0.10666666666666667,0.1448616600036621,0.24265828450520832,0.004159622192382813,0.0003843972086906433,0.07833333333333334,0.9716666666666667,15,15.0,16,16.0,0.734375,0.734375,15,False,True,0.13218975779215492
a0_saturation_high_le_0.00028177083_AND_diff_signed_mean_le_-0.0015222002,2,600,63,0.105,0.12666296323140463,0.3238265864054362,-0.011503702799479166,5.8682262897491454e-05,0.07666666666666666,0.9716666666666667,15,15.0,16,16.0,0.7301587301587301,0.7301587301587301,15,False,True,0.12958135600014337
input_dark_mean_le_0.65279412_AND_a0_saturation_high_le_0.00012500001,2,600,78,0.13,0.12144623438517253,0.26370946248372396,0.019155858357747396,2.833773692448934e-05,0.09833333333333333,0.9683333333333334,17,17.0,18,18.0,0.7564102564102564,0.7564102564102564,17,False,True,0.12487261978540665
a0_saturation_high_le_0.001036125_AND_diff_signed_mean_le_0.0001681959,2,600,114,0.19,0.16817335764567057,0.4093236796061198,-0.01568628946940104,8.365372816721598e-05,0.12666666666666668,0.9366666666666666,32,32.0,35,35.0,0.6666666666666666,0.6666666666666666,32,False,True,0.12461800079345703
udp_std_ge_0.24292301_AND_diff_signed_mean_le_-0.0037999609,2,600,74,0.12333333333333334,0.15177150090535482,0.21958852132161458,-0.0010155741373697917,0.0004889798164367675,0.09,0.9666666666666667,18,18.0,19,19.0,0.7297297297297297,0.7297297297297297,18,False,True,0.12433431313317098
udp_grad_mean_ge_0.012657589_AND_diff_abs_p50_ge_0.0072259925,2,600,65,0.10833333333333334,0.12673518498738606,0.39744614919026694,0.0051751963297526045,9.095897277196249e-05,0.075,0.9666666666666667,20,20.0,20,20.0,0.6923076923076923,0.6923076923076923,20,False,True,0.1198088991703131
diff_signed_mean_le_-0.0015222002_AND_diff_grad_mean_ge_0.00064729116,2,600,107,0.17833333333333334,0.15925596872965495,0.328553949991862,-0.013951543172200521,0.0007746323943138122,0.12333333333333334,0.945,29,29.0,30,30.0,0.6915887850467289,0.6915887850467289,29,False,True,0.11524222319415794
a0_grad_mean_ge_0.012581695_AND_diff_abs_p50_ge_0.0072259925,2,600,64,0.10666666666666667,0.12573045094807941,0.39342721303304035,0.0051751963297526045,7.20869501431783e-05,0.07333333333333333,0.9666666666666667,20,20.0,20,20.0,0.6875,0.6875,20,False,True,0.11512186698913571
input_grad_mean_ge_0.0093034212_AND_a0_saturation_high_le_0.00028177083,2,600,124,0.20666666666666667,0.15911248207092285,0.3992215855916341,0.0013625335693359375,6.158014138539633e-05,0.14,0.9333333333333333,36,36.0,38,38.0,0.6774193548387096,0.6774193548387096,36,False,True,0.11383623699885542
input_dark_mean_ge_0.59541445_AND_diff_signed_mean_le_-0.0015222002,2,600,88,0.14666666666666667,0.12072314898173014,0.2821031824747721,-0.015145212809244791,0.00054439644018809,0.10833333333333334,0.9616666666666667,19,19.0,21,21.000000000000004,0.7386363636363636,0.7386363636363636,19,False,True,0.1101604960123698
input_dark_mean_le_0.67206591_AND_a0_saturation_high_le_0.00012500001,2,600,88,0.14666666666666667,0.12149602890014649,0.23833577473958334,0.019155858357747396,1.4922122160593668e-05,0.11,0.9633333333333334,20,20.0,21,21.000000000000004,0.75,0.75,20,False,True,0.10938668467203777
input_dark_mean_le_0.67206591_AND_a0_saturation_high_le_0.00028177083,2,600,111,0.185,0.1400301710764567,0.38247742970784504,0.002476959228515625,3.595590591430664e-05,0.12833333333333333,0.9433333333333334,31,31.0,33,33.0,0.6936936936936937,0.6936936936936937,31,False,True,0.10925260391922681
input_dark_mean_le_0.63550664_AND_a0_saturation_high_le_0.00028177083,2,600,90,0.15,0.12641939163208007,0.3777135976155599,0.002476959228515625,3.878563642501831e-05,0.105,0.955,25,25.0,26,26.0,0.7,0.7,25,False,True,0.10921933492024738
input_mean_le_0.67496555_AND_a0_saturation_high_le_0.00028177083,2,600,100,0.16666666666666666,0.13129061063130695,0.371114870707194,0.002476959228515625,3.0983487764994307e-05,0.11666666666666667,0.95,27,27.0,29,29.0,0.7,0.7,27,False,True,0.1087742055257161
input_grad_mean_ge_0.0093034212_AND_a0_saturation_high_le_0.00012500001,2,600,100,0.16666666666666666,0.14093733787536622,0.2600199762980143,0.018041432698567707,3.591209650039673e-05,0.12,0.9533333333333334,26,26.0,27,27.0,0.72,0.72,26,False,True,0.10598188018798826
input_mean_le_0.69049907_AND_a0_saturation_high_le_0.00028177083,2,600,113,0.18833333333333332,0.14099567413330077,0.38001803080240887,0.002476959228515625,3.9879282315572106e-05,0.13,0.9416666666666667,32,32.0,34,34.0,0.6902654867256637,0.6902654867256637,32,False,True,0.105784410083962
input_mean_le_0.69049907_AND_a0_saturation_high_le_0.00012500001,2,600,90,0.15,0.12246153195699055,0.23587637583414714,0.019155858357747396,1.884549856185913e-05,0.11166666666666666,0.9616666666666667,21,21.000000000000004,22,22.0,0.7444444444444445,0.7444444444444445,21,False,True,0.10474844911363387
input_grad_mean_ge_0.010141619_AND_a0_saturation_high_le_0.00028177083,2,600,116,0.19333333333333333,0.14954614321390788,0.38721373240152995,0.0013625335693359375,6.494094928105673e-05,0.13,0.9366666666666666,34,34.0,36,36.0,0.6724137931034483,0.6724137931034483,34,False,True,0.102248209223254
a0_std_le_0.26119193_AND_a0_saturation_high_le_0.00028177083,2,600,79,0.13166666666666665,0.12447607040405273,0.3606360626220703,-0.004648996988932292,5.341460307439168e-05,0.09166666666666666,0.96,24,24.0,24,24.0,0.6962025316455697,0.6962025316455697,24,False,True,0.10148246224962715
a0_saturation_high_le_0.00028177083_AND_diff_signed_mean_le_-0.00051970547,2,600,76,0.12666666666666668,0.13333191871643066,0.3149954096476237,0.0018940480550130208,5.961686372756958e-05,0.08666666666666667,0.96,20,20.0,22,22.0,0.6842105263157895,0.6842105263157895,20,False,True,0.10121400114360604
a0_saturation_high_le_0.001036125_AND_udp_std_le_0.25483759,2,600,82,0.13666666666666666,0.12194615364074707,0.41453319549560547,-0.013656590779622396,5.242417256037394e-05,0.09333333333333334,0.9566666666666667,26,26.0,26,26.0,0.6829268292682927,0.6829268292682927,26,False,True,0.09987405332859939
a0_saturation_high_le_0.0033954167_AND_udp_std_le_0.25483759,2,600,98,0.16333333333333333,0.1355290699005127,0.41064726511637367,-0.01695281982421875,7.681985696156819e-05,0.11,0.9466666666666667,30,30.0,31,31.0,0.673469387755102,0.673469387755102,30,False,True,0.09932279313794601
depth_grad_mean_le_0.0021463351_AND_udp_grad_mean_ge_0.017002819,2,600,120,0.2,0.15021084785461425,0.4033879216512044,0.04249262491861979,0.0004409941037495931,0.13,0.93,35,35.0,39,39.0,0.65,0.65,35,False,True,0.09893172200520833
input_grad_mean_ge_0.011417895_AND_depth_grad_mean_le_0.0021463351,2,600,120,0.2,0.1480079428354899,0.39076529184977216,0.04653030395507812,0.0005108753840128581,0.13166666666666665,0.9316666666666666,35,35.0,38,38.0,0.6583333333333333,0.6583333333333333,35,False,True,0.09876214472452793
input_grad_mean_ge_0.010141619_AND_a0_saturation_high_le_0.00012500001,2,600,94,0.15666666666666668,0.13493853569030761,0.26228226979573566,0.018041432698567707,4.1345457235972085e-05,0.11166666666666666,0.955,25,25.0,26,26.0,0.7127659574468085,0.7127659574468085,25,False,True,0.09836992797310468
a0_grad_mean_ge_0.015213207_AND_a0_saturation_high_le_0.00012500001,2,600,100,0.16666666666666666,0.14374986012776692,0.2753116607666016,0.008748753865559896,3.630767265955607e-05,0.11666666666666667,0.95,27,27.0,29,29.0,0.7,0.7,27,False,True,0.09822342173258458
a0_saturation_high_le_0.00012500001_AND_udp_grad_mean_ge_0.015218272,2,600,100,0.16666666666666666,0.14374986012776692,0.2753116607666016,0.008748753865559896,3.630767265955607e-05,0.11666666666666667,0.95,27,27.0,29,29.0,0.7,0.7,27,False,True,0.09822342173258458
a0_saturation_high_le_0.00028177083_AND_diff_signed_mean_le_0.0001681959,2,600,86,0.14333333333333334,0.13542478243509928,0.3121821721394857,0.0018940480550130208,6.17097814877828e-05,0.09833333333333333,0.955,23,23.0,25,25.0,0.686046511627907,0.686046511627907,23,False,True,0.09794668074023816
input_mean_le_0.66355278_AND_a0_saturation_high_le_0.00028177083,2,600,92,0.15333333333333332,0.1255227533976237,0.3733488210042318,0.002476959228515625,4.179129997889201e-05,0.105,0.9516666666666667,26,26.0,28,28.0,0.6847826086956522,0.6847826086956522,26,False,True,0.09692860398223435
a0_saturation_high_le_0.00012500001_AND_diff_signed_mean_le_0.0001681959,2,600,70,0.11666666666666667,0.12052289009094239,0.21582884470621744,0.018572947184244792,4.738519589106242e-05,0.085,0.9683333333333334,17,17.0,18,18.0,0.7285714285714285,0.7285714285714285,17,False,True,0.09631366239275246
a0_std_le_0.25564395_AND_a0_saturation_high_le_0.001036125,2,600,81,0.135,0.12027272224426269,0.41453319549560547,-0.013656590779622396,5.196919043858846e-05,0.09166666666666666,0.9566666666666667,26,26.0,26,26.0,0.6790123456790124,0.6790123456790124,26,False,True,0.09601432262467746
