source,scope,bank_name,utility_mode,count,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,worst_per_600,max_outer_worst_per_600,intervention_rate,mean_chosen_alpha,strict_gate_pass
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,forced_U3_U2_U1_shrink_no_A0,ssim_guarded,9000,0.1341954746246338,0.11951954566107856,0.14302978515625,2.44893299208747e-05,0.6914444444444444,0.7333333333333333,4.0,1.0,0.71525,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_shrink,max_dpsnr,9000,0.12490815205044217,0.11608970726860894,0.13160187276204427,2.474131849077013e-05,0.6635555555555556,0.0,0.0,0.6635555555555556,0.6328611111111111,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_shrink,tail_averse,9000,0.12474923133850098,0.11587052324083116,0.1313430887858073,2.7526663409339057e-05,0.6564444444444445,0.0,0.0,0.6564444444444445,0.6232777777777778,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_shrink,high_positive_tail_averse,9000,0.12467389678955078,0.11576156955295139,0.13120594278971354,2.755594253540039e-05,0.6633333333333333,0.0,0.0,0.6633333333333333,0.6223055555555556,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_full,max_dpsnr,9000,0.12460381189982096,0.11607016330295139,0.1307768046061198,2.4540073341793483e-05,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_full,high_positive_tail_averse,9000,0.12455185741848415,0.11597859870062933,0.130679933336046,2.6016136010487876e-05,0.6314444444444445,0.0,0.0,0.6314444444444445,0.6314444444444445,True
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U3_U2_U1_full,ssim_guarded,9000,0.14351067055596245,0.12723552958170573,0.153487550523546,3.175489770041572e-05,0.5947777777777777,0.0,0.0,0.5947777777777777,0.5947777777777777,False
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_full,tail_averse,9000,0.12444087600708008,0.1158301255967882,0.1305254397922092,2.7138173580169678e-05,0.6243333333333333,0.0,0.0,0.6243333333333333,0.6243333333333333,False
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_shrink,ssim_guarded,9000,0.12127405484517416,0.11241779836018881,0.128031736585829,3.058658705817329e-05,0.6161111111111112,0.0,0.0,0.6161111111111112,0.5671111111111111,False
v37_tau_real_blend_oracle_grid.csv,train_derived_dta,A0_U2_full,ssim_guarded,9000,0.12117380481296115,0.11215643480088976,0.1275550774468316,3.028461668226454e-05,0.558,0.0,0.0,0.558,0.558,False
v15_phase0_official_eval,val_regular_plus_val_hard,A0_FullUDP_endpoint,per_image_max_psnr,600,0.7416947523752848,1.1109101994832358,0.39711181640625,0.00022958377997080485,0.53,0.0,,0.53,,
