policy_id,count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,strong_loss_count,strong_loss_per_600,screen_gate_pass,score
val_hard_and_A0_PSNR_le_31.298,600,0.07333333333333333,0.04451301256815592,0.1780520502726237,0.0,3.843863805135091e-05,0.04833333333333333,0.975,12,12.0,13,13.0,False,0.06502602513631184
val_hard_and_name_param_2_ge_0.938,600,0.42,0.14807916005452473,0.39272174835205076,0.0,-0.00014847576618194581,0.24666666666666667,0.8266666666666667,91,91.0,97,96.99999999999999,False,0.06425959714253743
val_hard_and_name_param_2_le_0.938,600,0.08,0.06493529319763183,0.09494688669840495,0.0,1.0460118452707927e-05,0.058333333333333334,0.9783333333333334,13,13.0,13,13.0,False,0.06267201487223306
val_hard_and_A0_PSNR_ge_31.298,600,0.4266666666666667,0.16850144068400066,0.30961658477783205,0.0,-0.0001764542857805888,0.25666666666666665,0.83,92,92.0,97,96.99999999999999,False,0.06190558687845868
val_hard_and_name_param_2_le_1.0375,600,0.09333333333333334,0.06713321685791016,0.10382143656412761,0.0,1.229474941889445e-05,0.065,0.9716666666666667,17,17.0,17,17.0,False,0.05908857599894206
A0_PSNR_le_40.9714,600,0.8,0.24955138842264812,0.6855227915445964,0.06368977864583333,-0.0002271221081415812,0.46166666666666667,0.6616666666666666,181,181.00000000000003,191,191.0,False,0.05893208630879715
val_hard_and_name_param_1_le_0.77,600,0.235,0.1133377202351888,0.199890505472819,0.0,-8.441795905431112e-05,0.14,0.905,54,54.0,55,54.99999999999999,False,0.055310346603393554
val_hard_and_name_param_1_ge_0.85,600,0.185,0.0664111328125,0.19394454956054688,0.0,-2.4228890736897787e-05,0.10833333333333334,0.9233333333333333,37,37.0,42,42.00000000000001,False,0.04089727020263671
val_hard_and_name_param_2_le_0.72,600,0.025,0.03350425720214844,0.044942982991536456,0.0,4.130403200785319e-06,0.018333333333333333,0.9933333333333333,4,4.0,4,4.0,False,0.03674000295003255
name_param_2_le_0.938,600,0.2,0.07179843584696452,0.15107723236083984,-0.1324089813232422,3.4103790918986004e-06,0.12,0.92,44,44.0,47,47.0,False,0.021567743937174477
val_hard_and_name_param_1_ge_0.89,600,0.13166666666666665,0.034505332310994466,0.11567539215087891,0.0,-2.608319123586019e-05,0.07833333333333334,0.9466666666666667,27,27.0,28,28.0,False,0.009424180348714194
val_hard_and_name_param_2_ge_1.17,600,0.36833333333333335,0.09686588923136394,0.2832608922322591,0.0,-0.00013831118742624917,0.21166666666666667,0.8433333333333334,82,82.0,88,88.0,False,0.0036811122894287174
val_hard_and_name_param_1_le_0.69,600,0.15333333333333332,0.05780284881591797,0.11675768534342448,0.0,-6.021022796630859e-05,0.08,0.9266666666666666,42,42.00000000000001,43,43.0,False,0.0029922701517740707
a0_anchor,600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,0.0
val_hard_and_A0_PSNR_ge_40.0092,600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,0.0
val_hard_and_A0_PSNR_ge_40.9714,600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,0.0
val_hard_and_A0_PSNR_ge_43.2131,600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,False,0.0
name_param_2_le_0.72,600,0.10166666666666667,0.02894235610961914,0.08984891255696614,-0.11557843526204427,1.992483933766683e-06,0.05333333333333334,0.9516666666666667,26,26.0,29,29.0,False,-0.0005954157511393332
val_hard_and_name_param_1_ge_0.91,600,0.11,0.02326429049173991,0.06534325917561849,0.0,-2.1937588850657146e-05,0.06666666666666667,0.9566666666666667,23,23.0,24,24.0,False,-0.006399894714355467
val_hard_and_A0_PSNR_ge_37.5046,600,0.008333333333333333,-0.0031768035888671874,0.0,0.0,1.0854005813598633e-06,0.0033333333333333335,0.995,3,3.0,3,3.0,False,-0.009176803588867188
name_param_2_le_1.39,600,0.5033333333333333,0.11206343650817871,0.4814967473347982,-0.5185811360677083,-3.9646426836649575e-05,0.2833333333333333,0.78,121,121.0,127,127.0,False,-0.009562376658121735
val_hard_and_A0_PSNR_ge_33.1278,600,0.3466666666666667,0.11528691609700521,0.09675848642985026,0.0,-0.00011998802423477173,0.20666666666666667,0.86,75,75.0,80,80.0,False,-0.010523462295532221
name_param_2_le_1.6,600,0.6716666666666666,0.15112825393676757,0.6042796579996744,-0.6226648966471354,-6.756265958150228e-05,0.385,0.7133333333333334,159,159.0,166,166.0,False,-0.01580183156331383
name_param_2_le_1.17,600,0.3333333333333333,0.07571559588114421,0.28091854095458985,-0.30698018391927084,-2.1777649720509847e-05,0.18666666666666668,0.8533333333333334,82,82.0,86,86.0,False,-0.01805476888020832
name_param_2_le_1.72,600,0.7633333333333333,0.1574783738454183,0.6846371841430664,-0.6275856018066406,-7.847845554351807e-05,0.43,0.6666666666666666,179,179.0,190,190.0,False,-0.02936233011881506
val_hard_and_name_param_1_ge_0.951,600,0.055,-0.004157031377156575,0.0061072413126627605,0.0,-1.595616340637207e-05,0.028333333333333332,0.9733333333333334,14,14.0,15,15.0,False,-0.030630221048990887
name_param_2_le_1.0375,600,0.25,0.046010189056396485,0.17213826497395834,-0.21624305725097656,-7.409453392028809e-06,0.13833333333333334,0.8883333333333333,63,63.0,66,66.0,False,-0.03695524470011394
val_hard_and_name_param_1_le_0.64,600,0.11833333333333333,0.030144103368123374,0.011318855285644532,0.0,-9.28985079129537e-05,0.056666666666666664,0.9383333333333334,35,35.0,36,36.0,False,-0.0370261828104655
val_hard_and_name_param_1_le_0.56,600,0.04833333333333333,-0.0016701062520345052,-0.0330127207438151,0.0,-2.528498570124308e-05,0.02,0.9716666666666667,17,17.0,17,17.0,False,-0.04392328643798828
val_hard_and_A0_PSNR_ge_33.7228,600,0.31,0.09109729448954264,0.0,0.0,-9.541441996892294e-05,0.18166666666666667,0.8716666666666667,68,68.0,73,73.0,False,-0.04490270551045737
val_hard_and_name_param_1_le_0.6,600,0.095,0.017949787775675456,-0.03652551015218099,0.0,-8.955578009287516e-05,0.04666666666666667,0.9516666666666667,29,29.0,29,29.0,False,-0.04918158976236979
val_hard_and_A0_PSNR_ge_36.3094,600,0.13333333333333333,0.0184865665435791,0.0,0.0,-9.905517101287841e-05,0.07166666666666667,0.9383333333333334,34,34.0,36,36.0,False,-0.049513433456420904
name_param_1_ge_0.64,600,0.7533333333333333,0.12918165524800618,0.6238835652669271,-0.42463506062825523,-0.00013001600901285808,0.42833333333333334,0.675,170,170.0,182,182.0,False,-0.05484745343526204
val_hard_and_name_param_2_ge_1.88,600,0.06333333333333334,-0.01756428082784017,-0.014286295572916666,0.0,-0.00010245760281880697,0.028333333333333332,0.965,18,18.0,19,19.0,False,-0.05713585472106934
val_hard_and_A0_PSNR_ge_34.8134,600,0.25833333333333336,0.054787238438924156,0.0,0.0,-0.00011159578959147135,0.14333333333333334,0.885,60,60.0,65,65.0,False,-0.06521276156107583
val_hard_and_name_param_2_ge_1.39,600,0.29833333333333334,0.03527765909830729,0.17936420440673828,0.0,-0.00014120509227116902,0.15833333333333333,0.86,73,73.0,79,78.99999999999999,False,-0.06588128980000812
name_param_2_le_1.76,600,0.81,0.1492218271891276,0.6611898549397787,-0.6226803843180339,-0.0001366512974103292,0.4533333333333333,0.6433333333333333,192,192.0,204,204.00000000000003,False,-0.06948070907592774
name_param_1_ge_0.951,600,0.1,-0.022753899892171223,0.02305712381998698,-0.026600443522135416,-4.063566525777181e-05,0.045,0.945,29,29.0,30,30.0,False,-0.07498961893717448
name_param_1_ge_0.89,600,0.25166666666666665,-0.0007341321309407552,0.12979817708333333,-0.11449989318847656,-6.229052941004436e-05,0.13166666666666665,0.88,63,63.0,65,65.0,False,-0.09428458786010743
name_param_1_ge_0.77,600,0.5083333333333333,0.057004117965698244,0.32478984832763674,-0.23207954406738282,-9.744693835576375e-05,0.2816666666666667,0.7733333333333333,118,118.0,128,128.0,False,-0.09779841995239258
val_hard_and_name_param_2_ge_1.72,600,0.14666666666666667,-0.02899285316467285,0.043711090087890626,0.0,-0.00017032722632090251,0.06,0.9133333333333333,43,43.0,48,48.0,False,-0.1040650806427002
name_param_1_ge_0.91,600,0.215,-0.013118553161621093,0.07946604410807291,-0.1139818827311198,-5.503346522649129e-05,0.11333333333333333,0.8983333333333333,56,56.0,57,57.0,False,-0.10525204213460287
name_param_1_ge_0.85,600,0.345,0.014064359664916991,0.19744558970133463,-0.1880766296386719,-5.6881904602050784e-05,0.18,0.835,85,85.0,92,92.0,False,-0.10657424290974936
name_param_1_ge_0.6,600,0.82,0.11268988291422526,0.6582509994506835,-0.48397328694661457,-0.0001647898554801941,0.4583333333333333,0.6383333333333333,192,192.0,204,204.00000000000003,False,-0.10674736722310385
val_hard_and_name_param_2_ge_1.76,600,0.11166666666666666,-0.034632304509480794,-0.020506744384765626,0.0,-0.00014985730250676474,0.04666666666666667,0.935,34,34.0,36,36.0,False,-0.1077589906056722
val_hard_and_name_param_2_ge_1.6,600,0.19,-0.027183958689371745,0.09181224822998046,0.0,-0.0001631230115890503,0.085,0.895,52,52.0,58,58.0,False,-0.10823089663187664
name_param_1_ge_0.69,600,0.6816666666666666,0.08645304044087727,0.45408617655436195,-0.41080490112304685,-0.00013788580894470216,0.38333333333333336,0.7016666666666667,156,156.0,167,167.0,False,-0.11202541542053224
name_param_1_le_0.56,600,0.11833333333333333,-0.042695773442586266,0.02478003184000651,-0.12567466735839844,-7.54500428835551e-05,0.04833333333333333,0.93,38,38.0,41,41.0,False,-0.11250076548258464
name_param_2_ge_1.88,600,0.10666666666666667,-0.05730429967244466,-0.014683621724446615,-0.014967524210611979,-0.000133110781510671,0.043333333333333335,0.9366666666666666,33,33.0,36,36.0,False,-0.1269752051035563
A0_PSNR_ge_43.2131,600,0.1,-0.07261608759562174,0.0,-0.29046435038248697,-2.8673013051350912e-05,0.03833333333333333,0.9383333333333334,31,31.0,36,36.0,False,-0.13461608759562174
A0_PSNR_le_43.2131,600,0.9,0.1346210511525472,0.6855227915445964,-0.3960315704345703,-0.00028172095616658526,0.49166666666666664,0.5916666666666667,221,221.0,232,232.0,False,-0.13599825096130375
name_param_2_le_1.88,600,0.9016666666666666,0.12094956080118816,0.713340098063151,-0.6715283966064454,-0.00017708907524744669,0.49,0.5883333333333334,220,219.99999999999997,235,235.0,False,-0.14071541468302406
name_param_1_le_0.69,600,0.3416666666666667,-0.026116771697998045,0.2797868347167969,-0.3147129058837891,-0.00016308804353078207,0.15833333333333333,0.8166666666666667,102,102.00000000000001,107,107.0,False,-0.16017006301879888
name_param_1_le_0.85,600,0.655,0.047940603892008465,0.4880772018432617,-0.4984192911783854,-0.0002535120646158854,0.35,0.695,167,167.0,176,176.0,False,-0.16404009564717614
name_param_1_le_0.89,600,0.7666666666666667,0.06964073499043782,0.5627819061279297,-0.5709395853678385,-0.0002458203832308451,0.41,0.6433333333333333,191,191.0,205,205.0,False,-0.17166378847757977
name_param_1_le_0.77,600,0.5083333333333333,0.00632513682047526,0.3797362645467122,-0.47272967020670575,-0.00021243691444396972,0.26,0.7516666666666667,137,137.0,143,143.0,False,-0.1727407970428467
name_param_1_le_0.6,600,0.20166666666666666,-0.057992172241210935,0.03295618693033854,-0.24427686055501302,-0.00015994836886723836,0.08333333333333333,0.8816666666666667,66,66.0,70,70.0,False,-0.18175312550862632
name_param_1_le_0.64,600,0.2633333333333333,-0.04906762440999349,0.11508026123046874,-0.23505132039388021,-0.0001816826065381368,0.11166666666666666,0.8483333333333334,84,84.00000000000001,89,89.0,False,-0.18829755910237633
name_param_1_le_0.951,600,0.9,0.08475886344909668,0.6624656677246094,-0.6598954772949219,-0.00026975830396016437,0.485,0.585,223,223.0,238,238.0,False,-0.19562471961975098
name_param_1_le_0.91,600,0.8066666666666666,0.05491567293802897,0.5914394632975261,-0.6114289093017579,-0.0002774895230929057,0.42333333333333334,0.6166666666666667,205,205.0,220,219.99999999999997,False,-0.20722446123758953
bucket_eq_easy_top25_by_a0,600,0.25,-0.06617008845011393,0.0,-0.39842628479003905,-9.5482071240743e-05,0.11333333333333333,0.8633333333333333,72,72.0,79,78.99999999999999,False,-0.21017008845011395
name_param_1_ge_0.56,600,0.9116666666666666,0.07594915707906087,0.637817866007487,-0.6510135904947917,-0.00025639007488886513,0.495,0.5833333333333334,224,224.0,237,237.0,False,-0.21259637641906737
name_param_2_ge_1.76,600,0.20166666666666666,-0.09522565841674804,-0.01092937469482422,-0.06863978068033855,-0.00019815901915232342,0.08166666666666667,0.88,64,64.0,68,68.0,False,-0.2259580020904541
name_param_2_ge_1.0375,600,0.75,0.015994774500528972,0.513384526570638,-0.4702528635660807,-0.0003029845158259074,0.39166666666666666,0.6416666666666667,189,189.0,202,202.0,False,-0.23365909385681152
bucket_eq_mid_by_a0,600,0.5,-0.01641787846883138,0.1770870081583659,-0.28806963602701824,-0.0001803178588549296,0.26,0.76,132,132.0,138,138.0,False,-0.23614612642923993
name_param_2_ge_1.72,600,0.25166666666666665,-0.09791107177734375,0.025376141866048176,-0.05891031901041666,-0.00023543824752171835,0.10166666666666667,0.85,78,78.0,85,85.0,False,-0.2475670363108317
name_param_2_ge_1.17,600,0.6716666666666666,-0.010731900533040364,0.40867921193440754,-0.37649492899576825,-0.00028713862101236977,0.34833333333333333,0.6766666666666666,170,170.0,182,182.0,False,-0.2485620975494385
name_param_2_ge_1.39,600,0.505,-0.04475363413492839,0.2415757369995117,-0.17319742838541666,-0.00026269386212031046,0.25,0.745,133,133.0,144,144.0,False,-0.25035969988505047
name_param_2_ge_1.6,600,0.33166666666666667,-0.08953181266784668,0.08124313354492188,-0.07544530232747396,-0.00024804542462031044,0.14666666666666667,0.815,94,94.0,103,103.0,False,-0.2572210292816162
name_param_2_ge_0.72,600,0.9033333333333333,0.03454188346862793,0.5956738789876302,-0.5696104176839193,-0.00031143069267272947,0.48,0.5766666666666667,227,227.0,240,240.0,False,-0.2705396467844645
all_fulludp,600,1.0,0.06200496355692545,0.6855227915445964,-0.6864959208170572,-0.0003103939692179362,0.53,0.53,252,252.0,268,268.0,False,-0.27061433855692546
name_param_2_ge_0.938,600,0.8,-0.009793472290039063,0.5344455591837565,-0.5540869394938152,-0.0003138043483098348,0.41,0.61,208,208.0,221,221.0,False,-0.2921820824941
A0_PSNR_ge_40.9714,600,0.2,-0.18754642486572265,0.0,-0.7501856994628906,-8.327186107635498e-05,0.06833333333333333,0.8683333333333333,71,71.0,77,77.0,False,-0.32954642486572266
A0_PSNR_ge_40.0092,600,0.25,-0.1716239802042643,0.0,-0.6864959208170572,-9.856820106506348e-05,0.09333333333333334,0.8433333333333334,83,83.0,90,90.0,False,-0.3376239802042643
A0_PSNR_ge_31.298,600,0.9,-0.012754246393839519,0.38648595174153644,-0.6864959208170572,-0.0003456232945124308,0.46,0.56,237,237.0,252,252.0,False,-0.3901327584584554
split_eq_val_regular,600,0.5,-0.15100948969523112,0.19785415649414062,-0.6864959208170572,-0.00017237832148869832,0.225,0.725,148,148.0,158,157.99999999999997,False,-0.39754595057169595
A0_PSNR_ge_37.5046,600,0.33,-0.21546356201171876,0.0,-0.6864959208170572,-0.00012872546911239625,0.12666666666666668,0.7966666666666666,111,111.0,118,118.0,False,-0.43746356201171877
A0_PSNR_ge_33.1278,600,0.8,-0.08580602327982585,0.09427884419759115,-0.6864959208170572,-0.00029364357391993204,0.39666666666666667,0.5966666666666667,217,217.00000000000003,231,231.0,False,-0.49623631223042813
A0_PSNR_ge_36.3094,600,0.5,-0.19733302116394044,0.0,-0.6864959208170572,-0.00024346758921941122,0.215,0.715,155,155.00000000000003,165,165.0,False,-0.5073330211639405
A0_PSNR_ge_33.7228,600,0.75,-0.10937573432922364,0.0,-0.6864959208170572,-0.0002597751220067342,0.365,0.615,206,206.0,220,219.99999999999997,False,-0.5213757343292237
A0_PSNR_ge_34.8134,600,0.67,-0.1536164633433024,0.0,-0.6864959208170572,-0.00026343454917271934,0.31166666666666665,0.6416666666666667,191,191.0,205,205.0,False,-0.5356164633433024
