stage,scope,mode,seed,fold,run_id,common_count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,worst10_mean_psnr_delta,best10_mean_psnr_delta,mean_ssim_delta,positive_ratio,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,t_l1_mean,spearman_tpred_tgt_mean,spearman_depth_neglogt_mean,stage2_gate_mean_mean,stage3_gate_mean_mean,confidence_mean_mean
oof20,adapter_only,invert,3413,0,oof20_adapter_only_invert_seed3413_f0,600,0.10253855069478353,0.09093093872070312,-0.42237262725830077,0.6992065429687497,0.09861832936604818,0.08131192525227865,-0.48145968119303384,0.7155667622884114,-0.8391597747802735,1.0246006011962892,-0.48145968119303384,0.7155667622884114,-2.8357903162638347e-06,0.66,42.755948066711426,150,55,84,0.0776041650461654,0.9233643430724812,0.8981349600981571,0.012513350971663992,0.05264604424436887,0.9675909148653349
oof20,adapter_only,invert,3413,1,oof20_adapter_only_invert_seed3413_f1,600,0.06347217877705892,0.06265449523925781,-0.4432933807373047,0.516788101196289,0.06332421620686848,0.02816093444824219,-0.4787549336751302,0.5400444666544596,-0.7435771942138671,0.6974330902099609,-0.4787549336751302,0.5400444666544596,-8.921523888905844e-06,0.6033333333333334,42.834919929504395,150,57,91,0.07529641403195758,0.9305930989728505,0.9044451581257879,0.014936586711555719,0.052360540485630436,0.9677247477571169
oof20,adapter_only,invert,3413,2,oof20_adapter_only_invert_seed3413_f2,600,0.10124702135721843,0.09411430358886719,-0.4025260925292969,0.6257099151611312,0.06270674387613932,0.10049395243326822,-0.4306484222412109,0.6696022987365723,-0.7366348266601562,0.9300281524658203,-0.4306484222412109,0.6696022987365723,-1.1934538682301839e-05,0.645,42.41839599609375,150,49,79,0.07672476180518667,0.9299134342941557,0.9044658710147716,0.018024094104766845,0.05126886064807574,0.9674188711245855
oof20,adapter_only,invert,3413,3,oof20_adapter_only_invert_seed3413_f3,600,0.08981699625651042,0.09628105163574219,-0.4888923645019531,0.6131563186645508,0.07690233866373698,0.047251866658528645,-0.5251102765401204,0.6753646850585937,-0.8806034088134765,0.960150146484375,-0.5251102765401204,0.6753646850585937,-3.7789344787597655e-07,0.645,42.88805866241455,150,56,89,0.07613134365218381,0.9244124148443882,0.9025204951265533,0.015360250546752165,0.05354418955122431,0.9674957032998402
oof20,adapter_only,invert,3413,4,oof20_adapter_only_invert_seed3413_f4,600,0.11257097562154134,0.09572982788085938,-0.3418745040893555,0.6017093658447262,0.10237873077392579,0.09702000935872396,-0.37180557250976565,0.654670524597168,-0.6354129791259766,0.9568859100341797,-0.37180557250976565,0.654670524597168,-1.2600421905517578e-05,0.6533333333333333,42.82054328918457,150,55,64,0.07948723143587509,0.9282148793931744,0.9058384844089352,0.015181886161056658,0.0525515177162985,0.9673641234636307
oof20,adapter_only,normal,3407,0,oof20_adapter_only_normal_seed3407_f0,600,0.1060095755259196,0.09638404846191406,-0.4328304290771484,0.7676156997680659,0.10472367604573568,0.08784884134928385,-0.506706428527832,0.7941658655802409,-0.9273078918457032,1.1464046478271483,-0.506706428527832,0.7941658655802409,-4.525880018870036e-06,0.6466666666666666,42.755948066711426,150,56,98,0.08881238616692523,0.9201875705781964,-0.8981336539460556,0.005674921680862705,0.052406742610037325,0.9689578010638555
oof20,adapter_only,normal,3407,1,oof20_adapter_only_normal_seed3407_f1,600,0.06959112803141276,0.07391929626464844,-0.44553985595703127,0.5715152740478514,0.0896624247233073,0.030042343139648438,-0.5108203887939453,0.6212756474812825,-0.8513603210449219,0.8671833038330078,-0.5108203887939453,0.6212756474812825,-2.1690428256988524e-05,0.6133333333333333,42.834919929504395,150,61,108,0.08684637429503103,0.927033795676819,-0.9044446302089721,0.008267405033111573,0.052496967899302645,0.9690788734952609
oof20,adapter_only,normal,3407,2,oof20_adapter_only_normal_seed3407_f2,600,0.09050732294718425,0.08175086975097656,-0.38344879150390626,0.6055879592895507,0.0405841064453125,0.09580123901367188,-0.4594934145609538,0.6484574635823568,-0.7922067642211914,0.9037311553955079,-0.4594934145609538,0.6484574635823568,-4.10844882329305e-05,0.6216666666666667,42.41839599609375,150,48,91,0.08714561373926699,0.928177970017986,-0.9044639488657872,0.016459543147745233,0.05233489935596784,0.9693337713678678
oof20,adapter_only,normal,3407,3,oof20_adapter_only_normal_seed3407_f3,600,0.06729294459025065,0.06031990051269531,-0.40432701110839847,0.5405942916870115,0.039887669881184896,0.049844309488932294,-0.4244672457377116,0.5890738169352213,-0.6238594055175781,0.8059238433837891,-0.4244672457377116,0.5890738169352213,-2.973864475886027e-05,0.62,42.88805866241455,150,55,83,0.08768939131249984,0.9202026695737185,-0.9025178604866199,0.012791099462968608,0.05287923485661546,0.9691680526733398
oof20,adapter_only,normal,3407,4,oof20_adapter_only_normal_seed3407_f4,600,0.10626952171325683,0.09182548522949219,-0.36293468475341795,0.6495401382446289,0.09498956044514974,0.08756446838378906,-0.41784416834513344,0.6847848574320475,-0.6850711822509765,0.9339736938476563,-0.41784416834513344,0.6847848574320475,-2.3164848486582437e-05,0.6333333333333333,42.82054328918457,150,51,83,0.0909813133844485,0.9256005884734417,-0.9058362137144562,0.0005532107314502355,0.05127444174761574,0.9685308236877124
oof20,adapter_only,normal,3411,0,oof20_adapter_only_normal_seed3411_f0,600,0.09081368128458658,0.07680702209472656,-0.40764541625976564,0.6697490692138672,0.07387006123860677,0.08792681376139323,-0.45280564626057945,0.6885891596476237,-0.7655281066894531,0.9086231231689453,-0.45280564626057945,0.6885891596476237,-1.178214947382609e-05,0.6233333333333333,42.755948066711426,150,52,81,0.0882907263468951,0.9215006869569479,-0.8981336539460556,0.010245877604465931,0.04835900567471981,0.9689578010638555
oof20,adapter_only,normal,3411,1,oof20_adapter_only_normal_seed3411_f1,600,0.0741134516398112,0.05631065368652344,-0.4257211685180664,0.5939386367797849,0.07000503540039063,0.04015589396158854,-0.4811346689860026,0.627679443359375,-0.7826042175292969,0.8125091552734375,-0.4811346689860026,0.627679443359375,-3.5994152228037516e-05,0.5766666666666667,42.834919929504395,150,61,106,0.08656441747521361,0.9276728152380549,-0.9044446302089721,0.006747739842782418,0.050902372126777964,0.9690788734952609
oof20,adapter_only,normal,3411,2,oof20_adapter_only_normal_seed3411_f2,600,0.08750000953674317,0.056304931640625,-0.36078224182128904,0.6236148834228512,0.01909404754638672,0.108792724609375,-0.44164651234944663,0.6783316930135092,-0.813970947265625,1.0061637878417968,-0.44164651234944663,0.6783316930135092,-2.753347158432007e-05,0.63,42.41839599609375,150,49,77,0.08676163306770225,0.9290165241393594,-0.9044639488657872,0.008712878002164264,0.044213970930626,0.9693337713678678
oof20,adapter_only,normal,3411,3,oof20_adapter_only_normal_seed3411_f3,600,0.08623044967651367,0.08925247192382812,-0.5043880462646484,0.6618873596191401,0.05925249735514323,0.03768875122070312,-0.5510375658671062,0.7035216013590495,-0.909487533569336,0.9673744201660156,-0.5510375658671062,0.7035216013590495,-1.5567541122436524e-05,0.6133333333333333,42.88805866241455,150,58,105,0.08752860378784438,0.9215218539828209,-0.9025178604866199,0.01075252225312094,0.04885247319936752,0.9691680526733398
oof20,adapter_only,normal,3411,4,oof20_adapter_only_normal_seed3411_f4,600,0.08132239023844401,0.04444122314453125,-0.43431758880615234,0.695100975036621,0.014389673868815104,0.10592809041341146,-0.48608007431030276,0.7330707550048828,-0.7876617431640625,1.0730735778808593,-0.48608007431030276,0.7330707550048828,-3.084331750869751e-05,0.5716666666666667,42.82054328918457,150,56,84,0.09079953170381487,0.9258121950628461,-0.9058362137144562,0.00713719870429486,0.049045151056100925,0.9685308236877124
oof20,adapter_only,normal,3413,0,oof20_adapter_only_normal_seed3413_f0,600,0.10266603151957195,0.09793853759765625,-0.40093269348144533,0.6982030868530273,0.10159854888916016,0.07939158121744792,-0.4654640833536784,0.6986206690470378,-0.8255996704101562,0.9868705749511719,-0.4654640833536784,0.6986206690470378,-1.9627809524536133e-06,0.66,42.755948066711426,150,54,84,0.08929319913188616,0.920873559942891,-0.8981336539460556,0.01148360475897789,0.05577971974387765,0.9689578010638555
oof20,adapter_only,normal,3413,1,oof20_adapter_only_normal_seed3413_f1,600,0.06422087033589681,0.06288719177246094,-0.41574802398681643,0.4861705780029296,0.06539483388264974,0.02637176513671875,-0.45582269032796224,0.5210392316182454,-0.7267284393310547,0.6777935028076172,-0.45582269032796224,0.5210392316182454,-7.568200429280599e-06,0.6083333333333333,42.834919929504395,150,59,84,0.08700286163327595,0.9281491709128914,-0.9044446302089721,0.013319720327854157,0.05590500912939509,0.9690788734952609
oof20,adapter_only,normal,3413,2,oof20_adapter_only_normal_seed3413_f2,600,0.10132174491882324,0.089996337890625,-0.3720376968383789,0.6216344833374022,0.06581979115804036,0.10051409403483073,-0.4020819664001465,0.6491384506225586,-0.6717060089111329,0.9085880279541015,-0.4020819664001465,0.6491384506225586,-1.1469622453053793e-05,0.65,42.41839599609375,150,48,70,0.08785781207804878,0.9281038645949758,-0.9044639488657872,0.01576694608045121,0.05590881207336982,0.9693337713678678
oof20,adapter_only,normal,3413,3,oof20_adapter_only_normal_seed3413_f3,600,0.09136542956034342,0.10002899169921875,-0.46579704284667967,0.5993501663208006,0.08258246103922526,0.04912811279296875,-0.4977395057678223,0.6521526336669922,-0.8357654571533203,0.9332122802734375,-0.4977395057678223,0.6521526336669922,-7.003545761108399e-08,0.65,42.88805866241455,150,55,86,0.08791793897437553,0.9217464631108827,-0.9025178604866199,0.01461302006461968,0.05599600302055478,0.9691680526733398
oof20,adapter_only,normal,3413,4,oof20_adapter_only_normal_seed3413_f4,600,0.11310248692830403,0.09522628784179688,-0.32140674591064455,0.577411651611328,0.10654996236165365,0.09586580912272136,-0.35793793996175133,0.6349355061848958,-0.5982551574707031,0.9262187957763672,-0.35793793996175133,0.6349355061848958,-1.0503331820170085e-05,0.66,42.82054328918457,150,54,60,0.09170649418296914,0.9264959285416073,-0.9058362137144562,0.011202173155422011,0.055702991299331185,0.9685308236877124
oof20,adapter_only,shuffle,3407,0,oof20_adapter_only_shuffle_seed3407_f0,600,0.09839127540588379,0.08423042297363281,-0.3779348373413086,0.6950736999511716,0.09559004465738932,0.08481468200683594,-0.4588350296020508,0.7321713129679362,-0.8315792083740234,1.0707221984863282,-0.4588350296020508,0.7321713129679362,8.864104747772217e-06,0.6566666666666666,42.755948066711426,150,55,90,0.08442844062112272,0.9210517496281391,-0.43469793060511547,0.011980177955701948,0.05349108388026556,0.9671412854393323
oof20,adapter_only,shuffle,3407,1,oof20_adapter_only_shuffle_seed3407_f1,600,0.057954508463541665,0.06578826904296875,-0.41654071807861326,0.5293992996215819,0.07662668863932291,0.03288724263509114,-0.48230953216552735,0.5590415954589844,-0.7906806945800782,0.7798004150390625,-0.48230953216552735,0.5590415954589844,-9.64572032292684e-06,0.5933333333333334,42.834919929504395,150,58,94,0.08233628323301673,0.9281166710605991,-0.4572584261568322,0.014126202580519021,0.053668879146377246,0.9674243780970574
oof20,adapter_only,shuffle,3407,2,oof20_adapter_only_shuffle_seed3407_f2,600,0.07584048906962076,0.07436084747314453,-0.3611488342285156,0.5387491226196287,0.024227256774902343,0.08552808125813802,-0.42475983301798503,0.5835055669148763,-0.7392814636230469,0.8446842193603515,-0.42475983301798503,0.5835055669148763,-2.0743807156880695e-05,0.62,42.41839599609375,150,51,93,0.08281421582835416,0.9287151547098517,-0.4650104133291879,0.018314822466733556,0.053235522421697774,0.9677115308245023
oof20,adapter_only,shuffle,3407,3,oof20_adapter_only_shuffle_seed3407_f3,600,0.05635293324788412,0.05177116394042969,-0.3788923263549805,0.49867973327636683,0.029949620564778647,0.046934814453125,-0.396091365814209,0.5398743947347006,-0.5880260467529297,0.7438819885253907,-0.396091365814209,0.5398743947347006,-1.3515055179595948e-05,0.6033333333333334,42.88805866241455,150,57,73,0.08307314750738443,0.9215906707733665,-0.45426714049980377,0.014432323519140483,0.05401357049122453,0.9674002116918564
oof20,adapter_only,shuffle,3407,4,oof20_adapter_only_shuffle_seed3407_f4,600,0.0938925552368164,0.07267951965332031,-0.33777389526367185,0.5970029830932615,0.0801983133951823,0.07659637451171875,-0.39126176834106446,0.6287632306416829,-0.6627712249755859,0.8846633911132813,-0.39126176834106446,0.6287632306416829,-1.7748673756917316e-05,0.6316666666666667,42.82054328918457,150,49,75,0.08664847443811595,0.9261696240484413,-0.45164290896458437,0.00920569832980012,0.05316205014785131,0.9668568761150043
oof20,adapter_only,shuffle,3411,0,oof20_adapter_only_shuffle_seed3411_f0,600,0.0794615077972412,0.058417320251464844,-0.3575920104980469,0.6047002792358395,0.06287164052327474,0.0768182627360026,-0.4076162974039714,0.6194928805033366,-0.6816326141357422,0.8462860107421875,-0.4076162974039714,0.6194928805033366,-8.018811543782552e-07,0.625,42.755948066711426,150,51,71,0.08401101466578742,0.9221032519650736,-0.43469793060511547,0.012809841545919578,0.050174719846496976,0.9671412854393323
oof20,adapter_only,shuffle,3411,1,oof20_adapter_only_shuffle_seed3411_f1,600,0.06433223088582357,0.05286407470703125,-0.39019126892089845,0.5348936080932615,0.06155189514160156,0.04499984741210938,-0.4312389373779297,0.5637254079182943,-0.7119735717773438,0.7321372985839844,-0.4312389373779297,0.5637254079182943,-2.352346976598104e-05,0.575,42.834919929504395,150,55,102,0.08200846922583878,0.9286998460596695,-0.4572584261568322,0.012995832428957025,0.052120996614297234,0.9674243780970574
oof20,adapter_only,shuffle,3411,2,oof20_adapter_only_shuffle_seed3411_f2,600,0.07347464243570964,0.04913139343261719,-0.3457693099975586,0.5560834884643554,0.008386739095052083,0.09811347961425781,-0.40111014048258464,0.6100451787312825,-0.7420917510986328,0.9041004180908203,-0.40111014048258464,0.6100451787312825,-1.0208586851755779e-05,0.6116666666666667,42.41839599609375,150,50,72,0.082483854709814,0.9294348769678621,-0.4650104133291879,0.012663966457669934,0.0477782789307336,0.9677115308245023
oof20,adapter_only,shuffle,3411,3,oof20_adapter_only_shuffle_seed3411_f3,600,0.0755484390258789,0.07091426849365234,-0.47685813903808594,0.6104839324951169,0.04824999491373698,0.04032475789388021,-0.5088636398315429,0.6538909276326498,-0.8031604766845704,0.8859413146972657,-0.5088636398315429,0.6538909276326498,-1.7480055491129558e-06,0.615,42.88805866241455,150,56,97,0.08269077500328421,0.9224824047215985,-0.45426714049980377,0.014441535255561272,0.05086947589491805,0.9674002116918564
oof20,adapter_only,shuffle,3411,4,oof20_adapter_only_shuffle_seed3411_f4,600,0.07013899485270182,0.03433990478515625,-0.3862285614013672,0.6262588500976554,0.0031667582194010416,0.09574887593587239,-0.4461512565612793,0.6627984364827474,-0.7377229690551758,0.9670513153076172,-0.4461512565612793,0.6627984364827474,-2.313375473022461e-05,0.5633333333333334,42.82054328918457,150,54,80,0.0863659234624356,0.9264374480751775,-0.45164290896458437,0.012879680440140267,0.050794981494545935,0.9668568761150043
oof20,adapter_only,shuffle,3413,0,oof20_adapter_only_shuffle_seed3413_f0,600,0.0946907107035319,0.0884246826171875,-0.3836811065673828,0.6208776473999019,0.09066139221191406,0.07358594258626303,-0.4275461832682292,0.6498870849609375,-0.7444377899169922,0.9228290557861328,-0.4275461832682292,0.6498870849609375,9.605884552001953e-06,0.665,42.755948066711426,150,55,75,0.08477134683790306,0.921605478546438,-0.43469793060511547,0.012017972411898276,0.055692641045898196,0.9671412854393323
oof20,adapter_only,shuffle,3413,1,oof20_adapter_only_shuffle_seed3413_f1,600,0.054434963862101234,0.05393791198730469,-0.37799549102783203,0.4437904357910154,0.05681257883707682,0.02505579630533854,-0.4213438034057617,0.48264621098836263,-0.6775039672851563,0.651613998413086,-0.4213438034057617,0.48264621098836263,1.9347667694091797e-06,0.59,42.834919929504395,150,55,78,0.08225430231851837,0.9292779231053964,-0.4572584261568322,0.016056079836562275,0.05590148581191898,0.9674243780970574
oof20,adapter_only,shuffle,3413,2,oof20_adapter_only_shuffle_seed3413_f2,600,0.08802385965983073,0.08074378967285156,-0.3498443603515625,0.5607990264892576,0.05039769490559896,0.0915033213297526,-0.37246306737263996,0.5975306828816732,-0.6156837463378906,0.86226806640625,-0.37246306737263996,0.5975306828816732,6.670554478963216e-06,0.6483333333333333,42.41839599609375,150,45,62,0.08329059300633768,0.9288618650861828,-0.4650104133291879,0.017956257976281146,0.055944088237981,0.9677115308245023
oof20,adapter_only,shuffle,3413,3,oof20_adapter_only_shuffle_seed3413_f3,600,0.08042298316955566,0.08746528625488281,-0.44527587890625,0.585133934020996,0.07072144826253256,0.048650868733723956,-0.46400683720906577,0.6076934178670247,-0.7657581329345703,0.8516696929931641,-0.46400683720906577,0.6076934178670247,1.505871613820394e-05,0.6266666666666667,42.88805866241455,150,53,80,0.08294435600439708,0.9227546012105152,-0.45426714049980377,0.015597352300149699,0.055871182922273874,0.9674002116918564
oof20,adapter_only,shuffle,3413,4,oof20_adapter_only_shuffle_seed3413_f4,600,0.09910512924194335,0.07610130310058594,-0.2812187194824219,0.5228994369506835,0.08865918477376301,0.08566846211751301,-0.3126455942789714,0.5665383021036784,-0.544894027709961,0.8300952911376953,-0.3126455942789714,0.5665383021036784,-2.129673957824707e-06,0.6516666666666666,42.82054328918457,150,49,52,0.08712270302387576,0.9271799709474045,-0.45164290896458437,0.0160923996164153,0.05587654543419679,0.9668568761150043
oof20,adapter_only,zero,3407,0,oof20_adapter_only_zero_seed3407_f0,600,0.09552850723266601,0.08338165283203125,-0.38288345336914065,0.6849718093872067,0.09181442260742187,0.08566627502441407,-0.44942792256673175,0.7192997614542643,-0.8014678955078125,1.053753662109375,-0.44942792256673175,0.7192997614542643,1.0714630285898844e-05,0.6633333333333333,42.755948066711426,150,52,88,0.07943407674630483,0.92212837995334,,0.01350231248109291,0.05535406714305282,1.0
oof20,adapter_only,zero,3407,1,oof20_adapter_only_zero_seed3407_f1,600,0.054809309641520185,0.06305503845214844,-0.40859508514404297,0.5174278259277343,0.07300956726074219,0.031669387817382814,-0.47574634552001954,0.5451860427856445,-0.7824142456054688,0.7654243469238281,-0.47574634552001954,0.5451860427856445,-9.296039740244548e-06,0.5966666666666667,42.834919929504395,150,57,92,0.07745738558160763,0.9290845083385096,,0.016876551760360597,0.05472744278609753,1.0
oof20,adapter_only,zero,3407,2,oof20_adapter_only_zero_seed3407_f2,600,0.07033857027689616,0.06723976135253906,-0.35465335845947266,0.5082466125488275,0.020007158915201825,0.08212086995442708,-0.4193706194559733,0.5588473002115886,-0.7133708953857422,0.8021720886230469,-0.4193706194559733,0.5588473002115886,-1.894007126490275e-05,0.6083333333333333,42.41839599609375,150,47,92,0.07816141665292282,0.9295544100011639,,0.020948123224079608,0.05277054462581873,1.0
oof20,adapter_only,zero,3407,3,oof20_adapter_only_zero_seed3407_f3,600,0.052852570215861004,0.04718971252441406,-0.37304344177246096,0.48008842468261687,0.025639915466308595,0.043167368570963545,-0.3794180552164714,0.5185616811116537,-0.551953125,0.7221160888671875,-0.3794180552164714,0.5185616811116537,-1.360177993774414e-05,0.5933333333333334,42.88805866241455,150,54,75,0.07812195618947347,0.9228811839965912,,0.016348038408905266,0.055876805558800695,1.0
oof20,adapter_only,zero,3407,4,oof20_adapter_only_zero_seed3407_f4,600,0.09061988830566406,0.06778144836425781,-0.3397804260253906,0.6030939102172851,0.07792694091796876,0.07404329935709636,-0.3852702776590983,0.6228621482849122,-0.6485675811767578,0.8689266204833984,-0.3852702776590983,0.6228621482849122,-1.7269452412923178e-05,0.6216666666666667,42.82054328918457,150,51,74,0.08144519829501708,0.927029621144438,,0.010013735893492897,0.05553297835712632,1.0
oof20,adapter_only,zero,3411,0,oof20_adapter_only_zero_seed3411_f0,600,0.07780337015787761,0.056713104248046875,-0.3310068130493164,0.5886165618896482,0.06577646891276041,0.07467516581217448,-0.39336166381835935,0.5988084475199381,-0.6521400451660156,0.8156986236572266,-0.39336166381835935,0.5988084475199381,5.235771338144938e-06,0.6116666666666667,42.755948066711426,150,50,70,0.07913659429798524,0.9231297697662051,,0.005977752934365223,0.05801539541532596,1.0
oof20,adapter_only,zero,3411,1,oof20_adapter_only_zero_seed3411_f1,600,0.05907641092936198,0.046398162841796875,-0.3942129135131836,0.5153474807739258,0.059874649047851565,0.03873456319173177,-0.4236483891805013,0.5403025309244792,-0.6922798156738281,0.7099288940429688,-0.4236483891805013,0.5403025309244792,-2.280682325363159e-05,0.575,42.834919929504395,150,55,94,0.07713474468017618,0.9294654913762912,,0.009682953208684921,0.05792941313236952,1.0
oof20,adapter_only,zero,3411,2,oof20_adapter_only_zero_seed3411_f2,600,0.06860830624898274,0.04360008239746094,-0.32834720611572266,0.5328271865844725,0.007434069315592448,0.09147672017415365,-0.3870838165283203,0.5789586385091146,-0.7106330871582032,0.8448329925537109,-0.3870838165283203,0.5789586385091146,-4.4706463813781736e-06,0.6033333333333334,42.41839599609375,150,51,69,0.07778375299337009,0.9302602637672828,,0.005927013517357409,0.05723247684538364,1.0
oof20,adapter_only,zero,3411,3,oof20_adapter_only_zero_seed3411_f3,600,0.07156772295633952,0.06433486938476562,-0.4598989486694336,0.5826707839965819,0.049318453470865886,0.035499165852864584,-0.48880430857340496,0.6204277674357096,-0.7619377136230469,0.8515884399414062,-0.48880430857340496,0.6204277674357096,4.02828057607015e-07,0.61,42.88805866241455,150,55,100,0.0778513287504514,0.9232210770531992,,0.007207038127817213,0.058477139100432396,1.0
oof20,adapter_only,zero,3411,4,oof20_adapter_only_zero_seed3411_f4,600,0.06572693824768067,0.03443717956542969,-0.3908985137939453,0.6200920104980467,0.0032990137736002606,0.09534919738769532,-0.42797969182332357,0.6395332336425781,-0.7055204391479493,0.9350982666015625,-0.42797969182332357,0.6395332336425781,-1.6613503297170004e-05,0.5666666666666667,42.82054328918457,150,50,75,0.08127057901273171,0.9270880189270477,,0.004480209844963004,0.05844297665481766,1.0
