action,bin_lower,bin_observed_harm,bin_predicted_risk,bin_upper,cell,fold,risk_method,scene_count,scene_weighted_auc,scene_weighted_brier,scene_weighted_logloss,source,tail_coverage,tail_selected_harm
strengthen,,,,,R1_L0,3,weighted_q,30,0.8093840111160882,0.1498538593458138,0.46697586626831805,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,3,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,3,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,3,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.1685704358276867,0.2,R1_L0,3,weighted_q,1,,,,ensemble,,
weaken,,,,,R1_L0,3,deweighted_probability,30,0.8673990356708033,0.07185873091138432,0.2373736277447927,ensemble,0.0010666666666666663,0.0
weaken,0.0,,,0.025,R1_L0,3,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,3,deweighted_probability,0,,,,ensemble,,
weaken,0.05,0.0,0.08221450493316101,0.1,R1_L0,3,deweighted_probability,1,,,,ensemble,,
weaken,0.1,0.13333333333333333,0.16468351237378157,0.2,R1_L0,3,deweighted_probability,2,,,,ensemble,,
strengthen,,,,,R1_L0,3,deweighted_probability,30,0.8093840111160882,0.13493711140883172,0.41412450924240374,ensemble,0.0014933333333333328,0.0
strengthen,0.0,,,0.025,R1_L0,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.09205028780656992,0.1,R1_L0,3,deweighted_probability,1,,,,ensemble,,
strengthen,0.1,0.0,0.14935237943270754,0.2,R1_L0,3,deweighted_probability,3,,,,ensemble,,
weaken,,,,,R1_L0,3,scene_platt,30,0.8673990356708033,0.072181461039815,0.23792451535577946,ensemble,0.0013866666666666663,0.0
weaken,0.0,,,0.025,R1_L0,3,scene_platt,0,,,,ensemble,,
weaken,0.025,0.0,0.048832749518787,0.05,R1_L0,3,scene_platt,1,,,,ensemble,,
weaken,0.05,0.0,0.06419229723022633,0.1,R1_L0,3,scene_platt,1,,,,ensemble,,
weaken,0.1,0.16666666666666669,0.15295430384118583,0.2,R1_L0,3,scene_platt,4,,,,ensemble,,
strengthen,,,,,R1_L0,3,scene_platt,30,0.8093840111160882,0.1332064631315698,0.4091512880259485,ensemble,0.0014933333333333328,0.0
strengthen,0.0,,,0.025,R1_L0,3,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,3,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.0,0.09163449604477565,0.1,R1_L0,3,scene_platt,1,,,,ensemble,,
strengthen,0.1,0.0,0.15001314211611966,0.2,R1_L0,3,scene_platt,4,,,,ensemble,,
weaken,,,,,R1_L0,3,scene_isotonic,30,0.8669238526054472,0.07214857854643295,0.2374828328908083,ensemble,0.002133333333333333,0.0
weaken,0.0,0.0,0.0,0.025,R1_L0,3,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,3,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.0,0.08620689655172414,0.1,R1_L0,3,scene_isotonic,2,,,,ensemble,,
weaken,0.1,0.18604651162790695,0.17355157183684086,0.2,R1_L0,3,scene_isotonic,9,,,,ensemble,,
strengthen,,,,,R1_L0,3,scene_isotonic,30,0.8087358993802128,0.13380782065587368,0.40959458495909556,ensemble,0.0008533333333333331,0.0
strengthen,0.0,0.0,0.0,0.025,R1_L0,3,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,3,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R1_L0,3,parent_upper,30,0.8349212929443453,0.0805114277122916,0.472365728112984,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,3,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,3,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,3,parent_upper,0,,,,ensemble,,
weaken,0.1,0.0,0.18791750959356626,0.2,R1_L0,3,parent_upper,1,,,,ensemble,,
strengthen,,,,,R1_L0,3,parent_upper,30,0.792797262639981,0.16328612813553953,0.8913050276120619,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,3,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,3,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,3,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,3,parent_upper,0,,,,ensemble,,
weaken,,,,,R1_L0,4,weighted_q,30,0.8568524242861576,0.06043462458987118,0.21070293308336516,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,4,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,4,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,4,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,4,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L0,4,weighted_q,30,0.7948271195991012,0.13875892792418534,0.4298111887341963,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,4,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,4,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,4,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.7,0.18360390141606334,0.2,R1_L0,4,weighted_q,2,,,,ensemble,,
weaken,,,,,R1_L0,4,deweighted_probability,30,0.8568524242861576,0.060354700615252714,0.2089915622316897,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,4,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,4,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,4,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.16306790730551282,0.2,R1_L0,4,deweighted_probability,2,,,,ensemble,,
strengthen,,,,,R1_L0,4,deweighted_probability,30,0.7948271195991012,0.13182261268149495,0.40643014853494447,ensemble,0.0006399999999999998,0.6666666666666666
strengthen,0.0,,,0.025,R1_L0,4,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,4,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.6666666666666666,0.09519066738943022,0.1,R1_L0,4,deweighted_probability,2,,,,ensemble,,
strengthen,0.1,0.6964285714285713,0.1450917089436121,0.2,R1_L0,4,deweighted_probability,2,,,,ensemble,,
weaken,,,,,R1_L0,4,scene_platt,30,0.8568524242861576,0.061389165347721895,0.21102301922395156,ensemble,0.00010666666666666663,0.0
weaken,0.0,,,0.025,R1_L0,4,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,4,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.09986789173353725,0.1,R1_L0,4,scene_platt,1,,,,ensemble,,
weaken,0.1,0.0,0.15126608358348925,0.2,R1_L0,4,scene_platt,3,,,,ensemble,,
strengthen,,,,,R1_L0,4,scene_platt,30,0.7948271195991012,0.1316435472316176,0.4059561719541927,ensemble,0.0004266666666666665,0.5
strengthen,0.0,,,0.025,R1_L0,4,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,4,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.5,0.09863159676927306,0.1,R1_L0,4,scene_platt,2,,,,ensemble,,
strengthen,0.1,0.6981132075471698,0.144990112545285,0.2,R1_L0,4,scene_platt,2,,,,ensemble,,
weaken,,,,,R1_L0,4,scene_isotonic,30,0.8562944088511788,0.061131440994513744,0.21261445822196193,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,4,scene_isotonic,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,4,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,4,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.0,0.11509949278189634,0.2,R1_L0,4,scene_isotonic,3,,,,ensemble,,
strengthen,,,,,R1_L0,4,scene_isotonic,30,0.7947514384014459,0.13095090191833314,0.42281894640222806,ensemble,0.005759999999999999,0.7407407407407408
strengthen,0.0,0.7142857142857143,0.0,0.025,R1_L0,4,scene_isotonic,2,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,4,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,0.75,0.09603841536614645,0.1,R1_L0,4,scene_isotonic,2,,,,ensemble,,
strengthen,0.1,0.6666666666666666,0.15346690979160638,0.2,R1_L0,4,scene_isotonic,2,,,,ensemble,,
weaken,,,,,R1_L0,4,parent_upper,30,0.8337810531038932,0.06237864172631129,0.3559572806274559,ensemble,0.0,
weaken,0.0,,,0.025,R1_L0,4,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L0,4,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L0,4,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L0,4,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L0,4,parent_upper,30,0.7783622818331529,0.15130249744100457,0.8841068035785169,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L0,4,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L0,4,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L0,4,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L0,4,parent_upper,0,,,,ensemble,,
weaken,,,,,R1_L1,0,weighted_q,30,0.905723455996694,0.04790847684640171,0.1656492230573763,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,0,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,0,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,0,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,0,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L1,0,weighted_q,30,0.8263201730614488,0.13013928436549463,0.39782965316695285,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,0,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,0,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,0,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.2371638141809291,0.16440465529286094,0.2,R1_L1,0,weighted_q,6,,,,ensemble,,
weaken,,,,,R1_L1,0,deweighted_probability,30,0.905723455996694,0.04525554951388095,0.1558905455194619,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,0,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,0,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,0,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.1852755415550346,0.2,R1_L1,0,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R1_L1,0,deweighted_probability,30,0.8263201730614488,0.1259287711507623,0.37669648068885114,ensemble,0.00448,0.2857142857142857
strengthen,0.0,,,0.025,R1_L1,0,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,0,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.2857142857142857,0.07912013917102428,0.1,R1_L1,0,deweighted_probability,3,,,,ensemble,,
strengthen,0.1,0.23215915313013324,0.14835804980702066,0.2,R1_L1,0,deweighted_probability,10,,,,ensemble,,
weaken,,,,,R1_L1,0,scene_platt,30,0.905723455996694,0.04581163872533974,0.16014349209881099,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,0,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,0,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,0,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.18377578161538782,0.2,R1_L1,0,scene_platt,1,,,,ensemble,,
strengthen,,,,,R1_L1,0,scene_platt,30,0.8263201730614488,0.12281083802118865,0.3732090736231125,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,0,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,0,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,0,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.26315789473684204,0.16848156069256678,0.2,R1_L1,0,scene_platt,3,,,,ensemble,,
weaken,,,,,R1_L1,0,scene_isotonic,30,0.9048571698532869,0.04595168464369427,0.1602730070919991,ensemble,0.00042666666666666656,0.0
weaken,0.0,0.0,0.0,0.025,R1_L1,0,scene_isotonic,1,,,,ensemble,,
weaken,0.025,0.0,0.04761904761904762,0.05,R1_L1,0,scene_isotonic,1,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,0,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.0,0.18272095332671304,0.2,R1_L1,0,scene_isotonic,1,,,,ensemble,,
strengthen,,,,,R1_L1,0,scene_isotonic,30,0.824371599982271,0.1234589991340901,0.372686664855668,ensemble,0.0006399999999999999,0.0
strengthen,0.0,0.0,0.0,0.025,R1_L1,0,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,0,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L1,0,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R1_L1,0,parent_upper,30,0.8798482785770825,0.0495036521932664,0.26621486251865645,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,0,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,0,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L1,0,parent_upper,30,0.7624944161177182,0.14852030078327846,1.2109571168067312,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,0,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L1,0,parent_upper,0,,,,ensemble,,
weaken,,,,,R1_L1,1,weighted_q,30,0.8422752219928059,0.08268929395239095,0.2834601472024369,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,1,weighted_q,0,,,,ensemble,,
weaken,0.1,0.0,0.1980858221650124,0.2,R1_L1,1,weighted_q,1,,,,ensemble,,
strengthen,,,,,R1_L1,1,weighted_q,30,0.8416909497591317,0.10319248845806643,0.3351956547047358,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,1,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.1549674917564348,0.2,R1_L1,1,weighted_q,3,,,,ensemble,,
weaken,,,,,R1_L1,1,deweighted_probability,30,0.8422752219928059,0.07972869514960514,0.265459857825772,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,1,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.14896802359215175,0.2,R1_L1,1,deweighted_probability,3,,,,ensemble,,
strengthen,,,,,R1_L1,1,deweighted_probability,30,0.8416909497591317,0.10129320762246818,0.3266239482010372,ensemble,0.0015999999999999996,0.0
strengthen,0.0,,,0.025,R1_L1,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,1,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.07985648543933711,0.1,R1_L1,1,deweighted_probability,3,,,,ensemble,,
strengthen,0.1,0.0,0.15742501279114626,0.2,R1_L1,1,deweighted_probability,7,,,,ensemble,,
weaken,,,,,R1_L1,1,scene_platt,30,0.8422752219928059,0.07964467498464764,0.26650775452846903,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,1,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.16201320000705036,0.2,R1_L1,1,scene_platt,3,,,,ensemble,,
strengthen,,,,,R1_L1,1,scene_platt,30,0.8416909497591317,0.10211459995970466,0.3309712792786944,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,1,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.15799447906679875,0.2,R1_L1,1,scene_platt,3,,,,ensemble,,
weaken,,,,,R1_L1,1,scene_isotonic,30,0.8425705666159156,0.07926668545358631,0.2642065272878182,ensemble,0.0050133333333333314,0.0
weaken,0.0,0.0,0.0,0.025,R1_L1,1,scene_isotonic,3,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,1,scene_isotonic,0,,,,ensemble,,
weaken,0.05,0.0,0.09041231992051665,0.1,R1_L1,1,scene_isotonic,3,,,,ensemble,,
weaken,0.1,0.0,0.15384615384615383,0.2,R1_L1,1,scene_isotonic,2,,,,ensemble,,
strengthen,,,,,R1_L1,1,scene_isotonic,30,0.8408354408903795,0.10559602666339457,0.3381598122074031,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,1,scene_isotonic,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L1,1,scene_isotonic,0,,,,ensemble,,
weaken,,,,,R1_L1,1,parent_upper,30,0.7922771554458587,0.08760921627871679,0.6852967293431159,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,1,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,1,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L1,1,parent_upper,30,0.8225291916725255,0.11145285943408897,0.6697307032750456,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,1,parent_upper,0,,,,ensemble,,
strengthen,0.1,0.0,0.19080080797672272,0.2,R1_L1,1,parent_upper,1,,,,ensemble,,
weaken,,,,,R1_L1,2,weighted_q,30,0.9072528090615767,0.07851563737796834,0.24863229778142257,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,2,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,2,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L1,2,weighted_q,30,0.8237888777903437,0.1491803526681701,0.45367661937640896,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,2,weighted_q,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L1,2,weighted_q,0,,,,ensemble,,
weaken,,,,,R1_L1,2,deweighted_probability,30,0.9072528090615767,0.0705665005672039,0.2284575521618635,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,2,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.1847134435682572,0.2,R1_L1,2,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R1_L1,2,deweighted_probability,30,0.8237888777903437,0.1335457664471503,0.4011364454702122,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,2,deweighted_probability,0,,,,ensemble,,
strengthen,0.1,0.0,0.1784364131236764,0.2,R1_L1,2,deweighted_probability,4,,,,ensemble,,
weaken,,,,,R1_L1,2,scene_platt,30,0.9072528090615767,0.07061837009205724,0.2277152602856643,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,2,scene_platt,0,,,,ensemble,,
weaken,0.1,0.0,0.17681289552773077,0.2,R1_L1,2,scene_platt,2,,,,ensemble,,
strengthen,,,,,R1_L1,2,scene_platt,30,0.8237888777903437,0.13150132050693347,0.39581616487041926,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,2,scene_platt,0,,,,ensemble,,
strengthen,0.1,0.0,0.16640209747524196,0.2,R1_L1,2,scene_platt,1,,,,ensemble,,
weaken,,,,,R1_L1,2,scene_isotonic,30,0.9070777268409754,0.07117823547479542,0.2302422679874994,ensemble,0.0003199999999999999,0.0
weaken,0.0,0.0,0.0,0.025,R1_L1,2,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,2,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,2,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.20451201569396765,0.1360261707073128,0.2,R1_L1,2,scene_isotonic,11,,,,ensemble,,
strengthen,,,,,R1_L1,2,scene_isotonic,30,0.8237037705417148,0.13100502984423096,0.3937083084243482,ensemble,0.0004266666666666665,0.0
strengthen,0.0,0.0,0.0,0.025,R1_L1,2,scene_isotonic,1,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,2,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,0.0,0.05738194859533769,0.1,R1_L1,2,scene_isotonic,2,,,,ensemble,,
strengthen,0.1,0.0,0.12479474548440064,0.2,R1_L1,2,scene_isotonic,4,,,,ensemble,,
weaken,,,,,R1_L1,2,parent_upper,30,0.8888848250165798,0.08470245765258397,0.4192367749542348,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,2,parent_upper,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,2,parent_upper,0,,,,ensemble,,
strengthen,,,,,R1_L1,2,parent_upper,30,0.7856697693377576,0.16951471898846865,1.1279225660347592,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,2,parent_upper,0,,,,ensemble,,
strengthen,0.1,,,0.2,R1_L1,2,parent_upper,0,,,,ensemble,,
weaken,,,,,R1_L1,3,weighted_q,30,0.862843396809682,0.07768730361871408,0.2644578025769705,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,3,weighted_q,0,,,,ensemble,,
weaken,0.1,,,0.2,R1_L1,3,weighted_q,0,,,,ensemble,,
strengthen,,,,,R1_L1,3,weighted_q,30,0.8112348508500338,0.14630039085974383,0.4488363842165762,ensemble,0.0,
strengthen,0.0,,,0.025,R1_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,3,weighted_q,0,,,,ensemble,,
strengthen,0.1,0.0,0.15110529058923325,0.2,R1_L1,3,weighted_q,2,,,,ensemble,,
weaken,,,,,R1_L1,3,deweighted_probability,30,0.862843396809682,0.07200099958855684,0.23986825461787117,ensemble,0.0,
weaken,0.0,,,0.025,R1_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,3,deweighted_probability,0,,,,ensemble,,
weaken,0.1,0.0,0.13076893900797873,0.2,R1_L1,3,deweighted_probability,1,,,,ensemble,,
strengthen,,,,,R1_L1,3,deweighted_probability,30,0.8112348508500338,0.13256679371465768,0.40535897082489014,ensemble,0.004266666666666666,0.0
strengthen,0.0,,,0.025,R1_L1,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,3,deweighted_probability,0,,,,ensemble,,
strengthen,0.05,0.0,0.07735643166452849,0.1,R1_L1,3,deweighted_probability,1,,,,ensemble,,
strengthen,0.1,0.0,0.14291772930785013,0.2,R1_L1,3,deweighted_probability,3,,,,ensemble,,
weaken,,,,,R1_L1,3,scene_platt,30,0.862843396809682,0.07174987005125168,0.2391240653168045,ensemble,0.0007466666666666665,0.0
weaken,0.0,,,0.025,R1_L1,3,scene_platt,0,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,3,scene_platt,0,,,,ensemble,,
weaken,0.05,0.0,0.09467174809681705,0.1,R1_L1,3,scene_platt,1,,,,ensemble,,
weaken,0.1,0.07142857142857142,0.1547442005463033,0.2,R1_L1,3,scene_platt,3,,,,ensemble,,
strengthen,,,,,R1_L1,3,scene_platt,30,0.8112348508500338,0.1322207638916898,0.4044500000148396,ensemble,0.00448,0.0
strengthen,0.0,,,0.025,R1_L1,3,scene_platt,0,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,3,scene_platt,0,,,,ensemble,,
strengthen,0.05,0.0,0.07664242760923475,0.1,R1_L1,3,scene_platt,1,,,,ensemble,,
strengthen,0.1,0.0,0.14083287241380865,0.2,R1_L1,3,scene_platt,3,,,,ensemble,,
weaken,,,,,R1_L1,3,scene_isotonic,30,0.8621352761722355,0.0719728278931175,0.23908146500153624,ensemble,0.001493333333333333,0.0
weaken,0.0,0.0,0.0,0.025,R1_L1,3,scene_isotonic,1,,,,ensemble,,
weaken,0.025,,,0.05,R1_L1,3,scene_isotonic,0,,,,ensemble,,
weaken,0.05,,,0.1,R1_L1,3,scene_isotonic,0,,,,ensemble,,
weaken,0.1,0.25,0.1558441558441559,0.2,R1_L1,3,scene_isotonic,7,,,,ensemble,,
strengthen,,,,,R1_L1,3,scene_isotonic,30,0.809914263713924,0.13308901096996825,0.4064625934613747,ensemble,0.006613333333333331,0.0
strengthen,0.0,0.0,0.0,0.025,R1_L1,3,scene_isotonic,2,,,,ensemble,,
strengthen,0.025,,,0.05,R1_L1,3,scene_isotonic,0,,,,ensemble,,
strengthen,0.05,,,0.1,R1_L1,3,scene_isotonic,0,,,,ensemble,,
