action_area_fraction,active_scene,fold,gain_db,material_scene,risk_margin,scene,selected_area,selected_harm_area,selected_harm_fraction,total_area
0.0,False,1,0.0,False,0.0,24d62bc4c2c00bbfb7fc41b260e68d04b4713f081090cc55d7f7385f0ae77d97,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,2757802241937ccf6113c4dea5531efad7018c41b0d8de6e325ad0c30ac404f2,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,29041245a0257c4cedb349a3e279526cdf6d7f729997035d35407907348146d8,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,2956fc0b4d4ce1be2491dfd6795fd8cc1012422f157da8cb2c3fea245fe4394b,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,2bbb2ba23c3ca3fb2f0b00e3c72af7b97a4615ff64314dfa7467798c234599f2,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,2c6098709ff8935eb94b1bb1ee635d17c0a751d0676cf2411243b76536de54c0,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,2c8320370c65937489d9056fb7ae1aca24411b1628f1c14b10153fa291512060,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,2e16f81f125b984f95d674a1dbf3895f5903669e219456c69e6ca823b48b988a,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,3198f14b3635198d1f9dbdc1b01f37e044b0d9b1fe81efa4b2fb153191367106,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,32551ac9909cc7492912e62f601e4d33b467099b729e41c97ff6beaf142f81bd,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,32d518e15bb0054ed292d4a32d2e73f2bfd4ad120f4b7dc05e665c83a22af3b1,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,335f94bbbac292cf23b77a00fd375e8564eb2aa958aa0e7ffb1d737f4a9c8abb,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,33871919866539a63040d43e9ac2a17c557f98b2736cbb3aa4f2f34a521955cd,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,359c4a46788f8417ccfc265be39f5e51c55f799cb578b57cd4436acc069f754f,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,3840b6f4ea0ec0ed22436dce2e20a7fb2cb80248b63842a978e341ed93dd55e1,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,3882821f1e99e40c1e37203f4309592ffa997eae06beec053fea9be2c82cb7fb,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,38cdd4afa2288603511a70d01b4a5d1e6324061d088a09536835640c97431777,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,39bdf777497d7f6913f6755351d400c700744213b461c6b0dfdf1f0690a283ca,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,3bc5194ba7e540070a957f614d94e34bf8702fc8dd86feee90af821652be0e44,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,3ca28bef6195a7538d039dee45ae4d0fca73547fda784d1a89acf2b3bfa5679e,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,3f3b0564c0a840975beb50a6950eeb6ac53feb87f1ddb4169f087ea367567093,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,40cfca17263e9de0c55758a436ee0485bbe29606ea58f0b95825522201117365,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,43f9db0847581ec558b14d4439221ff1e4f8733a242161973bdb5c301bf267ef,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,44955d363b681f373f1940e01925f54a5954adb9412a7f8f6bf4c4462591d129,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,4744d906a64803fc97c1df0b9130fe290678bcbaad6add887ee7a5088cc12404,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,4ca57c21863a55c91e333dad0c714ea8de3fa6c7179157a65113880fb7ed7c31,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,4d03aa79f9ba23e793d09ea7c7b5621e9190355e5a2f0274da90a133ed8dd442,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,53f1746a599bb652aeb1f8990a45662f0d47e43a9b92800831f51dd969906a7c,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,540ee1377cb720374a2fbaca736dbe3fb6edc60d2dc1e104634ebed92560254f,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,55338045a62dd8839dc7d38024c046c7bd3b1a9bb170e40637aceccaa878be69,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,5761e4f2fa6664f3fa06608e7404b94a8028c04e2b20cb8ddf70e3e77321cd14,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,58bbd260bada5875a9997251eff068ac3324c6e8e5ba6c9af8102b71d8f82373,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,5a55303fe27e8396c729458051ccf16dd246665f30e669fa3251fca809da6ed5,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,5b24904afcb4f8f231342af626e5c707f8acad9de15deddc04b6f0d6b920a8d3,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,5dc76bde78c3d7d4d7f16cbd04763b661efd3a37f1ec2e5caebb0185ba0a5bc7,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,5f5fb261a43e7cea6918a00841aa405cf03671391b226d349df878743c92cefa,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,5f8de8f909dbce6a6b3bef6915aecf35aef97c57c4f7a56eb15396ee55214625,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,607c54e0064671500c717e6fab6ae9867b21548ef4c355e97f75bb62a9594163,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,628391e045e8da83991122f85d37d11eb38f2ae495ece7768331eaf613f64990,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,63f56b82002e9b5c1b09f39d3c6f91037d6f4a94f399df5b6cec4663b384c6b5,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,6501fafc6aa76e4c167e65cf8126e247b7b350436d818bff0706e59fa929a0db,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,679d14dbd24ea4a98f939f4e6cf7090ebe1636ce5e10f572efdd802aee21a8eb,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,689fa83fd2bba5c75bbb8db6d2bf2f2515bf84b7665a9bee62e857e2b68ef180,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,6ad30a4061a64a216597e88920f18999930a333a662496b1393426efdbd35077,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,6af2bc4971a91f52ad174ae52abe331efa0d0dcecacbe07732725f48465c43ac,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,6b73afa59bb4188d82426619844b76b778b6f1b5156703306df14f9ecdbd4c12,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,6d5275af28bf0c57de725a0b03f8cd63424264860cd46e654b91af7fb5fa3ac2,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,6ec351730497deb9b821879b93753857f293d2cab2413bb8aee80c60e3b7aa13,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,6f18bb98b338e9d9955a84c6c25b732933b985a1948fa1b7e0d64c49153617f5,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,717a1db6e1339b897517cd70b5206edd9f151a7fa2623679f29e23184d53cd21,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,768306c19f4b83755509d1f6ecf7a9d33c205a89dc79e2fcc37116ed973d5801,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,7786bebe05ddf10411bf5a99adb1216eb7e7748396b05e5482504ee5f1684f58,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,79a9992b5615deb950b440c2a5e724b0d2591408e527f188f2bfe0bc8800a602,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,7a3227844ba189ec7dc3b6f68cd755fef629743dadaa6f2eae20a04c2cb671ef,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,7b58a4c7b209ae434f8db7bbe2bebd3a28b918ff114735185002e62e7727f3b3,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,7e35067e76eeb80f287ff650e9ce1effa37e26b05bc00aa388e36165b2ed287e,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,7f1305acd45db7109186dfee7221220e5afd62b76f7868e07e54a408ef042704,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,7fd32afbbb331b1a7137ce101eb6a316bd35266a2e064b1dc77e0344777c6bab,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,8095ff43336a20b38cd213644f747c45dc3478370c8739c1998a9f3552c3a650,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,813a3f85c5ce4f438c0d0bdf5e0b3aee634d23317e1fee8bf373421f69b3de04,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,816ec29f732c44cc6bda4fa4e8b7c42183cde6e47451eda74a144e9093561fc2,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,8508ac76c8a1dc4545fb6d0a85329fcf3b4cad8d93623f2b42fbc226825440b1,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,8613de2d1e5fd3c9b835962648b8c879faa7ab440c7fe1737ccad29cc8572fe3,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,877170a28e4ab4d3c33fa6fb94475746cd1ead054a896026cbe914701d94d139,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,897a48d37ea96aefc8180bbc0a828cd74383b2ad066c17a543060b1d7c18dfc3,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,8a98ebc1dc1fd8839e20326ad2a6dd23627c75c56bae845e929e5fbcace1f107,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,8b4f9574ac20bef47be2142b7e580c4f3b8e505d9cf21914c8deb99f7cbfacf8,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,8bddb29e6cf3573f171c1975c30e3e57230d57131b1779847371066f900a4757,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,8c9e5532a2c7ea4f07ffcffb5ddaa51119c4066b95c73cfdc7ca6a316e8660df,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,8d67311968fefe4c8b7db824a6502e0c9a855bc2461379edfa01884029ff2058,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,94b72746e0ad0b77e3dd62da2781b730d8b2134528fd78960fabe1045ca89fb6,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,968945f4154e45e3ae68ba8a700338cb6d27f2a4a571fdf141bcd15828daeaf7,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,987f357f5d172f75ef1d3d8f1256f23a34d5a21c6b844280409ce57a13b9d36e,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,9afe55936a1af178e0d943e9c87e6f0eac300749934e7583f5b99fe0d9a2bd8c,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,9c48d398463ff9a2aa6159f47f634d987ceda23b2859fe1a3faceac349d576ec,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,9dc78eaa422f389fa1c7f899ce78e2efb378f7ee04b098d59f0b3b6a765fc293,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,9e1347311fc66fe16fc8ea85b52987e54ef082e3e0fdd07429f6d2419b34b01d,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,a04bda10b3dd3ef5c6631857e39fa64d5e39012ee04874875a496be55ab6dc35,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,a1791b3e253c7d59f57ba464b37f4ffff0fc23e8cc7858168a18631fe247cb9a,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,a4c88e331dcc7ae390c0fc635e74dbc5252be2f32fa98b9ff53f478f9153bd1c,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,a6b16187e6229d58a324b634e90afd58bc953d721ceb27f7b6191d0b833ec7ca,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,a84716c8dac0ba602c1b565039328aa392e6675d504df26f53bcd78909199139,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,ad666118b4adf254227cc2ca0416667abb69de489d7bdb3d41959f417bfaf1c2,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,ae0b1e3aa2e3edc828332251c16bbd04b7d68a90e35e10bc3666e968b2f1a234,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,b4cb7c7792c8127f119349af912f426d2962c97a3ce476d84df5d7dcd4a8d979,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,b9fea48ddfe0a7fc0f9c46e2457f61372b959e67c620072f852350cc63c6c721,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,bac4318627c26827a8ca7763b958211c23c840c0f77fd7fcf46e7512885e2191,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,bd106b59eafea267e3b5a4fb01858b377d412a4c6577dfae32fda0da7ea13dbc,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,c049a3c9b2468b46e4f2c13aeb56a8ad76e1ace3fbf4313af2400fc79336bf44,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,c716b0df6af831112397b2fb496562beea197e3a88424d31a125291e5049e9d8,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,c7ac23e73c8370afc4669878494bef7308864870dcee1ca560fe15bd100a8edf,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,c92b96156b0c571ece096b991be3c9e4586540a0f1e121055599c435a4832f87,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,cac5cc6ed47a9e71b4e039380bfef2d3a4dfee67e460fc77b7a83516909c30e6,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,cf12fd6036a25bddb3b400f75174a6b9f1328a0aa9215a0b6f716afb1e31402c,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,cf80f3d9d64c45620b5e52fa47c28d41ba32b86a230573f524c181ab20249c85,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,cfcf3a03d9dace3340a7fed5309080ca6f3e8e2695963cfedf35f4088a0ddbcc,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,d0a0faacaaca46153396d5a3336151bcfe7a80ff49e4f08e3440b911e4ba834f,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,d0f78f46c25a1e4dc348dfd044f01c46bb31630a00c5bacf757699611bdbc596,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,d2700cdc8bdd87884137d98510af03ab68a7c5a0b6f1d2c037121f0f5bc22bb3,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,d2b7bb916d4c8672493485314feb9133cd71d2ce3787cecc824a1e6f03b78b86,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,d49b9b721cddf0027b6cc93f9d2d08cf44d0ed3b761075ca241d3ad958784832,0.0,0.0,,1.0
0.0063999999999999994,True,0,0.004028465798748336,False,-0.00064,d4ab4b10a99ea46f40f6422f8ad38e72aeb89226c701b107afa76a013980b3ce,0.006399999999999998,0.0,0.0,0.9999999999999997
0.0,False,4,0.0,False,0.0,d584b7464c0f8c62055390acaeff000f6e563cbec83c4e9d7825fa1f49ff19cb,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,d657897e28616c9b2da2e20a989a12659b9d605e40b016f0c66eb197327039b5,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,d83f075cd010a028f7ac51b8b5e3f7a9f9bc264b42a63d00c751e89b246c6af5,0.0,0.0,,1.0
0.0,False,4,0.0,False,0.0,d8e978f627714a62e638e2e5ab2fd16f5cf65953c984bb3febc561e54c65d641,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,d99960af2a652c68ccfcfda01b162ce4973f36b7499d344933556a223d813ed4,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,e11f0bb4b6a3418bd143c4d7059d26e176a740893f8d2469e686b2724502a896,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,e22cd62217606dae8b5e1390349dc8b0201202810b502a0017e2f0d7339c625d,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,e38551f5832199968af752304e8c7acb5ec1d747610b44c0828222c0a700ae7f,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,e639269a5dd3b9723ade27aeafd485c1ec5c91c7cae1a7c5ced064bf4a40c298,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,e6b3207fbe886bcd09e9a04e638dc189e2e272143e9ff9b3161f1b975074ac7b,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,e6e84c9a27e198ae8d318b2c4c308123fdda565b733a7b1c2367ae4d5d460b9c,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,e717ff51b8f51fab75ae861425e243948e736505498981dbb95deec5ed8fe3b8,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,eaf0d22e56c929e44c967667817a6fd89f34271371ab8f444e3f72a3a3f1cfa5,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,eaf487b2b56a858382ce77f969499534d92e8933dda0e2302eef410551a7bb5a,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,ee74a0b690d001ded5cbac7bb7ec7f2787fa8f5f13605372e037555438dc9c36,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,eed623b9253c9fcdfeea342f572aa8b9b678248b619a4150093d7f1b0bb101af,0.0,0.0,,1.0
0.0,False,3,0.0,False,0.0,f228abd05f59218ee88e871072da9b921d77ddfae717170f8ca5ab0fdb7efb94,0.0,0.0,,0.9999999999999997
0.0,False,0,0.0,False,0.0,f689cd9627753e35c8bcef50a36274dbab3a9c2338602bbb4e56f70676862b58,0.0,0.0,,0.9999999999999997
0.0,False,3,0.0,False,0.0,f6f4a7d062cae8adf76b6c7639b5f0dd3f8a517ebbc379d94d660243fa3faca4,0.0,0.0,,0.9999999999999997
0.0,False,1,0.0,False,0.0,f785a4258150f0fb0bacdbf820fbb7f82d66d77c9ee3e68c6db9b83133e5016b,0.0,0.0,,0.9999999999999997
0.0,False,4,0.0,False,0.0,fa91a7177b4828e2e09d15ebdbd159ab5f035f3fff79f9e6fbad61d1fc5189d7,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,fd05fe17b40fdef797362f532b7d8a09f64357f4124b3591acc47a96b55fcc25,0.0,0.0,,1.0
0.0,False,0,0.0,False,0.0,fd76734cd82551c547960686c19fc91791067b66a76d09ec84084881c8fb68a6,0.0,0.0,,0.9999999999999997
0.0,False,2,0.0,False,0.0,fdc072e8bc3e188abb0519bb6d96f2cb82c88440ff1cf1427c74ff1dc03a2481,0.0,0.0,,1.0
0.0,False,1,0.0,False,0.0,fe213b008da983a7ca04879c0621f4acd7502ea3df174f35b765c84c37df8ff7,0.0,0.0,,1.0
0.0,False,2,0.0,False,0.0,ffc133bf9b68fcc0f570a491c97f35d66b21aabf6ca5c25e75bb08e977a276cb,0.0,0.0,,0.9999999999999997
