insertion_point,name,bucket,feature_delta_energy,output_rgb_delta_energy,jacobian_amplification,lowfreq_output_ratio,highfreq_output_leakage,base_psnr,perturbed_psnr,psnr_delta_vs_A0
decoder_pre_output_feature,1003_0.9_1.06.png,mid_by_a0,0.0005420899833552539,0.00028080446645617485,0.5180034220852815,0.7057165503501892,0.2942834496498108,44.49699401855469,44.509464263916016,0.012470245361328125
decoder_pre_output_feature,1004_0.91_1.17.png,mid_by_a0,0.0006536176661029458,0.00033577255089767277,0.5137140079148168,0.7009672522544861,0.2990327477455139,45.3290901184082,45.27532196044922,-0.053768157958984375
decoder_pre_output_feature,1005_0.74_1.81.png,hard_bottom25_by_a0,0.0027559511363506317,0.001401963410899043,0.5087040159773991,0.6983067989349365,0.3016932010650635,40.45524978637695,40.361000061035156,-0.09424972534179688
decoder_pre_output_feature,1006_0.89_1.55.png,hard_bottom25_by_a0,0.0031375624239444733,0.001612471416592598,0.5139248877685866,0.6923738121986389,0.3076261878013611,39.988643646240234,39.86937713623047,-0.11926651000976562
decoder_pre_output_feature,1007_0.68_1.25.png,hard_bottom25_by_a0,0.0019236941589042544,0.0009990304242819548,0.5193291353813786,0.6995308995246887,0.3004691004753113,41.22175598144531,41.146644592285156,-0.07511138916015625
decoder_pre_output_feature,1008_0.52_1.98.png,hard_bottom25_by_a0,0.0021288483403623104,0.0010922409128397703,0.5130665684967869,0.7029479146003723,0.2970520853996277,39.63625717163086,39.57975769042969,-0.056499481201171875
decoder_pre_output_feature,1009_0.84_0.56.png,easy_top25_by_a0,0.0011121159186586738,0.0005763539229519665,0.518249863419911,0.7057642936706543,0.2942357063293457,47.09104537963867,47.033992767333984,-0.0570526123046875
decoder_pre_output_feature,100_0.65_1.43.png,mid_by_a0,0.001459800754673779,0.0007543571409769356,0.5167534943119765,0.6984656453132629,0.30153435468673706,43.214820861816406,43.139617919921875,-0.07520294189453125
decoder_pre_output_feature,1010_0.91_1.13.png,easy_top25_by_a0,0.0024435354862362146,0.001239217584952712,0.5071412271001977,0.6918287873268127,0.30817121267318726,45.63189697265625,45.369956970214844,-0.26194000244140625
decoder_pre_output_feature,1011_0.79_0.66.png,easy_top25_by_a0,0.0012421335559338331,0.0006388443289324641,0.5143121090969823,0.7010591626167297,0.29894083738327026,48.208126068115234,48.0860710144043,-0.1220550537109375
decoder_pre_output_feature,1012_0.85_1.28.png,mid_by_a0,0.002551762154325843,0.0013206955045461655,0.5175621490848091,0.6940420269966125,0.30595797300338745,44.94407272338867,44.75916290283203,-0.18490982055664062
decoder_pre_output_feature,1013_0.63_1.83.png,easy_top25_by_a0,0.0023570857010781765,0.0012021756265312433,0.510026269295743,0.6957612633705139,0.3042387366294861,46.00318908691406,45.72285079956055,-0.2803382873535156
decoder_pre_output_feature,1014_0.74_1.61.png,mid_by_a0,0.0023693765979260206,0.0012253239983692765,0.5171503759435438,0.7020189762115479,0.29798102378845215,45.45661926269531,45.29447555541992,-0.16214370727539062
