control_id,control,sample_index,sample_name,eligible_mask,a0_psnr,teacher_psnr,teacher_blend_psnr,teacher_blend_delta,pred_psnr,delta_psnr_vs_A0
a0_baseline,A0 baseline,13,1012_0.85_1.28.png,False,43.259605407714844,38.631492614746094,41.73139953613281,-1.5282058715820312,43.259605407714844,0.0
a0_baseline,A0 baseline,14,1013_0.63_1.83.png,False,45.95088195800781,39.10398864746094,43.170997619628906,-2.7798843383789062,45.95088195800781,0.0
a0_baseline,A0 baseline,15,1014_0.74_1.61.png,False,44.99762725830078,38.41513442993164,43.09991455078125,-1.8977127075195312,44.99762725830078,0.0
a0_baseline,A0 baseline,16,1015_0.7_1.92.png,False,41.957664489746094,36.6663818359375,40.678871154785156,-1.2787933349609375,41.957664489746094,0.0
a0_baseline,A0 baseline,17,1016_0.8_1.72.png,False,42.423152923583984,37.04030227661133,40.43086242675781,-1.9922904968261719,42.423152923583984,0.0
a0_baseline,A0 baseline,18,1017_0.91_1.44.png,False,44.243282318115234,39.77510452270508,43.32252883911133,-0.9207534790039062,44.243282318115234,0.0
a0_baseline,A0 baseline,19,1018_0.88_0.54.png,False,49.04872512817383,38.880287170410156,43.879173278808594,-5.169551849365234,49.04872512817383,0.0
a0_baseline,A0 baseline,20,1019_0.82_1.87.png,False,40.95185089111328,35.485435485839844,38.5255012512207,-2.426349639892578,40.95185089111328,0.0
a0_baseline,A0 baseline,21,101_0.78_1.87.png,False,43.250370025634766,32.46879577636719,37.20820617675781,-6.042163848876953,43.250370025634766,0.0
a0_baseline,A0 baseline,22,1020_0.5_0.98.png,False,46.379356384277344,41.586997985839844,45.36625671386719,-1.0130996704101562,46.379356384277344,0.0
a0_baseline,A0 baseline,23,1021_0.73_0.84.png,False,47.77589416503906,42.35860824584961,46.26526641845703,-1.5106277465820312,47.77589416503906,0.0
a0_baseline,A0 baseline,24,1022_0.66_1.05.png,False,47.50347137451172,42.27287292480469,46.27748489379883,-1.2259864807128906,47.50347137451172,0.0
a0_baseline,A0 baseline,25,1023_0.5_1.87.png,False,41.85762405395508,35.55570983886719,41.344913482666016,-0.5127105712890625,41.85762405395508,0.0
a0_baseline,A0 baseline,26,1024_0.69_1.66.png,False,45.18925476074219,35.10350799560547,40.17337417602539,-5.015880584716797,45.18925476074219,0.0
a0_baseline,A0 baseline,27,1025_0.95_1.79.png,False,39.85005187988281,30.36785888671875,34.65103530883789,-5.199016571044922,39.85005187988281,0.0
a0_baseline,A0 baseline,28,1026_0.77_0.89.png,False,37.154296875,29.961645126342773,33.02183532714844,-4.1324615478515625,37.154296875,0.0
a0_baseline,A0 baseline,29,1027_0.57_1.77.png,False,43.58653259277344,35.19194793701172,39.013492584228516,-4.573040008544922,43.58653259277344,0.0
a0_baseline,A0 baseline,30,1028_0.97_1.41.png,False,39.85142135620117,32.74188232421875,37.517059326171875,-2.334362030029297,39.85142135620117,0.0
a0_baseline,A0 baseline,31,1029_0.71_0.56.png,False,49.80888748168945,39.55014419555664,46.04052734375,-3.768360137939453,49.80888748168945,0.0
gt_only_bilfcf,GT-only BILFCF,0,1000_0.74_1.6.png,True,41.62982940673828,37.51722717285156,41.97344970703125,0.34362030029296875,41.629783630371094,-4.57763671875e-05
gt_only_bilfcf,GT-only BILFCF,1,1001_0.89_1.66.png,True,38.71514129638672,34.78171920776367,38.92578887939453,0.2106475830078125,38.71908950805664,0.003948211669921875
gt_only_bilfcf,GT-only BILFCF,2,1002_0.73_1.47.png,False,41.098602294921875,26.04824447631836,32.46588897705078,-8.632713317871094,41.10083770751953,0.00223541259765625
gt_only_bilfcf,GT-only BILFCF,3,1003_0.9_1.06.png,False,44.92559814453125,29.73453712463379,35.659488677978516,-9.266109466552734,44.927040100097656,0.00144195556640625
gt_only_bilfcf,GT-only BILFCF,4,1004_0.91_1.17.png,True,40.18611145019531,35.622169494628906,41.705841064453125,1.5197296142578125,40.18901824951172,0.00290679931640625
gt_only_bilfcf,GT-only BILFCF,5,1005_0.74_1.81.png,False,40.405696868896484,35.4116096496582,39.278160095214844,-1.1275367736816406,40.4063835144043,0.0006866455078125
gt_only_bilfcf,GT-only BILFCF,6,1006_0.89_1.55.png,False,40.54167938232422,34.90186309814453,38.4344596862793,-2.107219696044922,40.54142761230469,-0.00025177001953125
gt_only_bilfcf,GT-only BILFCF,7,1007_0.68_1.25.png,True,41.49965286254883,40.12579345703125,42.36834716796875,0.8686943054199219,41.499549865722656,-0.000102996826171875
gt_only_bilfcf,GT-only BILFCF,8,1008_0.52_1.98.png,True,40.41258239746094,37.07012939453125,40.80012512207031,0.387542724609375,40.414398193359375,0.0018157958984375
gt_only_bilfcf,GT-only BILFCF,9,1009_0.84_0.56.png,False,46.615142822265625,42.80994415283203,46.17594909667969,-0.4391937255859375,46.61601638793945,0.000873565673828125
gt_only_bilfcf,GT-only BILFCF,10,100_0.65_1.43.png,False,43.655033111572266,38.68219757080078,42.57041549682617,-1.0846176147460938,43.655113220214844,8.0108642578125e-05
gt_only_bilfcf,GT-only BILFCF,11,1010_0.91_1.13.png,False,43.79768753051758,40.79216384887695,43.65687942504883,-0.14080810546875,43.798194885253906,0.000507354736328125
gt_only_bilfcf,GT-only BILFCF,12,1011_0.79_0.66.png,False,47.10219955444336,41.326560974121094,45.67417907714844,-1.4280204772949219,47.10313415527344,0.000934600830078125
gt_only_bilfcf,GT-only BILFCF,13,1012_0.85_1.28.png,False,43.259605407714844,38.631492614746094,41.73139953613281,-1.5282058715820312,43.26059341430664,0.000988006591796875
gt_only_bilfcf,GT-only BILFCF,14,1013_0.63_1.83.png,False,45.95088195800781,39.10398864746094,43.170997619628906,-2.7798843383789062,45.95172119140625,0.0008392333984375
gt_only_bilfcf,GT-only BILFCF,15,1014_0.74_1.61.png,False,44.99762725830078,38.41513442993164,43.09991455078125,-1.8977127075195312,44.9986572265625,0.00102996826171875
gt_only_bilfcf,GT-only BILFCF,16,1015_0.7_1.92.png,False,41.957664489746094,36.6663818359375,40.678871154785156,-1.2787933349609375,41.95842361450195,0.000759124755859375
gt_only_bilfcf,GT-only BILFCF,17,1016_0.8_1.72.png,False,42.423152923583984,37.04030227661133,40.43086242675781,-1.9922904968261719,42.42352294921875,0.000370025634765625
gt_only_bilfcf,GT-only BILFCF,18,1017_0.91_1.44.png,False,44.243282318115234,39.77510452270508,43.32252883911133,-0.9207534790039062,44.243927001953125,0.000644683837890625
gt_only_bilfcf,GT-only BILFCF,19,1018_0.88_0.54.png,False,49.04872512817383,38.880287170410156,43.879173278808594,-5.169551849365234,49.04985809326172,0.001132965087890625
gt_only_bilfcf,GT-only BILFCF,20,1019_0.82_1.87.png,False,40.95185089111328,35.485435485839844,38.5255012512207,-2.426349639892578,40.95277404785156,0.00092315673828125
gt_only_bilfcf,GT-only BILFCF,21,101_0.78_1.87.png,False,43.250370025634766,32.46879577636719,37.20820617675781,-6.042163848876953,43.25081253051758,0.0004425048828125
gt_only_bilfcf,GT-only BILFCF,22,1020_0.5_0.98.png,False,46.379356384277344,41.586997985839844,45.36625671386719,-1.0130996704101562,46.380401611328125,0.00104522705078125
gt_only_bilfcf,GT-only BILFCF,23,1021_0.73_0.84.png,False,47.77589416503906,42.35860824584961,46.26526641845703,-1.5106277465820312,47.775482177734375,-0.0004119873046875
gt_only_bilfcf,GT-only BILFCF,24,1022_0.66_1.05.png,False,47.50347137451172,42.27287292480469,46.27748489379883,-1.2259864807128906,47.50352478027344,5.340576171875e-05
gt_only_bilfcf,GT-only BILFCF,25,1023_0.5_1.87.png,False,41.85762405395508,35.55570983886719,41.344913482666016,-0.5127105712890625,41.857826232910156,0.000202178955078125
gt_only_bilfcf,GT-only BILFCF,26,1024_0.69_1.66.png,False,45.18925476074219,35.10350799560547,40.17337417602539,-5.015880584716797,45.18921661376953,-3.814697265625e-05
gt_only_bilfcf,GT-only BILFCF,27,1025_0.95_1.79.png,False,39.85005187988281,30.36785888671875,34.65103530883789,-5.199016571044922,39.849117279052734,-0.000934600830078125
gt_only_bilfcf,GT-only BILFCF,28,1026_0.77_0.89.png,False,37.154296875,29.961645126342773,33.02183532714844,-4.1324615478515625,37.15386199951172,-0.00043487548828125
gt_only_bilfcf,GT-only BILFCF,29,1027_0.57_1.77.png,False,43.58653259277344,35.19194793701172,39.013492584228516,-4.573040008544922,43.58757400512695,0.001041412353515625
gt_only_bilfcf,GT-only BILFCF,30,1028_0.97_1.41.png,False,39.85142135620117,32.74188232421875,37.517059326171875,-2.334362030029297,39.85198211669922,0.000560760498046875
gt_only_bilfcf,GT-only BILFCF,31,1029_0.71_0.56.png,False,49.80888748168945,39.55014419555664,46.04052734375,-3.768360137939453,49.80936050415039,0.0004730224609375
unmasked_teacher_distill,unmasked teacher distill,0,1000_0.74_1.6.png,True,41.62982940673828,37.51722717285156,41.97344970703125,0.34362030029296875,41.628936767578125,-0.00089263916015625
unmasked_teacher_distill,unmasked teacher distill,1,1001_0.89_1.66.png,True,38.71514129638672,34.78171920776367,38.92578887939453,0.2106475830078125,38.7205924987793,0.005451202392578125
unmasked_teacher_distill,unmasked teacher distill,2,1002_0.73_1.47.png,False,41.098602294921875,26.04824447631836,32.46588897705078,-8.632713317871094,41.101356506347656,0.00275421142578125
unmasked_teacher_distill,unmasked teacher distill,3,1003_0.9_1.06.png,False,44.92559814453125,29.73453712463379,35.659488677978516,-9.266109466552734,44.928077697753906,0.00247955322265625
unmasked_teacher_distill,unmasked teacher distill,4,1004_0.91_1.17.png,True,40.18611145019531,35.622169494628906,41.705841064453125,1.5197296142578125,40.190643310546875,0.0045318603515625
unmasked_teacher_distill,unmasked teacher distill,5,1005_0.74_1.81.png,False,40.405696868896484,35.4116096496582,39.278160095214844,-1.1275367736816406,40.40695571899414,0.00125885009765625
unmasked_teacher_distill,unmasked teacher distill,6,1006_0.89_1.55.png,False,40.54167938232422,34.90186309814453,38.4344596862793,-2.107219696044922,40.54145431518555,-0.000225067138671875
unmasked_teacher_distill,unmasked teacher distill,7,1007_0.68_1.25.png,True,41.49965286254883,40.12579345703125,42.36834716796875,0.8686943054199219,41.49785614013672,-0.001796722412109375
unmasked_teacher_distill,unmasked teacher distill,8,1008_0.52_1.98.png,True,40.41258239746094,37.07012939453125,40.80012512207031,0.387542724609375,40.41436767578125,0.0017852783203125
unmasked_teacher_distill,unmasked teacher distill,9,1009_0.84_0.56.png,False,46.615142822265625,42.80994415283203,46.17594909667969,-0.4391937255859375,46.6141357421875,-0.001007080078125
unmasked_teacher_distill,unmasked teacher distill,10,100_0.65_1.43.png,False,43.655033111572266,38.68219757080078,42.57041549682617,-1.0846176147460938,43.65382385253906,-0.001209259033203125
unmasked_teacher_distill,unmasked teacher distill,11,1010_0.91_1.13.png,False,43.79768753051758,40.79216384887695,43.65687942504883,-0.14080810546875,43.79706954956055,-0.00061798095703125
unmasked_teacher_distill,unmasked teacher distill,12,1011_0.79_0.66.png,False,47.10219955444336,41.326560974121094,45.67417907714844,-1.4280204772949219,47.101078033447266,-0.00112152099609375
unmasked_teacher_distill,unmasked teacher distill,13,1012_0.85_1.28.png,False,43.259605407714844,38.631492614746094,41.73139953613281,-1.5282058715820312,43.25857162475586,-0.001033782958984375
unmasked_teacher_distill,unmasked teacher distill,14,1013_0.63_1.83.png,False,45.95088195800781,39.10398864746094,43.170997619628906,-2.7798843383789062,45.95231628417969,0.001434326171875
unmasked_teacher_distill,unmasked teacher distill,15,1014_0.74_1.61.png,False,44.99762725830078,38.41513442993164,43.09991455078125,-1.8977127075195312,44.99687957763672,-0.0007476806640625
unmasked_teacher_distill,unmasked teacher distill,16,1015_0.7_1.92.png,False,41.957664489746094,36.6663818359375,40.678871154785156,-1.2787933349609375,41.95878982543945,0.001125335693359375
unmasked_teacher_distill,unmasked teacher distill,17,1016_0.8_1.72.png,False,42.423152923583984,37.04030227661133,40.43086242675781,-1.9922904968261719,42.422794342041016,-0.00035858154296875
unmasked_teacher_distill,unmasked teacher distill,18,1017_0.91_1.44.png,False,44.243282318115234,39.77510452270508,43.32252883911133,-0.9207534790039062,44.243873596191406,0.000591278076171875
unmasked_teacher_distill,unmasked teacher distill,19,1018_0.88_0.54.png,False,49.04872512817383,38.880287170410156,43.879173278808594,-5.169551849365234,49.05006790161133,0.0013427734375
unmasked_teacher_distill,unmasked teacher distill,20,1019_0.82_1.87.png,False,40.95185089111328,35.485435485839844,38.5255012512207,-2.426349639892578,40.952144622802734,0.000293731689453125
unmasked_teacher_distill,unmasked teacher distill,21,101_0.78_1.87.png,False,43.250370025634766,32.46879577636719,37.20820617675781,-6.042163848876953,43.250816345214844,0.000446319580078125
unmasked_teacher_distill,unmasked teacher distill,22,1020_0.5_0.98.png,False,46.379356384277344,41.586997985839844,45.36625671386719,-1.0130996704101562,46.379798889160156,0.0004425048828125
unmasked_teacher_distill,unmasked teacher distill,23,1021_0.73_0.84.png,False,47.77589416503906,42.35860824584961,46.26526641845703,-1.5106277465820312,47.7763557434082,0.000461578369140625
unmasked_teacher_distill,unmasked teacher distill,24,1022_0.66_1.05.png,False,47.50347137451172,42.27287292480469,46.27748489379883,-1.2259864807128906,47.5041389465332,0.000667572021484375
unmasked_teacher_distill,unmasked teacher distill,25,1023_0.5_1.87.png,False,41.85762405395508,35.55570983886719,41.344913482666016,-0.5127105712890625,41.858299255371094,0.000675201416015625
unmasked_teacher_distill,unmasked teacher distill,26,1024_0.69_1.66.png,False,45.18925476074219,35.10350799560547,40.17337417602539,-5.015880584716797,45.18892288208008,-0.000331878662109375
unmasked_teacher_distill,unmasked teacher distill,27,1025_0.95_1.79.png,False,39.85005187988281,30.36785888671875,34.65103530883789,-5.199016571044922,39.847801208496094,-0.00225067138671875
unmasked_teacher_distill,unmasked teacher distill,28,1026_0.77_0.89.png,False,37.154296875,29.961645126342773,33.02183532714844,-4.1324615478515625,37.152462005615234,-0.001834869384765625
unmasked_teacher_distill,unmasked teacher distill,29,1027_0.57_1.77.png,False,43.58653259277344,35.19194793701172,39.013492584228516,-4.573040008544922,43.58910369873047,0.00257110595703125
unmasked_teacher_distill,unmasked teacher distill,30,1028_0.97_1.41.png,False,39.85142135620117,32.74188232421875,37.517059326171875,-2.334362030029297,39.85141372680664,-7.62939453125e-06
unmasked_teacher_distill,unmasked teacher distill,31,1029_0.71_0.56.png,False,49.80888748168945,39.55014419555664,46.04052734375,-3.768360137939453,49.81111526489258,0.002227783203125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,0,1000_0.74_1.6.png,True,41.62982940673828,37.51722717285156,41.97344970703125,0.34362030029296875,41.62934112548828,-0.00048828125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,1,1001_0.89_1.66.png,True,38.71514129638672,34.78171920776367,38.92578887939453,0.2106475830078125,38.7197151184082,0.004573822021484375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,2,1002_0.73_1.47.png,False,41.098602294921875,26.04824447631836,32.46588897705078,-8.632713317871094,41.1007080078125,0.002105712890625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,3,1003_0.9_1.06.png,False,44.92559814453125,29.73453712463379,35.659488677978516,-9.266109466552734,44.92786407470703,0.00226593017578125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,4,1004_0.91_1.17.png,True,40.18611145019531,35.622169494628906,41.705841064453125,1.5197296142578125,40.190345764160156,0.00423431396484375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,5,1005_0.74_1.81.png,False,40.405696868896484,35.4116096496582,39.278160095214844,-1.1275367736816406,40.40626525878906,0.000568389892578125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,6,1006_0.89_1.55.png,False,40.54167938232422,34.90186309814453,38.4344596862793,-2.107219696044922,40.541160583496094,-0.000518798828125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,7,1007_0.68_1.25.png,True,41.49965286254883,40.12579345703125,42.36834716796875,0.8686943054199219,41.49834060668945,-0.001312255859375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,8,1008_0.52_1.98.png,True,40.41258239746094,37.07012939453125,40.80012512207031,0.387542724609375,40.414398193359375,0.0018157958984375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,9,1009_0.84_0.56.png,False,46.615142822265625,42.80994415283203,46.17594909667969,-0.4391937255859375,46.61408996582031,-0.0010528564453125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,10,100_0.65_1.43.png,False,43.655033111572266,38.68219757080078,42.57041549682617,-1.0846176147460938,43.6544075012207,-0.0006256103515625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,11,1010_0.91_1.13.png,False,43.79768753051758,40.79216384887695,43.65687942504883,-0.14080810546875,43.797359466552734,-0.00032806396484375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,12,1011_0.79_0.66.png,False,47.10219955444336,41.326560974121094,45.67417907714844,-1.4280204772949219,47.101627349853516,-0.00057220458984375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,13,1012_0.85_1.28.png,False,43.259605407714844,38.631492614746094,41.73139953613281,-1.5282058715820312,43.25912857055664,-0.000476837158203125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,14,1013_0.63_1.83.png,False,45.95088195800781,39.10398864746094,43.170997619628906,-2.7798843383789062,45.95147705078125,0.0005950927734375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,15,1014_0.74_1.61.png,False,44.99762725830078,38.41513442993164,43.09991455078125,-1.8977127075195312,44.99755859375,-6.866455078125e-05
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,16,1015_0.7_1.92.png,False,41.957664489746094,36.6663818359375,40.678871154785156,-1.2787933349609375,41.9580078125,0.00034332275390625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,17,1016_0.8_1.72.png,False,42.423152923583984,37.04030227661133,40.43086242675781,-1.9922904968261719,42.42277145385742,-0.0003814697265625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,18,1017_0.91_1.44.png,False,44.243282318115234,39.77510452270508,43.32252883911133,-0.9207534790039062,44.2437744140625,0.000492095947265625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,19,1018_0.88_0.54.png,False,49.04872512817383,38.880287170410156,43.879173278808594,-5.169551849365234,49.05029296875,0.001567840576171875
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,20,1019_0.82_1.87.png,False,40.95185089111328,35.485435485839844,38.5255012512207,-2.426349639892578,40.95256042480469,0.00070953369140625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,21,101_0.78_1.87.png,False,43.250370025634766,32.46879577636719,37.20820617675781,-6.042163848876953,43.251041412353516,0.00067138671875
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,22,1020_0.5_0.98.png,False,46.379356384277344,41.586997985839844,45.36625671386719,-1.0130996704101562,46.37956237792969,0.00020599365234375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,23,1021_0.73_0.84.png,False,47.77589416503906,42.35860824584961,46.26526641845703,-1.5106277465820312,47.775997161865234,0.000102996826171875
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,24,1022_0.66_1.05.png,False,47.50347137451172,42.27287292480469,46.27748489379883,-1.2259864807128906,47.5037727355957,0.000301361083984375
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,25,1023_0.5_1.87.png,False,41.85762405395508,35.55570983886719,41.344913482666016,-0.5127105712890625,41.8576774597168,5.340576171875e-05
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,26,1024_0.69_1.66.png,False,45.18925476074219,35.10350799560547,40.17337417602539,-5.015880584716797,45.18903732299805,-0.000217437744140625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,27,1025_0.95_1.79.png,False,39.85005187988281,30.36785888671875,34.65103530883789,-5.199016571044922,39.848148345947266,-0.001903533935546875
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,28,1026_0.77_0.89.png,False,37.154296875,29.961645126342773,33.02183532714844,-4.1324615478515625,37.15269088745117,-0.001605987548828125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,29,1027_0.57_1.77.png,False,43.58653259277344,35.19194793701172,39.013492584228516,-4.573040008544922,43.588645935058594,0.00211334228515625
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,30,1028_0.97_1.41.png,False,39.85142135620117,32.74188232421875,37.517059326171875,-2.334362030029297,39.85110092163086,-0.0003204345703125
teacher_benefit_masked_ll_delta,teacher-benefit-masked LL delta distill,31,1029_0.71_0.56.png,False,49.80888748168945,39.55014419555664,46.04052734375,-3.768360137939453,49.809120178222656,0.000232696533203125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,0,1000_0.74_1.6.png,True,41.62982940673828,37.51722717285156,41.97344970703125,0.34362030029296875,41.62939453125,-0.00043487548828125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,1,1001_0.89_1.66.png,True,38.71514129638672,34.78171920776367,38.92578887939453,0.2106475830078125,38.72254943847656,0.00740814208984375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,2,1002_0.73_1.47.png,False,41.098602294921875,26.04824447631836,32.46588897705078,-8.632713317871094,41.102447509765625,0.00384521484375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,3,1003_0.9_1.06.png,False,44.92559814453125,29.73453712463379,35.659488677978516,-9.266109466552734,44.92871856689453,0.00312042236328125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,4,1004_0.91_1.17.png,True,40.18611145019531,35.622169494628906,41.705841064453125,1.5197296142578125,40.19296646118164,0.006855010986328125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,5,1005_0.74_1.81.png,False,40.405696868896484,35.4116096496582,39.278160095214844,-1.1275367736816406,40.4069938659668,0.0012969970703125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,6,1006_0.89_1.55.png,False,40.54167938232422,34.90186309814453,38.4344596862793,-2.107219696044922,40.54083251953125,-0.00084686279296875
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,7,1007_0.68_1.25.png,True,41.49965286254883,40.12579345703125,42.36834716796875,0.8686943054199219,41.49736785888672,-0.002285003662109375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,8,1008_0.52_1.98.png,True,40.41258239746094,37.07012939453125,40.80012512207031,0.387542724609375,40.41504669189453,0.00246429443359375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,9,1009_0.84_0.56.png,False,46.615142822265625,42.80994415283203,46.17594909667969,-0.4391937255859375,46.61330795288086,-0.001834869384765625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,10,100_0.65_1.43.png,False,43.655033111572266,38.68219757080078,42.57041549682617,-1.0846176147460938,43.65421676635742,-0.00081634521484375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,11,1010_0.91_1.13.png,False,43.79768753051758,40.79216384887695,43.65687942504883,-0.14080810546875,43.79706954956055,-0.00061798095703125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,12,1011_0.79_0.66.png,False,47.10219955444336,41.326560974121094,45.67417907714844,-1.4280204772949219,47.10120391845703,-0.000995635986328125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,13,1012_0.85_1.28.png,False,43.259605407714844,38.631492614746094,41.73139953613281,-1.5282058715820312,43.25859451293945,-0.001010894775390625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,14,1013_0.63_1.83.png,False,45.95088195800781,39.10398864746094,43.170997619628906,-2.7798843383789062,45.95195770263672,0.00107574462890625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,15,1014_0.74_1.61.png,False,44.99762725830078,38.41513442993164,43.09991455078125,-1.8977127075195312,44.99699020385742,-0.000637054443359375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,16,1015_0.7_1.92.png,False,41.957664489746094,36.6663818359375,40.678871154785156,-1.2787933349609375,41.95888900756836,0.001224517822265625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,17,1016_0.8_1.72.png,False,42.423152923583984,37.04030227661133,40.43086242675781,-1.9922904968261719,42.42198181152344,-0.001171112060546875
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,18,1017_0.91_1.44.png,False,44.243282318115234,39.77510452270508,43.32252883911133,-0.9207534790039062,44.243919372558594,0.000637054443359375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,19,1018_0.88_0.54.png,False,49.04872512817383,38.880287170410156,43.879173278808594,-5.169551849365234,49.05154800415039,0.0028228759765625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,20,1019_0.82_1.87.png,False,40.95185089111328,35.485435485839844,38.5255012512207,-2.426349639892578,40.95314407348633,0.001293182373046875
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,21,101_0.78_1.87.png,False,43.250370025634766,32.46879577636719,37.20820617675781,-6.042163848876953,43.25197219848633,0.0016021728515625
