selector,group,bin,count,mean_bootstrap_LCB,hard_bootstrap_LCB,positive_Wilson_LCB,severe_Wilson_UCB
nested_utility,airlight_q4,q1,85,3.0113460035885082,3.2002059709458126,0.9567589957857581,0.04324100421424198
nested_utility,airlight_q4,q2,87,2.881316931494351,3.623159794580369,0.9577110046498521,0.04228899535014795
nested_utility,airlight_q4,q3,84,2.3453898952120826,3.3097107887268065,0.9172839887867146,0.0827160112132854
nested_utility,airlight_q4,q4,82,2.288041357877778,2.9832971763610843,0.8978709705672893,0.10212902943271072
nested_utility,depth_q4,q1,85,2.9588231995526484,3.695770254589262,0.9567589957857581,0.04324100421424198
nested_utility,depth_q4,q2,84,2.8212443771816433,3.3153213909694124,0.9562667346678565,0.043733265332143306
nested_utility,depth_q4,q3,84,2.3219458511897497,3.0806040445963543,0.9001814156789331,0.09981858432106692
nested_utility,depth_q4,q4,85,2.4246814503389245,3.150268155052548,0.9182114184971183,0.08178858150288165
nested_utility,dark_channel_q4,q1,85,2.241030392366297,3.1485772632417226,0.9012978896926875,0.09870211030731246
nested_utility,dark_channel_q4,q2,84,2.5062541405359906,3.262467284429641,0.9356030079821146,0.06439699201788533
nested_utility,dark_channel_q4,q3,84,2.8798122996375675,3.520591336204892,0.9356030079821146,0.06439699201788533
nested_utility,dark_channel_q4,q4,85,2.975915117824779,3.248259953090123,0.9567589957857581,0.04324100421424198
nested_utility,low_texture_q4,q1,85,2.5017456817626953,3.5044112614222938,0.9182114184971183,0.08178858150288165
nested_utility,low_texture_q4,q2,84,2.737246254512242,3.4313431058611186,0.9356030079821146,0.06439699201788533
nested_utility,low_texture_q4,q3,84,2.725721132187616,3.5714360237121583,0.9172839887867146,0.0827160112132854
nested_utility,low_texture_q4,q4,85,2.5054150536481075,3.2218941779363726,0.9567589957857581,0.04324100421424198
nested_utility,edge_density_q4,q1,85,2.411546313341926,3.39613060270037,0.9182114184971183,0.08178858150288165
nested_utility,edge_density_q4,q2,84,2.6780736423674085,3.447578879765102,0.9562667346678565,0.043733265332143306
nested_utility,edge_density_q4,q3,84,2.710841200465248,3.4174056461879183,0.9172839887867146,0.0827160112132854
nested_utility,edge_density_q4,q4,85,2.7046497771319222,3.3706615538824174,0.9363267530020379,0.06367324699796226
nested_utility,sky_highlight_proxy_q4,q1,85,2.5296552882475014,3.3856092180524553,0.9363267530020379,0.06367324699796226
nested_utility,sky_highlight_proxy_q4,q2,85,2.2997179536258474,2.9290187608628044,0.8851610525649923,0.1148389474350076
nested_utility,sky_highlight_proxy_q4,q3,83,2.558693492843444,3.4055785179138183,0.9557631365612794,0.04423686343872062
nested_utility,sky_highlight_proxy_q4,q4,85,3.181708599539364,3.5519521622430714,0.9567589957857581,0.04324100421424198
