K,low_size,step,loss,loss_field,loss_coeff,loss_tv,count,coeff_mse,coeff_mae,lowspace_weighted_field_l1,lowspace_zero_field_l1,lowspace_field_l1_drop,lowspace_field_corr
32,32,500,0.0014482919359579682,0.0013622567057609558,0.0004115247284062207,0.0037303378339856863,26,7.258614687088993e-07,0.0003805405867751688,0.004078534845780251,0.011238165398022932,0.6370817921492982,0.9278630614280701
32,32,600,0.0013712659711018205,0.00136186636518687,2.834288534359075e-05,0.00373099441640079,26,9.247914078969188e-08,0.0001373444974888116,0.004077872053217737,0.011238165398022932,0.6371407690853941,0.9278815984725952
32,32,700,0.0013661242555826902,0.001361772301606834,3.1021461381897097e-06,0.0037315371446311474,26,9.451385452052818e-09,5.0939677748829126e-05,0.0040775382081954855,0.011238165398022932,0.6371704754485261,0.9278847575187683
32,32,800,0.001365591655485332,0.0013617667136713862,4.669091993037e-07,0.0037315941881388426,26,3.945300086627412e-09,2.3253731342265382e-05,0.004077514537032538,0.011238165398022932,0.6371725817676724,0.9278852343559265
32,32,900,0.0013658071402460337,0.0013617558870464563,1.5973848803696455e-06,0.0037318048998713493,26,9.469100170633737e-09,4.310674557927996e-05,0.004077453318507676,0.011238165398022932,0.6371780291447748,0.9278852343559265
32,32,1000,0.0013664690777659416,0.0013617551885545254,4.910092684440315e-06,0.003731947625055909,26,2.4697271783225005e-08,7.479446503566578e-05,0.00407741577114576,0.011238165398022932,0.637181370202731,0.927885115146637
32,32,1100,0.0013655718648806214,0.0013617734657600522,3.3493836326670134e-07,0.0037315019872039557,26,2.5419746307875357e-09,1.836351839301642e-05,0.00407754065693648,0.011238165398022932,0.637170257553442,0.9278851747512817
32,32,1200,0.0013655700022354722,0.0013617665972560644,3.5923068253396195e-07,0.0037315520457923412,26,3.991565300509592e-09,2.0950858015567064e-05,0.004077520658885025,0.011238165398022932,0.6371720370299622,0.9278853535652161
32,32,1300,0.001365590956993401,0.0013617763761430979,4.1587077248550486e-07,0.0037314421497285366,26,3.0092552893989932e-09,2.2745611204300076e-05,0.004077559430617438,0.011238165398022932,0.6371685870244639,0.927885115146637
32,32,1400,0.0013656443916261196,0.0013617720687761903,7.037197065073997e-07,0.003731527365744114,26,3.757360644840446e-09,2.6347997845732607e-05,0.0040775463706654675,0.011238165398022932,0.6371697491315791,0.9278852343559265
32,32,1500,0.0013655396178364754,0.0013617692748084664,1.939388596383651e-07,0.0037315471563488245,26,2.499702667080328e-09,1.4920172361598816e-05,0.00407752269950252,0.011238165398022932,0.6371718554507254,0.9278851747512817
32,32,1600,0.0013658786192536354,0.0013617663644254208,1.902472149595269e-06,0.0037318109534680843,26,9.752389118489191e-09,4.72029423690401e-05,0.004077467602830144,0.011238165398022932,0.6371767580901176,0.927885115146637
32,32,1700,0.0013667336897924542,0.0013617858057841659,6.0818256315542385e-06,0.0037315860390663147,26,1.3082187777513354e-08,6.900210428284481e-05,0.004077565960593423,0.011238165398022932,0.6371680059709064,0.9278849363327026
32,32,1800,0.0013706746976822615,0.00136179372202605,2.574816062406171e-05,0.003731375327333808,26,4.839995781935613e-08,0.0001419228792656213,0.00407756310372893,0.011238165398022932,0.6371682601818378,0.9278838038444519
32,32,1900,0.0014321778435260057,0.0013626626459881663,0.00032893140451051295,0.003728943644091487,26,1.3216869092502748e-06,0.0005737193278037012,0.004079495976620597,0.011238165398022932,0.6369962683287897,0.9278458952903748
32,32,2000,0.001366835436783731,0.0013617846416309476,6.5976705627690535e-06,0.0037312000058591366,26,1.6006392655754098e-08,7.124801049940288e-05,0.004077574939310403,0.011238165398022932,0.6371672070222646,0.927885115146637
