low_size,K,index,name,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,target_abs_mean,pred_abs_mean,weighted_field_l1,group
32,32,2,1002_0.73_1.47.png,33.70071029663086,34.2992057800293,34.3560905456543,0.5984954833984375,0.6553802490234375,0.9588012099266052,1.0,0.9999188184738159,0.08550451695919037,0.014679329469799995,0.014049272052943707,0.004049731193573415,open_hard
32,32,3,1003_0.9_1.06.png,38.71543502807617,39.1383056640625,39.21985626220703,0.4228706359863281,0.5044212341308594,0.8529328107833862,1.0,0.9999078512191772,0.05866250395774841,0.009056659415364265,0.008843912743031979,0.0033444992596534983,middle
32,32,4,1004_0.91_1.17.png,37.05818557739258,37.63134002685547,37.72386169433594,0.5731544494628906,0.6656761169433594,0.8481415510177612,1.0,0.9999440908432007,0.07627230137586594,0.01114090345799923,0.011086929589509964,0.0037507083676541824,middle
32,32,5,1005_0.74_1.81.png,38.33662796020508,38.76734924316406,39.121376037597656,0.4307212829589844,0.7847480773925781,0.773608922958374,1.0,0.9999839067459106,0.11804071068763733,0.007624668534845114,0.005821649916470051,0.004834569854328644,middle
32,32,6,1006_0.89_1.55.png,37.09894561767578,37.856754302978516,38.48366165161133,0.7578086853027344,1.3847160339355469,0.7883890271186829,1.0,0.9999990463256836,0.1934923231601715,0.008587831631302834,0.006469076499342918,0.005559374492667921,middle
32,32,7,1007_0.68_1.25.png,38.79450607299805,38.90155792236328,38.94744873046875,0.10705184936523438,0.15294265747070312,0.8025028109550476,1.0,0.9970719814300537,0.02106962539255619,0.007698973640799522,0.006607921794056892,0.0040036668936494985,middle
32,32,8,1008_0.52_1.98.png,39.02428436279297,39.06040573120117,39.0996208190918,0.036121368408203125,0.07533645629882812,0.7131331562995911,1.0,0.997860848903656,0.01296052522957325,0.00647794408723712,0.004614363890141249,0.004446190342638514,middle
32,32,9,1009_0.84_0.56.png,44.44461441040039,44.44461441040039,44.44461441040039,0.0,0.0,,0.0,8.601648005424067e-05,4.93106635985896e-05,0.004470694810152054,260.2366943359375,0.0,closed_easy
32,32,10,100_0.65_1.43.png,36.16236114501953,36.960391998291016,37.09977722167969,0.7980308532714844,0.9374160766601562,0.9370866417884827,1.0,0.9997609257698059,0.11936704814434052,0.0106405820697546,0.009925763122737408,0.0034559920280267885,middle
32,32,11,1010_0.91_1.13.png,39.185401916503906,39.271575927734375,39.29069900512695,0.08617401123046875,0.10529708862304688,0.8791704177856445,1.0,0.9999287128448486,0.01370201725512743,0.007629727479070425,0.006550967693328857,0.003234755639835271,middle
32,32,12,1011_0.79_0.66.png,43.748023986816406,43.748023986816406,43.748023986816406,0.0,0.0,,0.0,0.0007819355232641101,9.821240382734686e-05,0.005071797873824835,260.2361145019531,0.0,closed_easy
32,32,13,1012_0.85_1.28.png,38.438724517822266,38.579994201660156,38.60681915283203,0.14126968383789062,0.16809463500976562,0.9006491899490356,1.0,0.999962568283081,0.02146560698747635,0.008506431244313717,0.007539884187281132,0.003276706124668567,middle
32,32,14,1013_0.63_1.83.png,39.83412170410156,40.42171096801758,40.726287841796875,0.5875892639160156,0.8921661376953125,0.844819962978363,1.0,0.9999841451644897,0.11482831835746765,0.006926377769559622,0.005751390475779772,0.0038531658102945237,open_easy
32,32,15,1014_0.74_1.61.png,40.047698974609375,40.651611328125,40.91287612915039,0.603912353515625,0.8651771545410156,0.859470009803772,1.0,0.9999018907546997,0.11008141934871674,0.00640513701364398,0.005077665206044912,0.0034865284036954772,open_easy
32,32,16,1015_0.7_1.92.png,39.555458068847656,40.37499237060547,40.884544372558594,0.8195343017578125,1.3290863037109375,0.8283562064170837,1.0,0.999993085861206,0.16993017494678497,0.00713506992906332,0.005548113025724888,0.0041311873773407625,middle
32,32,17,1016_0.8_1.72.png,39.64141082763672,40.46106719970703,40.935420989990234,0.8196563720703125,1.2940101623535156,0.8370652198791504,1.0,0.9999897480010986,0.16453078389167786,0.006814457476139069,0.005276271142065525,0.0039111521471153965,open_easy
32,32,18,1017_0.91_1.44.png,33.59113311767578,34.147918701171875,34.21234130859375,0.5567855834960938,0.6212081909179688,0.946124792098999,1.0,0.9995864033699036,0.09871816635131836,0.011212984099984169,0.010251006111502647,0.003733945900404007,open_hard
32,32,19,1018_0.88_0.54.png,38.61735534667969,38.61735534667969,38.61735534667969,0.0,0.0,,0.0,0.0519559346139431,0.004500661976635456,0.007016218267381191,260.2236633300781,0.0,middle
32,32,20,1019_0.82_1.87.png,32.75981140136719,33.44243621826172,33.519691467285156,0.6826248168945312,0.7598800659179688,0.9507643580436707,1.0,0.9994409680366516,0.11797859519720078,0.013951051980257034,0.013286354951560497,0.004178852021354454,open_hard
32,32,21,101_0.78_1.87.png,31.293811798095703,33.67774200439453,33.87527847290039,2.383930206298828,2.5814666748046875,0.970848023891449,1.0,0.9999998807907104,0.3091174364089966,0.019500868394970894,0.0185930784791708,0.004006400626515953,open_hard
32,32,22,1020_0.5_0.98.png,41.363670349121094,41.363670349121094,41.363670349121094,0.0,0.0,,0.0,0.00888428557664156,0.004220263101160526,0.00665947375819087,260.23504638671875,0.0,closed_easy
32,32,23,1021_0.73_0.84.png,38.96540451049805,38.96540451049805,38.96540451049805,0.0,0.0,,0.0,0.9809446334838867,0.014000875875353813,0.005958791356533766,260.1128845214844,0.0,middle
32,32,24,1022_0.66_1.05.png,40.1223030090332,40.26085662841797,40.285011291503906,0.13855361938476562,0.16270828247070312,0.935372531414032,1.0,0.9939929842948914,0.02091854251921177,0.005909023806452751,0.005194858647882938,0.0023351934591108905,open_easy
32,32,25,1023_0.5_1.87.png,37.44718933105469,37.75363540649414,37.90703582763672,0.3064460754394531,0.45984649658203125,0.833308756351471,1.0,0.9996567964553833,0.0583980455994606,0.008995349518954754,0.00747505621984601,0.004942549038618781,middle
32,32,26,1024_0.69_1.66.png,35.45882034301758,35.96221160888672,36.03076171875,0.5033912658691406,0.5719413757324219,0.9436770677566528,1.0,0.9999728202819824,0.08301740139722824,0.009800033643841743,0.008997663855552673,0.0034773948104326775,open_hard
32,32,27,1025_0.95_1.79.png,34.556087493896484,36.39540100097656,36.82017517089844,1.8393135070800781,2.264087677001953,0.9273439049720764,1.0,0.9999998807907104,0.28326040506362915,0.01305338367819786,0.011815712787210941,0.004728942860144713,open_hard
32,32,28,1026_0.77_0.89.png,35.73930740356445,36.18198013305664,36.20172882080078,0.4426727294921875,0.4624214172363281,0.9569985866546631,1.0,0.9998424053192139,0.054025571793317795,0.013351695612072945,0.013008665293455124,0.002202802297597423,middle
32,32,29,1027_0.57_1.77.png,33.44512176513672,34.35848617553711,34.482154846191406,0.9133644104003906,1.0370330810546875,0.9467880129814148,1.0,0.9999932050704956,0.1344485878944397,0.014729207381606102,0.0140995429828763,0.004177997231106516,open_hard
32,32,30,1028_0.97_1.41.png,36.600486755371094,38.06490707397461,38.38471603393555,1.4644203186035156,1.7842292785644531,0.9277049899101257,1.0,0.9999997615814209,0.22275389730930328,0.0100977448746562,0.009135809727013111,0.0037119881288360367,middle
32,32,31,1029_0.71_0.56.png,44.27614212036133,44.27614212036133,44.27614212036133,0.0,0.0,,0.0,0.0011881550308316946,0.0009659481002017856,0.003963490482419729,260.2217712402344,0.0,closed_easy
