haze4k_group_digest,haze4k_representative_source,haze4k_representative_id,ots_scene_id,candidate_hamming_distance,correlation_score,score_gap,prequalified,reverse_score_gap,mutual_nearest,verified
0725229a81b5380c7b0fc1dce793bcad3069c976192afeeec53aab04d8a19410,HAZE4K_TRAIN,2821,3607,17,0.6764380931854248,0.00951838493347168,False,,False,False
07864b0bbca3a89b9ee8d2e299ba6e836976912c7f136762b3c616101834af50,HAZE4K_TRAIN,1845,5569,16,0.6773753762245178,0.003988444805145264,False,,False,False
079b4f07ac327e1f7fbe520086d6fab4aef0b76348e51035bec1d5d8add7ad0d,HAZE4K_TRAIN,2885,4599,14,0.6366443634033203,0.06653743982315063,False,,False,False
0834bda5f4617aa7e8fcb948d66d0ed72d4f64ade3b4a6b2f3b4bd725c355df0,HAZE4K_TRAIN,465,6554,2,0.9999340772628784,0.15093356370925903,True,0.1849188208580017,True,True
088b1eab8fead6987f7dc1fdad9d384aa61f10112ee2768d4c6aefa7ae239ab3,HAZE4K_TRAIN,2173,0454,15,0.7628837823867798,0.03812992572784424,False,,False,False
0b17ad8be6da5ba3da2174686e89148b3ccf93530b450ca6c9fff2e240b3c941,HAZE4K_TRAIN,2377,0972,17,0.8428245782852173,0.01031959056854248,False,,False,False
0b22e560d4c7ec005d388810b1d47c98e33959d1b581cbbf1eca26180f2c9148,HAZE4K_TRAIN,2113,1516,16,0.578606903553009,0.0010818839073181152,False,,False,False
0b32a73f6d677f90d45da0ba62ac2fbac887530432d940ae1bf80cad1a50229a,HAZE4K_TEST,929,4980,18,0.5385403037071228,0.06628373265266418,False,,False,False
0bd8bcb3d9f4dc318806cfb5871895ffcd6fece136fd89ffaaafb5a16c3ccfa3,HAZE4K_TRAIN,2249,4679,19,0.464948832988739,0.10494735836982727,False,,False,False
0bee39659c129424a9063c88c5319487874d2ae46752f3bf01ded1b3c8c036a3,HAZE4K_TEST,853,3694,17,0.6325273513793945,0.0447617769241333,False,,False,False
0c12b79891f97d04ae40a193e9592b69d8f92e6df9d76d274cc9bc3ad3208d8a,HAZE4K_TEST,69,0354,0,0.9999719858169556,0.10664135217666626,True,0.20226562023162842,True,False
0c338197242f4665431abe41bb115ba93c132ad486ae43ede722fa095dedc996,HAZE4K_TRAIN,1937,0568,18,0.6918113231658936,0.01214146614074707,False,,False,False
0c52f9bbbb5ebf4cf2b0f442e2ca67cb6e99c6c4e3d75de451984945152cf14f,HAZE4K_TRAIN,1693,1005,15,0.6124828457832336,0.047247231006622314,False,,False,False
0cd59105bb0ceb1093942ef7ce50a4ea58a725fbbba9d876bf92b99421fd1f4d,HAZE4K_TRAIN,709,4303,0,0.9999688863754272,0.13309431076049805,True,0.2192665934562683,True,True
0e05bcb02d154cbb69f1ba55ddeca6ca39c1f0ebb9c04b2f7d83c5a6c4761029,HAZE4K_TEST,981,6693,16,0.7029131650924683,0.0232236385345459,False,,False,False
0e644832f2c49c66d19891b78fa0f5cdbbd021a57c9c41f36ee83d04764d572f,HAZE4K_TRAIN,2105,8609,17,0.72597736120224,0.008596360683441162,False,,False,False
105ce1c9ff89d4c04cab972da7eea24e5ce4a8229c418d66b8cf20ad43b43f48,HAZE4K_TRAIN,2349,6773,18,0.48698437213897705,0.015361756086349487,False,,False,False
110d156f84cfd4d4111d568ff4c42238161953bb61150d73cb8b534fdcf6dd21,HAZE4K_TRAIN,1645,1793,16,0.49433666467666626,0.06487125158309937,False,,False,False
11a8d4efb844ed871a64131ae98d8582a1a7836e7e59da3dcda9c95a884974ae,HAZE4K_TRAIN,2705,1632,18,0.36643731594085693,0.060812681913375854,False,,False,False
11bbc639a7574883539ec3f392c36f21f8f007eaa25a6fafd85591901bd8a9e7,HAZE4K_TRAIN,2281,5773,15,0.7543765902519226,0.09153920412063599,False,,False,False
126a7530dcd6c6d594d31bb80de1c3d50b59bb76d1b47f71476b0a40047b3c0e,HAZE4K_TRAIN,2137,0536,17,0.5235872864723206,0.00636601448059082,False,,False,False
1275564cdfacbe61a8e9494550c515fdc7c5eef92197e1775a16db335122eb6c,HAZE4K_TRAIN,2629,2721,16,0.776259183883667,0.0008332729339599609,False,,False,False
1294af1d1ea638496398bf803272971d1e5449fa8642117bb6ec130ecf97acea,HAZE4K_TRAIN,2001,2633,16,0.5057238340377808,0.021395623683929443,False,,False,False
129fc4c03ee72f3636aea89406b1c266ce55ce4566a8a2a9a5bb43d152de126c,HAZE4K_TRAIN,1177,2924,0,0.9999337196350098,0.40888601541519165,True,0.4593057632446289,True,True
132acb978fc67b8fdcb0eaa3a524b36871ea6d0851ebe68804689a6632dcf9c7,HAZE4K_TRAIN,2789,7694,18,0.40290403366088867,0.05871003866195679,False,,False,False
135f4f2f637eb1c9b9793a5a1fab2f253416379d61f38c43aa855362abc201c2,HAZE4K_TRAIN,1977,2476,17,0.5779089331626892,0.002039313316345215,False,,False,False
13b5f3387f178ac3f3687354849dd497300eecdfca9e620793991623b7543591,HAZE4K_TRAIN,2029,8531,15,0.8348792195320129,0.04428833723068237,False,,False,False
14fa371ac4a319bcb63f06497110f1030198f2575de7c218b9137c19c1225901,HAZE4K_TRAIN,2265,0678,17,0.3889711797237396,0.04946741461753845,False,,False,False
15fff6e0ab6d34920ebb0b1675303fc3071f04b58d42951ef5f5dbd929d499e0,HAZE4K_TRAIN,1597,0051,16,0.688035249710083,0.005593299865722656,False,,False,False
16dba11dfb849a0d0b218f6b901dc949937449d01729629f279d3ebf5a1fc5d7,HAZE4K_TEST,673,5224,18,0.5695009231567383,0.03433513641357422,False,,False,False
173a31ac1407d766e2132176e62d8d221fd460b2588aebdb729d31af19afe02a,HAZE4K_TRAIN,2169,5487,17,0.6370218992233276,0.017643451690673828,False,,False,False
17bb6797a15f54edc288f1d46c718be2bafb5dae5a5aa7995b0f22ca4118095f,HAZE4K_TRAIN,1869,8497,14,0.767345130443573,0.01101452112197876,False,,False,False
17ea06bcb7ee047383e80da29efb4c633cdb55032dd59bbe70c47b6c2ba1c79e,HAZE4K_TEST,905,2288,19,0.6505295038223267,0.007977545261383057,False,,False,False
1824d3fd3ac2333b21bf1317034a58abd43106bec6c5c28123223d7878fadb25,HAZE4K_TRAIN,1525,4805,16,0.4426708221435547,0.029937684535980225,False,,False,False
18b324080985019a47059246480d45bfccb0b46e46b3f07a857147ce9effc232,HAZE4K_TRAIN,2829,4921,16,0.41238969564437866,0.04879564046859741,False,,False,False
18bd8e53a6ed4096e432a5cf3f9156e1fb2c2a5f5aeb39983336b0a5d6cc541f,HAZE4K_TRAIN,2177,5592,17,0.6940374374389648,0.02875363826751709,False,,False,False
1989039492c2e6af72d5f742bf00fb4a52ae886efe105206fc2c49a5eb99f7ac,HAZE4K_TRAIN,2529,4423,16,0.635401725769043,0.018680870532989502,False,,False,False
19e448c226ea82afc0b2fad208836a3b2850572d3faf2619d99dac0d0aa53d9d,HAZE4K_TRAIN,2717,3725,17,0.7534675598144531,0.010830879211425781,False,,False,False
1b30d8dfb624831d5cd42190d07f37a11a70118e27a3c94bcc3999ce03f29ef6,HAZE4K_TRAIN,185,5534,0,0.9999632835388184,0.0768202543258667,True,0.11312496662139893,True,True
1b45346c78cbed3cbc07f0c6f9986ad763e06d736d900ef23a84f1557696d01c,HAZE4K_TEST,837,1086,17,0.6637415885925293,0.04556769132614136,False,,False,False
1b7734229301016b591459af6e6e6ce4dbc9d3bb448a3c2012c107a38ff85245,HAZE4K_TRAIN,2697,2110,18,0.7347238063812256,0.027558743953704834,False,,False,False
1cdbc115bc63fc80de19edc1812511e2e985df8798c452974e67426599ca93dd,HAZE4K_TRAIN,2417,3581,17,0.6159409880638123,0.038090288639068604,False,,False,False
1cfc34d5b2ccc0efc3ac8487572542e9c518635465b0018db73bdfb4a0b16aaa,HAZE4K_TEST,857,1880,17,0.6366131901741028,0.010212600231170654,False,,False,False
1d8a420207b5657272d39ef85eb91571bce050733643c1bfeccab57b47248069,HAZE4K_TRAIN,1929,4059,18,0.47172242403030396,0.015285968780517578,False,,False,False
1d91c711000a2705a1e74b866d88c14affdea4f8db31e7af53ee7561cc04998f,HAZE4K_TRAIN,1633,4303,14,0.7076659798622131,0.0896039605140686,False,,False,False
1e55be8935aff401d8212585fa62d77c1c90295da5471817e0f54e2d0515610f,HAZE4K_TEST,749,6928,16,0.41420191526412964,0.0332927405834198,False,,False,False
1e82bb7a188340c71b48ca90762fa999294b6257f49f6aec43252fa5569b7774,HAZE4K_TRAIN,2405,3492,17,0.48422545194625854,0.020810633897781372,False,,False,False
1e8cfa149b031c0dbf116ab6d14440d74cd01e7eadae9ea01632d0bfae4a631f,HAZE4K_TEST,441,5368,0,0.9999481439590454,0.0808679461479187,True,0.08511155843734741,True,True
1eb3f687dbe7153812a7a5bbb33c2e218ab92ecaf21756b30fdeba7a68ce4900,HAZE4K_TRAIN,1821,3706,18,0.6055172681808472,0.01513516902923584,False,,False,False
1f71bcb43f5f9af834e11d5d3f82025efb0e0e21c18b918c54f48360323488f1,HAZE4K_TRAIN,1577,1153,14,0.4502239525318146,0.06173965334892273,False,,False,False
2074e8f12dea34bda478d25ab00f1f5750b643855844603a56e37cb8696df0a6,HAZE4K_TEST,821,8374,18,0.5814000368118286,0.14342525601387024,False,,False,False
20c4449368f1d0ba30dbab3299810c0727ae6c4bd17c0b01561d5b7c51a0cf6e,HAZE4K_TEST,809,6649,15,0.6155483722686768,0.022117972373962402,False,,False,False
20caeae13811c0694162741d99cbb3404cc63d207ac81d190b123d295fac58ef,HAZE4K_TRAIN,977,1964,0,0.9999347925186157,0.25782084465026855,True,0.2406732439994812,True,False
20edc40f785b1b97dc4d5bc4bff09b0bbe3f6a64d98c7fd22fe37ed8415caea9,HAZE4K_TRAIN,1849,8299,17,0.7246767282485962,0.003205418586730957,False,,False,False
2189d750f8a5fe63286094701cd970f8ee2b237ad0def41ae00c65a2e24d50b6,HAZE4K_TRAIN,2969,6608,17,0.5774532556533813,0.006740152835845947,False,,False,False
2286e2e245279f31f5ba9eaca7670c10b246fd5c33e28bc0e03a7a3d0794d607,HAZE4K_TRAIN,2973,3169,14,0.6361082196235657,0.04422473907470703,False,,False,False
22903963902818d10d5abc9ad5e4da04d292fb0476aa59c76e3afd7d7e04a473,HAZE4K_TRAIN,2293,0829,17,0.7030885815620422,0.02941995859146118,False,,False,False
2301676bdcbe1a28a97ad14a48052d865a135d74813ac8bed4bfc355d85c00dc,HAZE4K_TRAIN,2601,4522,16,0.7169480323791504,9.274482727050781e-05,False,,False,False
2346fc04328e7fd10c303e68af1766ad27be0e353dc18de49152f2dfdbe57ac7,HAZE4K_TRAIN,2513,5938,18,0.5349424481391907,0.05765879154205322,False,,False,False
2365747a17c0a95f7583ca55633fe6c95f290e216103c747b345d296d1e2a912,HAZE4K_TRAIN,1421,3259,0,0.9999679923057556,0.2315705418586731,True,0.21252673864364624,True,True
248050c178e66e9f9fa17aaa424072f546fa49d48869dc48369e26170526c3a3,HAZE4K_TEST,565,3343,17,0.5196201801300049,0.014238476753234863,False,,False,False
24a2f48d158bb87166035c26974fcf67c4cbe966825a9ace6d8578a5678a92ae,HAZE4K_TRAIN,2685,0240,17,0.5044345855712891,0.022961914539337158,False,,False,False
2555ee75a006f5400726902d1b2fb5015d98b06cad67e23c444cf53bd243dcdc,HAZE4K_TEST,541,3547,12,0.8434453010559082,0.013100922107696533,False,,False,False
25c52df70769efc67369dbc21fa0f44424320ed75dbd8b8c82861a1e2265d2d2,HAZE4K_TRAIN,1861,4464,16,0.7247481346130371,0.016187429428100586,False,,False,False
262b8ed4c94e09a2893c29a2fab0ca67f57d77ec5a23a39dd3a90240b10f27d0,HAZE4K_TRAIN,2845,4987,17,0.5811426639556885,0.06872379779815674,False,,False,False
2764b85b5933d0b8b91990f0a2257a826edfa013d9a969d7bdfe02cce31e121d,HAZE4K_TEST,173,4721,0,0.9999746084213257,0.12623214721679688,True,0.18908852338790894,True,True
278b87149bebadc33d7a730a163cfd052d27f54d2e810aa232b3a8269255ed68,HAZE4K_TRAIN,2421,6768,17,0.4944426119327545,0.008048534393310547,False,,False,False
2792f85ef4d1d7b7c544a8192d798e65fca2ad56f5c861271cf1fc848aec85d3,HAZE4K_TRAIN,2489,1198,17,0.4006107449531555,0.05287924408912659,False,,False,False
27fcf5ef547e197e935aeff7c963c2313213e9e2b52edbddfb87baff18df44fe,HAZE4K_TEST,589,1086,18,0.6158841848373413,0.008421480655670166,False,,False,False
280741495de355b36c5a6c4d3d9e649b727017505abd6b4b7a80c9d02ad6c3c0,HAZE4K_TRAIN,2893,8159,18,0.52005934715271,0.10849374532699585,False,,False,False
291b999f429338df899b285b7e20755f9115cd81d495276bc843805fd3594644,HAZE4K_TEST,713,1849,17,0.5677261352539062,0.007223188877105713,False,,False,False
29944a1872c43d691503a44ee72dec0786862952ce5ebf5145674307dded0a58,HAZE4K_TRAIN,2121,3255,17,0.5772637128829956,0.026650190353393555,False,,False,False
29d0f2b42b8bdf9160b5e2a95cd13fb9b9a7b6d12e6e517359e162a7578967d0,HAZE4K_TRAIN,2397,3776,13,0.7419757843017578,0.016298532485961914,False,,False,False
29e38a27b1fbcde4b4cc47b69a8c7a8df6eeb038777dd3520363ac7225a0315a,HAZE4K_TEST,685,1647,18,0.5432095527648926,0.006932973861694336,False,,False,False
2a1827f04cb95f6ab8df0c6b5b3cba757241b174470a676c619a3b7fd7cf937b,HAZE4K_TRAIN,1809,0811,15,0.6581505537033081,0.0026721954345703125,False,,False,False
2a445b01ea3fb4260abe4d37729b1d9296782155ef3e59089c38d1d6b1d799e7,HAZE4K_TRAIN,1765,3606,16,0.6936478018760681,0.005710899829864502,False,,False,False
2ab630cba193853ccc5e18f68c123488e6b89813069843de0bf37dbf25f8f0c2,HAZE4K_TRAIN,1749,1743,15,0.7020696401596069,0.026162803173065186,False,,False,False
2b52d6d82ce47b3c41d9042be129030e020c9aaea0eb6cbe33fef452ab95d566,HAZE4K_TRAIN,2589,7290,17,0.5078198909759521,0.014818161725997925,False,,False,False
2c30c3c224e9fad492eec3ae32904a6d0b8230e9b4e2776c7934bbc2276e3339,HAZE4K_TEST,741,4773,16,0.42320913076400757,0.09028548002243042,False,,False,False
2c54071973a6d1a235c497aa2482667b9ef2d39dacb90f40e1c575dc956b74a8,HAZE4K_TRAIN,2161,1432,17,0.6396288871765137,0.0065607428550720215,False,,False,False
2c7ee70d084861613f72c78f072f60430bd64767ad37491a39f65ed89d9dbbd7,HAZE4K_TEST,841,5404,18,0.4067433178424835,0.004446625709533691,False,,False,False
2caff952993a23248fb4e8f500b186c43b92910624a4a9b57155c72bfe513cec,HAZE4K_TRAIN,2593,1788,19,0.3823845684528351,0.02782401442527771,False,,False,False
2cddbb7490048855f38b8f58b93cbbae81201dae66aea4ac8d703054753df580,HAZE4K_TEST,37,4959,0,0.9999768137931824,0.07696586847305298,True,0.08366817235946655,True,True
2d480002b4c4a3dfed1bdb322bd352437a9b172f309f17cf4599f1dae64bf057,HAZE4K_TEST,801,8102,17,0.5458205938339233,0.025457441806793213,False,,False,False
2d85b0695176c0ed34d020d9c0369b7d89d2a69d5be227c333869ece2f2f433a,HAZE4K_TEST,941,0345,18,0.5469083189964294,0.03802967071533203,False,,False,False
2d99453250734800e53bf8b81c08aaf5386846e05d82dc7086c57ec4c15bbd06,HAZE4K_TRAIN,2745,5394,16,0.6359658241271973,0.0350189208984375,False,,False,False
2dd3092331e1ad27c601e6934d1161f052b884692401f3fe4d677f1572e21a28,HAZE4K_TEST,585,4418,15,0.4709106385707855,0.012966662645339966,False,,False,False
2de74a7d53f9ffa4ec8ce80824e4ad19be6b84990c768a8f443796d70c5f230c,HAZE4K_TRAIN,1685,2167,18,0.5204974412918091,0.046002715826034546,False,,False,False
2e06db98a21c211980ba9603516f2f7fac6060ecfbc9248b4d691ac047993dd7,HAZE4K_TEST,277,3921,0,0.9999814629554749,0.15849357843399048,True,0.19932609796524048,True,True
2eee205b8cd0360f86cfbd9f178ee639d1585146ed29cd6ccf60123525710e6a,HAZE4K_TRAIN,2993,1275,18,0.7203441262245178,0.011990368366241455,False,,False,False
2f31c78a9bbe4da2013f89a4fbd1c38b03737114a026e807f0cb0169584aac29,HAZE4K_TEST,849,6705,16,0.6099527478218079,0.02072221040725708,False,,False,False
2f8a02f3ff0f5335fe630b9d04661d6e8bc87935ac34ed5fc797317d3aab7819,HAZE4K_TRAIN,2889,0893,18,0.6724286079406738,0.025555849075317383,False,,False,False
2f923ce177fbb407391c01c60d95876dd010f75f16152060005a87965b456638,HAZE4K_TRAIN,2873,2674,14,0.49530455470085144,0.003974795341491699,False,,False,False
2fbb4cdecbc93351a21677b80a2d8d236e40628305511cd06bcb4d12ac24f39a,HAZE4K_TEST,893,3937,16,0.5511950254440308,0.03180372714996338,False,,False,False
2fc7495a5ab9808733547a0c8711f2f9d6bdc25565dc49f5cc69dada34efa38a,HAZE4K_TRAIN,2977,2291,18,0.3313979506492615,0.02299433946609497,False,,False,False
2fe28693a0e2508f7fae3e04643068905f63929adcb68f596cef0343ced5863f,HAZE4K_TRAIN,2681,6018,16,0.8316008448600769,0.000719904899597168,False,,False,False
31bcd0f5d0183c397b166ee2e1564fc411ca618a792d1c61779dcbdbb304e48b,HAZE4K_TRAIN,2441,2010,18,0.7483596205711365,0.001445472240447998,False,,False,False
31f8340c430c726a6daa8b49ba72581d43c943f0c1e9e311c9cc5b10aa68ab3a,HAZE4K_TRAIN,1705,3888,17,0.5285216569900513,0.025356054306030273,False,,False,False
32780ec5bb14783b5accbeca4dfd7294d78f6d43b061f70b7223c6cea6f4f292,HAZE4K_TEST,217,3554,0,0.9999481439590454,0.06387388706207275,True,0.05422830581665039,True,True
32befb26c43e177314175a2337aa27b8897ff1ea9cdfa4f77c890c45a0e43f35,HAZE4K_TRAIN,2297,7127,15,0.4361675977706909,0.01744788885116577,False,,False,False
330f985d7ee8172b5a79232733d8aa34f90d7da9595641420256229f833eeaff,HAZE4K_TRAIN,2461,0786,16,0.5370016098022461,0.004316806793212891,False,,False,False
3398c26d5d5f3b736dc483656b6e0edeea8725a5410d506da61b990c3f69d032,HAZE4K_TEST,765,1897,19,0.40256139636039734,0.0490286648273468,False,,False,False
33e4e142768f5929b825fa8b0343f8c487597a5c36998deaaffe79b5a4381faa,HAZE4K_TRAIN,1893,3560,16,0.7252220511436462,0.012832045555114746,False,,False,False
350da980e929a5258f6655f4f857e4f1a1b410f01a4ae6250a590e026afe2368,HAZE4K_TRAIN,1757,8935,16,0.7842826843261719,0.01952958106994629,False,,False,False
3664abd46b75cbc20781643bb5f1e3663f189ef0c2aa7c7931f8cd000a499a10,HAZE4K_TRAIN,129,7458,0,0.9999548196792603,0.13747918605804443,True,0.19836729764938354,True,True
36a76264d1508d53603143047080aeea2483ee0e9687ee4740bd9f1e33a680ac,HAZE4K_TRAIN,1773,4928,12,0.6903397440910339,0.028953969478607178,False,,False,False
3753c15633afa9bef48bdb31b9a3ed247ab9c927010784e3907c8844463bcf80,HAZE4K_TRAIN,1833,2775,16,0.8593542575836182,0.015137195587158203,False,,False,False
37b3d38fb13d04fd230ccb9f6ce9d414d35bb08c51f25786ff202cd7dab14c35,HAZE4K_TEST,881,1385,19,0.5016934871673584,0.012538880109786987,False,,False,False
37b4624656043337545a7e89dd9ec07a98553247e769fe39f2168ef668921d8d,HAZE4K_TRAIN,2609,6913,18,0.5187971591949463,0.017671525478363037,False,,False,False
37fd8801cb14c144f48a0f39d7d715c3ca2622ea95e89e2f800d240f3c583e62,HAZE4K_TRAIN,2437,2160,18,0.6187856197357178,0.007383584976196289,False,,False,False
383ccf6c55f2556f046b3d292a5f4ce54a4ec53fd296fbdadc5171571263b975,HAZE4K_TRAIN,2253,6508,17,0.5408322811126709,0.00957268476486206,False,,False,False
38ccaeae7a6b1200a3409340456017ff650bdd36b854cfdfc5f7fb31addc2a3b,HAZE4K_TRAIN,2065,2418,16,0.8616649508476257,0.000705420970916748,False,,False,False
38f51b874dbce1e3cfa10167555535aa66d1f44032cd3deab451955da9475234,HAZE4K_TRAIN,2861,3846,17,0.398031085729599,0.013498246669769287,False,,False,False
392988846fe6dd99a1475664db0fa9c49d7bf9e30ea674d6035932be40eca4e4,HAZE4K_TRAIN,2269,1220,15,0.5796686410903931,0.15223675966262817,False,,False,False
396960fe73915b044e883b2453169de82ec429888ea5ceaea0f8d29320ee0886,HAZE4K_TRAIN,1889,4992,15,0.6565724611282349,0.027324795722961426,False,,False,False
3afc965f0b383335b60b7a3db7dc643ff66b279c8a3b4be66625ec3a74fa2e66,HAZE4K_TRAIN,2381,1429,16,0.8479477763175964,0.06811755895614624,False,,False,False
3bb4f7ab4b87d12da64a2c1bf88f48c6c6d65f2325bcaa1f560a957b3b20bcc4,HAZE4K_TRAIN,2625,5226,18,0.532023549079895,0.0010244250297546387,False,,False,False
3c0c4835e96ee6ba6acd273b59cd3f8ff19b810c142c7a69dd6d93e5ffa21864,HAZE4K_TRAIN,1545,0005,18,0.5736256837844849,0.004494071006774902,False,,False,False
3d9711fa1e9a8e7499f47769ba2efcf4f5e8f3dac03962e727ea52edd14706d0,HAZE4K_TRAIN,2213,3166,16,0.7134199738502502,0.006797492504119873,False,,False,False
3e3dbf0ea047ce824a63686884eaf5db2491347b83a6cf9bd4d1eb7c930d6b45,HAZE4K_TEST,781,3197,19,0.37336307764053345,0.08232113718986511,False,,False,False
3ee31d4c63b760c4f9792dd7f33d1cd9098339bc8d7037709ad8c61000ec054f,HAZE4K_TRAIN,2541,6814,17,0.454740047454834,0.08854198455810547,False,,False,False
3ef7282b11eddef6a5f68544c2986d31a8306ce077276a0bae0816933286380a,HAZE4K_TRAIN,2573,4971,17,0.7489587068557739,0.0001277923583984375,False,,False,False
3f5ae5eaf1842cdf12a1adb848f2e6712ca0ad9fcffc8708e378c91ae4a31603,HAZE4K_TEST,989,2639,17,0.6517510414123535,0.003597259521484375,False,,False,False
3f66a9c51915e681f69477438cb612f6ce111425b2e3b35acee2e017f6776534,HAZE4K_TRAIN,2073,6745,17,0.5278422236442566,0.014333546161651611,False,,False,False
3f86f33ecf48ce1671fe27f682703360118841b8ededa799ad57125e0df9aaad,HAZE4K_TRAIN,1689,2489,18,0.5889332890510559,0.004875779151916504,False,,False,False
40126ae3d49b00e89eb31f4a1b6b8a24fe9f065896fc6846b183060ca1d3c65d,HAZE4K_TRAIN,2833,0846,17,0.5426945090293884,0.005223333835601807,False,,False,False
40c6af6d5f96d5a146799f919e3da93576b28a6f869d881f67011ea3c917231a,HAZE4K_TRAIN,2453,2744,19,0.38227492570877075,0.001995980739593506,False,,False,False
40da52f7e4d9e022675e233ac59d6f0a31d025ad08f424c98b03340727be623c,HAZE4K_TRAIN,1793,8364,16,0.8122866153717041,0.01569962501525879,False,,False,False
410ebf39bbcf96e214606aaa61c4d35c04838b29d76ee3f26d643cab64ae4ceb,HAZE4K_TRAIN,625,7097,0,0.9999498128890991,0.0448603630065918,True,0.08639693260192871,True,True
41afac6d0899dbd70898563a26636d673a3248fe06d3fb4e5a477ea01112fa3f,HAZE4K_TRAIN,2257,6939,17,0.8011819124221802,0.019373714923858643,False,,False,False
41ded6acdb9c49c99a5bf2e80bd16c4f022ea522f6597d02d88d3ebc7c22479e,HAZE4K_TRAIN,2709,8754,14,0.44605839252471924,0.045253217220306396,False,,False,False
4257068730dd991d39767dfaef67c4e5e86fd768972e238383c789abc370bd85,HAZE4K_TEST,709,4425,18,0.5314944386482239,0.024419069290161133,False,,False,False
42f886769e6e526f9fff48ade2a1f7229001eb63267f56e87505ae9777bee372,HAZE4K_TRAIN,1613,4176,16,0.8825663924217224,0.013829648494720459,False,,False,False
4323fe8f15ed8c30fd5a2877c140af3f0de335f9cc69e070d24b6dc6e5b6c5d4,HAZE4K_TRAIN,2209,6667,17,0.693167507648468,0.02557426691055298,False,,False,False
435ac6c9fa08b57e67f0001afb12fb0f008b75c675bdbeaf908dc4dedee72981,HAZE4K_TRAIN,937,0230,0,0.9999794363975525,0.0007998943328857422,False,,False,False
43e2e293259a3471f549b4f3e1c173358e82b0d6fe98fda3e9dc7828521fd5a1,HAZE4K_TRAIN,1941,8708,17,0.5367613434791565,0.0451931357383728,False,,False,False
