name,index,cache_anchor_max_abs_diff,cache_m_safe_max_abs_diff,cache_color_max_abs_diff,crop_x,crop_y,crop_h,crop_w,cached_crop_mask_max_abs_diff,cached_crop_low_sigma_3p0_max_abs_diff,cached_crop_low_sigma_5p0_max_abs_diff,cached_crop_low_sigma_7p0_max_abs_diff,cached_crop_low_sigma_11p0_max_abs_diff,cached_crop_low_sigma_15p0_max_abs_diff
1053_0.54_1.81.png,58,0.0,0.0,0.0,100,69,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1054_0.86_1.22.png,59,0.0,0.0,0.0,28,76,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1055_0.8_1.95.png,60,0.0,0.0,0.0,72,17,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1056_0.85_1.39.png,61,0.0,0.0,0.0,29,136,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1057_0.96_1.31.png,62,0.0,0.0,0.0,116,110,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1058_0.6_1.0.png,63,0.0,0.0,0.0,73,119,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1059_0.87_0.7.png,64,0.0,0.0,0.0,131,7,256,256,0.0,0.0,0.0,0.0,0.0,0.0
105_0.74_1.06.png,65,0.0,0.0,0.0,74,135,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1060_0.94_1.09.png,66,0.0,0.0,0.0,72,22,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1061_0.91_0.94.png,67,0.0,0.0,0.0,63,77,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1062_0.58_1.51.png,68,0.0,0.0,0.0,63,87,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1063_0.51_1.61.png,69,0.0,0.0,0.0,92,132,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1064_0.54_0.97.png,70,0.0,0.0,0.0,133,58,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1065_0.84_1.48.png,71,0.0,0.0,0.0,126,70,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1066_0.58_1.42.png,72,0.0,0.0,0.0,100,115,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1067_0.62_1.35.png,73,0.0,0.0,0.0,116,140,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1068_0.69_1.34.png,74,0.0,0.0,0.0,30,19,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1069_0.66_1.4.png,75,0.0,0.0,0.0,91,33,256,256,0.0,0.0,0.0,0.0,0.0,0.0
106_0.91_1.85.png,76,0.0,0.0,0.0,16,61,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1070_0.79_1.57.png,77,0.0,0.0,0.0,35,78,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1071_0.69_1.75.png,78,0.0,0.0,0.0,136,69,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1072_0.58_0.58.png,79,0.0,0.0,0.0,125,65,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1073_0.51_0.98.png,80,0.0,0.0,0.0,100,127,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1074_0.59_1.24.png,81,0.0,0.0,0.0,115,19,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1075_0.76_1.99.png,82,0.0,0.0,0.0,112,83,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1076_0.71_1.18.png,83,0.0,0.0,0.0,5,141,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1077_0.94_0.84.png,84,0.0,0.0,0.0,73,95,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1078_0.96_0.54.png,85,0.0,0.0,0.0,75,26,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1079_0.77_1.21.png,86,0.0,0.0,0.0,38,70,256,256,0.0,0.0,0.0,0.0,0.0,0.0
107_0.77_1.67.png,87,0.0,0.0,0.0,127,104,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1080_0.59_1.22.png,88,0.0,0.0,0.0,34,105,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1081_0.66_1.5.png,89,0.0,0.0,0.0,37,28,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1082_0.94_0.87.png,90,0.0,0.0,0.0,94,8,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1083_0.67_0.81.png,91,0.0,0.0,0.0,114,36,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1084_0.81_1.75.png,92,0.0,0.0,0.0,80,140,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1085_0.71_1.3.png,93,0.0,0.0,0.0,24,3,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1086_0.6_0.76.png,94,0.0,0.0,0.0,34,49,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1087_0.68_1.22.png,95,0.0,0.0,0.0,105,86,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1088_0.57_0.97.png,96,0.0,0.0,0.0,107,10,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1089_0.76_1.23.png,97,0.0,0.0,0.0,56,58,256,256,0.0,0.0,0.0,0.0,0.0,0.0
108_0.96_0.98.png,98,0.0,0.0,0.0,117,67,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1090_0.54_0.58.png,99,0.0,0.0,0.0,28,20,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1091_0.79_1.01.png,100,0.0,0.0,0.0,73,104,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1092_0.84_1.93.png,101,0.0,0.0,0.0,102,119,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1093_0.65_1.34.png,102,0.0,0.0,0.0,112,119,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1094_0.77_1.07.png,103,0.0,0.0,0.0,66,1,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1095_0.9_0.64.png,104,0.0,0.0,0.0,75,125,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1096_0.72_0.86.png,105,0.0,0.0,0.0,9,101,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1097_0.85_1.71.png,106,0.0,0.0,0.0,139,60,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1098_0.8_0.51.png,107,0.0,0.0,0.0,121,126,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1099_0.54_1.76.png,108,0.0,0.0,0.0,129,71,256,256,0.0,0.0,0.0,0.0,0.0,0.0
109_0.54_0.97.png,109,0.0,0.0,0.0,26,18,256,256,0.0,0.0,0.0,0.0,0.0,0.0
10_0.78_1.56.png,110,0.0,0.0,0.0,133,21,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1100_0.58_1.95.png,111,0.0,0.0,0.0,93,51,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1101_0.77_1.17.png,112,0.0,0.0,0.0,69,52,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1102_0.65_0.94.png,113,0.0,0.0,0.0,37,19,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1103_0.88_1.95.png,114,0.0,0.0,0.0,85,143,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1104_0.89_1.59.png,115,0.0,0.0,0.0,135,108,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1105_0.82_0.89.png,116,0.0,0.0,0.0,82,132,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1106_0.89_1.69.png,117,0.0,0.0,0.0,63,13,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1107_0.98_1.25.png,118,0.0,0.0,0.0,125,5,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1108_0.58_1.2.png,119,0.0,0.0,0.0,77,75,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1109_0.9_0.79.png,120,0.0,0.0,0.0,25,40,256,256,0.0,0.0,0.0,0.0,0.0,0.0
110_0.55_1.08.png,121,0.0,0.0,0.0,16,101,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1110_0.92_0.77.png,122,0.0,0.0,0.0,13,61,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1111_0.57_1.35.png,123,0.0,0.0,0.0,40,62,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1112_0.61_0.52.png,124,0.0,0.0,0.0,68,79,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1113_0.9_0.52.png,125,0.0,0.0,0.0,124,8,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1114_0.76_1.34.png,126,0.0,0.0,0.0,58,56,256,256,0.0,0.0,0.0,0.0,0.0,0.0
1115_0.58_1.94.png,127,0.0,0.0,0.0,88,43,256,256,0.0,0.0,0.0,0.0,0.0,0.0
