haze4k_group_digest,haze4k_representative_source,haze4k_representative_id,its_split,its_scene_id,its_full_id,candidate_hamming_distance,forward_correlation,forward_score_gap,family_adjusted_forward_gap,top64_best_family_size,reverse_correlation,reverse_score_gap,mutual_nearest,accepted
0309b77884716b12b58584957090f013e44a3280db10e99c0f6704a551b1a8c0,HAZE4K_TRAIN,1709,ITS_TRAIN,3892,ITS_TRAIN:3892,9,0.59739750623703,0.23677334189414978,0.23677334189414978,1,0.59739750623703,0.19564366340637207,True,False
03612b035790c2908387fcab30082279c8472b248f938bbcf462a1d3d68accda,HAZE4K_TEST,761,ITS_TRAIN,8116,ITS_TRAIN:8116,15,0.7067081332206726,0.06796163320541382,0.06796163320541382,1,0.7148884534835815,0.008180320262908936,False,False
036f5fd6c54f3d1f8e124834ed66d30f7211f7d22d17791538e7e706d703c9ed,HAZE4K_TRAIN,1429,ITS_TRAIN,2034,ITS_TRAIN:2034,16,0.758468747138977,0.008003950119018555,0.008003950119018555,1,0.8000295758247375,0.016163885593414307,False,False
0431a82890c227ad36459e3a15ebd1f3d39b90533a0b6cf6cebeb37e2eb91e7c,HAZE4K_TRAIN,1409,ITS_TRAIN,1339,ITS_TRAIN:1339,18,0.7303975820541382,0.04673051834106445,0.04673051834106445,1,0.851531982421875,0.008154034614562988,False,False
047ae453ce6db9ec29746e8eb693bfc99723921b333201d0e0f3830559bf1888,HAZE4K_TRAIN,1857,ITS_TRAIN,1203,ITS_TRAIN:1203,4,0.9638183116912842,0.20847231149673462,0.20847231149673462,1,0.9638183116912842,0.30317890644073486,True,False
049f919008bec16d6d084d711aaddfbe691d8ab446e5d2ec1e181ff19a31b227,HAZE4K_TEST,805,ITS_TRAIN,7100,ITS_TRAIN:7100,3,0.9549658894538879,0.21987462043762207,0.21987462043762207,1,0.9549658894538879,0.21752768754959106,True,False
04e2d69860df3a1e698bb6bcd58ee6ebb43452a42c56d732c3e8570012c62381,HAZE4K_TRAIN,2521,ITS_TRAIN,1120,ITS_TRAIN:1120,10,0.901253342628479,0.03263193368911743,0.03263193368911743,1,0.901253342628479,0.11227887868881226,True,False
04edf355924d5272d8864556eae19cae0d6ff86638fd168e7c7804812631284e,HAZE4K_TRAIN,1481,ITS_TRAIN,3547,ITS_TRAIN:3547,17,0.9276744723320007,0.06244128942489624,0.06244128942489624,1,0.9276744723320007,0.018714308738708496,True,False
05026d4c3bdb3587510aff91e92dd995c700544e3c9d68bc8ffbfc7646d417a1,HAZE4K_TEST,717,ITS_TRAIN,6921,ITS_TRAIN:6921,15,0.6829426288604736,0.20133328437805176,0.20133328437805176,1,0.6829426288604736,0.12397730350494385,True,False
05125af194012551f2f66423d9465cc2919c6cba3cbc560eaaa9c4fb6f92b931,HAZE4K_TRAIN,961,ITS_TRAIN,9547,ITS_TRAIN:9547,17,0.5789821147918701,5.6684017181396484e-05,5.6684017181396484e-05,1,0.7682473063468933,0.05258888006210327,False,False
0560992d05593cf1aa3941388b228fd66c4fbc3c5590a66e0c21bdba7a2b487b,HAZE4K_TRAIN,1721,ITS_TRAIN,3917,ITS_TRAIN:3917,12,0.6950888633728027,0.08666336536407471,0.08666336536407471,1,0.6950888633728027,0.06440740823745728,True,False
05c7135eeecb05b84a07cd548c8612668488622e5a434d91df5dd2b65df8e295,HAZE4K_TRAIN,2537,ITS_TRAIN,3649,ITS_TRAIN:3649,4,0.9226741790771484,0.13621002435684204,0.13621002435684204,1,0.9226741790771484,0.380407452583313,True,False
05ff6ed05b9c63b9c5504d1f67c5ffb4b5afbf084afb648dfc9570db652aa65a,HAZE4K_TEST,109,ITS_TRAIN,4949,ITS_TRAIN:4949,17,0.8678251504898071,0.01444697380065918,0.01444697380065918,1,0.9088358879089355,0.02470564842224121,False,False
060d9bcf89ea3199d2cbfef361cbc110ee9f56fe71e44814444e4511ec399a92,HAZE4K_TRAIN,1021,ITS_TRAIN,7865,ITS_TRAIN:7865,17,0.7245348691940308,0.03174149990081787,0.03174149990081787,1,0.8423458933830261,0.005588829517364502,False,False
06467bb84487e81dad41b88696a69002ed6d3c38536f5d87d8a2e4e8474c05dc,HAZE4K_TRAIN,2145,ITS_TRAIN,4472,ITS_TRAIN:4472,13,0.6122370362281799,0.0352594256401062,0.0352594256401062,1,0.6836016178131104,0.02254730463027954,False,False
065169c021a48fa7d7df1e930275f0d1b0468d026a79902864fb104235679e43,HAZE4K_TRAIN,2613,ITS_TRAIN,5875,ITS_TRAIN:5875,8,0.8648712635040283,0.2331331968307495,0.2331331968307495,1,0.8648712635040283,0.1797419786453247,True,False
06db0c77231439b6fa6d2c64a3b1f053a4fdba5960bc9777cdb4cf1f5d55dd9d,HAZE4K_TRAIN,2689,ITS_TRAIN,7709,ITS_TRAIN:7709,17,0.7796041965484619,0.0376582145690918,0.0376582145690918,1,0.826460063457489,0.012975692749023438,False,False
06f7869440ba2130a1737af8b4b976d7da5827f74ad9d001b6638dbda4688eec,HAZE4K_TRAIN,585,ITS_TRAIN,3220,ITS_TRAIN:3220,17,0.7990818023681641,0.013001322746276855,0.013001322746276855,1,0.8525301218032837,0.00806194543838501,False,False
07114f0d855e4d6188896c7ad0a20e6e9a56b034d4df138919cd7f29ad16cdad,HAZE4K_TEST,621,ITS_TRAIN,6649,ITS_TRAIN:6649,14,0.7296730875968933,0.12245452404022217,0.12245452404022217,1,0.7296730875968933,0.295377254486084,True,False
0725229a81b5380c7b0fc1dce793bcad3069c976192afeeec53aab04d8a19410,HAZE4K_TRAIN,2821,ITS_TRAIN,0288,ITS_TRAIN:0288,11,0.8280620574951172,0.0,0.2953364849090576,2,0.8280620574951172,0.1342017650604248,True,False
073b0856f05fd32d4ad7d2ef25ebeacd5fb6063124220c0d01ccae474e8ee96d,HAZE4K_TEST,449,ITS_TRAIN,0548,ITS_TRAIN:0548,15,0.8228474855422974,0.061811089515686035,0.061811089515686035,1,0.8228474855422974,0.017361879348754883,True,False
07864b0bbca3a89b9ee8d2e299ba6e836976912c7f136762b3c616101834af50,HAZE4K_TRAIN,1845,ITS_TRAIN,3373,ITS_TRAIN:3373,16,0.7045078277587891,0.01146245002746582,0.01146245002746582,1,0.8259974718093872,0.0027250051498413086,False,False
079b4f07ac327e1f7fbe520086d6fab4aef0b76348e51035bec1d5d8add7ad0d,HAZE4K_TRAIN,2885,ITS_TRAIN,0562,ITS_TRAIN:0562,4,0.9442119598388672,0.10539829730987549,0.10539829730987549,1,0.9442119598388672,0.3618762493133545,True,False
0834bda5f4617aa7e8fcb948d66d0ed72d4f64ade3b4a6b2f3b4bd725c355df0,HAZE4K_TRAIN,465,ITS_TRAIN,8830,ITS_TRAIN:8830,16,0.7803382873535156,0.019730210304260254,0.019730210304260254,1,0.8914698362350464,0.0013412237167358398,False,False
0867a3bfa4475547f8561c5a3b4a0fb3d4316890ac7222eb3d8af2503c79fd65,HAZE4K_TRAIN,1465,ITS_TRAIN,8047,ITS_TRAIN:8047,14,0.69392329454422,0.04655712842941284,0.04655712842941284,1,0.7569481730461121,0.050022900104522705,False,False
088b1eab8fead6987f7dc1fdad9d384aa61f10112ee2768d4c6aefa7ae239ab3,HAZE4K_TRAIN,2173,ITS_TRAIN,4579,ITS_TRAIN:4579,4,0.938421905040741,0.06029254198074341,0.06029254198074341,1,0.938421905040741,0.24043816328048706,True,False
08c091f87827cd6624c004fc6ec7451666b23fcd3d3d084bf9fbb8de813e3fad,HAZE4K_TRAIN,169,ITS_TRAIN,7462,ITS_TRAIN:7462,11,0.9160029888153076,0.10020673274993896,0.10020673274993896,1,0.9160029888153076,0.011759638786315918,True,False
095531115d55e1c059daf31f1276aeb48ce5611dcf2efd482e19381c5f8c2dcb,HAZE4K_TRAIN,1445,ITS_TRAIN,1574,ITS_TRAIN:1574,16,0.7932904958724976,0.004164576530456543,0.004164576530456543,1,0.8156791925430298,0.022388696670532227,False,False
0b17ad8be6da5ba3da2174686e89148b3ccf93530b450ca6c9fff2e240b3c941,HAZE4K_TRAIN,2377,ITS_TRAIN,4948,ITS_TRAIN:4948,17,0.7908223867416382,0.03989213705062866,0.03989213705062866,1,0.8837705850601196,0.023562490940093994,False,False
0b217ec65c3b05a45e3fcc861b56c7d82aa68e30f4f30c736ffeebc5c9bfae7f,HAZE4K_TRAIN,1,ITS_VALIDATION,10300,ITS_VALIDATION:10300,17,0.8555540442466736,0.0020833611488342285,0.00628286600112915,2,0.8555540442466736,0.011244058609008789,True,False
0b22e560d4c7ec005d388810b1d47c98e33959d1b581cbbf1eca26180f2c9148,HAZE4K_TRAIN,2113,ITS_TRAIN,4272,ITS_TRAIN:4272,13,0.7779992818832397,0.0185471773147583,0.0185471773147583,1,0.7779992818832397,0.1784893274307251,True,False
0b2ca45f1753acb7d78638128d880227cfe7f09cb1e8e20b76f73fc617b42d0e,HAZE4K_TRAIN,537,ITS_TRAIN,7460,ITS_TRAIN:7460,16,0.9316568374633789,0.10857462882995605,0.10857462882995605,1,0.9377319812774658,0.0016602277755737305,False,False
0b32a73f6d677f90d45da0ba62ac2fbac887530432d940ae1bf80cad1a50229a,HAZE4K_TEST,929,ITS_TRAIN,1978,ITS_TRAIN:1978,12,0.7647028565406799,0.07123720645904541,0.07123720645904541,1,0.7647028565406799,0.22939419746398926,True,False
0b51abd9178c7d3822b956909ef642776ca2515c71742e94ff609879e9be1f2c,HAZE4K_TRAIN,77,ITS_TRAIN,4701,ITS_TRAIN:4701,15,0.737096905708313,0.05971968173980713,0.05971968173980713,1,0.8080661296844482,0.016309082508087158,False,False
0ba8ab853137f7d7f9082542e3d3b263ea2d0c64ca4578b3c45a4d3b67897ce5,HAZE4K_TRAIN,1309,ITS_TRAIN,2598,ITS_TRAIN:2598,17,0.8260186910629272,0.0024095773696899414,0.0024095773696899414,1,0.8542134761810303,0.021281778812408447,False,False
0bb42c20bed7bdfccd7f867b19f6c4115d6a356c536327bc43296a7a7520258b,HAZE4K_TRAIN,93,ITS_TRAIN,9325,ITS_TRAIN:9325,16,0.769378662109375,0.00625532865524292,0.00625532865524292,1,0.8666009306907654,0.039376795291900635,False,False
0bd8bcb3d9f4dc318806cfb5871895ffcd6fece136fd89ffaaafb5a16c3ccfa3,HAZE4K_TRAIN,2249,ITS_TRAIN,5737,ITS_TRAIN:5737,16,0.6546832323074341,0.12578696012496948,0.12578696012496948,1,0.6546832323074341,0.2039848268032074,True,False
0bee39659c129424a9063c88c5319487874d2ae46752f3bf01ded1b3c8c036a3,HAZE4K_TEST,853,ITS_TRAIN,1687,ITS_TRAIN:1687,4,0.9441271424293518,0.19816464185714722,0.19816464185714722,1,0.9441271424293518,0.35346901416778564,True,False
0c12b79891f97d04ae40a193e9592b69d8f92e6df9d76d274cc9bc3ad3208d8a,HAZE4K_TEST,69,ITS_TRAIN,7520,ITS_TRAIN:7520,17,0.8485236763954163,0.0006179213523864746,0.0006179213523864746,1,0.8596051931381226,0.011081516742706299,False,False
0c338197242f4665431abe41bb115ba93c132ad486ae43ede722fa095dedc996,HAZE4K_TRAIN,1937,ITS_TRAIN,1532,ITS_TRAIN:1532,6,0.9548182487487793,0.11252957582473755,0.11252957582473755,1,0.9548182487487793,0.20794200897216797,True,False
0c52f9bbbb5ebf4cf2b0f442e2ca67cb6e99c6c4e3d75de451984945152cf14f,HAZE4K_TRAIN,1693,ITS_TRAIN,3869,ITS_TRAIN:3869,12,0.8227611780166626,0.18089687824249268,0.18089687824249268,1,0.8227611780166626,0.25075072050094604,True,False
0cd59105bb0ceb1093942ef7ce50a4ea58a725fbbba9d876bf92b99421fd1f4d,HAZE4K_TRAIN,709,ITS_TRAIN,3755,ITS_TRAIN:3755,16,0.7745938301086426,0.04029536247253418,0.04029536247253418,1,0.7745938301086426,0.054421067237854004,True,False
0d903c3bee32e4d44eadd247181c8c30c990d8008246b7f7103bd9a34c718ac6,HAZE4K_TRAIN,121,ITS_TRAIN,3000,ITS_TRAIN:3000,17,0.8154750466346741,0.002345144748687744,0.002345144748687744,1,0.8154750466346741,0.00452655553817749,True,False
0dbb41c1ff793c84abceacad82c18a3a294e58bc4fd61b89f6b2292c7406167d,HAZE4K_TEST,129,ITS_TRAIN,7789,ITS_TRAIN:7789,14,0.8030073046684265,0.013816535472869873,0.013816535472869873,1,0.8779075741767883,0.030043184757232666,False,False
0e05bcb02d154cbb69f1ba55ddeca6ca39c1f0ebb9c04b2f7d83c5a6c4761029,HAZE4K_TEST,981,ITS_TRAIN,2122,ITS_TRAIN:2122,11,0.7863418459892273,0.04029422998428345,0.04029422998428345,1,0.7863418459892273,0.02507305145263672,True,False
0e644832f2c49c66d19891b78fa0f5cdbbd021a57c9c41f36ee83d04764d572f,HAZE4K_TRAIN,2105,ITS_TRAIN,4245,ITS_TRAIN:4245,5,0.9303308725357056,0.12865781784057617,0.12865781784057617,1,0.9303308725357056,0.16117489337921143,True,False
0f9028db2726fe7e806034972156e30c86f02331eb2496874ce9cc2b91f447a5,HAZE4K_TRAIN,1137,ITS_TRAIN,2090,ITS_TRAIN:2090,18,0.7573668360710144,0.011352717876434326,0.011352717876434326,1,0.8216068744659424,0.02752530574798584,False,False
0fc206545888d097a5348244626365e4d54a49927196c33b3a5759223ae1ab71,HAZE4K_TRAIN,1397,ITS_TRAIN,3108,ITS_TRAIN:3108,18,0.5864599347114563,0.00994807481765747,0.00994807481765747,1,0.726874828338623,0.11703437566757202,False,False
0fe25e626d31c488953e444c514fdbcdb80089e3a201f600c0f50b54b28b9985,HAZE4K_TRAIN,409,ITS_TRAIN,8857,ITS_TRAIN:8857,17,0.45066747069358826,0.038182467222213745,0.038182467222213745,1,0.716395378112793,0.0033224821090698242,False,False
105ce1c9ff89d4c04cab972da7eea24e5ce4a8229c418d66b8cf20ad43b43f48,HAZE4K_TRAIN,2349,ITS_TRAIN,6028,ITS_TRAIN:6028,18,0.47177329659461975,0.011252105236053467,0.011252105236053467,1,0.6069547533988953,0.004590392112731934,False,False
10c5a7983d3c2199f843ba8b27d060b5b9bbf424904ef03930ce544c20f70e2e,HAZE4K_TRAIN,745,ITS_TRAIN,5125,ITS_TRAIN:5125,10,0.8676537275314331,0.07988297939300537,0.07988297939300537,1,0.906380295753479,0.008021771907806396,False,False
10d85a4151edcff36f0e4bbdd2b452a635a878e1a3bc9cca4dd68aa85098515e,HAZE4K_TRAIN,1357,ITS_TRAIN,1166,ITS_TRAIN:1166,17,0.794538140296936,0.023825466632843018,0.023825466632843018,1,0.8687333464622498,0.022540152072906494,False,False
110d156f84cfd4d4111d568ff4c42238161953bb61150d73cb8b534fdcf6dd21,HAZE4K_TRAIN,1645,ITS_TRAIN,1431,ITS_TRAIN:1431,13,0.7544906735420227,0.20213168859481812,0.20213168859481812,1,0.7544906735420227,0.22258996963500977,True,False
11920e5a255a2f9b3157342ff6703b8f5844186bd5dba9b564d1174d30ca7cd8,HAZE4K_TRAIN,177,ITS_VALIDATION,10549,ITS_VALIDATION:10549,15,0.8608689308166504,0.07504153251647949,0.07504153251647949,1,0.9164679050445557,0.05559897422790527,False,False
11a58a5724e9954c12d0cf074dc2ebfaf80ae3b65d2ec6760971fefca2b56e2c,HAZE4K_TRAIN,389,ITS_TRAIN,7514,ITS_TRAIN:7514,15,0.6565439105033875,0.04504668712615967,0.04504668712615967,1,0.833082914352417,0.03726303577423096,False,False
11a8d4efb844ed871a64131ae98d8582a1a7836e7e59da3dcda9c95a884974ae,HAZE4K_TRAIN,2705,ITS_TRAIN,9396,ITS_TRAIN:9396,12,0.7286130785942078,0.010965883731842041,0.010965883731842041,1,0.7286130785942078,0.2476462423801422,True,False
11bbc639a7574883539ec3f392c36f21f8f007eaa25a6fafd85591901bd8a9e7,HAZE4K_TRAIN,2281,ITS_TRAIN,7493,ITS_TRAIN:7493,16,0.6962601542472839,0.004059731960296631,0.004059731960296631,1,0.7291789054870605,0.03291875123977661,False,False
12116cfddaa60726274f59957c3bfb04e59a65e308324b789f49c39f88469be0,HAZE4K_TRAIN,1133,ITS_TRAIN,3220,ITS_TRAIN:3220,17,0.8060101866722107,0.028084099292755127,0.028084099292755127,1,0.8525301218032837,0.00806194543838501,False,False
126a7530dcd6c6d594d31bb80de1c3d50b59bb76d1b47f71476b0a40047b3c0e,HAZE4K_TRAIN,2137,ITS_TRAIN,4398,ITS_TRAIN:4398,7,0.7387757301330566,0.0025305747985839844,0.0025305747985839844,1,0.7387757301330566,0.2390352487564087,True,False
1275564cdfacbe61a8e9494550c515fdc7c5eef92197e1775a16db335122eb6c,HAZE4K_TRAIN,2629,ITS_TRAIN,7185,ITS_TRAIN:7185,11,0.8363293409347534,0.036576807498931885,0.036576807498931885,1,0.8363293409347534,0.04926258325576782,True,False
1294af1d1ea638496398bf803272971d1e5449fa8642117bb6ec130ecf97acea,HAZE4K_TRAIN,2001,ITS_TRAIN,6232,ITS_TRAIN:6232,16,0.6348116397857666,0.1192169189453125,0.1192169189453125,1,0.6348116397857666,0.06046247482299805,True,False
129fc4c03ee72f3636aea89406b1c266ce55ce4566a8a2a9a5bb43d152de126c,HAZE4K_TRAIN,1177,ITS_TRAIN,5192,ITS_TRAIN:5192,17,0.48150038719177246,0.010011047124862671,0.010011047124862671,1,0.7762809991836548,0.0001176595687866211,False,False
132acb978fc67b8fdcb0eaa3a524b36871ea6d0851ebe68804689a6632dcf9c7,HAZE4K_TRAIN,2789,ITS_TRAIN,2280,ITS_TRAIN:2280,18,0.48856452107429504,0.013086050748825073,0.013086050748825073,1,0.6712197065353394,0.0068550705909729,False,False
135f4f2f637eb1c9b9793a5a1fab2f253416379d61f38c43aa855362abc201c2,HAZE4K_TRAIN,1977,ITS_TRAIN,5564,ITS_TRAIN:5564,7,0.8701950311660767,0.29725682735443115,0.29725682735443115,1,0.8701950311660767,0.2604198455810547,True,False
13b5f3387f178ac3f3687354849dd497300eecdfca9e620793991623b7543591,HAZE4K_TRAIN,2029,ITS_TRAIN,7603,ITS_TRAIN:7603,11,0.7615973353385925,0.014737963676452637,0.014737963676452637,1,0.7936667203903198,0.002665698528289795,False,False
14a25f6dc64793251dc5c0a144027470b180d17194070c50f3f1a346dcdf47aa,HAZE4K_TRAIN,673,ITS_TRAIN,6519,ITS_TRAIN:6519,17,0.7621676921844482,4.220008850097656e-05,4.220008850097656e-05,1,0.7891585230827332,0.0029468536376953125,False,False
14fa371ac4a319bcb63f06497110f1030198f2575de7c218b9137c19c1225901,HAZE4K_TRAIN,2265,ITS_TRAIN,5775,ITS_TRAIN:5775,8,0.8531415462493896,0.4766034185886383,0.4766034185886383,1,0.8531415462493896,0.4984166622161865,True,False
1569f4272a05215bd08e1c1087b500774f7fd01cb437101ff5c140f14e461076,HAZE4K_TRAIN,589,ITS_TRAIN,3550,ITS_TRAIN:3550,13,0.9185930490493774,0.036607205867767334,0.036607205867767334,1,0.9338619709014893,0.0039026737213134766,False,False
1594c74bf6baf1494feae6fb07b17f3f43a9a941693860e3fd9bde71dd61bc7c,HAZE4K_TRAIN,441,ITS_TRAIN,3257,ITS_TRAIN:3257,17,0.7367362976074219,0.0015740394592285156,0.0015740394592285156,1,0.8630070090293884,0.005594015121459961,False,False
15c1d09c33a69d2bdae65c629b4cf4fee0d928cdb1c34af33d74a839a3a9c82b,HAZE4K_TRAIN,885,ITS_TRAIN,6156,ITS_TRAIN:6156,14,0.7196779251098633,0.011792302131652832,0.011792302131652832,1,0.7196779251098633,0.02867943048477173,True,False
15c664c73bc7231ced718b376caca4663699ab7daf5b374396427f5a1f9e1d57,HAZE4K_TRAIN,37,ITS_TRAIN,2992,ITS_TRAIN:2992,17,0.807557225227356,0.05016374588012695,0.05016374588012695,1,0.8356490731239319,0.0015141963958740234,False,False
15e5e1df6d89494c82687b726e205c017ad5fec29d73e87c448d1d467ebda95f,HAZE4K_TRAIN,1425,ITS_TRAIN,0642,ITS_TRAIN:0642,18,0.5532410740852356,0.10185587406158447,0.10185587406158447,1,0.5532410740852356,0.07914558053016663,True,False
15fff6e0ab6d34920ebb0b1675303fc3071f04b58d42951ef5f5dbd929d499e0,HAZE4K_TRAIN,1597,ITS_TRAIN,0153,ITS_TRAIN:0153,18,0.8282503485679626,0.019866526126861572,0.019866526126861572,1,0.8282503485679626,0.1517431139945984,True,False
16afc93327dadcbf3e3e8eaa7bbdda5a50a3b698a48620132db162f3efacd01f,HAZE4K_TRAIN,1361,ITS_TRAIN,0701,ITS_TRAIN:0701,17,0.8037511706352234,0.055534422397613525,0.055534422397613525,1,0.8489317297935486,0.011818766593933105,False,False
16b49db224c50a4a7cd5a56ec360ba4be39b7a9ad333ee6642007ff646cb582f,HAZE4K_TRAIN,41,ITS_TRAIN,0404,ITS_TRAIN:0404,18,0.5646395683288574,0.031121015548706055,0.031121015548706055,1,0.5646395683288574,0.12339097261428833,True,False
16dba11dfb849a0d0b218f6b901dc949937449d01729629f279d3ebf5a1fc5d7,HAZE4K_TEST,673,ITS_TRAIN,6825,ITS_TRAIN:6825,12,0.7796367406845093,0.18351441621780396,0.18351441621780396,1,0.7796367406845093,0.22200548648834229,True,False
173a31ac1407d766e2132176e62d8d221fd460b2588aebdb729d31af19afe02a,HAZE4K_TRAIN,2169,ITS_TRAIN,4567,ITS_TRAIN:4567,9,0.8143675327301025,0.10983562469482422,0.10983562469482422,1,0.8143675327301025,0.25419139862060547,True,False
17b141266e1c3e8e952685256889c6a55aeded6e88ce474c0b9306f98e0a39c5,HAZE4K_TRAIN,229,ITS_TRAIN,6673,ITS_TRAIN:6673,17,0.798843264579773,0.005856812000274658,0.005856812000274658,1,0.8256932497024536,0.011739194393157959,False,False
17bb6797a15f54edc288f1d46c718be2bafb5dae5a5aa7995b0f22ca4118095f,HAZE4K_TRAIN,1869,ITS_TRAIN,1236,ITS_TRAIN:1236,18,0.8397983312606812,0.15336734056472778,0.15336734056472778,1,0.8397983312606812,0.06086534261703491,True,False
17ea06bcb7ee047383e80da29efb4c633cdb55032dd59bbe70c47b6c2ba1c79e,HAZE4K_TEST,905,ITS_TRAIN,1870,ITS_TRAIN:1870,15,0.819331169128418,0.03134489059448242,0.03134489059448242,1,0.819331169128418,0.30094003677368164,True,False
17f9973260afc4d94714446c0e6f0193a9e5df3d3881639291775dbb8e32fb8e,HAZE4K_TEST,393,ITS_TRAIN,1341,ITS_TRAIN:1341,17,0.8831140398979187,0.008279621601104736,0.008279621601104736,1,0.8831140398979187,0.11530888080596924,True,False
1824d3fd3ac2333b21bf1317034a58abd43106bec6c5c28123223d7878fadb25,HAZE4K_TRAIN,1525,ITS_TRAIN,8642,ITS_TRAIN:8642,17,0.5088305473327637,0.014327019453048706,0.014327019453048706,1,0.5688921213150024,0.026986777782440186,False,False
18b324080985019a47059246480d45bfccb0b46e46b3f07a857147ce9effc232,HAZE4K_TRAIN,2829,ITS_TRAIN,0346,ITS_TRAIN:0346,10,0.7477580904960632,0.04616481065750122,0.04616481065750122,1,0.7477580904960632,0.31492793560028076,True,False
18bd8e53a6ed4096e432a5cf3f9156e1fb2c2a5f5aeb39983336b0a5d6cc541f,HAZE4K_TRAIN,2177,ITS_TRAIN,4588,ITS_TRAIN:4588,12,0.8837094306945801,0.17547070980072021,0.17547070980072021,1,0.8837094306945801,0.12245047092437744,True,False
18d50a3fd3f6be94f11c2d7c5f822c392f540329de107127bc51fd3b3ae2a1a0,HAZE4K_TRAIN,217,ITS_TRAIN,1409,ITS_TRAIN:1409,17,0.8167721033096313,0.0197296142578125,0.0197296142578125,1,0.8167721033096313,0.013110995292663574,True,False
1989039492c2e6af72d5f742bf00fb4a52ae886efe105206fc2c49a5eb99f7ac,HAZE4K_TRAIN,2529,ITS_TRAIN,3618,ITS_TRAIN:3618,10,0.7881023287773132,0.05442124605178833,0.05442124605178833,1,0.7881023287773132,0.14446312189102173,True,False
19e448c226ea82afc0b2fad208836a3b2850572d3faf2619d99dac0d0aa53d9d,HAZE4K_TRAIN,2717,ITS_VALIDATION,10024,ITS_VALIDATION:10024,14,0.8281237483024597,0.002678096294403076,0.002678096294403076,1,0.8281237483024597,0.12601393461227417,True,False
1a2f4dcf8eb8d7933a797119140a4def03eb30c37fe7ffc5493664e7108b98df,HAZE4K_TRAIN,1433,ITS_TRAIN,5251,ITS_TRAIN:5251,17,0.42538127303123474,0.038798123598098755,0.038798123598098755,1,0.5215553641319275,0.045459210872650146,False,False
1b30d8dfb624831d5cd42190d07f37a11a70118e27a3c94bcc3999ce03f29ef6,HAZE4K_TRAIN,185,ITS_TRAIN,8054,ITS_TRAIN:8054,16,0.7647510766983032,0.008093655109405518,0.008093655109405518,1,0.8077512979507446,0.007584571838378906,False,False
1b45346c78cbed3cbc07f0c6f9986ad763e06d736d900ef23a84f1557696d01c,HAZE4K_TEST,837,ITS_TRAIN,1643,ITS_TRAIN:1643,12,0.7863057851791382,0.13293445110321045,0.13293445110321045,1,0.7863057851791382,0.07161736488342285,True,False
