name,ldhn_pixels,adjacent_pixels,isolated_pixels,density_gradient_mean_on_ldhn,density_gradient_p90_on_ldhn
1162_0.65_1.7.png,12,9,3,0.01036472525447607,0.03091154620051384
1164_0.79_1.96.png,10,10,0,0.013002539053559303,0.024930167943239212
1168_0.56_0.69.png,1196,0,1196,0.010303428396582603,0.023896533995866776
116_0.64_1.08.png,498,30,468,0.017763886600732803,0.045590318739414215
1170_0.71_1.78.png,119,13,106,0.027663016691803932,0.03708579018712044
1179_0.56_1.96.png,721,23,698,0.02143191173672676,0.0398397259414196
1187_0.82_1.57.png,785,178,607,0.011178559623658657,0.03266388550400734
119_0.6_1.7.png,424,98,326,0.019161436706781387,0.04607087001204491
1200_0.97_0.52.png,226,0,226,0.01440441608428955,0.02689485251903534
1205_0.78_1.01.png,42,0,42,0.018738627433776855,0.030944516882300377
1208_0.63_0.83.png,77,22,55,0.021469708532094955,0.0481242798268795
1211_0.88_1.93.png,63,4,59,0.020735133439302444,0.04190324246883392
1231_0.98_1.26.png,488,3,485,0.016470370814204216,0.03825254738330841
123_0.94_1.22.png,71,3,68,0.014857198111712933,0.02707068808376789
1240_0.64_0.5.png,748,1,747,0.011210164055228233,0.03019549883902073
1246_0.62_2.0.png,351,43,308,0.03140745311975479,0.05880482494831085
1250_0.57_0.61.png,1385,0,1385,0.0057275244034826756,0.014642041176557541
1254_0.97_1.31.png,19,0,19,0.023621920496225357,0.03405565395951271
1263_0.9_1.41.png,50,35,15,0.030569525435566902,0.07116252183914185
1266_0.96_1.34.png,60,12,48,0.019472142681479454,0.03989410400390625
126_0.75_1.47.png,595,36,559,0.024388594552874565,0.04282299056649208
1271_0.65_1.66.png,306,26,280,0.019475286826491356,0.0366087406873703
1281_0.89_0.85.png,271,14,257,0.0182954091578722,0.043296631425619125
1282_0.62_0.6.png,2524,0,2524,0.005317653063684702,0.01084226369857788
1292_0.66_1.45.png,693,94,599,0.013272007927298546,0.027351664379239082
1297_0.99_0.69.png,9,0,9,0.007657384034246206,0.015094712376594543
129_0.95_1.3.png,43,30,13,0.03592820093035698,0.07473727315664291
1305_1.0_1.54.png,72,0,72,0.02033965103328228,0.04479724541306496
1306_0.6_0.6.png,242,0,242,0.02072501927614212,0.04709609970450401
1308_0.84_1.04.png,1301,56,1245,0.010694551281630993,0.02054637111723423
1322_0.64_1.06.png,136,66,70,0.023671546950936317,0.06249690800905228
1323_0.89_0.88.png,707,119,588,0.012641888111829758,0.025495652109384537
1324_0.55_1.43.png,64,20,44,0.020384013652801514,0.049862902611494064
1326_0.77_0.97.png,948,204,744,0.010272613726556301,0.02078847400844097
1341_0.94_0.51.png,312,34,278,0.016076356172561646,0.03815449774265289
1347_0.75_1.79.png,56,4,52,0.022675663232803345,0.04488537460565567
136_0.6_1.01.png,770,27,743,0.006125218700617552,0.011831670068204403
1376_0.65_1.6.png,40,33,7,0.02483675256371498,0.07735209167003632
1377_0.5_0.79.png,1993,1,1992,0.010115735232830048,0.02207297831773758
1380_0.67_1.78.png,1733,135,1598,0.01045031938701868,0.030728204175829887
1386_0.99_1.78.png,52,7,45,0.023038122802972794,0.05536702275276184
1397_0.94_0.79.png,119,12,107,0.021193362772464752,0.0484151765704155
139_0.87_1.52.png,803,255,548,0.012735500931739807,0.03383718803524971
1403_0.73_1.26.png,14,3,11,0.0334525927901268,0.05072261020541191
1407_0.6_1.92.png,401,213,188,0.016418540850281715,0.04855579137802124
1410_0.76_1.08.png,623,65,558,0.01885734125971794,0.03492709621787071
141_0.71_1.48.png,456,13,443,0.014352856203913689,0.03373648226261139
1425_0.84_1.75.png,780,6,774,0.018392303958535194,0.032805997878313065
1432_0.91_1.29.png,296,0,296,0.014695940539240837,0.034170810133218765
1433_0.9_1.85.png,76,43,33,0.03286883234977722,0.06365155428647995
1435_0.87_0.57.png,43,20,23,0.032001566141843796,0.06637014448642731
1436_0.66_1.76.png,69,0,69,0.013370001688599586,0.027548756450414658
1440_0.65_1.26.png,431,65,366,0.01807921938598156,0.033360548317432404
1442_0.62_0.81.png,608,200,408,0.015532752498984337,0.05513696372509003
1443_0.76_1.22.png,1231,221,1010,0.010446136817336082,0.005613951478153467
1446_0.85_0.59.png,556,0,556,0.015240111388266087,0.027210049331188202
1449_0.94_0.78.png,589,4,585,0.010895474813878536,0.018405666574835777
1452_0.81_1.88.png,530,74,456,0.02311544306576252,0.04176618903875351
1454_0.62_1.48.png,1152,249,903,0.016184993088245392,0.03839267045259476
1456_0.66_1.83.png,1264,251,1013,0.01393579039722681,0.02203574776649475
1457_0.88_0.58.png,603,69,534,0.01407307293266058,0.03606259450316429
145_0.5_1.08.png,143,19,124,0.01843351125717163,0.04383334144949913
1461_0.59_0.54.png,1934,0,1934,0.009319797158241272,0.017858926206827164
1464_0.64_1.56.png,728,92,636,0.024866489693522453,0.04280596598982811
1470_0.63_1.26.png,338,0,338,0.014002342708408833,0.031137127429246902
1471_0.82_1.95.png,116,17,99,0.020756565034389496,0.04602772742509842
1474_0.92_0.89.png,295,0,295,0.01863071322441101,0.030642427504062653
1481_0.7_0.89.png,1384,0,1384,0.009362725540995598,0.01715182699263096
1482_0.59_1.05.png,483,0,483,0.014264965429902077,0.021470263600349426
1485_0.6_1.5.png,1465,188,1277,0.019870802760124207,0.04133525490760803
1493_0.84_0.8.png,118,63,55,0.020310955122113228,0.06149760261178017
1497_0.99_1.09.png,11,1,10,0.013715963810682297,0.03830800577998161
1500_0.87_1.88.png,6,5,1,0.028711507096886635,0.044744156301021576
1511_0.63_1.09.png,330,33,297,0.023291785269975662,0.05552404746413231
1512_0.89_1.11.png,514,65,449,0.018924010917544365,0.054037511348724365
1517_0.72_1.25.png,76,38,38,0.03407149389386177,0.10571056604385376
1518_0.62_1.44.png,111,40,71,0.03924685716629028,0.10073371231555939
1528_0.91_1.9.png,130,45,85,0.02792244404554367,0.08612417429685593
152_0.8_1.99.png,67,17,50,0.017208455130457878,0.03645655885338783
1531_0.52_1.01.png,415,41,374,0.013675914146006107,0.0388917438685894
1537_0.52_1.24.png,433,80,353,0.02399764209985733,0.05440715700387955
1538_0.61_0.54.png,318,1,317,0.015566177666187286,0.037851132452487946
1539_0.58_0.79.png,480,13,467,0.01672937534749508,0.04109419509768486
1543_0.92_1.98.png,38,1,37,0.02606877125799656,0.043672967702150345
1544_0.87_1.52.png,45,0,45,0.02613214962184429,0.06214514374732971
1547_0.77_1.84.png,162,45,117,0.025212276726961136,0.06611740589141846
1548_0.85_1.55.png,165,61,104,0.03474212810397148,0.08413778990507126
1549_0.91_1.37.png,171,46,125,0.023562727496027946,0.04018640145659447
154_0.97_0.91.png,111,4,107,0.018153725191950798,0.027872269973158836
1568_0.8_1.8.png,260,80,180,0.033867958933115005,0.06741375476121902
1573_0.61_1.06.png,267,22,245,0.015172833576798439,0.05082036182284355
1575_0.51_1.39.png,642,130,512,0.025142014026641846,0.0659821480512619
1578_0.57_1.99.png,82,35,47,0.04733792319893837,0.11206132173538208
1580_0.7_1.59.png,44,8,36,0.03623666986823082,0.1536950021982193
1586_0.74_1.29.png,61,13,48,0.014430121518671513,0.039341263473033905
158_0.56_1.42.png,111,62,49,0.03839115798473358,0.08110975474119186
1592_0.54_1.46.png,328,38,290,0.02597397193312645,0.07138869166374207
1599_0.71_1.3.png,753,35,718,0.015459662303328514,0.032830480486154556
1602_0.92_0.57.png,140,26,114,0.014871513471007347,0.035401828587055206
1605_1.0_1.37.png,45,25,20,0.026189856231212616,0.06703859567642212
1612_0.77_1.4.png,27,3,24,0.039126209914684296,0.065889373421669
161_0.83_1.56.png,74,61,13,0.054041631519794464,0.10457926243543625
1621_0.5_0.72.png,49,0,49,0.005587432067841291,0.014503126963973045
162_0.75_0.98.png,350,179,171,0.03882626071572304,0.07403405755758286
1631_0.92_1.27.png,23,6,17,0.01656630076467991,0.03627665713429451
1635_0.64_0.55.png,656,21,635,0.010251154191792011,0.03952759504318237
1636_0.96_1.23.png,586,7,579,0.005297630559653044,0.007081777323037386
1647_0.89_1.55.png,73,22,51,0.021445531398057938,0.05914384871721268
1648_0.89_1.41.png,106,22,84,0.01958899199962616,0.041748613119125366
1657_0.68_1.28.png,35,0,35,0.010650728829205036,0.019057702273130417
1663_0.92_1.8.png,113,8,105,0.017931997776031494,0.029795005917549133
1664_0.8_2.0.png,30,6,24,0.019741272553801537,0.033041197806596756
1666_0.85_0.59.png,79,13,66,0.01670878194272518,0.03624652326107025
1685_0.79_1.99.png,92,12,80,0.017974795773625374,0.05814555659890175
1686_0.51_0.6.png,87,18,69,0.028812076896429062,0.07302561402320862
1687_0.83_1.61.png,66,11,55,0.029053257778286934,0.06468983739614487
1689_0.74_0.54.png,267,4,263,0.01213857065886259,0.026977797970175743
1691_0.77_1.92.png,252,55,197,0.0340292826294899,0.07283114641904831
1696_0.74_1.51.png,204,38,166,0.0275681484490633,0.05164593458175659
1701_0.55_0.71.png,210,12,198,0.0185236856341362,0.04990215599536896
1705_0.66_1.4.png,918,31,887,0.009243837557733059,0.023234253749251366
1712_0.9_0.74.png,116,10,106,0.021679501980543137,0.041991353034973145
1718_0.92_1.01.png,156,23,133,0.025318235158920288,0.06771831214427948
1722_0.85_1.51.png,65,12,53,0.02000637724995613,0.06345773488283157
1726_0.54_0.7.png,199,16,183,0.016206681728363037,0.039630115032196045
1730_0.81_1.53.png,80,7,73,0.029236530885100365,0.06729792058467865
1733_0.57_1.6.png,301,96,205,0.024150116369128227,0.07083490490913391
173_0.88_1.45.png,627,24,603,0.014219037257134914,0.026448266580700874
1756_0.77_1.19.png,711,58,653,0.013387882150709629,0.03529621660709381
1761_0.99_0.94.png,87,21,66,0.029735052958130836,0.05789272114634514
1763_0.58_1.25.png,448,11,437,0.016011254861950874,0.035210516303777695
1765_0.51_1.47.png,1271,212,1059,0.016658654436469078,0.04878239333629608
1773_0.58_1.45.png,161,56,105,0.023036642000079155,0.06103447452187538
1784_0.94_1.15.png,15,10,5,0.02520262449979782,0.07763253897428513
1795_0.99_1.84.png,1,1,0,0.0,0.0
1796_0.93_0.58.png,9,1,8,0.021821076050400734,0.032075829803943634
17_0.55_1.91.png,706,69,637,0.020942240953445435,0.047723669558763504
1801_0.99_0.78.png,152,2,150,0.005146723240613937,0.010270125232636929
1803_0.99_1.79.png,17,5,12,0.011494457721710205,0.03380001336336136
1814_0.55_0.54.png,40,0,40,0.011916290037333965,0.028036147356033325
1817_0.81_2.0.png,250,32,218,0.008878097869455814,0.013539868406951427
1822_0.51_1.51.png,128,14,114,0.012821832671761513,0.03606225550174713
1835_0.61_1.23.png,649,63,586,0.010831949301064014,0.018869616091251373
183_0.77_0.99.png,602,132,470,0.020761802792549133,0.04740166291594505
1841_0.64_1.79.png,187,32,155,0.01710084080696106,0.03937818482518196
1844_0.91_1.28.png,106,3,103,0.01368603017181158,0.033993709832429886
1851_0.7_1.14.png,41,7,34,0.0300236064940691,0.08280205726623535
1854_0.94_1.49.png,28,0,28,0.008065510541200638,0.02660645730793476
1859_0.73_1.32.png,13,0,13,0.016424469649791718,0.04023989662528038
1860_0.77_1.07.png,17,1,16,0.010369530878961086,0.012887764722108841
1862_0.82_1.52.png,140,42,98,0.02676042541861534,0.08908338844776154
1867_0.67_1.54.png,1655,209,1446,0.012774922885000706,0.022301388904452324
1875_0.95_0.91.png,126,14,112,0.03184577450156212,0.059890180826187134
1876_0.97_1.69.png,88,36,52,0.04467866197228432,0.08860594034194946
1884_0.78_0.61.png,126,0,126,0.013916739262640476,0.030436048284173012
1885_0.54_0.83.png,95,0,95,0.0063264681957662106,0.010693510994315147
1892_0.85_0.58.png,516,1,515,0.008430711925029755,0.025402989238500595
1895_0.9_1.62.png,1011,38,973,0.015205420553684235,0.032403361052274704
1898_0.84_0.98.png,101,2,99,0.016689375042915344,0.03775806725025177
1911_0.96_1.13.png,543,42,501,0.012160947546362877,0.028312720358371735
1912_1.0_0.84.png,559,35,524,0.011508586816489697,0.028748739510774612
1914_0.81_0.98.png,249,88,161,0.0368138886988163,0.07338568568229675
1917_0.96_1.37.png,16,3,13,0.019899725914001465,0.030330892652273178
1919_0.59_0.94.png,17,0,17,0.00926914718002081,0.013495489954948425
1920_0.99_1.69.png,15,13,2,0.016792546957731247,0.03671766445040703
1923_0.81_1.81.png,159,24,135,0.01947254315018654,0.03944320231676102
1936_0.52_1.67.png,77,9,68,0.02411823906004429,0.04219375550746918
1937_0.79_0.84.png,95,38,57,0.029833504930138588,0.07672187685966492
1939_0.93_1.32.png,78,47,31,0.04617263376712799,0.13552738726139069
1942_0.89_0.67.png,150,3,147,0.015016171149909496,0.03426353260874748
1952_0.78_0.75.png,166,24,142,0.017256468534469604,0.032271984964609146
1956_0.99_1.4.png,114,66,48,0.046490807086229324,0.1187942624092102
1966_0.52_1.48.png,302,194,108,0.04533254727721214,0.10406885296106339
196_0.8_0.88.png,794,68,726,0.007387945428490639,0.010940724052488804
1979_0.6_0.93.png,341,2,339,0.014033462852239609,0.02994190901517868
1982_0.99_1.89.png,110,59,51,0.041261106729507446,0.14966368675231934
1985_0.57_1.93.png,980,312,668,0.024495000019669533,0.051520783454179764
1988_0.94_1.22.png,148,2,146,0.015271307900547981,0.02426488883793354
2000_0.86_0.62.png,168,13,155,0.021838106215000153,0.04769191890954971
2003_0.64_1.33.png,167,20,147,0.02761003002524376,0.06744088232517242
2007_0.61_1.26.png,298,125,173,0.03186815604567528,0.10349906235933304
2013_1.0_1.78.png,372,4,368,0.008064573630690575,0.012719711288809776
2024_0.99_1.36.png,57,21,36,0.041930004954338074,0.11892419308423996
2026_0.99_1.41.png,71,15,56,0.02998414821922779,0.06556976586580276
2027_0.69_0.59.png,341,10,331,0.013634424656629562,0.03265904635190964
2028_0.98_1.27.png,68,14,54,0.028255963698029518,0.05899729207158089
2033_0.61_0.56.png,93,1,92,0.013904980383813381,0.02935303933918476
2043_0.97_0.54.png,73,6,67,0.027243131771683693,0.06333037465810776
2050_0.8_1.8.png,266,69,197,0.026841966435313225,0.05801703780889511
2051_0.92_0.92.png,519,35,484,0.015062949620187283,0.018965668976306915
2057_0.86_0.85.png,225,14,211,0.01686360500752926,0.0550105981528759
2061_0.79_1.72.png,145,10,135,0.014143961481750011,0.023122791200876236
2063_0.76_1.8.png,173,9,164,0.015449595637619495,0.025177504867315292
2069_0.7_1.18.png,130,28,102,0.020505094900727272,0.055423419922590256
2070_0.86_0.78.png,117,3,114,0.021134065464138985,0.04998604953289032
2071_0.63_1.21.png,214,92,122,0.033839013427495956,0.08409552276134491
2072_0.87_1.18.png,98,28,70,0.026311080902814865,0.07075271010398865
2073_0.87_1.93.png,97,23,74,0.0177456121891737,0.036526717245578766
2074_0.71_0.74.png,206,70,136,0.03343668207526207,0.06777740269899368
2076_0.85_1.77.png,132,20,112,0.013639119453728199,0.029867781326174736
2079_0.62_1.17.png,650,116,534,0.030234498903155327,0.06496790051460266
2080_0.53_1.58.png,312,194,118,0.041127171367406845,0.08376900106668472
2087_0.72_1.14.png,132,12,120,0.020287279039621353,0.04923643171787262
2094_0.56_1.05.png,1038,36,1002,0.012041628360748291,0.026650704443454742
2096_0.77_1.76.png,183,59,124,0.02593931555747986,0.06886246800422668
2109_0.56_1.42.png,438,154,284,0.026556028053164482,0.06699979305267334
2111_0.68_1.03.png,221,61,160,0.029773680493235588,0.07796331495046616
2114_0.9_1.51.png,199,77,122,0.03828879073262215,0.07912309467792511
2115_0.75_1.52.png,427,108,319,0.03532249853014946,0.07284165918827057
2119_0.54_1.47.png,470,172,298,0.02726115845143795,0.07052022963762283
2121_0.73_0.63.png,51,3,48,0.008085801266133785,0.01241365633904934
2123_0.66_0.89.png,58,4,54,0.013749320060014725,0.03274989500641823
2126_0.75_0.91.png,373,116,257,0.0227461289614439,0.06501304358243942
212_0.71_1.94.png,387,29,358,0.015166285447776318,0.02101726084947586
2132_0.76_1.7.png,140,57,83,0.05332329869270325,0.12025865167379379
2135_0.51_1.0.png,278,19,259,0.015466498211026192,0.030600987374782562
2140_0.55_0.94.png,609,186,423,0.03225194662809372,0.07198341935873032
2141_0.55_0.57.png,158,0,158,0.006139739416539669,0.016240952536463737
2144_0.54_1.03.png,167,2,165,0.013594148680567741,0.04067957401275635
2145_0.59_1.25.png,106,14,92,0.016110168769955635,0.04156810790300369
2150_0.89_1.44.png,334,14,320,0.015909209847450256,0.04587531462311745
2151_0.78_0.51.png,213,1,212,0.012586087919771671,0.035212498158216476
2156_0.71_1.75.png,259,159,100,0.0449867770075798,0.10115904361009598
215_0.58_0.63.png,26,5,21,0.017118310555815697,0.03805109113454819
2163_0.52_1.35.png,230,17,213,0.019049713388085365,0.05116824433207512
2176_0.54_1.82.png,353,128,225,0.031320683658123016,0.0811249166727066
2179_0.63_0.92.png,809,93,716,0.02069576270878315,0.04775680974125862
217_0.79_0.54.png,2753,17,2736,0.00866114255040884,0.024227207526564598
2190_0.51_0.51.png,542,4,538,0.017417844384908676,0.04771309345960617
2195_0.53_1.24.png,906,21,885,0.01038383413106203,0.02627652697265148
2204_0.99_1.22.png,1170,4,1166,0.010420680977404118,0.0211733877658844
2207_0.53_1.2.png,251,33,218,0.024988258257508278,0.07101716846227646
220_0.56_1.69.png,423,55,368,0.028129739686846733,0.04828818887472153
2216_0.58_1.17.png,121,39,82,0.022851478308439255,0.06851739436388016
2220_0.92_1.02.png,35,2,33,0.024791141971945763,0.03902697563171387
2231_0.71_0.89.png,179,2,177,0.010109039954841137,0.02030085027217865
2234_0.76_1.1.png,133,2,131,0.012449299916625023,0.032828573137521744
2235_0.91_1.78.png,137,39,98,0.029444510117173195,0.07908178865909576
2244_0.77_1.02.png,89,0,89,0.0070874933153390884,0.01538107916712761
2247_0.9_1.37.png,350,70,280,0.026190033182501793,0.0630217045545578
2250_0.67_1.7.png,173,21,152,0.01786728948354721,0.039342720061540604
2259_0.79_0.9.png,233,1,232,0.014247022569179535,0.030094828456640244
2262_0.79_1.73.png,74,32,42,0.019834207370877266,0.045272551476955414
2264_0.66_1.54.png,87,28,59,0.020056365057826042,0.04783371463418007
2265_0.72_1.34.png,15,2,13,0.03179388865828514,0.034241463989019394
2269_0.52_1.13.png,13,0,13,0.0034441070165485144,0.011115026660263538
226_0.56_0.7.png,250,38,212,0.021231647580862045,0.05212656781077385
2271_0.6_1.89.png,14,0,14,0.007069275714457035,0.020419521257281303
2277_0.69_0.53.png,134,3,131,0.01602957583963871,0.039809826761484146
2279_0.82_0.88.png,92,30,62,0.029505901038646698,0.0798569768667221
2282_0.93_1.05.png,88,6,82,0.021517572924494743,0.044019293040037155
2283_0.58_1.18.png,158,69,89,0.035755641758441925,0.10378294438123703
228_0.81_0.73.png,312,55,257,0.017473923042416573,0.04736214876174927
2290_0.92_1.28.png,11,7,4,0.03512725234031677,0.060321126133203506
2292_0.82_1.71.png,10,6,4,0.029687684029340744,0.06874926388263702
2294_1.0_1.16.png,56,6,50,0.017113786190748215,0.03847948834300041
2298_0.55_1.86.png,335,98,237,0.02142888493835926,0.049312323331832886
229_0.93_1.79.png,228,44,184,0.01982460916042328,0.05623994022607803
2305_0.57_1.54.png,851,247,604,0.027640245854854584,0.08308344334363937
2307_0.75_1.96.png,392,105,287,0.021844061091542244,0.05207991972565651
2310_0.9_1.71.png,998,99,899,0.018239140510559082,0.034782521426677704
2317_0.62_1.27.png,618,57,561,0.017239868640899658,0.04040684178471565
2319_0.9_0.55.png,464,2,462,0.0076938895508646965,0.014982162043452263
2325_0.93_1.76.png,468,43,425,0.011825704015791416,0.026583388447761536
2334_0.56_0.79.png,595,3,592,0.01223933044821024,0.032360225915908813
2338_0.62_1.42.png,373,137,236,0.026884431019425392,0.07238975167274475
2345_0.9_0.78.png,99,5,94,0.016598206013441086,0.03489037603139877
2365_0.53_0.5.png,450,0,450,0.012252687476575375,0.025145376101136208
236_0.67_1.6.png,48,3,45,0.01803477294743061,0.02512538433074951
2379_0.79_1.37.png,90,4,86,0.023036528378725052,0.027627864852547646
2382_0.63_0.9.png,101,3,98,0.012572994455695152,0.03148066624999046
2386_0.97_1.08.png,292,25,267,0.013824534602463245,0.031622014939785004
238_0.87_1.74.png,838,104,734,0.015505319461226463,0.04878291115164757
2395_0.78_1.43.png,125,0,125,0.011874496005475521,0.02393956109881401
23_0.83_1.63.png,133,31,102,0.01877700164914131,0.044638440012931824
2402_0.8_0.8.png,721,2,719,0.011107334867119789,0.027743753045797348
2408_0.55_1.94.png,278,54,224,0.01831483468413353,0.05045071989297867
2409_0.55_1.95.png,75,37,38,0.044816337525844574,0.1064254492521286
2410_0.57_1.09.png,188,97,91,0.03436267003417015,0.08302238583564758
2411_0.81_0.52.png,167,16,151,0.023853527382016182,0.04986083507537842
2415_0.55_1.63.png,447,110,337,0.022465895861387253,0.06431502103805542
2420_0.95_0.63.png,309,0,309,0.014214099384844303,0.0338611863553524
2432_0.94_1.56.png,129,0,129,0.01641884073615074,0.03222225606441498
2437_0.64_0.7.png,134,19,115,0.016890699043869972,0.06911005079746246
2441_0.74_1.28.png,716,57,659,0.01042273547500372,0.02427184022963047
2450_0.51_0.64.png,65,8,57,0.01621873676776886,0.05318347364664078
2453_0.54_1.83.png,344,174,170,0.03249896690249443,0.08618806302547455
2454_0.81_1.92.png,188,103,85,0.03942844644188881,0.07797796279191971
2458_0.78_1.02.png,177,12,165,0.015621176920831203,0.025014163926243782
2463_0.85_1.05.png,110,3,107,0.017731502652168274,0.05224311351776123
2467_0.62_0.72.png,51,1,50,0.010329889133572578,0.01384507492184639
2474_0.91_0.84.png,288,4,284,0.0194498673081398,0.04825623333454132
2475_0.92_1.34.png,314,26,288,0.022196678444743156,0.05811867490410805
2476_0.67_0.56.png,218,0,218,0.012920215725898743,0.030109168961644173
2483_0.82_1.17.png,605,69,536,0.015294327400624752,0.030596889555454254
2490_0.71_1.73.png,127,99,28,0.053839027881622314,0.13445651531219482
2491_0.94_1.9.png,134,89,45,0.05304291471838951,0.13556095957756042
2496_0.61_0.78.png,431,28,403,0.011540412902832031,0.029919542372226715
2498_0.54_1.1.png,302,39,263,0.01851683482527733,0.04396294429898262
249_0.65_1.99.png,11,8,3,0.0459684394299984,0.08347930759191513
24_0.53_1.21.png,241,2,239,0.016842292621731758,0.03090089187026024
2517_0.94_1.24.png,236,36,200,0.023034563288092613,0.046252407133579254
2522_0.78_1.79.png,733,36,697,0.010355683043599129,0.023940565064549446
2525_0.79_1.85.png,1241,16,1225,0.01045266818255186,0.02481742389500141
252_0.98_1.73.png,14,9,5,0.037725359201431274,0.07415426522493362
2542_0.7_1.52.png,52,0,52,0.010583600029349327,0.01791909895837307
2550_0.85_1.96.png,237,24,213,0.015117352828383446,0.026548150926828384
2556_0.89_1.72.png,177,69,108,0.02592306397855282,0.058272525668144226
2559_0.81_1.96.png,593,121,472,0.02189376950263977,0.046011123806238174
2563_0.85_0.62.png,8,0,8,0.03632150962948799,0.06295887380838394
2567_0.52_1.05.png,141,12,129,0.025889404118061066,0.07578365504741669
2570_0.99_2.0.png,39,1,38,0.019917726516723633,0.04118037596344948
2572_0.54_1.3.png,163,75,88,0.025870461016893387,0.08561263978481293
2574_0.57_1.08.png,35,1,34,0.004981344565749168,0.009093303233385086
2581_0.79_1.95.png,461,124,337,0.021313916891813278,0.062403418123722076
2589_0.62_1.28.png,75,6,69,0.01849224418401718,0.0327158086001873
2591_0.78_1.58.png,58,14,44,0.02054469659924507,0.0419115386903286
2596_0.54_1.72.png,198,10,188,0.01217346265912056,0.034352030605077744
259_0.87_0.76.png,601,0,601,0.022122018039226532,0.034059543162584305
25_0.59_1.43.png,800,24,776,0.010888900607824326,0.03011990152299404
2608_0.68_1.54.png,292,82,210,0.025497736409306526,0.05328137055039406
2612_0.52_1.14.png,196,82,114,0.026758339256048203,0.07979859411716461
2614_0.55_0.63.png,177,7,170,0.027545856311917305,0.06476457417011261
261_0.54_0.73.png,1764,0,1764,0.01175372488796711,0.025446424260735512
2625_0.88_1.86.png,67,4,63,0.01562865450978279,0.030165469273924828
2626_0.88_1.19.png,99,4,95,0.016390785574913025,0.03715762495994568
2628_0.86_1.01.png,164,38,126,0.01922444812953472,0.03480437770485878
2632_0.92_1.01.png,70,16,54,0.0229379590600729,0.03597331419587135
2635_0.98_1.78.png,330,75,255,0.018201841041445732,0.04812820255756378
2641_0.7_1.91.png,347,80,267,0.01985468529164791,0.05242367833852768
2646_0.82_1.47.png,189,10,179,0.00580329867079854,0.007550695911049843
2652_0.85_1.34.png,57,9,48,0.022912045940756798,0.06931445747613907
2653_0.5_0.98.png,172,34,138,0.02086639031767845,0.057235099375247955
2663_0.54_1.88.png,142,41,101,0.025873688980937004,0.06533721834421158
2665_0.85_1.17.png,175,9,166,0.018339306116104126,0.0429500974714756
2674_0.84_1.83.png,97,7,90,0.017076369374990463,0.034096021205186844
2680_0.94_1.89.png,112,17,95,0.02793153189122677,0.061220258474349976
2682_0.96_1.39.png,65,8,57,0.02637304924428463,0.0642898827791214
2687_0.61_0.9.png,117,1,116,0.014304130338132381,0.03402262181043625
268_0.79_1.15.png,366,113,253,0.015033066272735596,0.032453883439302444
2693_0.69_0.91.png,27,4,23,0.018587319180369377,0.03561932221055031
