checkpoint,name,a0_psnr,candidate_psnr,dPSNR,a0_final_l1,candidate_final_l1,delta_final_l1_vs_a0,a0_lowband_l1,candidate_lowband_l1,delta_lowband_l1_vs_a0,preserve_l1_to_a0,image_action_l1,budget_hinge,is_hard_bottom25,is_easy_top25,is_strong_reference,tail_hinge_margin_neg0p15,severe_hinge_margin_neg0p20,preserve_mask_strong_or_easy,preserve_hinge_margin_neg0p05,tail_hinge_active,preserve_hinge_active,positive_sample
model_5,1068_0.69_1.34.png,40.14018630981445,40.46695327758789,0.3267669677734375,0.00768673699349165,0.007348249200731516,-0.00033848779276013374,0.015121250413358212,0.014427665621042252,-0.0006935847923159599,0.0006830493803136051,0.0006830493803136051,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1077_0.94_0.84.png,40.86440658569336,40.88857650756836,0.024169921875,0.006464803125709295,0.006436385214328766,-2.8417911380529404e-05,0.012553644366562366,0.012492411769926548,-6.123259663581848e-05,0.0007166540599428117,0.0007166540599428117,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1082_0.94_0.87.png,33.75794982910156,34.05776596069336,0.2998161315917969,0.01511304546147585,0.01446022279560566,-0.0006528226658701897,0.0301138274371624,0.02879851683974266,-0.0013153105974197388,0.0008785660029388964,0.0008785660029388964,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1090_0.54_0.58.png,41.2755241394043,41.6942024230957,0.41867828369140625,0.006300949491560459,0.00590197229757905,-0.00039897719398140907,0.012391531839966774,0.011569459922611713,-0.0008220719173550606,0.0008782926597632468,0.0008782926597632468,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1099_0.54_1.76.png,33.76907730102539,34.30303192138672,0.5339546203613281,0.017004435881972313,0.015624680556356907,-0.001379755325615406,0.03382035717368126,0.031027590855956078,-0.0027927663177251816,0.0014720730250701308,0.0014720730250701308,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1106_0.89_1.69.png,31.709938049316406,31.90734100341797,0.1974029541015625,0.021227193996310234,0.020630300045013428,-0.0005968939512968063,0.042287737131118774,0.041084498167037964,-0.0012032389640808105,0.0007144251721911132,0.0007144251721911132,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1113_0.9_0.52.png,44.63855743408203,44.406429290771484,-0.23212814331054688,0.004544196650385857,0.004744499921798706,0.00020030327141284943,0.00889087375253439,0.009281907230615616,0.00039103347808122635,0.000783750438131392,0.000783750438131392,0.0,0,1,1,0.08212814331054688,0.032128143310546864,1,0.18212814331054689,1,1,0
model_5,1119_0.62_1.98.png,33.90437316894531,33.73566436767578,-0.16870880126953125,0.014892853796482086,0.01509004831314087,0.00019719451665878296,0.029556836932897568,0.029943840578198433,0.0003870036453008652,0.000890843162778765,0.000890843162778765,0.0,1,0,0,0.018708801269531256,0.0,0,0.0,1,0,0
model_5,1124_0.74_1.17.png,39.13054656982422,39.60554504394531,0.47499847412109375,0.008081845007836819,0.007575095631182194,-0.0005067493766546249,0.015710456296801567,0.014650433324277401,-0.001060022972524166,0.0009071751846931875,0.0009071751846931875,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,112_0.8_1.78.png,34.0411262512207,33.90967559814453,-0.13145065307617188,0.013323026709258556,0.01369544304907322,0.00037241633981466293,0.02622685208916664,0.026997705921530724,0.0007708538323640823,0.0007772373501211405,0.0007772373501211405,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1136_0.96_0.74.png,35.3126106262207,35.0658073425293,-0.24680328369140625,0.010388118214905262,0.010921437293291092,0.0005333190783858299,0.02051440067589283,0.021616607904434204,0.0011022072285413742,0.0008609030046500266,0.0008609030046500266,0.0,1,0,0,0.09680328369140626,0.04680328369140624,0,0.0,1,0,0
model_5,1142_0.64_0.53.png,44.47632598876953,44.65540313720703,0.1790771484375,0.004604853689670563,0.004432817921042442,-0.00017203576862812042,0.008997924625873566,0.008626188151538372,-0.00037173647433519363,0.0007607348379679024,0.0007607348379679024,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,1147_0.56_1.1.png,34.27967834472656,34.17002868652344,-0.109649658203125,0.014842655509710312,0.014742878265678883,-9.977724403142929e-05,0.02955862693488598,0.029350336641073227,-0.00020829029381275177,0.0011950874468311667,0.0011950874468311667,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1152_0.65_1.76.png,38.137027740478516,38.39336395263672,0.2563362121582031,0.009342487901449203,0.00904776155948639,-0.00029472634196281433,0.018193062394857407,0.01759866625070572,-0.0005943961441516876,0.0009666376863606274,0.0009666376863606274,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1158_0.86_1.65.png,32.24142074584961,32.4760856628418,0.2346649169921875,0.016594676300883293,0.01593897119164467,-0.0006557051092386246,0.03301287814974785,0.03168056160211563,-0.0013323165476322174,0.0012214103480800986,0.0012214103480800986,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1163_0.95_1.89.png,34.35691452026367,34.46656036376953,0.10964584350585938,0.015423753298819065,0.015133807435631752,-0.0002899458631873131,0.030601192265748978,0.030011536553502083,-0.0005896557122468948,0.0005279118777252734,0.0005279118777252734,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1170_0.71_1.78.png,33.95701217651367,34.213436126708984,0.2564239501953125,0.015582629479467869,0.015023625455796719,-0.0005590040236711502,0.03101595863699913,0.029885081574320793,-0.001130877062678337,0.0007265580352395773,0.0007265580352395773,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1176_0.65_1.07.png,38.417030334472656,38.41661834716797,-0.0004119873046875,0.008403434418141842,0.008128376677632332,-0.00027505774050951004,0.016654830425977707,0.016078215092420578,-0.0005766153335571289,0.0008408973808400333,0.0008408973808400333,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1182_0.63_1.77.png,38.46846389770508,38.7995491027832,0.331085205078125,0.009123344905674458,0.008712900802493095,-0.00041044410318136215,0.017694363370537758,0.016808858141303062,-0.0008855052292346954,0.0012822153512388468,0.0012822153512388468,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1188_0.95_1.95.png,38.91997528076172,39.34624481201172,0.42626953125,0.00873233936727047,0.008262013085186481,-0.0004703262820839882,0.016843082383275032,0.01586909033358097,-0.0009739920496940613,0.0009054427500814199,0.0009054427500814199,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1192_0.85_0.98.png,39.122764587402344,39.50394821166992,0.3811836242675781,0.007778134196996689,0.0073655820451676846,-0.0004125521518290043,0.015424523502588272,0.014581841416656971,-0.0008426820859313011,0.0007940322975628078,0.0007940322975628078,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,11_0.68_1.56.png,37.38818359375,37.65781021118164,0.2696266174316406,0.010525237768888474,0.010106860660016537,-0.0004183771088719368,0.020801164209842682,0.0199347585439682,-0.0008664056658744812,0.0005423789261840284,0.0005423789261840284,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1206_0.81_1.09.png,39.18805694580078,39.2852668762207,0.09720993041992188,0.007960590533912182,0.007755246013402939,-0.000205344520509243,0.015466347336769104,0.01503137219697237,-0.00043497513979673386,0.0007433196878992021,0.0007433196878992021,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1213_0.56_1.24.png,33.18659973144531,33.11129379272461,-0.07530593872070312,0.01853661797940731,0.01850176602602005,-3.485195338726044e-05,0.03700685128569603,0.036928437650203705,-7.841363549232483e-05,0.0007579790544696152,0.0007579790544696152,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,121_0.96_0.85.png,37.89360427856445,38.22700119018555,0.33339691162109375,0.009151161648333073,0.008777061477303505,-0.0003741001710295677,0.018084174022078514,0.017327237874269485,-0.0007569361478090286,0.0005824839463457465,0.0005824839463457465,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1225_0.98_0.8.png,40.421852111816406,40.47197723388672,0.0501251220703125,0.007330885622650385,0.00737934373319149,4.845811054110527e-05,0.014443323947489262,0.014538905583322048,9.558163583278656e-05,0.0006647438858635724,0.0006647438858635724,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1231_0.98_1.26.png,36.41115951538086,36.39221954345703,-0.018939971923828125,0.010475242510437965,0.010493550449609756,1.8307939171791077e-05,0.020810404792428017,0.02084677293896675,3.6368146538734436e-05,0.0004344373883213848,0.0004344373883213848,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1240_0.64_0.5.png,43.87199020385742,42.82472229003906,-1.0472679138183594,0.004948444664478302,0.005713659804314375,0.0007652151398360729,0.009669026359915733,0.011259429156780243,0.0015904027968645096,0.001137609826400876,0.001137609826400876,0.0,0,1,1,0.8972679138183594,0.8472679138183594,1,0.9972679138183593,1,1,0
model_5,1245_0.57_1.62.png,34.86407470703125,34.911224365234375,0.047149658203125,0.010114887729287148,0.009843552485108376,-0.00027133524417877197,0.020012713968753815,0.019449817016720772,-0.0005628969520330429,0.0007337548886425793,0.0007337548886425793,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1253_0.91_1.15.png,39.74418640136719,39.9764518737793,0.23226547241210938,0.007338960655033588,0.007124319206923246,-0.00021464144811034203,0.014327364042401314,0.01387929916381836,-0.0004480648785829544,0.0007253516232594848,0.0007253516232594848,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1259_0.98_0.87.png,30.398561477661133,30.524429321289062,0.1258678436279297,0.0215881559997797,0.021143563091754913,-0.0004445929080247879,0.043042611330747604,0.04214218631386757,-0.0009004250168800354,0.0005544216837733984,0.0005544216837733984,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1268_0.82_1.47.png,36.459957122802734,36.906829833984375,0.4468727111816406,0.011458671651780605,0.01077533420175314,-0.0006833374500274658,0.022684691473841667,0.021299969404935837,-0.0013847220689058304,0.0010196765651926398,0.0010196765651926398,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1273_0.96_1.43.png,28.53937530517578,28.749252319335938,0.20987701416015625,0.027272555977106094,0.026622867211699486,-0.0006496887654066086,0.05435585975646973,0.05304555222392082,-0.0013103075325489044,0.0009778166422620416,0.0009778166422620416,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1279_0.87_0.95.png,40.800025939941406,40.73072814941406,-0.06929779052734375,0.006086914334446192,0.006225413177162409,0.00013849884271621704,0.011679595336318016,0.011972945183515549,0.00029334984719753265,0.0006283567636273801,0.0006283567636273801,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1286_0.98_0.99.png,36.507442474365234,36.549171447753906,0.041728973388671875,0.010045554488897324,0.010115046985447407,6.949249655008316e-05,0.01984703727066517,0.019990136846899986,0.0001430995762348175,0.0007005671504884958,0.0007005671504884958,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1293_0.79_0.72.png,34.45942687988281,34.6944580078125,0.2350311279296875,0.014350016601383686,0.0139175895601511,-0.0004324270412325859,0.02859504334628582,0.027722282335162163,-0.0008727610111236572,0.0008104523294605315,0.0008104523294605315,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,12_0.9_1.75.png,37.88743591308594,38.003211975097656,0.11577606201171875,0.00927466619759798,0.009102439507842064,-0.0001722266897559166,0.017945170402526855,0.01758059486746788,-0.0003645755350589752,0.0004947757697664201,0.0004947757697664201,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1307_0.92_1.87.png,35.05518341064453,34.96141052246094,-0.09377288818359375,0.01446661725640297,0.01470712199807167,0.00024050474166870117,0.028682027012109756,0.029169578105211258,0.00048755109310150146,0.0004866253293585032,0.0004866253293585032,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1312_0.62_0.6.png,40.79299545288086,41.02191925048828,0.22892379760742188,0.007443375885486603,0.007132235448807478,-0.00031114043667912483,0.014803493395447731,0.01417006179690361,-0.0006334315985441208,0.0008839452057145536,0.0008839452057145536,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1319_0.88_1.19.png,37.0650749206543,36.83172607421875,-0.23334884643554688,0.010233597829937935,0.010689049027860165,0.00045545119792222977,0.020128700882196426,0.02106430195271969,0.000935601070523262,0.0007501980289816856,0.0007501980289816856,0.0,1,0,0,0.08334884643554688,0.033348846435546864,0,0.0,1,0,0
model_5,1324_0.55_1.43.png,36.889705657958984,37.1041145324707,0.21440887451171875,0.010595940984785557,0.01018515508621931,-0.00041078589856624603,0.02090062014758587,0.02005692385137081,-0.0008436962962150574,0.0006745659047737718,0.0006745659047737718,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1329_0.78_1.76.png,39.5411262512207,39.69153594970703,0.15040969848632812,0.007827894762158394,0.0075817592442035675,-0.00024613551795482635,0.015258953906595707,0.014741758815944195,-0.0005171950906515121,0.0011046446161344647,0.0011046446161344647,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1336_0.6_0.63.png,40.30628204345703,40.00417709350586,-0.3021049499511719,0.006990933325141668,0.007376253139227629,0.0003853198140859604,0.013819272629916668,0.01459790300577879,0.0007786303758621216,0.0008246509241871536,0.0008246509241871536,0.0,0,0,0,0.15210494995117188,0.10210494995117186,0,0.0,1,0,0
model_5,1341_0.94_0.51.png,33.4066162109375,33.66697692871094,0.2603607177734375,0.01579827070236206,0.015424689278006554,-0.0003735814243555069,0.031466808170080185,0.030720537528395653,-0.0007462706416845322,0.0008267697994597256,0.0008267697994597256,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1347_0.75_1.79.png,28.99612045288086,29.362361907958984,0.366241455078125,0.029266854748129845,0.027861829847097397,-0.0014050249010324478,0.05837710201740265,0.05554701015353203,-0.0028300918638706207,0.0015360127435997128,0.0015360127435997128,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1352_0.7_1.62.png,30.453832626342773,30.332805633544922,-0.12102699279785156,0.01644691824913025,0.01661129668354988,0.00016437843441963196,0.0326751172542572,0.032981790602207184,0.0003066733479499817,0.0008735296432860196,0.0008735296432860196,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1358_0.55_0.52.png,42.70039367675781,42.043792724609375,-0.6566009521484375,0.005483119282871485,0.00604089954867959,0.0005577802658081055,0.010730360634624958,0.01186356320977211,0.001133202575147152,0.000959733733907342,0.000959733733907342,0.0,0,0,0,0.5066009521484375,0.4566009521484375,0,0.0,1,0,0
model_5,1363_0.77_1.15.png,34.94953918457031,35.1466064453125,0.1970672607421875,0.01540105976164341,0.01506543718278408,-0.0003356225788593292,0.030733907595276833,0.03006301075220108,-0.0006708968430757523,0.0005066057783551514,0.0005066057783551514,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1370_0.82_0.79.png,43.013221740722656,43.25861358642578,0.245391845703125,0.005478266626596451,0.005214764270931482,-0.0002635023556649685,0.010616161860525608,0.010058279149234295,-0.0005578827112913132,0.0007588724256493151,0.0007588724256493151,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1377_0.5_0.79.png,39.29552459716797,38.880218505859375,-0.41530609130859375,0.00851109717041254,0.008982614614069462,0.0004715174436569214,0.016912026330828667,0.017853429540991783,0.0009414032101631165,0.0009521060856059194,0.0009521060856059194,0.0,0,0,0,0.26530609130859373,0.21530609130859374,0,0.0,1,0,0
model_5,1382_0.57_1.88.png,36.16907501220703,36.28252410888672,0.1134490966796875,0.011694134213030338,0.011610915884375572,-8.321832865476608e-05,0.023118898272514343,0.02294205315411091,-0.00017684511840343475,0.0005587026244029403,0.0005587026244029403,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1388_0.67_1.18.png,41.00313186645508,41.11593246459961,0.11280059814453125,0.005949333775788546,0.005819374695420265,-0.0001299590803682804,0.011479808017611504,0.011212497018277645,-0.0002673109993338585,0.0007812044350430369,0.0007812044350430369,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1394_0.64_1.0.png,38.095664978027344,38.5421028137207,0.4464378356933594,0.009962080046534538,0.00938486773520708,-0.0005772123113274574,0.019712232053279877,0.018536772578954697,-0.00117545947432518,0.0008168800850398839,0.0008168800850398839,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,13_0.94_1.35.png,37.34942626953125,37.83200454711914,0.4825782775878906,0.010832934640347958,0.010141601786017418,-0.0006913328543305397,0.021325021982192993,0.019910242408514023,-0.0014147795736789703,0.0012917822459712625,0.0012917822459712625,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1406_0.83_1.82.png,33.40568923950195,33.64640808105469,0.24071884155273438,0.017294902354478836,0.016737816855311394,-0.0005570854991674423,0.03427066653966904,0.03313417360186577,-0.0011364929378032684,0.0006437296397052705,0.0006437296397052705,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1411_0.54_0.56.png,41.199893951416016,41.900978088378906,0.7010841369628906,0.0072311717085540295,0.006529631558805704,-0.0007015401497483253,0.014332118444144726,0.012898370623588562,-0.0014337478205561638,0.0009512744727544487,0.0009512744727544487,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1420_0.92_1.35.png,31.046131134033203,30.95353126525879,-0.09259986877441406,0.017268868163228035,0.01768537238240242,0.00041650421917438507,0.03439661115407944,0.035235147923231125,0.0008385367691516876,0.0006762080010958016,0.0006762080010958016,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1425_0.84_1.75.png,34.869720458984375,34.635963439941406,-0.23375701904296875,0.012161273509263992,0.012518827803432941,0.00035755429416894913,0.023630956187844276,0.024363644421100616,0.00073268823325634,0.0010429627727717161,0.0010429627727717161,0.0,1,0,0,0.08375701904296876,0.03375701904296874,0,0.0,1,0,0
model_5,1433_0.9_1.85.png,37.912841796875,37.93430709838867,0.021465301513671875,0.008056120947003365,0.007962447591125965,-9.367335587739944e-05,0.015016499906778336,0.014781733974814415,-0.0002347659319639206,0.0009943072218447924,0.0009943072218447924,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1439_0.92_1.24.png,33.0416145324707,33.19797897338867,0.15636444091796875,0.018534060567617416,0.018174588680267334,-0.0003594718873500824,0.03688572347164154,0.036162085831165314,-0.0007236376404762268,0.0006485900958068669,0.0006485900958068669,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1444_0.58_1.95.png,33.59641647338867,33.83433151245117,0.2379150390625,0.018601011484861374,0.018018262460827827,-0.0005827490240335464,0.03708381950855255,0.03590894117951393,-0.00117487832903862,0.0006723827682435513,0.0006723827682435513,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1449_0.94_0.78.png,39.55110549926758,39.2263298034668,-0.32477569580078125,0.008609428070485592,0.009083197452127934,0.0004737693816423416,0.01714121550321579,0.018100310117006302,0.0009590946137905121,0.0006126792286522686,0.0006126792286522686,0.0,0,0,0,0.17477569580078126,0.12477569580078124,0,0.0,1,0,0
model_5,1453_0.64_1.53.png,33.75874328613281,33.442874908447266,-0.3158683776855469,0.015786556527018547,0.016601424664258957,0.0008148681372404099,0.03133605420589447,0.03298935666680336,0.0016533024609088898,0.0010720484424382448,0.0010720484424382448,0.0,1,0,0,0.16586837768554688,0.11586837768554686,0,0.0,1,0,0
model_5,1459_0.77_0.55.png,40.72529602050781,41.075077056884766,0.3497810363769531,0.0075288075022399426,0.007200228050351143,-0.00032857945188879967,0.014926273375749588,0.014252964407205582,-0.0006733089685440063,0.000627698958851397,0.000627698958851397,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1466_0.85_1.61.png,36.921775817871094,36.91799545288086,-0.003780364990234375,0.009802300482988358,0.009870714507997036,6.841402500867844e-05,0.01907355710864067,0.019222762435674667,0.00014920532703399658,0.0005501449923031032,0.0005501449923031032,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1471_0.82_1.95.png,36.415470123291016,36.83586883544922,0.4203987121582031,0.01168027427047491,0.01111528929322958,-0.0005649849772453308,0.023071426898241043,0.021914005279541016,-0.0011574216187000275,0.0012055629631504416,0.0012055629631504416,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1477_0.87_1.44.png,30.913898468017578,31.1484375,0.23453903198242188,0.02395683154463768,0.023124979808926582,-0.0008318517357110977,0.047831665724515915,0.046160317957401276,-0.0016713477671146393,0.0009687815909273922,0.0009687815909273922,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1483_0.89_1.89.png,35.02826690673828,34.71488571166992,-0.3133811950683594,0.014470924623310566,0.015036853030323982,0.0005659284070134163,0.02869187667965889,0.02982172928750515,0.00112985260784626,0.0009531463147141039,0.0009531463147141039,0.0,1,0,0,0.16338119506835938,0.11338119506835936,0,0.0,1,0,0
model_5,1488_0.71_1.67.png,38.68069076538086,38.238441467285156,-0.4422492980957031,0.009042840451002121,0.009647245518863201,0.0006044050678610802,0.017676448449492455,0.01892014592885971,0.0012436974793672562,0.0010555655462667346,0.0010555655462667346,0.0,0,0,0,0.2922492980957031,0.24224929809570311,0,0.0,1,0,0
model_5,1494_0.53_0.86.png,39.71315002441406,39.756500244140625,0.0433502197265625,0.00826084055006504,0.008135874755680561,-0.00012496579438447952,0.016287580132484436,0.016031498089432716,-0.00025608204305171967,0.0004276239487808198,0.0004276239487808198,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1499_0.76_0.97.png,37.335418701171875,37.2530403137207,-0.08237838745117188,0.009314973838627338,0.009436464868485928,0.00012149102985858917,0.018370065838098526,0.01861335150897503,0.000243285670876503,0.0007434916333295405,0.0007434916333295405,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1505_0.8_0.86.png,41.858062744140625,42.5053596496582,0.6472969055175781,0.0059807440266013145,0.005266877356916666,-0.0007138666696846485,0.011879289522767067,0.010434077121317387,-0.0014452124014496803,0.0011238588485866785,0.0011238588485866785,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,150_0.71_0.79.png,41.78232192993164,42.35355758666992,0.5712356567382812,0.006797827314585447,0.0062627545557916164,-0.0005350727587938309,0.013448383659124374,0.012351932935416698,-0.001096450723707676,0.0007640005787834525,0.0007640005787834525,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1514_0.53_0.9.png,44.606170654296875,44.04850769042969,-0.5576629638671875,0.004151766654103994,0.004562130197882652,0.0004103635437786579,0.008016164414584637,0.00886328425258398,0.0008471198379993439,0.0009671174921095371,0.0009671174921095371,0.0,0,1,1,0.4076629638671875,0.3576629638671875,1,0.5076629638671875,1,1,0
model_5,1519_0.95_0.89.png,41.756752014160156,41.69166946411133,-0.06508255004882812,0.004366978071630001,0.004568073898553848,0.0002010958269238472,0.008532374165952206,0.008944018743932247,0.0004116445779800415,0.0007411707774735987,0.0007411707774735987,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,1523_0.59_1.3.png,40.933284759521484,41.36109161376953,0.4278068542480469,0.006937241647392511,0.006453322246670723,-0.0004839194007217884,0.013667579740285873,0.012680679559707642,-0.0009869001805782318,0.0008290740079246461,0.0008290740079246461,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,1529_0.84_0.56.png,44.19054412841797,44.33389663696289,0.14335250854492188,0.004286111798137426,0.004176771268248558,-0.00010934052988886833,0.00845825020223856,0.008230743929743767,-0.00022750627249479294,0.0009229873539879918,0.0009229873539879918,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,1533_0.88_0.99.png,42.25586700439453,42.280887603759766,0.025020599365234375,0.0054254066199064255,0.005389896221458912,-3.551039844751358e-05,0.010684371925890446,0.010599431581795216,-8.49403440952301e-05,0.0007982769748196006,0.0007982769748196006,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
