label,tau_gain,tau_risk,tau_ood_quantile,tau_ood,count,coverage,alpha_1p00_count,alpha_0p75_count,alpha_0p50_count,alpha_0p25_count,alpha_0p00_count,mean_delta,median_delta,p5_delta,p95_delta,hard_bottom25_delta,easy_top25_delta,worst10pct_delta,best10pct_delta,mean_ssim_delta,positive_ratio,worst_regression_ratio,strong_regression_ratio,oof_gate_pass
train_inner_oof_policy,0.65,0.1,1.0,271.89984073596213,2400,0.010833333333333334,1,0,2,23,2374,0.005297066370646159,0.0,0.0,0.0,0.004498777575710073,0.006295683106547427,-0.013801797231038412,0.0667724609375,2.2380550702412922e-06,0.01,0.0004166666666666667,0.0,False
train_inner_oof_policy,0.45,0.075,0.9,4.029165512900155,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.45,0.075,0.95,4.738130949228098,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.45,0.075,0.98,6.000428270953341,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.5,0.075,0.9,4.029165512900155,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.5,0.075,0.95,4.738130949228098,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.5,0.075,0.98,6.000428270953341,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.55,0.075,0.9,4.029165512900155,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.55,0.075,0.95,4.738130949228098,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
train_inner_oof_policy,0.55,0.075,0.98,6.000428270953341,2400,0.00125,0,0,0,3,2397,0.0008681551615397136,0.0,0.0,0.0,0.0015615765288181263,0.0,0.0,0.008681551615397135,4.6407183011372886e-07,0.00125,0.0,0.0,False
