sample_name,sample_index,crop_seed,crop_top,crop_left,selection_source_bucket,table_A0_PSNR,table_a0p375_dPSNR,table_a0p5_dPSNR,v234_recorded_crop_direct_a0p5_dPSNR,full_recompute_A0_PSNR,crop_direct_A0_PSNR,crop_fullslice_A0_PSNR,crop_A0_context_gap_direct_minus_fullslice,full_recompute_a0p375_dPSNR,crop_direct_a0p375_dPSNR,crop_fullslice_a0p375_dPSNR,context_gap_direct_minus_fullslice_a0p375,location_gap_fullslice_minus_fullimage_a0p375,full_recompute_a0p5_dPSNR,crop_direct_a0p5_dPSNR,crop_fullslice_a0p5_dPSNR,context_gap_direct_minus_fullslice_a0p5,location_gap_fullslice_minus_fullimage_a0p5
1479_0.8_1.08.png,530,3937,138,129,hard_bottom25_by_p1_table_A0,32.12825393676758,5.107353210449219,7.58203125,-5.658000946044922,32.12825393676758,46.20441818237305,32.50385665893555,13.7005615234375,5.107353210449219,-3.9886856079101562,4.582611083984375,-8.571296691894531,-0.5247421264648438,7.58203125,-5.658000946044922,6.7491912841796875,-12.40719223022461,-0.8328399658203125
810_0.78_1.52.png,2789,6196,144,43,hard_bottom25_by_p1_table_A0,23.832725524902344,4.805200576782227,7.2195587158203125,4.550907135009766,23.832725524902344,34.83762741088867,22.02440071105957,12.813226699829102,4.805200576782227,3.377948760986328,4.834770202636719,-1.4568214416503906,0.029569625854492188,7.2195587158203125,4.550907135009766,7.279827117919922,-2.7289199829101562,0.060268402099609375
490_0.83_1.67.png,2433,5840,78,59,hard_bottom25_by_p1_table_A0,30.70956802368164,4.7754364013671875,6.896778106689453,-6.273887634277344,30.70956802368164,43.381866455078125,32.30126190185547,11.080604553222656,4.7754364013671875,-4.2429656982421875,5.100303649902344,-9.343269348144531,0.32486724853515625,6.896778106689453,-6.273887634277344,7.242431640625,-13.516319274902344,0.3456535339355469
492_0.61_1.32.png,2435,5842,60,112,hard_bottom25_by_p1_table_A0,31.20379638671875,4.688953399658203,6.87872314453125,-12.094013214111328,31.20379638671875,44.832725524902344,31.65878677368164,13.173938751220703,4.688953399658203,-9.969707489013672,4.746559143066406,-14.716266632080078,0.057605743408203125,6.87872314453125,-12.094013214111328,6.952552795410156,-19.046566009521484,0.07382965087890625
453_0.76_1.67.png,2392,5799,99,106,hard_bottom25_by_p1_table_A0,30.915605545043945,4.645315170288086,6.709550857543945,-1.0558967590332031,30.915605545043945,42.701820373535156,39.063350677490234,3.638469696044922,4.645315170288086,-0.3504638671875,3.042675018310547,-3.393138885498047,-1.602640151977539,6.709550857543945,-1.0558967590332031,3.709766387939453,-4.765663146972656,-2.999784469604492
518_0.95_1.66.png,2464,5871,20,97,hard_bottom25_by_p1_table_A0,29.37237548828125,4.6607208251953125,6.694740295410156,-0.4324798583984375,29.37237548828125,41.973960876464844,29.43051528930664,12.543445587158203,4.6607208251953125,0.153533935546875,5.167217254638672,-5.013683319091797,0.5064964294433594,6.694740295410156,-0.4324798583984375,7.555240631103516,-7.987720489501953,0.8605003356933594
628_0.64_1.31.png,2586,5993,57,130,hard_bottom25_by_p1_table_A0,32.15536880493164,4.612762451171875,6.634548187255859,-1.0360069274902344,32.15536880493164,44.41545486450195,31.268861770629883,13.14659309387207,4.612762451171875,0.9453773498535156,4.554708480834961,-3.6093311309814453,-0.05805397033691406,6.634548187255859,-1.0360069274902344,6.636953353881836,-7.67296028137207,0.0024051666259765625
1197_0.84_0.85.png,217,3624,82,20,hard_bottom25_by_p1_table_A0,30.763004302978516,4.485378265380859,6.628547668457031,-0.3302879333496094,30.763004302978516,46.80088424682617,32.05743408203125,14.743450164794922,4.485378265380859,0.3061637878417969,4.590160369873047,-4.28399658203125,0.1047821044921875,6.628547668457031,-0.3302879333496094,6.787403106689453,-7.1176910400390625,0.15885543823242188
907_0.73_1.72.png,2896,6303,111,109,hard_bottom25_by_p1_table_A0,31.08701515197754,4.625856399536133,6.59846305847168,-1.8867607116699219,31.08701515197754,43.37930679321289,35.045440673828125,8.333866119384766,4.625856399536133,-0.7335243225097656,4.9572601318359375,-5.690784454345703,0.3314037322998047,6.59846305847168,-1.8867607116699219,6.6394805908203125,-8.526241302490234,0.04101753234863281
268_0.79_1.15.png,1875,5282,30,49,hard_bottom25_by_p1_table_A0,31.899532318115234,4.511829376220703,6.592899322509766,0.3106040954589844,31.899532318115234,44.37815856933594,31.96947479248047,12.408683776855469,4.511829376220703,0.7194442749023438,4.7453155517578125,-4.025871276855469,0.23348617553710938,6.592899322509766,0.3106040954589844,7.0122222900390625,-6.701618194580078,0.4193229675292969
126_0.75_1.47.png,298,3705,27,24,hard_bottom25_by_p1_table_A0,28.263137817382812,4.404788970947266,6.499267578125,-3.0616378784179688,28.263137817382812,46.4830436706543,45.32181167602539,1.1612319946289062,4.404788970947266,-1.8170280456542969,1.7250785827636719,-3.5421066284179688,-2.6797103881835938,6.499267578125,-3.0616378784179688,1.6168785095214844,-4.678516387939453,-4.882389068603516
127_0.99_1.4.png,309,3716,104,27,hard_bottom25_by_p1_table_A0,27.430631637573242,4.281852722167969,6.256669998168945,-3.8984375,27.430631637573242,42.97404479980469,32.563499450683594,10.410545349121094,4.281852722167969,-2.496410369873047,3.8393707275390625,-6.335781097412109,-0.44248199462890625,6.256669998168945,-3.8984375,5.446926116943359,-9.34536361694336,-0.8097438812255859
812_0.59_0.82.png,2791,6198,83,78,mid_by_p1_table_A0,36.54083251953125,5.726284027099609,7.3967132568359375,-3.1996307373046875,36.54083251953125,47.69620895385742,40.064674377441406,7.631534576416016,5.726284027099609,-2.252613067626953,5.644294738769531,-7.896907806396484,-0.08198928833007812,7.3967132568359375,-3.1996307373046875,7.531524658203125,-10.731155395507812,0.1348114013671875
467_0.75_1.41.png,2407,5814,144,60,mid_by_p1_table_A0,34.14467239379883,4.842327117919922,6.939128875732422,-1.4691925048828125,34.14467239379883,43.86064529418945,37.98819351196289,5.8724517822265625,4.842327117919922,-0.08982467651367188,3.7975234985351562,-3.887348175048828,-1.0448036193847656,6.939128875732422,-1.4691925048828125,4.978172302246094,-6.447364807128906,-1.9609565734863281
1166_0.73_1.03.png,183,3590,5,6,mid_by_p1_table_A0,35.95402908325195,4.6314849853515625,6.545047760009766,5.4405975341796875,35.95402908325195,39.33611297607422,36.71564483642578,2.6204681396484375,4.6314849853515625,4.260593414306641,5.2195587158203125,-0.9589653015136719,0.58807373046875,6.545047760009766,5.4405975341796875,7.403221130371094,-1.9626235961914062,0.8581733703613281
355_0.85_0.53.png,2283,5690,87,143,mid_by_p1_table_A0,37.52004623413086,4.651527404785156,6.499736785888672,-1.041168212890625,37.52004623413086,48.076786041259766,41.592308044433594,6.484477996826172,4.651527404785156,-0.24532318115234375,4.730113983154297,-4.975437164306641,0.07858657836914062,6.499736785888672,-1.041168212890625,5.954200744628906,-6.995368957519531,-0.5455360412597656
784_0.73_1.21.png,2759,6166,113,65,mid_by_p1_table_A0,34.54762268066406,4.515346527099609,6.417629241943359,-4.029411315917969,34.54762268066406,46.70775604248047,40.11101150512695,6.596744537353516,4.515346527099609,-2.5721664428710938,3.678539276123047,-6.250705718994141,-0.8368072509765625,6.417629241943359,-4.029411315917969,4.649822235107422,-8.67923355102539,-1.7678070068359375
267_0.59_0.62.png,1864,5271,24,76,mid_by_p1_table_A0,37.221290588378906,4.4685516357421875,6.378898620605469,-3.9453659057617188,37.221290588378906,47.152099609375,36.15043258666992,11.001667022705078,4.4685516357421875,-2.8719253540039062,4.500743865966797,-7.372669219970703,0.032192230224609375,6.378898620605469,-3.9453659057617188,6.487033843994141,-10.43239974975586,0.10813522338867188
1397_0.94_0.79.png,439,3846,70,79,mid_by_p1_table_A0,36.07341003417969,4.5736236572265625,6.265838623046875,-0.9921035766601562,36.07341003417969,44.697479248046875,38.624305725097656,6.073173522949219,4.5736236572265625,-0.25536346435546875,4.760211944580078,-5.015575408935547,0.18658828735351562,6.265838623046875,-0.9921035766601562,6.467765808105469,-7.459869384765625,0.20192718505859375
672_0.8_0.77.png,2635,6042,44,1,mid_by_p1_table_A0,35.12131118774414,4.36126708984375,6.2009735107421875,2.1373443603515625,35.12131118774414,43.36309814453125,35.71035385131836,7.652744293212891,4.36126708984375,2.671886444091797,4.604312896728516,-1.9324264526367188,0.24304580688476562,6.2009735107421875,2.1373443603515625,6.6449127197265625,-4.507568359375,0.443939208984375
75_0.61_0.9.png,2732,6139,54,89,mid_by_p1_table_A0,36.99298095703125,4.431266784667969,6.147285461425781,-2.357616424560547,36.99298095703125,46.40811538696289,35.488075256347656,10.920040130615234,4.431266784667969,-0.919647216796875,4.8302459716796875,-5.7498931884765625,0.39897918701171875,6.147285461425781,-2.357616424560547,6.9850006103515625,-9.34261703491211,0.8377151489257812
1462_0.61_1.4.png,512,3919,129,122,mid_by_p1_table_A0,35.28401565551758,4.291210174560547,6.075420379638672,-3.658496856689453,35.28401565551758,44.911094665527344,36.909786224365234,8.00130844116211,4.291210174560547,-2.268695831298828,4.101261138916016,-6.369956970214844,-0.18994903564453125,6.075420379638672,-3.658496856689453,5.689910888671875,-9.348407745361328,-0.3855094909667969
