mode,split,fold,index,name,mapper,K,candidate_scale,family,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,M_safe_nonzero_frac,pred_abs_mean,scaled_pred_abs_mean,target_abs_mean
v04d,train,0,2,1002_0.73_1.47.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,33.684539794921875,33.76737976074219,34.33770751953125,0.0828399658203125,0.653167724609375,0.45952606201171875,1.0,0.9999188184738159,0.0855432078242302,1.0,0.006281400565057993,0.006281400565057993,0.014619426801800728
v04d,train,0,2,1002_0.73_1.47.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,33.684539794921875,33.75678253173828,34.33770751953125,0.07224273681640625,0.653167724609375,0.3862399160861969,1.0,0.9999188184738159,0.0855432078242302,1.0,0.008379543200135231,0.008379543200135231,0.014619426801800728
v04d,train,0,2,1002_0.73_1.47.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,33.684539794921875,33.77273941040039,34.33770751953125,0.08819961547851562,0.653167724609375,0.4321107566356659,1.0,0.9999188184738159,0.0855432078242302,1.0,0.007884720340371132,0.007884720340371132,0.014619426801800728
v04d,train,0,2,1002_0.73_1.47.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,33.684539794921875,33.893009185791016,34.33770751953125,0.20846939086914062,0.653167724609375,0.7147754430770874,1.0,0.9999188184738159,0.0855432078242302,1.0,0.009697357192635536,0.009697357192635536,0.014619426801800728
v04d,train,0,2,1002_0.73_1.47.png,global_mean_coeff,16,1.0,global_mean,33.684539794921875,33.68930435180664,34.33770751953125,0.004764556884765625,0.653167724609375,-0.04268702119588852,1.0,0.9999188184738159,0.0855432078242302,1.0,0.006135018542408943,0.006135018542408943,0.014619426801800728
v04d,train,0,3,1003_0.9_1.06.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,38.72209548950195,38.93473434448242,39.22611999511719,0.21263885498046875,0.5040245056152344,0.3381059467792511,1.0,0.9999078512191772,0.05862043425440788,1.0,0.006457764655351639,0.006457764655351639,0.009053836576640606
v04d,train,0,3,1003_0.9_1.06.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,38.72209548950195,38.9492073059082,39.22611999511719,0.22711181640625,0.5040245056152344,0.3802957534790039,1.0,0.9999078512191772,0.05862043425440788,1.0,0.006457129959017038,0.006457129959017038,0.009053836576640606
v04d,train,0,3,1003_0.9_1.06.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,38.72209548950195,38.991092681884766,39.22611999511719,0.2689971923828125,0.5040245056152344,0.5070756077766418,1.0,0.9999078512191772,0.05862043425440788,1.0,0.006926609203219414,0.006926609203219414,0.009053836576640606
v04d,train,0,3,1003_0.9_1.06.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,38.72209548950195,39.03517532348633,39.22611999511719,0.313079833984375,0.5040245056152344,0.596264660358429,1.0,0.9999078512191772,0.05862043425440788,1.0,0.007619637995958328,0.007619637995958328,0.009053836576640606
v04d,train,0,3,1003_0.9_1.06.png,global_mean_coeff,16,1.0,global_mean,38.72209548950195,38.86252975463867,39.22611999511719,0.14043426513671875,0.5040245056152344,-0.2248297482728958,1.0,0.9999078512191772,0.05862043425440788,1.0,0.006135018542408943,0.006135018542408943,0.009053836576640606
v04d,train,0,4,1004_0.91_1.17.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,37.06013107299805,37.284767150878906,37.72549057006836,0.22463607788085938,0.6653594970703125,0.20785972476005554,1.0,0.9999440908432007,0.07623642683029175,1.0,0.006495987065136433,0.006495987065136433,0.011138010770082474
v04d,train,0,4,1004_0.91_1.17.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,37.06013107299805,37.3334846496582,37.72549057006836,0.27335357666015625,0.6653594970703125,0.381156325340271,1.0,0.9999440908432007,0.07623642683029175,1.0,0.006813769228756428,0.006813769228756428,0.011138010770082474
v04d,train,0,4,1004_0.91_1.17.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,37.06013107299805,37.39566421508789,37.72549057006836,0.33553314208984375,0.6653594970703125,0.4790167808532715,1.0,0.9999440908432007,0.07623642683029175,1.0,0.007879740558564663,0.007879740558564663,0.011138010770082474
v04d,train,0,4,1004_0.91_1.17.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,37.06013107299805,37.42389678955078,37.72549057006836,0.3637657165527344,0.6653594970703125,0.4783225953578949,1.0,0.9999440908432007,0.07623642683029175,1.0,0.008329623378813267,0.008329623378813267,0.011138010770082474
v04d,train,0,4,1004_0.91_1.17.png,global_mean_coeff,16,1.0,global_mean,37.06013107299805,37.244544982910156,37.72549057006836,0.18441390991210938,0.6653594970703125,-0.09366229921579361,1.0,0.9999440908432007,0.07623642683029175,1.0,0.006135018542408943,0.006135018542408943,0.011138010770082474
v04d,train,0,5,1005_0.74_1.81.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,38.319766998291016,38.53504180908203,39.10544967651367,0.21527481079101562,0.7856826782226562,0.6424899697303772,1.0,0.9999839067459106,0.11811410635709763,1.0,0.0038065982516855,0.0038065982516855,0.007637776434421539
v04d,train,0,5,1005_0.74_1.81.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,38.319766998291016,38.53142547607422,39.10544967651367,0.21165847778320312,0.7856826782226562,0.6521738171577454,1.0,0.9999839067459106,0.11811410635709763,1.0,0.003749531926587224,0.003749531926587224,0.007637776434421539
v04d,train,0,5,1005_0.74_1.81.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,38.319766998291016,38.51484680175781,39.10544967651367,0.19507980346679688,0.7856826782226562,0.6603837609291077,1.0,0.9999839067459106,0.11811410635709763,1.0,0.0035098320804536343,0.0035098320804536343,0.007637776434421539
v04d,train,0,5,1005_0.74_1.81.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,38.319766998291016,38.66997528076172,39.10544967651367,0.3502082824707031,0.7856826782226562,0.717769205570221,1.0,0.9999839067459106,0.11811410635709763,1.0,0.005452586337924004,0.005452586337924004,0.007637776434421539
