H_inherited_mean,H_intervention_mean,H_predecessor_positive_mean,H_total_cvar10,H_total_mean,H_total_median,H_total_p95,delta_psnr_p05,group_name,group_value,hard_count,new_250_psnr_mean,nonfinite_n,observed_n,old_250_psnr_mean,operator,planned_n,severe_count,split,support_normalized_total_mean
1.251353296538582e-07,8.648314633319387e-07,8.740751127334079e-07,7.062219083309174e-06,9.89966792985797e-07,0.0,5.123847222421316e-06,-0.14544913791673791,haze_param_1,q3,0,34.9626480462971,0,32,34.79473000248555,D_rep,128,2,update128,2.5687222069892446e-06
2.8686648605529356e-07,1.7534591649934925e-06,1.7713477804877417e-06,1.1556958876705417e-05,2.0403256510487863e-06,0.0,1.1070864275097845e-05,-0.1887180771873183,haze_param_1,q4,0,36.13218339716435,0,27,36.02013590815671,D_rep,128,2,update128,4.733044164114385e-06
1.0749764359471473e-07,6.25267134499595e-07,6.25267134499595e-07,5.025385689805262e-06,7.327647780943097e-07,0.0,3.7469391827471556e-06,-0.1308121598552887,haze_param_2,q1,0,37.98677473738015,0,33,37.92795077839776,D_rep,128,1,update128,6.689684444350111e-06
4.352236179069483e-07,2.6049475699047823e-06,2.612299015579213e-06,1.583829483327766e-05,3.0401711878117306e-06,0.0,1.221291095134802e-05,-0.27916279916677844,haze_param_2,q2,0,37.282523947026846,0,28,37.246987013478304,D_rep,128,4,update128,9.852777893518724e-06
2.939493490637026e-07,1.5771345880983227e-06,1.6410289610961848e-06,1.4457604265771806e-05,1.8710839371620254e-06,0.0,8.126355533022422e-06,-0.20385875695316286,haze_param_2,q3,0,35.29083542458165,0,33,35.10951888452195,D_rep,128,2,update128,4.43683779060492e-06
1.852604327723384e-07,1.0688000817454475e-06,1.0777537895859603e-06,1.065951437340118e-05,1.2540605145177858e-06,0.0,1.2355358921922737e-05,-0.055240741841789814,haze_param_2,q4,0,34.43679936084234,0,34,34.19585522662841,D_rep,128,1,update128,1.9248073580245944e-06
1.1519215250801709e-07,5.772836394263086e-07,5.772836394263086e-07,5.656225160540392e-06,6.924757919343257e-07,0.0,3.1820505682844657e-06,-0.18407437962049542,old_step_l2,q1,0,37.838746907986575,0,27,37.835353270538924,D_rep,128,2,update128,8.644124389627424e-06
3.574974211265466e-07,1.7512303592021844e-06,1.758581804876615e-06,1.5437559341080487e-05,2.1087277803287307e-06,0.0,1.1792138684540983e-05,-0.15143744152778496,old_step_l2,q2,0,37.54249849848965,0,28,37.48200472869694,D_rep,128,1,update128,7.545155725531812e-06
3.8023156646106923e-07,2.134354560569461e-06,2.1481543496650245e-06,1.8109089069184847e-05,2.5145861270305302e-06,0.0,1.3340595614863556e-05,-0.1984228838097678,old_step_l2,q3,0,35.46639078944617,0,35,35.285849632570674,D_rep,128,2,update128,5.738035959911048e-06
1.3959594836801683e-07,1.121933516850205e-06,1.172721615722893e-06,1.0394864148111083e-05,1.2615294652182217e-06,0.0,9.0190973423887e-06,-0.22625766601524724,old_step_l2,q4,0,34.7042942638465,0,38,34.46725802923867,D_rep,128,3,update128,1.6581444082410181e-06
4.5247781179988614e-08,2.3711226486529296e-07,2.3711226486529296e-07,2.2108652046881616e-06,2.823600460452816e-07,0.0,1.655818778090179e-06,-0.09601453790167014,support_fraction,q1,0,37.824560475259595,0,26,37.81028137635484,D_rep,128,1,update128,6.245306466672973e-06
4.821440911498563e-07,2.378882746942791e-06,2.385980694490517e-06,1.6404294001404196e-05,2.861026838092647e-06,0.0,1.2901930313091724e-05,-0.3503229435451743,support_fraction,q2,0,37.39589865622715,0,29,37.36015852890452,D_rep,128,3,update128,1.0894841904688364e-05
3.2198856518204726e-07,1.8334571255504021e-06,1.8472569146459656e-06,1.685161259956658e-05,2.1554456907324494e-06,0.0,1.0588078293949351e-05,-0.13859286578978425,support_fraction,q3,0,35.34988518634797,0,35,35.132201708763255,D_rep,128,1,update128,4.775959830350228e-06
1.3959594836801683e-07,1.121933516850205e-06,1.172721615722893e-06,1.0394864148111083e-05,1.2615294652182217e-06,0.0,9.0190973423887e-06,-0.22625766601524724,support_fraction,q4,0,34.94098340054251,0,38,34.72821684286678,D_rep,128,3,update128,1.6581444082410181e-06
0.0,6.48370825852837e-08,9.026213942403064e-08,6.071108642076566e-07,6.48370825852837e-08,0.0,0.0,-0.0007719213397489701,H_inherited,q1,0,35.84093750123677,0,103,35.63882006689931,D_rep,128,0,update128,8.69635011797966e-08
nan,nan,nan,nan,nan,nan,nan,nan,H_inherited,q2,0,nan,0,0,nan,D_rep,128,0,update128,nan
1.4479155652225018e-09,3.623426891863346e-08,3.623426891863346e-08,3.768218448385596e-08,3.768218448385596e-08,3.768218448385596e-08,3.768218448385596e-08,-0.007318679975739428,H_inherited,q3,0,46.67163060055897,0,1,46.67894928053471,D_rep,128,0,update128,1.83647564161686e-06
1.3221424524090253e-06,7.301772408633648e-06,7.301772408633648e-06,2.4818242915595572e-05,8.623914861042673e-06,7.416198059218004e-06,2.2169912699609975e-05,-0.3912913582885899,H_inherited,q4,0,37.27644962092439,0,24,37.43057486616441,D_rep,128,8,update128,2.9070947861739193e-05
1.887802842675763e-07,9.731439229867914e-07,9.873495882322244e-07,9.657494956627488e-06,1.1619242072543677e-06,0.0,6.445360486395648e-06,-0.09447152450508653,old_preclamp_fraction,q1,0,35.839817924672865,0,34,35.72680026156961,D_rep,128,1,update128,5.901935053830094e-06
2.1320216220397597e-07,1.2648744860855052e-06,1.2726802826644137e-06,1.1516047379700467e-05,1.478076648289481e-06,0.0,1.1487396841403099e-05,-0.14446659726097408,old_preclamp_fraction,q2,0,35.52130915663155,0,39,35.42510945678917,D_rep,128,1,update128,6.260982856398963e-06
1.4209217624738812e-07,6.934170717916762e-07,7.002784210878114e-07,8.333721780218184e-06,8.355092480390643e-07,0.0,6.522868716274357e-06,-0.04721328407580376,old_preclamp_fraction,q3,0,36.705517488246755,0,30,36.454590701699956,D_rep,128,1,update128,1.7549642281313657e-06
5.094674997963011e-07,3.149499243590981e-06,3.2145201112143697e-06,2.0374403296348948e-05,3.658966743387282e-06,0.0,1.3805774506181466e-05,-0.2699333474654921,old_preclamp_fraction,q4,0,37.11490371740882,0,25,37.035320567998625,D_rep,128,5,update128,8.440136594846113e-06
5.979248385301617e-07,3.017937544314009e-06,3.0601442091438003e-06,2.7199616082585773e-05,3.6158623828441705e-06,0.0,1.4830678264843293e-05,-0.36891332001412974,all,all,2,38.164919081543374,0,128,38.14016315824844,D_ref,128,17,heldout128,9.678780894195301e-06
9.87386842358059e-07,4.376322093386469e-06,4.396702778259558e-06,3.701266905409284e-05,5.363708935744528e-06,0.0,1.7225836927536855e-05,-0.3289677562694102,haze_param_1,q1,0,37.44878656320522,0,35,37.449766849469384,D_ref,128,4,heldout128,1.4840799516435096e-05
3.722747611131386e-07,2.2819259746548985e-06,2.302802645967209e-06,1.4996893393496672e-05,2.654200735768037e-06,0.0,1.0628750169416885e-05,-0.3103354873318661,haze_param_1,q2,1,39.78950923212513,0,28,39.77073508304398,D_ref,128,4,heldout128,7.920169320850357e-06
2.007213732858579e-07,1.491131878273952e-06,1.5978450626848386e-06,9.838044206844643e-06,1.69185325155981e-06,8.012102625798434e-08,7.485141395591199e-06,-0.4744474070261546,haze_param_1,q3,1,38.86989647722697,0,31,38.8646645958603,D_ref,128,3,heldout128,5.817428989090548e-06
7.449936460676219e-07,3.6178152025540305e-06,3.6412408970885306e-06,3.1488834792980924e-05,4.362808848621653e-06,0.0,1.6698931358405358e-05,-0.3480039502120123,haze_param_1,q4,0,36.92144304211263,0,34,36.847466462572726,D_ref,128,6,heldout128,9.33385093341627e-06
1.9943000816349542e-07,1.0441633475561356e-06,1.0443634363905256e-06,7.948816346470267e-06,1.243593355719631e-06,0.0,7.510261639254168e-06,-0.33942354004691566,haze_param_2,q1,0,41.78098129981714,0,31,41.81904471660569,D_ref,128,4,heldout128,9.00797392154375e-06
2.368207198152369e-07,1.4788512654942334e-06,1.4820541617007472e-06,1.1610518413363025e-05,1.7156719853094703e-06,0.0,6.264771218411611e-06,-0.2852148420602134,haze_param_2,q2,0,39.1373219058598,0,37,39.07712850191258,D_ref,128,3,heldout128,5.717004225273326e-06
5.146309464884502e-07,3.007932044115038e-06,3.08186175853705e-06,1.720192449283786e-05,3.522562990603488e-06,0.0,1.7597332771401852e-05,-0.4082507521430472,haze_param_2,q3,1,36.30754427018908,0,31,36.28131750001233,D_ref,128,4,heldout128,8.368265754603337e-06
1.57365941739609e-06,7.102191438175866e-06,7.205154267059447e-06,6.750504932521532e-05,8.675850855571957e-06,0.0,5.8615574380382775e-05,-0.368080618432667,haze_param_2,q4,1,35.04429100863954,0,29,34.9991689989613,D_ref,128,6,heldout128,1.685142648832158e-05
2.584557797810113e-08,2.152863925329183e-07,2.18656930735813e-07,1.5347304724855348e-06,2.411319705110194e-07,0.0,9.35960997594519e-07,-0.07552487321036806,old_step_l2,q1,0,40.55948736731436,0,37,40.55784972281607,D_ref,128,1,heldout128,4.06803391417756e-06
5.186836157614986e-07,2.4320065171600113e-06,2.447043496229324e-06,1.482234256400261e-05,2.9506901329215098e-06,0.0,1.2418973710737191e-05,-0.35061603515884876,old_step_l2,q2,0,38.71018822207034,0,36,38.69112861176869,D_ref,128,5,heldout128,1.2199749615713394e-05
1.3148969931838414e-06,6.647820797904084e-06,6.703102917526848e-06,4.9178022891283035e-05,7.962717791087926e-06,1.9878207240253687e-06,2.5536901375744485e-05,-0.519652928440052,old_step_l2,q3,2,37.193316360437656,0,30,37.2264130502088,D_ref,128,10,heldout128,1.7292820413261642e-05
6.983429193496704e-07,3.653742023743689e-06,3.7768599577248096e-06,3.321066227120658e-05,4.3520849430933595e-06,0.0,1.0607414878904806e-05,-0.1334202264367306,old_step_l2,q4,0,35.001693721570334,0,25,34.86509691926678,D_ref,128,1,heldout128,5.2156440427558956e-06
8.446142218369794e-08,4.586440570021391e-07,4.6175893275128484e-07,4.247706783644389e-06,5.43105479185837e-07,0.0,1.549136322864794e-06,-0.16196499213773802,support_fraction,q1,0,40.61107898222917,0,38,40.61880100183377,D_ref,128,2,heldout128,6.139946611653715e-06
4.6912464313209057e-07,2.2311244850113455e-06,2.2467723673409118e-06,1.4162978914100677e-05,2.700249128143436e-06,0.0,1.1959388211835163e-05,-0.3522244482205501,support_fraction,q2,0,38.60133735029873,0,35,38.571618048519554,D_ref,128,4,heldout128,1.018257913564031e-05
1.3602382688108704e-06,6.877055997831811e-06,6.934244397441567e-06,4.9178022891283035e-05,8.237294266642682e-06,3.1096860766410828e-06,2.562692679930478e-05,-0.5231544645965215,support_fraction,q3,2,37.217057952966066,0,29,37.25624186557316,D_ref,128,10,heldout128,1.7889124565443078e-05
6.7148357629776e-07,3.513213484368932e-06,3.6315961131969325e-06,3.321066227120658e-05,4.184697060666692e-06,0.0,1.036482717609033e-05,-0.12889772107262587,support_fraction,q4,0,35.059505892937395,0,26,34.922646168704304,D_ref,128,1,heldout128,5.0150423488037455e-06
0.0,1.9077244146233972e-07,2.542577396311304e-07,1.665594431364702e-06,1.9077244146233972e-07,0.0,1.2955482816323633e-06,-0.04553095470386807,H_inherited,q1,0,37.54704239459076,0,85,37.410682001784785,D_ref,128,0,heldout128,4.1756866247927164e-07
nan,nan,nan,nan,nan,nan,nan,nan,H_inherited,q2,0,nan,0,0,nan,D_ref,128,0,heldout128,nan
2.6193447411060333e-09,1.8364517018198967e-08,1.8364517018198967e-08,2.0983861759305e-08,2.0983861759305e-08,2.0983861759305e-08,2.0983861759305e-08,-0.0002595313536843946,H_inherited,q3,0,35.12413033165994,0,1,35.124389863013626,D_ref,128,0,heldout128,8.208845788463622e-06
1.8221847615980853e-06,8.810999610258954e-06,8.811147294874813e-06,5.017950898036361e-05,1.0633184371857038e-05,5.475154466694221e-06,2.6257104764226817e-05,-0.4841834102531898,H_inherited,q4,2,39.48778353727802,0,42,39.68829819621622,D_ref,128,17,heldout128,2.845670886566183e-05
4.5093872813595226e-07,2.109290335283731e-06,2.1567020667134784e-06,1.596033871464897e-05,2.5602290634196834e-06,0.0,1.5308420188375742e-05,-0.25430645972409244,old_preclamp_fraction,q1,1,36.93015364455797,0,32,36.907379418044485,D_ref,128,3,heldout128,7.773480272114387e-06
3.988610114902258e-07,2.22667986236047e-06,2.256687075714581e-06,1.6786439421897132e-05,2.625540873850696e-06,0.0,1.4973810175433752e-05,-0.4598572707919828,old_preclamp_fraction,q2,1,37.944542739716255,0,25,37.89160593184561,D_ref,128,4,heldout128,7.436683288009084e-06
1.465830791858025e-06,6.948338750589755e-06,6.991034524617135e-06,5.397335553425364e-05,8.41416954244778e-06,3.047498466912657e-07,5.108861587359566e-05,-0.37809491260362316,old_preclamp_fraction,q3,0,37.26596319156289,0,32,37.253470356477735,D_ref,128,5,heldout128,1.9113551941722536e-05
1.34005882174302e-07,1.0457661119289696e-06,1.091120793716982e-06,5.9844442148460075e-06,1.1797719941032717e-06,0.0,5.6740602303762e-06,-0.2717235014474994,old_preclamp_fraction,q4,0,40.05693167150714,0,39,40.038552389101284,D_ref,128,5,heldout128,4.93799593369205e-06
5.854519571357741e-07,3.0135934281361187e-06,3.0625177913634616e-06,2.72437341314239e-05,3.599045385271893e-06,0.0,1.4883359108353027e-05,-0.3689149166750134,all,all,2,38.164975022259,0,128,38.13995048760549,D_rep,128,17,heldout128,9.567564400386956e-06
9.6420304284298e-07,4.382379120215773e-06,4.404974190817614e-06,3.7126181268831715e-05,5.346582163058753e-06,0.0,1.7159574781544486e-05,-0.33054514407103214,haze_param_1,q1,0,37.449287645031845,0,35,37.45048372399732,D_rep,128,4,heldout128,1.4606782241894964e-05
3.6543860915116966e-07,2.2757062002451027e-06,2.2954480820252295e-06,1.4980643754824996e-05,2.6411448093962723e-06,0.0,1.0707855835789811e-05,-0.3086578208727168,haze_param_1,q2,1,39.78903491200958,0,28,39.770208811393495,D_rep,128,4,heldout128,7.853748613339027e-06
2.1357558462994114e-07,1.5003325613853971e-06,1.6063310589919228e-06,1.0284924428560771e-05,1.7139081460153384e-06,7.389644451905042e-08,7.538477802881971e-06,-0.4693693842355593,haze_param_1,q3,1,38.86931042835849,0,31,38.86409410450653,D_rep,128,3,heldout128,5.783077427430736e-06
7.158123480621725e-07,3.5919590171782627e-06,3.639981514425017e-06,3.130095683445688e-05,4.307771365240435e-06,0.0,1.6765776672400502e-05,-0.3476833305508187,haze_param_1,q4,0,36.92206277816637,0,34,36.84688141514341,D_rep,128,6,heldout128,9.242073628216504e-06
1.9645824889472175e-07,1.0459648511905764e-06,1.0480038796348738e-06,7.911738066468388e-06,1.2424231000852982e-06,0.0,7.460126653313637e-06,-0.33909790367803083,haze_param_2,q1,0,41.78033326339554,0,31,41.818387736657535,D_rep,128,4,heldout128,8.795928331944722e-06
2.424479356016712e-07,1.4855913586625075e-06,1.4903843465789749e-06,1.1787140465457924e-05,1.7280392942641786e-06,0.0,6.664925604127334e-06,-0.2824892658437477,haze_param_2,q2,0,39.13936841989771,0,37,39.07894894485292,D_rep,128,3,heldout128,5.723131136636837e-06
5.172670728737308e-07,3.0052338373817263e-06,3.0914824521694814e-06,1.7344962543575093e-05,3.522500910255457e-06,0.0,1.7961217963602394e-05,-0.40905241427428507,haze_param_2,q3,1,36.30507111392181,0,31,36.27835699512709,D_rep,128,4,heldout128,8.367208638444339e-06
1.511785928320525e-06,7.075376523626519e-06,7.1908269029367585e-06,6.723793436928342e-05,8.587162451947044e-06,0.0,5.794272874481964e-05,-0.3681022619916945,haze_param_2,q4,1,35.04526329710686,0,29,34.99977464719383,D_rep,128,6,heldout128,1.6580522245238154e-05
7.692530121666526e-08,4.4848777753558306e-07,4.5481805213249143e-07,4.174856712779729e-06,5.254130787522483e-07,0.0,1.5389366126328213e-06,-0.1628865341296894,old_step_l2,q1,0,40.52030502760175,0,38,40.52657395696716,D_rep,128,2,heldout128,5.844814025292263e-06
4.407299153778392e-07,2.3056751767095798e-06,2.325599173976419e-06,1.4259992894949391e-05,2.7464050920874192e-06,0.0,1.1955220543313771e-05,-0.35010551546879043,old_step_l2,q2,0,38.75758591682293,0,36,38.73682874391028,D_rep,128,5,heldout128,1.0212335583899333e-05
1.407824778912722e-06,6.955305382559475e-06,7.026038994289203e-06,4.929995823961993e-05,8.363130161472196e-06,1.6249105101451278e-06,2.5770597858354446e-05,-0.5301995671946902,old_step_l2,q3,2,37.34388064426731,0,28,37.366676421198456,D_rep,128,9,heldout128,1.8060759715730368e-05
6.434353193841301e-07,3.4978679300715717e-06,3.6257126619322944e-06,3.2953646344443165e-05,4.141303249455702e-06,0.0,1.0397474397905171e-05,-0.1305656016529415,old_step_l2,q4,0,34.78628695212214,0,26,34.6581183644009,D_rep,128,1,heldout128,4.969229124138395e-06
7.823956892886934e-08,4.560903873521295e-07,4.605633780317332e-07,4.2076612771779764e-06,5.343299562809989e-07,0.0,1.5389366126328213e-06,-0.1628865341296894,support_fraction,q1,0,40.612642438701016,0,38,40.619472564462676,D_rep,128,2,heldout128,5.908283298343257e-06
4.3604595703072844e-07,2.2250275443574147e-06,2.247537278370666e-06,1.4259992894949391e-05,2.6610735013881433e-06,0.0,1.216691161971538e-05,-0.3517387144014208,support_fraction,q2,0,38.60262235738274,0,35,38.57344629605869,D_rep,128,4,heldout128,1.002585336192176e-05
1.378407589448937e-06,6.882344615436962e-06,6.950639137107044e-06,4.929995823961993e-05,8.260752204885899e-06,2.1426239982247353e-06,2.565437171142548e-05,-0.5266622882587029,support_fraction,q3,2,37.214842453996695,0,29,37.2540139553309,D_rep,128,10,heldout128,1.7932022517849195e-05
6.434353193841301e-07,3.4978679300715717e-06,3.6257126619322944e-06,3.2953646344443165e-05,4.141303249455702e-06,0.0,1.0397474397905171e-05,-0.1305656016529415,support_fraction,q4,0,35.05823755785437,0,26,34.920641534510416,D_rep,128,1,heldout128,4.969229124138395e-06
0.0,2.119109692217932e-07,2.8344768269426433e-07,1.8325631066949832e-06,2.119109692217932e-07,0.0,1.0966497939080002e-06,-0.04732888028794946,H_inherited,q1,0,37.50102057817398,0,87,37.36796449898831,D_rep,128,0,heldout128,5.257730309674989e-07
nan,nan,nan,nan,nan,nan,nan,nan,H_inherited,q2,0,nan,0,0,nan,D_rep,128,0,heldout128,nan
1.6261765267699957e-09,5.678884917870164e-09,6.56291376799345e-09,1.461012288928032e-08,7.30506144464016e-09,7.30506144464016e-09,1.3879616744816303e-08,-0.00013564890815054298,H_inherited,q3,0,39.40448045411742,0,2,39.40416744220982,D_rep,128,0,heldout128,2.8577257876620933e-06
1.92139995282886e-06,9.417752479725421e-06,9.418697514681695e-06,5.7074495998676866e-05,1.1339152432554281e-05,6.016285624355078e-06,3.196557372575633e-05,-0.4912894988988306,H_inherited,q4,2,39.58253978563542,0,39,39.797241438899995,D_rep,128,17,heldout128,3.0081808666154712e-05
4.0859401148433484e-07,2.2148366648859033e-06,2.230025954001273e-06,1.7752589580292504e-05,2.623430676370238e-06,0.0,1.6263571160379765e-05,-0.26608866296784367,old_preclamp_fraction,q1,1,36.71634182893947,0,30,36.69846968754335,D_rep,128,3,heldout128,7.828951838527236e-06
4.0396110177555654e-07,2.150059117411729e-06,2.1847209999188114e-06,1.8712996582811076e-05,2.5540202191872855e-06,0.0,1.4883359108353032e-05,-0.39249734688663196,old_preclamp_fraction,q2,0,37.864666855087215,0,28,37.7912710306934,D_rep,128,4,heldout128,7.1578685180926485e-06
1.6436098511413938e-06,7.507186117956215e-06,7.540750110430443e-06,6.723793436928342e-05,9.150795969097608e-06,0.0,6.074965131119817e-05,-0.4384572227684629,old_preclamp_fraction,q3,1,37.86413542900215,0,28,37.85314089393301,D_rep,128,5,heldout128,2.0829757136313504e-05
1.273343687422485e-07,1.1640950539177061e-06,1.256864466302518e-06,6.099592428654432e-06,1.2914294226599547e-06,0.0,6.090113311074671e-06,-0.26133727801981055,old_preclamp_fraction,q4,0,39.60047819110633,0,42,39.593238997563404,D_rep,128,5,heldout128,4.907765946912886e-06
