feature_set,label,target_bucket,stage_set,sample_count,auroc,auprc,balanced_accuracy_at_lcb_threshold,false_safe_rate,false_block_rate,top_features,fold_std
bucket_stage_strength,is_hard_to_easy_unsafe,easy_top25,mixed,1903,0.9964978448275862,0.7833333333333333,0.9964978448275862,0.0,0.007004310344827586,bucket_stage_strength,0.003189251413746329
bucket_stage_strength,is_overstrong_unsafe,all,mixed,8730,0.9004144892423638,0.43403265611669134,0.8939374013677013,0.0,0.21212519726459758,bucket_stage_strength,0.010260222522052135
bucket_stage_strength,is_overstrong_unsafe,hard_bottom25,mixed,2712,0.9002095160854285,0.3553117960091213,0.8862530413625305,0.0,0.22749391727493917,bucket_stage_strength,0.007910234845923651
bucket_stage_strength,is_overstrong_unsafe,mid_50,mixed,4115,0.9015385324305962,0.42896117710546344,0.8957174638487209,0.0,0.20856507230255839,bucket_stage_strength,0.01067725522293889
bucket_stage_strength,is_overstrong_unsafe,easy_top25,mixed,1903,0.8961578121014188,0.525942483206157,0.9020752269779507,0.0,0.19584954604409857,bucket_stage_strength,0.024940507524695097
bucket_stage_strength,should_noop,all,mixed,8730,0.5727751462026884,0.25366907227538876,0.5754388829513517,0.5615079365079365,0.2876142975893599,bucket_stage_strength,0.03826595326873631
bucket_stage_strength,should_noop,hard_bottom25,mixed,2712,nan,nan,0.47879793510324486,nan,0.042404129793510326,bucket_stage_strength,nan
bucket_stage_strength,should_noop,mid_50,mixed,4115,nan,nan,0.47399756986634267,nan,0.052004860267314705,bucket_stage_strength,nan
bucket_stage_strength,should_noop,easy_top25,mixed,1903,0.8082864788427448,0.9486876048942996,0.8250661375661376,0.3498677248677249,0.0,bucket_stage_strength,0.061289843740129905
compatibility_energy_alignment,is_unsafe,all,mixed,8730,0.5924222444500937,0.46956976026835556,0.5517426283732374,0.5135051226327227,0.38300962062080235,compatibility_energy_alignment,0.030486953680288906
compatibility_energy_alignment,is_unsafe,hard_bottom25,mixed,2712,0.5612328253770308,0.3648692988325399,0.5646845978705515,0.5766081871345029,0.2940226171243942,compatibility_energy_alignment,0.08493975742664583
compatibility_energy_alignment,is_unsafe,mid_50,mixed,4115,0.5776285310676964,0.4639521107627873,0.5711331526495984,0.6848042468480424,0.17292944785276074,compatibility_energy_alignment,0.040521944145424746
compatibility_energy_alignment,is_unsafe,easy_top25,mixed,1903,0.6716332365443201,0.6203476124498617,0.6327007479961998,0.14551804423748546,0.5890804597701149,compatibility_energy_alignment,0.07625835808513515
compatibility_energy_alignment,is_severe,all,mixed,8730,0.6081256532825747,0.3925559506217459,0.5685775192683029,0.48078462770216174,0.38206033376123233,compatibility_energy_alignment,0.03839853237837406
compatibility_energy_alignment,is_severe,hard_bottom25,mixed,2712,0.5236729515713294,0.24049741665378319,0.47400738574402695,0.6006493506493507,0.45133587786259544,compatibility_energy_alignment,0.09798454128630085
compatibility_energy_alignment,is_severe,mid_50,mixed,4115,0.6003144946527454,0.4138167436537308,0.5895471389722563,0.6430894308943089,0.1778162911611785,compatibility_energy_alignment,0.03372365881040591
compatibility_energy_alignment,is_severe,easy_top25,mixed,1903,0.7257764340674699,0.5752330249270519,0.6724828725976275,0.08588957055214724,0.5691446842525979,compatibility_energy_alignment,0.037214445873182504
compatibility_energy_alignment,is_useful_gt_0p30,all,mixed,8730,0.5512459880177456,0.4212921334172076,0.5233526725702582,0.46215494211932323,0.49113971274016044,compatibility_energy_alignment,0.03333429184534454
compatibility_energy_alignment,is_useful_gt_0p30,hard_bottom25,mixed,2712,0.6432735100619195,0.5774271236793805,0.6134648536448072,0.5411184210526315,0.23195187165775402,compatibility_energy_alignment,0.06992681224542353
compatibility_energy_alignment,is_useful_gt_0p30,mid_50,mixed,4115,0.5322471674930281,0.47154518561833375,0.5380781053397459,0.631918323481999,0.2919254658385093,compatibility_energy_alignment,0.047322792128312835
compatibility_energy_alignment,is_useful_gt_0p30,easy_top25,mixed,1903,0.39868455736673386,0.11827464082184841,0.48866738093415985,0.10273972602739725,0.9199255121042831,compatibility_energy_alignment,0.109696537749932
compatibility_energy_alignment,is_hard_to_easy_unsafe,all,mixed,8730,0.9993408494465831,0.795836001753249,0.9886706967147838,0.02127659574468085,0.0013820108257514684,compatibility_energy_alignment,0.0008421047268594911
compatibility_energy_alignment,is_hard_to_easy_unsafe,hard_bottom25,mixed,2712,nan,nan,0.4996312684365782,nan,0.0007374631268436578,compatibility_energy_alignment,nan
compatibility_energy_alignment,is_hard_to_easy_unsafe,mid_50,mixed,4115,nan,nan,0.49987849331713247,nan,0.00024301336573511544,compatibility_energy_alignment,nan
compatibility_energy_alignment,is_hard_to_easy_unsafe,easy_top25,mixed,1903,0.9969162692589876,0.795836001753249,0.9861289435069699,0.02127659574468085,0.00646551724137931,compatibility_energy_alignment,0.003114117263070781
compatibility_energy_alignment,is_overstrong_unsafe,all,mixed,8730,0.5732492270591434,0.1618904396055274,0.5689279177174209,0.6412078152753108,0.22093634928984746,compatibility_energy_alignment,0.042132509074480975
compatibility_energy_alignment,is_overstrong_unsafe,hard_bottom25,mixed,2712,0.6112660639988395,0.12017534162114757,0.6209572132217673,0.4065040650406504,0.3515815085158151,compatibility_energy_alignment,0.04522910248777308
compatibility_energy_alignment,is_overstrong_unsafe,mid_50,mixed,4115,0.5508823762647858,0.17220292805566892,0.5521551992044254,0.5973025048169557,0.29838709677419356,compatibility_energy_alignment,0.03259801252757587
compatibility_energy_alignment,is_overstrong_unsafe,easy_top25,mixed,1903,0.5969951245100258,0.24504238115642027,0.5310340925013742,0.3601108033240997,0.5778210116731517,compatibility_energy_alignment,0.08275667919120978
compatibility_energy_alignment,should_noop,all,mixed,8730,0.5456738628150376,0.2432383370527178,0.5439790075076858,0.7394179894179894,0.17262399556663896,compatibility_energy_alignment,0.03583891605780354
compatibility_energy_alignment,should_noop,hard_bottom25,mixed,2712,nan,nan,0.4996312684365782,nan,0.0007374631268436578,compatibility_energy_alignment,nan
compatibility_energy_alignment,should_noop,mid_50,mixed,4115,nan,nan,0.49987849331713247,nan,0.00024301336573511544,compatibility_energy_alignment,nan
compatibility_energy_alignment,should_noop,easy_top25,mixed,1903,0.6278721633580968,0.87086286476803,0.6179210814760687,0.21428571428571427,0.5498721227621484,compatibility_energy_alignment,0.1120008337745277
combined,is_unsafe,all,mixed,8730,0.5957030377149773,0.46600447971438375,0.5848639259208873,0.48556348959950324,0.34470865855872207,combined,0.03180809935124146
combined,is_unsafe,hard_bottom25,mixed,2712,0.5401839727662362,0.3593372060835934,0.555876767848539,0.43859649122807015,0.44964997307485194,combined,0.07373387741356073
combined,is_unsafe,mid_50,mixed,4115,0.5807257847834848,0.43098153491183677,0.5805849542625213,0.5155938951559389,0.3232361963190184,combined,0.020247241790184015
combined,is_unsafe,easy_top25,mixed,1903,0.6997031654913715,0.6468933912257225,0.6015794004433561,0.3562281722933644,0.44061302681992337,combined,0.04210968382840708
combined,is_severe,all,mixed,8730,0.6365441518811968,0.4189689920033485,0.618175413244588,0.41833466773418737,0.3453145057766367,combined,0.028477054337881728
combined,is_severe,hard_bottom25,mixed,2712,0.5452733097055616,0.2815995963671848,0.5626363140676118,0.5178571428571429,0.3568702290076336,combined,0.07615801726587089
combined,is_severe,mid_50,mixed,4115,0.6244017979174592,0.39643531814207694,0.61396204083358,0.4292682926829268,0.34280762564991335,combined,0.04685492773520459
combined,is_severe,easy_top25,mixed,1903,0.7648825724696316,0.613570855391404,0.7006774948139647,0.30368098159509205,0.2949640287769784,combined,0.04740184615178092
combined,is_useful_gt_0p30,all,mixed,8730,0.4956028137429781,0.3776056886582668,0.5093764487194627,0.7868803799346987,0.19436672262637567,combined,0.010592322938735865
combined,is_useful_gt_0p30,hard_bottom25,mixed,2712,0.5503772120391218,0.5188835422830679,0.5576075675485506,0.7129934210526315,0.17179144385026737,combined,0.04574567817195648
combined,is_useful_gt_0p30,mid_50,mixed,4115,0.4942157878500792,0.4522720497693948,0.5242629140528487,0.7318645889306824,0.21960958296362024,combined,0.040854472845980046
combined,is_useful_gt_0p30,easy_top25,mixed,1903,0.37505208200471074,0.11373596984188954,0.4953668273768526,0.08561643835616438,0.9236499068901304,combined,0.049621262407766924
combined,is_hard_to_easy_unsafe,all,mixed,8730,0.9986645462765344,0.661462881836926,0.9876341885954703,0.02127659574468085,0.003455027064378671,combined,0.001046226631109298
combined,is_hard_to_easy_unsafe,hard_bottom25,mixed,2712,nan,nan,0.49981563421828906,nan,0.0003687315634218289,combined,nan
combined,is_hard_to_easy_unsafe,mid_50,mixed,4115,nan,nan,0.49987849331713247,nan,0.00024301336573511544,combined,nan
combined,is_hard_to_easy_unsafe,easy_top25,mixed,1903,0.9959189288334556,0.7387817278070484,0.9842431676449009,0.02127659574468085,0.010237068965517241,combined,0.004428187762669771
combined,is_overstrong_unsafe,all,mixed,8730,0.8990547183262432,0.44032413768732087,0.8397008492305162,0.0941385435168739,0.22645975802209364,combined,0.0151616475880708
combined,is_overstrong_unsafe,hard_bottom25,mixed,2712,0.903718209931491,0.40141352668378544,0.8453949320515104,0.08536585365853659,0.22384428223844283,combined,0.015044600292175431
combined,is_overstrong_unsafe,mid_50,mixed,4115,0.8955963701908136,0.45031487082922594,0.834051054372124,0.0674373795761079,0.2644605116796441,combined,0.014816045294145413
combined,is_overstrong_unsafe,easy_top25,mixed,1903,0.9020698377112143,0.5121192612431471,0.8649108435639581,0.04709141274238227,0.2230869001297017,combined,0.026117874005811607
combined,should_noop,all,mixed,8730,0.5842879207038254,0.2688726389307574,0.5713782672947262,0.4398148148148148,0.41742865059573286,combined,0.03916530051310212
combined,should_noop,hard_bottom25,mixed,2712,nan,nan,0.49981563421828906,nan,0.0003687315634218289,combined,nan
combined,should_noop,mid_50,mixed,4115,nan,nan,0.49987849331713247,nan,0.00024301336573511544,combined,nan
combined,should_noop,easy_top25,mixed,1903,0.8086526881283914,0.950668667385735,0.8012549222587586,0.35912698412698413,0.03836317135549872,combined,0.07224890326797616
