variant,stage_set,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,source_bucket,target_bucket,direction
bucket_strength_grid,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
bucket_strength_grid,S6_early_mid_final,40,0.24196386337280273,-1.8225780487060548,-2.3961868286132812,0.425,0.4,hard_bottom25,mid_50,hard_bottom25->mid_50
bucket_strength_grid,S4_final_decoder,20,-0.4815820693969727,-2.5816104888916014,-2.68218994140625,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
bucket_strength_grid,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,mid_50->easy_top25
bucket_strength_grid,S6_early_mid_final,20,-0.3171438217163086,-2.191658592224121,-2.3433685302734375,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
bucket_strength_grid,S4_final_decoder,20,0.322999095916748,-0.2892573356628418,-0.3526458740234375,0.3,0.15,mid_50,hard_bottom25,mid_50->hard_bottom25
bucket_strength_grid,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
bucket_strength_grid,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm,S4_final_decoder,20,-0.044225120544433595,-0.942013168334961,-0.9531822204589844,0.4,0.25,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm,S5_bottleneck_mid,20,0.026517677307128906,-0.9877960205078125,-1.12469482421875,0.45,0.3,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm,S6_early_mid_final,20,-0.09860649108886718,-1.7245874404907227,-1.8449211120605469,0.4,0.4,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm,S4_final_decoder,40,0.17789697647094727,-0.5911443710327149,-0.7307872772216797,0.25,0.225,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm,S5_bottleneck_mid,40,0.3821287155151367,-0.8160367965698242,-0.8984260559082031,0.275,0.2,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm,S6_early_mid_final,40,0.27948760986328125,-1.2075481414794922,-1.4357185363769531,0.3,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm,S4_final_decoder,20,0.015850830078125,-0.8563737869262695,-0.9701118469238281,0.3,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm,S5_bottleneck_mid,20,0.1400918960571289,-0.893377685546875,-0.9422721862792969,0.4,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm,S6_early_mid_final,20,-0.050426673889160153,-1.8062259674072265,-1.9204750061035156,0.55,0.35,mid_50,easy_top25,mid_50->easy_top25
energy_norm,S4_final_decoder,20,0.2863322257995605,-0.18676786422729494,-0.311981201171875,0.25,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength,S4_final_decoder,20,-0.044225120544433595,-0.942013168334961,-0.9531822204589844,0.4,0.25,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm_plus_bucket_strength,S5_bottleneck_mid,20,0.026517677307128906,-0.9877960205078125,-1.12469482421875,0.45,0.3,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm_plus_bucket_strength,S6_early_mid_final,20,-0.09860649108886718,-1.7245874404907227,-1.8449211120605469,0.4,0.4,hard_bottom25,easy_top25,hard_bottom25->easy_top25
energy_norm_plus_bucket_strength,S4_final_decoder,40,0.17789697647094727,-0.5911443710327149,-0.7307872772216797,0.25,0.225,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength,S5_bottleneck_mid,40,0.3821287155151367,-0.8160367965698242,-0.8984260559082031,0.275,0.2,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength,S6_early_mid_final,40,0.27948760986328125,-1.2075481414794922,-1.4357185363769531,0.3,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength,S4_final_decoder,20,0.015850830078125,-0.8563737869262695,-0.9701118469238281,0.3,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength,S5_bottleneck_mid,20,0.1400918960571289,-0.893377685546875,-0.9422721862792969,0.4,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength,S6_early_mid_final,20,-0.050426673889160153,-1.8062259674072265,-1.9204750061035156,0.55,0.35,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength,S4_final_decoder,20,0.2863322257995605,-0.18676786422729494,-0.311981201171875,0.25,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,40,0.17789697647094727,-0.5911443710327149,-0.7307872772216797,0.25,0.225,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength_plus_alignment_gate,S5_bottleneck_mid,40,0.3821287155151367,-0.8160367965698242,-0.8984260559082031,0.275,0.2,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength_plus_alignment_gate,S6_early_mid_final,40,0.27948760986328125,-1.2075481414794922,-1.4357185363769531,0.3,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,20,0.015850830078125,-0.8563737869262695,-0.9701118469238281,0.3,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength_plus_alignment_gate,S5_bottleneck_mid,20,0.1400918960571289,-0.893377685546875,-0.9422721862792969,0.4,0.25,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength_plus_alignment_gate,S6_early_mid_final,20,-0.050426673889160153,-1.8062259674072265,-1.9204750061035156,0.55,0.35,mid_50,easy_top25,mid_50->easy_top25
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,20,0.2863322257995605,-0.18676786422729494,-0.311981201171875,0.25,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
energy_norm_plus_bucket_strength_plus_alignment_gate,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
raw_v228_baseline,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
raw_v228_baseline,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
raw_v228_baseline,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
raw_v228_baseline,S4_final_decoder,20,-2.001568412780762,-4.555234146118164,-5.88604736328125,0.85,0.8,hard_bottom25,easy_top25,hard_bottom25->easy_top25
raw_v228_baseline,S5_bottleneck_mid,20,-0.8925029754638671,-3.4130388259887696,-4.201007843017578,0.6,0.6,hard_bottom25,easy_top25,hard_bottom25->easy_top25
raw_v228_baseline,S6_early_mid_final,20,-1.696812057495117,-4.677119255065918,-5.469879150390625,0.85,0.75,hard_bottom25,easy_top25,hard_bottom25->easy_top25
raw_v228_baseline,S4_final_decoder,40,0.13106536865234375,-2.1482852935791015,-2.408651351928711,0.45,0.425,hard_bottom25,mid_50,hard_bottom25->mid_50
raw_v228_baseline,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
raw_v228_baseline,S6_early_mid_final,40,0.24196386337280273,-1.8225780487060548,-2.3961868286132812,0.425,0.4,hard_bottom25,mid_50,hard_bottom25->mid_50
raw_v228_baseline,S4_final_decoder,20,-0.4815820693969727,-2.5816104888916014,-2.68218994140625,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
raw_v228_baseline,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,mid_50->easy_top25
raw_v228_baseline,S6_early_mid_final,20,-0.3171438217163086,-2.191658592224121,-2.3433685302734375,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
raw_v228_baseline,S4_final_decoder,20,0.322999095916748,-0.2892573356628418,-0.3526458740234375,0.3,0.15,mid_50,hard_bottom25,mid_50->hard_bottom25
raw_v228_baseline,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
raw_v228_baseline,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
rms_clip,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
rms_clip,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
rms_clip,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
rms_clip,S4_final_decoder,20,-0.47773170471191406,-2.3635602951049806,-2.6350784301757812,0.65,0.65,hard_bottom25,easy_top25,hard_bottom25->easy_top25
rms_clip,S5_bottleneck_mid,20,-0.04484405517578125,-1.1633262634277344,-1.3516998291015625,0.45,0.4,hard_bottom25,easy_top25,hard_bottom25->easy_top25
rms_clip,S6_early_mid_final,20,-0.6815559387207031,-3.0792722702026367,-3.449188232421875,0.65,0.55,hard_bottom25,easy_top25,hard_bottom25->easy_top25
rms_clip,S4_final_decoder,40,0.24310903549194335,-1.699789047241211,-2.098386764526367,0.45,0.4,hard_bottom25,mid_50,hard_bottom25->mid_50
rms_clip,S5_bottleneck_mid,40,0.39316139221191404,-0.8043155670166016,-0.9967155456542969,0.275,0.25,hard_bottom25,mid_50,hard_bottom25->mid_50
rms_clip,S6_early_mid_final,40,0.26570472717285154,-1.7719696044921875,-2.163320541381836,0.4,0.375,hard_bottom25,mid_50,hard_bottom25->mid_50
rms_clip,S4_final_decoder,20,-0.40107040405273436,-2.3527204513549806,-2.4452438354492188,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
rms_clip,S5_bottleneck_mid,20,0.023177337646484376,-1.152303123474121,-1.1725502014160156,0.55,0.35,mid_50,easy_top25,mid_50->easy_top25
rms_clip,S6_early_mid_final,20,-0.28948249816894533,-2.103426933288574,-2.282867431640625,0.65,0.55,mid_50,easy_top25,mid_50->easy_top25
rms_clip,S4_final_decoder,20,0.322999095916748,-0.2892573356628418,-0.3526458740234375,0.3,0.15,mid_50,hard_bottom25,mid_50->hard_bottom25
rms_clip,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
rms_clip,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
s5_only,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
s5_only,S5_bottleneck_mid,20,-0.8925029754638671,-3.4130388259887696,-4.201007843017578,0.6,0.6,hard_bottom25,easy_top25,hard_bottom25->easy_top25
s5_only,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
s5_only,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,mid_50->easy_top25
s5_only,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
s5_plus_s4_mild_only,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
s5_plus_s4_mild_only,S5_bottleneck_mid,20,-0.8925029754638671,-3.4130388259887696,-4.201007843017578,0.6,0.6,hard_bottom25,easy_top25,hard_bottom25->easy_top25
s5_plus_s4_mild_only,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
s5_plus_s4_mild_only,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,mid_50->easy_top25
s5_plus_s4_mild_only,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
s5_plus_s6_hard_only,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
s5_plus_s6_hard_only,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,easy_top25->hard_bottom25
s5_plus_s6_hard_only,S5_bottleneck_mid,20,-0.8925029754638671,-3.4130388259887696,-4.201007843017578,0.6,0.6,hard_bottom25,easy_top25,hard_bottom25->easy_top25
s5_plus_s6_hard_only,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,hard_bottom25->mid_50
s5_plus_s6_hard_only,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,mid_50->easy_top25
s5_plus_s6_hard_only,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,mid_50->hard_bottom25
s5_plus_s6_hard_only,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,mid_50->hard_bottom25
