target_fold,policy_variant,target_bucket,stage_set,chosen_source_bucket,chosen_action,chosen_strength,selection_reason,sample_count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate
0,energy_norm,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,energy_norm,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,energy_norm,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,energy_norm,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,energy_norm,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,energy_norm,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,energy_norm,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,energy_norm,hard_bottom25,mixed,table,strong_1.25,mixed,fold_oof_table_policy,5,0.12472763061523437,-0.48001937866210936,-0.4828758239746094,0.6,0.6
3,energy_norm,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,energy_norm,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,energy_norm,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,energy_norm,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,energy_norm,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,rms_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,rms_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,rms_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,rms_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,rms_clip,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,rms_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,rms_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,rms_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,rms_clip,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,rms_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,5,-0.011890411376953125,-0.47791404724121095,-0.5217781066894531,0.6,0.4
3,rms_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,rms_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,rms_clip,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,rms_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,rms_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,absmax_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,absmax_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,absmax_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,absmax_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,absmax_clip,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,absmax_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,absmax_clip,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,absmax_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,absmax_clip,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,absmax_clip,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.03826408386230469,-0.7874324798583985,-0.8295326232910156,0.6,0.6
3,absmax_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,absmax_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,absmax_clip,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,absmax_clip,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,absmax_clip,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,alignment_gate,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,alignment_gate,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,alignment_gate,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,alignment_gate,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,alignment_gate,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.028486251831054688,-0.8100261688232422,-0.8489837646484375,0.6,0.6
3,alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,alignment_gate,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,alignment_gate,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,alignment_gate,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,bucket_strength_grid,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,bucket_strength_grid,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,bucket_strength_grid,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,5,0.020086669921875,-0.01395416259765625,-0.018863677978515625,0.0,0.0
1,bucket_strength_grid,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,bucket_strength_grid,mid_50,mixed,table,mild_0.20,mixed,fold_oof_table_policy,8,0.08144712448120117,-0.38060836791992186,-0.4697265625,0.375,0.25
1,bucket_strength_grid,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,6,0.0548699696858724,-0.022100448608398438,-0.037303924560546875,0.0,0.0
2,bucket_strength_grid,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,bucket_strength_grid,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,bucket_strength_grid,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,3,0.03499476114908854,-0.048830413818359376,-0.058086395263671875,0.3333333333333333,0.0
3,bucket_strength_grid,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.028486251831054688,-0.8100261688232422,-0.8489837646484375,0.6,0.6
3,bucket_strength_grid,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,bucket_strength_grid,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,4,0.014883041381835938,-0.02417583465576172,-0.027393341064453125,0.0,0.0
4,bucket_strength_grid,hard_bottom25,mixed,table,strong_0.85,mixed,fold_oof_table_policy,5,0.317266845703125,-0.1256275177001953,-0.12755393981933594,0.4,0.0
4,bucket_strength_grid,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,bucket_strength_grid,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,2,0.07466697692871094,0.05905780792236328,0.057323455810546875,0.0,0.0
0,s5_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,s5_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,s5_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,s5_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,s5_only,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,s5_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,s5_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,s5_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,s5_only,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,s5_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.028486251831054688,-0.8100261688232422,-0.8489837646484375,0.6,0.6
3,s5_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,s5_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,s5_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,s5_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,s5_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,s5_plus_s6_hard_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,s5_plus_s6_hard_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,s5_plus_s6_hard_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,s5_plus_s6_hard_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,s5_plus_s6_hard_only,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,s5_plus_s6_hard_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,s5_plus_s6_hard_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,s5_plus_s6_hard_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,s5_plus_s6_hard_only,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,s5_plus_s6_hard_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.028486251831054688,-0.8100261688232422,-0.8489837646484375,0.6,0.6
3,s5_plus_s6_hard_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,s5_plus_s6_hard_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,s5_plus_s6_hard_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,s5_plus_s6_hard_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,s5_plus_s6_hard_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,s5_plus_s4_mild_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,s5_plus_s4_mild_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,s5_plus_s4_mild_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,5,0.0,0.0,0.0,0.0,0.0
1,s5_plus_s4_mild_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,s5_plus_s4_mild_only,mid_50,mixed,table,mild_0.33,mixed,fold_oof_table_policy,8,0.1257953643798828,-0.6280961990356445,-0.7674064636230469,0.375,0.25
1,s5_plus_s4_mild_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,6,0.0,0.0,0.0,0.0,0.0
2,s5_plus_s4_mild_only,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,s5_plus_s4_mild_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,s5_plus_s4_mild_only,easy_top25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,3,0.09254709879557292,-0.18140945434570313,-0.212615966796875,0.3333333333333333,0.3333333333333333
3,s5_plus_s4_mild_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.028486251831054688,-0.8100261688232422,-0.8489837646484375,0.6,0.6
3,s5_plus_s4_mild_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,s5_plus_s4_mild_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,4,0.0,0.0,0.0,0.0,0.0
4,s5_plus_s4_mild_only,hard_bottom25,mixed,table,medium_0.67,mixed,fold_oof_table_policy,5,0.2567798614501953,-0.08925323486328125,-0.09081649780273438,0.4,0.0
4,s5_plus_s4_mild_only,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,s5_plus_s4_mild_only,easy_top25,mixed,table,noop,mixed,fold_oof_table_policy,2,0.0,0.0,0.0,0.0,0.0
0,energy_norm_plus_bucket_strength,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,energy_norm_plus_bucket_strength,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,energy_norm_plus_bucket_strength,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,5,0.020086669921875,-0.01395416259765625,-0.018863677978515625,0.0,0.0
1,energy_norm_plus_bucket_strength,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,energy_norm_plus_bucket_strength,mid_50,mixed,table,mild_0.20,mixed,fold_oof_table_policy,8,0.08144712448120117,-0.38060836791992186,-0.4697265625,0.375,0.25
1,energy_norm_plus_bucket_strength,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,6,0.0548699696858724,-0.022100448608398438,-0.037303924560546875,0.0,0.0
2,energy_norm_plus_bucket_strength,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,energy_norm_plus_bucket_strength,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,energy_norm_plus_bucket_strength,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,3,0.03499476114908854,-0.048830413818359376,-0.058086395263671875,0.3333333333333333,0.0
3,energy_norm_plus_bucket_strength,hard_bottom25,mixed,table,strong_1.25,mixed,fold_oof_table_policy,5,0.12472763061523437,-0.48001937866210936,-0.4828758239746094,0.6,0.6
3,energy_norm_plus_bucket_strength,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,energy_norm_plus_bucket_strength,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,4,0.014883041381835938,-0.02417583465576172,-0.027393341064453125,0.0,0.0
4,energy_norm_plus_bucket_strength,hard_bottom25,mixed,table,strong_0.85,mixed,fold_oof_table_policy,5,0.317266845703125,-0.1256275177001953,-0.12755393981933594,0.4,0.0
4,energy_norm_plus_bucket_strength,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,energy_norm_plus_bucket_strength,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,2,0.07466697692871094,0.05905780792236328,0.057323455810546875,0.0,0.0
0,energy_norm_plus_bucket_strength_plus_alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.22508716583251953,0.07152442932128907,0.070037841796875,0.0,0.0
0,energy_norm_plus_bucket_strength_plus_alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
0,energy_norm_plus_bucket_strength_plus_alignment_gate,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,5,0.020086669921875,-0.01395416259765625,-0.018863677978515625,0.0,0.0
1,energy_norm_plus_bucket_strength_plus_alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,2,0.2324352264404297,-0.009330940246582028,-0.03619384765625,0.0,0.0
1,energy_norm_plus_bucket_strength_plus_alignment_gate,mid_50,mixed,table,mild_0.20,mixed,fold_oof_table_policy,8,0.08144712448120117,-0.38060836791992186,-0.4697265625,0.375,0.25
1,energy_norm_plus_bucket_strength_plus_alignment_gate,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,6,0.0548699696858724,-0.022100448608398438,-0.037303924560546875,0.0,0.0
2,energy_norm_plus_bucket_strength_plus_alignment_gate,hard_bottom25,mixed,table,mild_0.33,mixed,fold_oof_table_policy,4,0.30776166915893555,0.20064659118652345,0.19549560546875,0.0,0.0
2,energy_norm_plus_bucket_strength_plus_alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
2,energy_norm_plus_bucket_strength_plus_alignment_gate,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,3,0.03499476114908854,-0.048830413818359376,-0.058086395263671875,0.3333333333333333,0.0
3,energy_norm_plus_bucket_strength_plus_alignment_gate,hard_bottom25,mixed,table,strong_1.25,mixed,fold_oof_table_policy,5,0.12472763061523437,-0.48001937866210936,-0.4828758239746094,0.6,0.6
3,energy_norm_plus_bucket_strength_plus_alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,7,0.0,0.0,0.0,0.0,0.0
3,energy_norm_plus_bucket_strength_plus_alignment_gate,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,4,0.014883041381835938,-0.02417583465576172,-0.027393341064453125,0.0,0.0
4,energy_norm_plus_bucket_strength_plus_alignment_gate,hard_bottom25,mixed,table,strong_0.85,mixed,fold_oof_table_policy,5,0.317266845703125,-0.1256275177001953,-0.12755393981933594,0.4,0.0
4,energy_norm_plus_bucket_strength_plus_alignment_gate,mid_50,mixed,table,noop,mixed,fold_oof_table_policy,9,0.0,0.0,0.0,0.0,0.0
4,energy_norm_plus_bucket_strength_plus_alignment_gate,easy_top25,mixed,table,mild_0.10,mixed,fold_oof_table_policy,2,0.07466697692871094,0.05905780792236328,0.057323455810546875,0.0,0.0
